entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables
entity identifier,2012-01-01,2012-12-31,ID_18,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8vcGRmcy8xMDQ2MTU4ODtBcFMxNTUwNDI7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8veGJybHMvWC03RTE1NDRGMC0yMDEzMDUzMF8xMTEwNTdfNjA5.xml,"2791, DragÃ¸r","MÃ¸llelodden 6, st.","2770, Kastrup",FuglebÃ¦kvej 3 A  1.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-05-30,Registreret revisor,25928121.0,10461588.0,25928121.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Edmund Olsen og Frank Olsen Maskinfabrik ApS.,Ãrsrapport,Ernst Henriksen,Frank Olsen,Hans Frank Olsen,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",Edmund Olsen og Frank Olsen Maskinfabrik ApS,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-05-27,Kastrup,DirektÃ¸r,urn:ofk:oid:9501615,indberetninger-20180424,2.5124266,10461588.0,,2018-04-01T12:34:44.893Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-17.442,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_19,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8vcGRmcy8xMDQ2MTU4ODtBcFMxNTUwNDI7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8veGJybHMvWC03RTE1NDRGMC0yMDEzMDUzMF8xMTEwNTdfNjA5.xml,"2791, DragÃ¸r","MÃ¸llelodden 6, st.","2770, Kastrup",FuglebÃ¦kvej 3 A  1.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-05-30,Registreret revisor,25928121.0,10461588.0,25928121.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Edmund Olsen og Frank Olsen Maskinfabrik ApS.,Ãrsrapport,Ernst Henriksen,Frank Olsen,Hans Frank Olsen,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",Edmund Olsen og Frank Olsen Maskinfabrik ApS,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-05-27,Kastrup,DirektÃ¸r,urn:ofk:oid:9501615,indberetninger-20180424,2.5124266,10461588.0,,2018-04-01T12:34:44.893Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-17.442,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_2,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8vcGRmcy8xMDQ2MTU4ODtBcFMxNTUwNDI7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8veGJybHMvWC03RTE1NDRGMC0yMDEzMDUzMF8xMTEwNTdfNjA5.xml,"2791, DragÃ¸r","MÃ¸llelodden 6, st.","2770, Kastrup",FuglebÃ¦kvej 3 A  1.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-05-30,Registreret revisor,25928121.0,10461588.0,25928121.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Edmund Olsen og Frank Olsen Maskinfabrik ApS.,Ãrsrapport,Ernst Henriksen,Frank Olsen,Hans Frank Olsen,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",Edmund Olsen og Frank Olsen Maskinfabrik ApS,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-05-27,Kastrup,DirektÃ¸r,urn:ofk:oid:9501615,indberetninger-20180424,2.5124266,10461588.0,,2018-04-01T12:34:44.893Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-17.442,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_3,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8vcGRmcy8xMDQ2MTU4ODtBcFMxNTUwNDI7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8veGJybHMvWC03RTE1NDRGMC0yMDEzMDUzMF8xMTEwNTdfNjA5.xml,"2791, DragÃ¸r","MÃ¸llelodden 6, st.","2770, Kastrup",FuglebÃ¦kvej 3 A  1.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-05-30,Registreret revisor,25928121.0,10461588.0,25928121.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Edmund Olsen og Frank Olsen Maskinfabrik ApS.,Ãrsrapport,Ernst Henriksen,Frank Olsen,Hans Frank Olsen,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",Edmund Olsen og Frank Olsen Maskinfabrik ApS,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-05-27,Kastrup,DirektÃ¸r,urn:ofk:oid:9501615,indberetninger-20180424,2.5124266,10461588.0,,2018-04-01T12:34:44.893Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-17.442,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_4,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8vcGRmcy8xMDQ2MTU4ODtBcFMxNTUwNDI7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8veGJybHMvWC03RTE1NDRGMC0yMDEzMDUzMF8xMTEwNTdfNjA5.xml,"2791, DragÃ¸r","MÃ¸llelodden 6, st.","2770, Kastrup",FuglebÃ¦kvej 3 A  1.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-05-30,Registreret revisor,25928121.0,10461588.0,25928121.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Edmund Olsen og Frank Olsen Maskinfabrik ApS.,Ãrsrapport,Ernst Henriksen,Frank Olsen,Hans Frank Olsen,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",Edmund Olsen og Frank Olsen Maskinfabrik ApS,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-05-27,Kastrup,DirektÃ¸r,urn:ofk:oid:9501615,indberetninger-20180424,2.5124266,10461588.0,,2018-04-01T12:34:44.893Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-17.442,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_5,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8vcGRmcy8xMDQ2MTU4ODtBcFMxNTUwNDI7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8veGJybHMvWC03RTE1NDRGMC0yMDEzMDUzMF8xMTEwNTdfNjA5.xml,"2791, DragÃ¸r","MÃ¸llelodden 6, st.","2770, Kastrup",FuglebÃ¦kvej 3 A  1.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-05-30,Registreret revisor,25928121.0,10461588.0,25928121.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Edmund Olsen og Frank Olsen Maskinfabrik ApS.,Ãrsrapport,Ernst Henriksen,Frank Olsen,Hans Frank Olsen,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",Edmund Olsen og Frank Olsen Maskinfabrik ApS,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-05-27,Kastrup,DirektÃ¸r,urn:ofk:oid:9501615,indberetninger-20180424,2.5124266,10461588.0,,2018-04-01T12:34:44.893Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-17.442,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_6,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8vcGRmcy8xMDQ2MTU4ODtBcFMxNTUwNDI7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8veGJybHMvWC03RTE1NDRGMC0yMDEzMDUzMF8xMTEwNTdfNjA5.xml,"2791, DragÃ¸r","MÃ¸llelodden 6, st.","2770, Kastrup",FuglebÃ¦kvej 3 A  1.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-05-30,Registreret revisor,25928121.0,10461588.0,25928121.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Edmund Olsen og Frank Olsen Maskinfabrik ApS.,Ãrsrapport,Ernst Henriksen,Frank Olsen,Hans Frank Olsen,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",Edmund Olsen og Frank Olsen Maskinfabrik ApS,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-05-27,Kastrup,DirektÃ¸r,urn:ofk:oid:9501615,indberetninger-20180424,2.5124266,10461588.0,,2018-04-01T12:34:44.893Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-17.442,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_7,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8vcGRmcy8xMDQ2MTU4ODtBcFMxNTUwNDI7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8veGJybHMvWC03RTE1NDRGMC0yMDEzMDUzMF8xMTEwNTdfNjA5.xml,"2791, DragÃ¸r","MÃ¸llelodden 6, st.","2770, Kastrup",FuglebÃ¦kvej 3 A  1.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-05-30,Registreret revisor,25928121.0,10461588.0,25928121.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Edmund Olsen og Frank Olsen Maskinfabrik ApS.,Ãrsrapport,Ernst Henriksen,Frank Olsen,Hans Frank Olsen,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",Edmund Olsen og Frank Olsen Maskinfabrik ApS,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-05-27,Kastrup,DirektÃ¸r,urn:ofk:oid:9501615,indberetninger-20180424,2.5124266,10461588.0,,2018-04-01T12:34:44.893Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-17.442,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_8,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8vcGRmcy8xMDQ2MTU4ODtBcFMxNTUwNDI7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8veGJybHMvWC03RTE1NDRGMC0yMDEzMDUzMF8xMTEwNTdfNjA5.xml,"2791, DragÃ¸r","MÃ¸llelodden 6, st.","2770, Kastrup",FuglebÃ¦kvej 3 A  1.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-05-30,Registreret revisor,25928121.0,10461588.0,25928121.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Edmund Olsen og Frank Olsen Maskinfabrik ApS.,Ãrsrapport,Ernst Henriksen,Frank Olsen,Hans Frank Olsen,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",Edmund Olsen og Frank Olsen Maskinfabrik ApS,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",10710.0,2012-12-31,2012-01-01,2013-05-27,Kastrup,DirektÃ¸r,urn:ofk:oid:9501615,indberetninger-20180424,2.5124266,10461588.0,,2018-04-01T12:34:44.893Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-17.442,2013-05-31T22:00:00.000Z,7000.0,800622.0,-795433.0,0.0,-4.0,12185.0,12189.0,-1475.0,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-12-31,2012-12-31,ID_16,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8vcGRmcy8xMDQ2MTU4ODtBcFMxNTUwNDI7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/88516401/Y3ZyLmRrOi8veGJybHMvWC03RTE1NDRGMC0yMDEzMDUzMF8xMTEwNTdfNjA5.xml,"2791, DragÃ¸r","MÃ¸llelodden 6, st.","2770, Kastrup",FuglebÃ¦kvej 3 A  1.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-05-30,Registreret revisor,25928121.0,10461588.0,25928121.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Edmund Olsen og Frank Olsen Maskinfabrik ApS.,Ãrsrapport,Ernst Henriksen,Frank Olsen,Hans Frank Olsen,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",Edmund Olsen og Frank Olsen Maskinfabrik ApS,"ERNST HENRIKSEN, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-05-27,Kastrup,DirektÃ¸r,urn:ofk:oid:9501615,indberetninger-20180424,2.5124266,10461588.0,,2018-04-01T12:34:44.893Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-17.442,2013-05-31T22:00:00.000Z,,,,,,,,,1281154.0,204762.0,-200000.0,1242062.0,235750.0,12116.0,-781210.0,530130.0,-1281154.0,-499944.0,25675.0,530130.0,39092.0,25675.0,-65094.0,122580.0,13417.0,13417.0,-250000.0,-581210.0,-499944.0,-663.0,507170.0,-184187.0,136724.0
