entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,NumberOfIssuedShares,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TelephoneNumberOfAuditor,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DividendPaid,ExtraordinaryDividendPaid,Dividend,AdjustmentsForDeferredTax,AdministrativeExpenses,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,CostOfProduction,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DistributionCosts,EmployeeBenefitsExpense,ExchangeRateAdjustmentsOtherFinanceExpenses,ExchangeRateProfit,GrossResult,InterestIncomeFromGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RemunerationOfManagementCategories,Revenue,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermLiabilitiesOtherThanProvisions,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermLeaseCommitments,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfAuditorCountry,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfAdministrativeExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCashAndCashEquivalents,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDistributionCosts,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfOtherOperatingIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfRevenue,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfPropertyPlantAndEquipment,EmailOfReportingEntity,ExplanationOfOtherMethodsOfRecognitionAndMeasurementBasisForAssetsInPreviousPeriod,HomepageOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OpinionOnFinancialStatementsExtendedReview,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RetrospectiveInformationOnContributedCapital,SignatureOfAuditorsPlace,StatementOfExecutiveAndSupervisoryBoardsResponsibilityForFinancialStatementsExtendedReview,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,LongtermLiabilitiesOtherThanProvisionsDueInOneYear
89669510,2016-12-31,2016-12-31,c5,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,33554813.0,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55260621.0,24279.0,4018584.0,558000.0,47790323.0,6157000.0,235049.0,1329794.0,4018584.0,10762389.0,55260621.0,21705808.0,3150000.0,892454.0,964933.0,5444727.0,5880054.0,7470298.0,892454.0,3247532.0,299305.0,2559260.0,2559260.0,23000000.0,4882335.0,9996813.0,9523641.0,0.0,16261081.0,1787374.0,428458.0,37003655.0,26306994.0,533744.0,1274076.0,3471563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-01-01,2017-01-01,c112,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13519826.0,17538410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-01-01,2017-01-01,c231,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16153154.0,18712414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-01-01,2017-01-01,c312,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,558000.0,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-01-01,2017-01-01,c351,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,9996813.0,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-01-01,2017-01-01,c357,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,23000000.0,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-01-01,2017-12-31,c1,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,24892004.0,,,,4727471.0,10637989.0,768600.0,44.0,36346060.0,2097744.0,2264158.0,1495558.0,1591304.0,25677615.0,1440235.0,0.0,41754935.0,335252.0,330278.0,1770513.0,335252.0,3626838.0,1881558.0,31717219.0,33152480.0,2264158.0,78100995.0,189200.0,6825215.0,6825215.0,23606857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danmark,HillerÃ¸d,Herredsvejen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i SmartPractice Denmark ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.","ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet). Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.","I administrationsomkostninger indregnes omkostninger, der er afholdt i Ã¥ret til ledelse og administration af selskabet, herunder omkostninger til administrativt personale, ledelsen, kontorlokaler og kontoromkostninger samt afskrivninger pÃ¥ aktiver, som benyttes i administrationen.","Likvider omfatter likvide beholdninger og kortfristede vÃ¦rdipapirer, som uden hindring kan omsÃ¦ttes til likvide beholdninger, og hvorpÃ¥ der kun er ubetydelige risici for vÃ¦rdiÃ¦ndringer.","PeriodeafgrÃ¦nsningsposter, indregnet under aktiver, omfatter forudbetalte omkostninger vedrÃ¸rende efterfÃ¸lgende regnskabsÃ¥r.","I distributionsomkostninger indregnes omkostninger, der er afholdt til salg og distribution i Ã¥rets lÃ¸b. Herunder indregnes omkostninger til salgspersonale, reklame- og udstillingsomkostninger samt afskrivninger pÃ¥ aktiver, som er knyttet til salg og distribution af virksomhedens varer.","Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret. Finansielle poster omfatter renteindtÃ¦gter og -omkostninger samt tillÃ¦g og godtgÃ¸relse under acontoskatteordningen m.v.","Andre driftsindtÃ¦gter indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter, herunder fortjeneste eller tab ved salg af anlÃ¦gsaktiver.","Tilgodehavender mÃ¥les til amortiseret kostpris, der sÃ¦dvanligvis svarer til nominel vÃ¦rdi. Der foretages nedskrivning til imÃ¸degÃ¥else af tab baseret pÃ¥ en objektiv indikation pÃ¥, at et tilgodehavende er vÃ¦rdiforringet. Nedskrivning foretages til nettorealisationsvÃ¦rdi, sÃ¥fremt denne er lavere end regnskabsmÃ¦ssig vÃ¦rdi.",NettoomsÃ¦tning mÃ¥les til dagsvÃ¦rdien af det aftalte vederlag ekskl. moms og afgifter opkrÃ¦vet pÃ¥ vegne af tredjepart. Alle former for afgivne rabatter indregnes i nettoomsÃ¦tningen.,"Skat af Ã¥rets resultat omfatter aktuel skat af Ã¥rets forventede skattepligtige indkomst og Ã¥rets regulering af udskudt skat. Ãrets skat indregnes i resultatopgÃ¸relsen med den del, der kan henfÃ¸res til Ã¥rets resultat, og i egenkapitalen med den del, som kan henfÃ¸res til transaktioner indregnet i egenkapitalen.",Der er ikke efter balancedagen indtruffet begivenheder af vÃ¦sentlig betydning for virksomhedens finansielle stilling.,For oplysning om sikkerhedsstillelser m.v. vedrÃ¸rende materielle aktiver henvises til note12.,michael.nielsen@mekos.dk,Ãrsregnskabet er aflagt efter samme regnskabspraksis som sidste Ã¥r.,www.smartpractice.dk,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for SmartPractice Denmark ApS for regnskabsÃ¥ret 1. januar - 31. december 2017.,Ãrsrapporten for SmartPractice Denmark ApS for 2017 er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for klasse B-virksomheder med tilvalg af visse bestemmelser for klasse C.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Walther-Rasmussen,Nordea,SmartPractice Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Baseret pÃ¥ det udfÃ¸rte arbejde er det vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017 i overensstemmelse med Ã¥rsregnskabsloven.","HillerÃ¸d, den",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HillerÃ¸d,Virksomhedens anpartskapital har uÃ¦ndret vÃ¦ret 558.000 kr. de seneste 5 Ã¥r.,"KÃ¸benhavn, den","Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser for nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,,,,,,,,,,,
89669510,2017-01-01,2017-12-31,c106,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frederiksberg,Osvald Helmuths Vej,statsaut. revisor,mne28627,Martin AlsbÃ¦k,Ernst & Young Godkendt Revisionspartnerselskab,,,,,,
89669510,2017-01-01,2017-12-31,c153,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,,,,,,,768600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-01-01,2017-12-31,c172,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-01-01,2017-12-31,c176,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669510,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzg5L2RhLzBiLzExYmYtNDRhNy1hMWQxLWRmNTc5NTI4YjdhOQ.pdf,http://regnskaber.virk.dk/01596698/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzhhLzBkLzkzLzMxMDAtNDU3NC1hYmM0LTQ1ZTVjY2UzM2UwOA.xml,2625251.0,2000.0,4.0,3400.0,2.0,2018-04-10,2018-04-10,2015-02-15,2018-04-24,,30700228.0,89669510.0,30700228.0,558.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-04-10,+45 73 23 30 00,48207100.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25363790,indberetninger-20180424,2.5118417999999996,89669510.0,AWMAuqO2x8uVRSOdgA47,2018-04-26T06:54:19.904Z,2018-04-26T06:53:37.471Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-CK,2018-04-26T06:53:38.202Z,-107996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
