entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfEmployees,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,ExternalExpenses,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,DividendPaid
32061079,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzUyL2RhLzc1LzAzYzUtNGQyMy04NmI4LWE1ZWUyZDU1ZGFhOQ.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzFmL2RiLzY5MTMtNDk2MS04OTIxLWU2ZDhhNTY0YmEwNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzQ4LzA0L2RjL2Y1ZDctNGNlOC1hM2M2LWNhOWQ5ZTcyOGNmMg.xml,true,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,Statsautoriseret revisor,35465979.0,32061079.0,mne33731,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,Revisto Statsautoriseret revisionspartnerselskab,PEH HORSENS ApS,Jesper Sand,,Horsens,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-02-07,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25036518,indberetninger-20180424,2.5927862999999998,32061079.0,,2018-04-03T19:23:18.273Z,2018-02-08T09:49:42.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-14-DP,2018-02-08T09:49:43.036Z,,,,,,,,,,,,,,,,,,,,,,,,
32061079,2017-01-01,2017-12-31,c14,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzUyL2RhLzc1LzAzYzUtNGQyMy04NmI4LWE1ZWUyZDU1ZGFhOQ.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzFmL2RiLzY5MTMtNDk2MS04OTIxLWU2ZDhhNTY0YmEwNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzQ4LzA0L2RjL2Y1ZDctNGNlOC1hM2M2LWNhOWQ5ZTcyOGNmMg.xml,true,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,Statsautoriseret revisor,35465979.0,32061079.0,mne33731,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,Revisto Statsautoriseret revisionspartnerselskab,PEH HORSENS ApS,Jesper Sand,,Horsens,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-02-07,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25036518,indberetninger-20180424,2.5927862999999998,32061079.0,,2018-04-03T19:23:18.273Z,2018-02-08T09:49:42.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-14-DP,2018-02-08T09:49:43.036Z,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0
32061079,2017-01-01,2017-12-31,c15,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzUyL2RhLzc1LzAzYzUtNGQyMy04NmI4LWE1ZWUyZDU1ZGFhOQ.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzFmL2RiLzY5MTMtNDk2MS04OTIxLWU2ZDhhNTY0YmEwNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzQ4LzA0L2RjL2Y1ZDctNGNlOC1hM2M2LWNhOWQ5ZTcyOGNmMg.xml,true,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,Statsautoriseret revisor,35465979.0,32061079.0,mne33731,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,Revisto Statsautoriseret revisionspartnerselskab,PEH HORSENS ApS,Jesper Sand,,Horsens,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-02-07,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25036518,indberetninger-20180424,2.5927862999999998,32061079.0,,2018-04-03T19:23:18.273Z,2018-02-08T09:49:42.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-14-DP,2018-02-08T09:49:43.036Z,,,,,,-49516.0,,,,,,,,,,,,,,,,,,0.0
32061079,2017-01-01,2017-12-31,c16,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzUyL2RhLzc1LzAzYzUtNGQyMy04NmI4LWE1ZWUyZDU1ZGFhOQ.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzFmL2RiLzY5MTMtNDk2MS04OTIxLWU2ZDhhNTY0YmEwNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzQ4LzA0L2RjL2Y1ZDctNGNlOC1hM2M2LWNhOWQ5ZTcyOGNmMg.xml,true,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,Statsautoriseret revisor,35465979.0,32061079.0,mne33731,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,Revisto Statsautoriseret revisionspartnerselskab,PEH HORSENS ApS,Jesper Sand,,Horsens,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-02-07,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25036518,indberetninger-20180424,2.5927862999999998,32061079.0,,2018-04-03T19:23:18.273Z,2018-02-08T09:49:42.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-14-DP,2018-02-08T09:49:43.036Z,,,,,,45000.0,,,,,,,,,,,,,,,,,,40100.0
32061079,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzUyL2RhLzc1LzAzYzUtNGQyMy04NmI4LWE1ZWUyZDU1ZGFhOQ.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzFmL2RiLzY5MTMtNDk2MS04OTIxLWU2ZDhhNTY0YmEwNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzQ4LzA0L2RjL2Y1ZDctNGNlOC1hM2M2LWNhOWQ5ZTcyOGNmMg.xml,true,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,Statsautoriseret revisor,35465979.0,32061079.0,mne33731,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,Revisto Statsautoriseret revisionspartnerselskab,PEH HORSENS ApS,Jesper Sand,,Horsens,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-02-07,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25036518,indberetninger-20180424,2.5927862999999998,32061079.0,,2018-04-03T19:23:18.273Z,2018-02-08T09:49:42.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-14-DP,2018-02-08T09:49:43.036Z,,,,,,,,,,,,,,,,,,,,,,,,
32061079,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzUyL2RhLzc1LzAzYzUtNGQyMy04NmI4LWE1ZWUyZDU1ZGFhOQ.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzFmL2RiLzY5MTMtNDk2MS04OTIxLWU2ZDhhNTY0YmEwNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzQ4LzA0L2RjL2Y1ZDctNGNlOC1hM2M2LWNhOWQ5ZTcyOGNmMg.xml,true,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,Statsautoriseret revisor,35465979.0,32061079.0,mne33731,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,Revisto Statsautoriseret revisionspartnerselskab,PEH HORSENS ApS,Jesper Sand,,Horsens,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-02-07,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25036518,indberetninger-20180424,2.5927862999999998,32061079.0,,2018-04-03T19:23:18.273Z,2018-02-08T09:49:42.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-14-DP,2018-02-08T09:49:43.036Z,,,,,,45000.0,,,,,,,,,,,,,,,,,,
32061079,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzUyL2RhLzc1LzAzYzUtNGQyMy04NmI4LWE1ZWUyZDU1ZGFhOQ.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzFmL2RiLzY5MTMtNDk2MS04OTIxLWU2ZDhhNTY0YmEwNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzQ4LzA0L2RjL2Y1ZDctNGNlOC1hM2M2LWNhOWQ5ZTcyOGNmMg.xml,true,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,Statsautoriseret revisor,35465979.0,32061079.0,mne33731,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,Revisto Statsautoriseret revisionspartnerselskab,PEH HORSENS ApS,Jesper Sand,,Horsens,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-02-07,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25036518,indberetninger-20180424,2.5927862999999998,32061079.0,,2018-04-03T19:23:18.273Z,2018-02-08T09:49:42.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-14-DP,2018-02-08T09:49:43.036Z,,,,,,-49516.0,,,,,,,,,,,,,,,,,,
32061079,2017-12-31,2017-12-31,c17,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzUyL2RhLzc1LzAzYzUtNGQyMy04NmI4LWE1ZWUyZDU1ZGFhOQ.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzFmL2RiLzY5MTMtNDk2MS04OTIxLWU2ZDhhNTY0YmEwNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzQ4LzA0L2RjL2Y1ZDctNGNlOC1hM2M2LWNhOWQ5ZTcyOGNmMg.xml,true,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,Statsautoriseret revisor,35465979.0,32061079.0,mne33731,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,Revisto Statsautoriseret revisionspartnerselskab,PEH HORSENS ApS,Jesper Sand,,Horsens,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-02-07,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25036518,indberetninger-20180424,2.5927862999999998,32061079.0,,2018-04-03T19:23:18.273Z,2018-02-08T09:49:42.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-14-DP,2018-02-08T09:49:43.036Z,,,,,,,,,,,,,,125000.0,,,,,,,,,,
32061079,2017-12-31,2017-12-31,c18,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzUyL2RhLzc1LzAzYzUtNGQyMy04NmI4LWE1ZWUyZDU1ZGFhOQ.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzFmL2RiLzY5MTMtNDk2MS04OTIxLWU2ZDhhNTY0YmEwNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzQ4LzA0L2RjL2Y1ZDctNGNlOC1hM2M2LWNhOWQ5ZTcyOGNmMg.xml,true,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,Statsautoriseret revisor,35465979.0,32061079.0,mne33731,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,Revisto Statsautoriseret revisionspartnerselskab,PEH HORSENS ApS,Jesper Sand,,Horsens,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-02-07,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25036518,indberetninger-20180424,2.5927862999999998,32061079.0,,2018-04-03T19:23:18.273Z,2018-02-08T09:49:42.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-14-DP,2018-02-08T09:49:43.036Z,,,,,,,,,,,,,,205926.0,,,,,,,,,,
32061079,2017-12-31,2017-12-31,c19,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzUyL2RhLzc1LzAzYzUtNGQyMy04NmI4LWE1ZWUyZDU1ZGFhOQ.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzFmL2RiLzY5MTMtNDk2MS04OTIxLWU2ZDhhNTY0YmEwNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzQ4LzA0L2RjL2Y1ZDctNGNlOC1hM2M2LWNhOWQ5ZTcyOGNmMg.xml,true,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,Statsautoriseret revisor,35465979.0,32061079.0,mne33731,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,Revisto Statsautoriseret revisionspartnerselskab,PEH HORSENS ApS,Jesper Sand,,Horsens,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-02-07,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25036518,indberetninger-20180424,2.5927862999999998,32061079.0,,2018-04-03T19:23:18.273Z,2018-02-08T09:49:42.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-14-DP,2018-02-08T09:49:43.036Z,,,,,,,,,,,,,,45000.0,,,,,,,,,,
32061079,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzUyL2RhLzc1LzAzYzUtNGQyMy04NmI4LWE1ZWUyZDU1ZGFhOQ.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzFmL2RiLzY5MTMtNDk2MS04OTIxLWU2ZDhhNTY0YmEwNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzQ4LzA0L2RjL2Y1ZDctNGNlOC1hM2M2LWNhOWQ5ZTcyOGNmMg.xml,true,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,Statsautoriseret revisor,35465979.0,32061079.0,mne33731,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,Revisto Statsautoriseret revisionspartnerselskab,PEH HORSENS ApS,Jesper Sand,1.0,Horsens,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-02-07,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25036518,indberetninger-20180424,2.5927862999999998,32061079.0,,2018-04-03T19:23:18.273Z,2018-02-08T09:49:42.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-14-DP,2018-02-08T09:49:43.036Z,,,,,,,,,,380572.0,380572.0,125000.0,380572.0,375926.0,380572.0,4646.0,4646.0,0.0,45000.0,205926.0,4646.0,0.0,0.0,
