entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,DistributionCosts,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnAverageNumberOfEmployees,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
16861340,2016-07-01,2017-06-30,c15,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2VkL2VjLzdhLzJkMmQtNDk5Ni1iYmQ1LTE0YzNiMGE1NDE3MQ.xhtml,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2E5Lzk5LzM0L2IyZTItNDY3NS05MWQ0LWU2ZjQ4NjUwNzEwMw.pdf,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzRkL2FhLzk5LzdkMDMtNDFlOS05NDM0LTMzZWQyODdiMDQwNw.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,RÃ¸nde,8410.0,9.0,NÃ¸rregade,8410 RÃ¸nde,"Thorsgade 46, Thorsager",,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-20,2017-10-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive autovÃ¦rksted, herunder kÃ¸b og salg og dermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,86379755.0,,16861340.0,1003735822.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har gennemsnitlig vÃ¦ret 4 ansatte i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Henrik Als Lillie,THORSAGER AUTO ApS,Revisorfirmaet Tommy Larsen,,,Thorsager,2015-07-01,2016-06-30,0.0,,,2017-06-30,2016-07-01,false,false,2017-09-20,Thorsager,,86379777.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643864,indberetninger-20180424,2.5955422,16861340.0,,2018-03-27T14:37:19.656Z,2017-10-31T07:19:42.963Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-67-LS,2017-10-31T07:19:43.101Z,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
16861340,2016-07-01,2017-06-30,c16,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2VkL2VjLzdhLzJkMmQtNDk5Ni1iYmQ1LTE0YzNiMGE1NDE3MQ.xhtml,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2E5Lzk5LzM0L2IyZTItNDY3NS05MWQ0LWU2ZjQ4NjUwNzEwMw.pdf,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzRkL2FhLzk5LzdkMDMtNDFlOS05NDM0LTMzZWQyODdiMDQwNw.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,RÃ¸nde,8410.0,9.0,NÃ¸rregade,8410 RÃ¸nde,"Thorsgade 46, Thorsager",,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-20,2017-10-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive autovÃ¦rksted, herunder kÃ¸b og salg og dermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,86379755.0,,16861340.0,1003735822.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har gennemsnitlig vÃ¦ret 4 ansatte i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Henrik Als Lillie,THORSAGER AUTO ApS,Revisorfirmaet Tommy Larsen,,,Thorsager,2015-07-01,2016-06-30,677774.0,,,2017-06-30,2016-07-01,false,false,2017-09-20,Thorsager,,86379777.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643864,indberetninger-20180424,2.5955422,16861340.0,,2018-03-27T14:37:19.656Z,2017-10-31T07:19:42.963Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-67-LS,2017-10-31T07:19:43.101Z,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
16861340,2016-07-01,2017-06-30,c17,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2VkL2VjLzdhLzJkMmQtNDk5Ni1iYmQ1LTE0YzNiMGE1NDE3MQ.xhtml,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2E5Lzk5LzM0L2IyZTItNDY3NS05MWQ0LWU2ZjQ4NjUwNzEwMw.pdf,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzRkL2FhLzk5LzdkMDMtNDFlOS05NDM0LTMzZWQyODdiMDQwNw.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,RÃ¸nde,8410.0,9.0,NÃ¸rregade,8410 RÃ¸nde,"Thorsgade 46, Thorsager",,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-20,2017-10-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive autovÃ¦rksted, herunder kÃ¸b og salg og dermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,86379755.0,,16861340.0,1003735822.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har gennemsnitlig vÃ¦ret 4 ansatte i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Henrik Als Lillie,THORSAGER AUTO ApS,Revisorfirmaet Tommy Larsen,,,Thorsager,2015-07-01,2016-06-30,206800.0,,,2017-06-30,2016-07-01,false,false,2017-09-20,Thorsager,,86379777.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643864,indberetninger-20180424,2.5955422,16861340.0,,2018-03-27T14:37:19.656Z,2017-10-31T07:19:42.963Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-67-LS,2017-10-31T07:19:43.101Z,,,,,,,,,,,,,,,,,,,,,,,,,,,202400.0,,,
16861340,2016-07-01,2017-06-30,c2,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2VkL2VjLzdhLzJkMmQtNDk5Ni1iYmQ1LTE0YzNiMGE1NDE3MQ.xhtml,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2E5Lzk5LzM0L2IyZTItNDY3NS05MWQ0LWU2ZjQ4NjUwNzEwMw.pdf,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzRkL2FhLzk5LzdkMDMtNDFlOS05NDM0LTMzZWQyODdiMDQwNw.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,RÃ¸nde,8410.0,9.0,NÃ¸rregade,8410 RÃ¸nde,"Thorsgade 46, Thorsager",,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-20,2017-10-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive autovÃ¦rksted, herunder kÃ¸b og salg og dermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,86379755.0,,16861340.0,1003735822.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har gennemsnitlig vÃ¦ret 4 ansatte i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Henrik Als Lillie,THORSAGER AUTO ApS,Revisorfirmaet Tommy Larsen,,,Thorsager,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-09-20,Thorsager,,86379777.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643864,indberetninger-20180424,2.5955422,16861340.0,,2018-03-27T14:37:19.656Z,2017-10-31T07:19:42.963Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-67-LS,2017-10-31T07:19:43.101Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henrik Als Lillie
16861340,2016-07-01,2017-06-30,c3,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2VkL2VjLzdhLzJkMmQtNDk5Ni1iYmQ1LTE0YzNiMGE1NDE3MQ.xhtml,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2E5Lzk5LzM0L2IyZTItNDY3NS05MWQ0LWU2ZjQ4NjUwNzEwMw.pdf,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzRkL2FhLzk5LzdkMDMtNDFlOS05NDM0LTMzZWQyODdiMDQwNw.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,RÃ¸nde,8410.0,9.0,NÃ¸rregade,8410 RÃ¸nde,"Thorsgade 46, Thorsager",,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-20,2017-10-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive autovÃ¦rksted, herunder kÃ¸b og salg og dermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,86379755.0,,16861340.0,1003735822.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har gennemsnitlig vÃ¦ret 4 ansatte i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Henrik Als Lillie,THORSAGER AUTO ApS,Revisorfirmaet Tommy Larsen,,,Thorsager,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-09-20,Thorsager,,86379777.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643864,indberetninger-20180424,2.5955422,16861340.0,,2018-03-27T14:37:19.656Z,2017-10-31T07:19:42.963Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-67-LS,2017-10-31T07:19:43.101Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AsbjÃ¸rn Villadsen
16861340,2016-07-01,2017-06-30,c5,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2VkL2VjLzdhLzJkMmQtNDk5Ni1iYmQ1LTE0YzNiMGE1NDE3MQ.xhtml,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2E5Lzk5LzM0L2IyZTItNDY3NS05MWQ0LWU2ZjQ4NjUwNzEwMw.pdf,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzRkL2FhLzk5LzdkMDMtNDFlOS05NDM0LTMzZWQyODdiMDQwNw.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,RÃ¸nde,8410.0,9.0,NÃ¸rregade,8410 RÃ¸nde,"Thorsgade 46, Thorsager",,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-20,2017-10-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive autovÃ¦rksted, herunder kÃ¸b og salg og dermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,86379755.0,,16861340.0,1003735822.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har gennemsnitlig vÃ¦ret 4 ansatte i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Henrik Als Lillie,THORSAGER AUTO ApS,Revisorfirmaet Tommy Larsen,,,Thorsager,2015-07-01,2016-06-30,206800.0,,,2017-06-30,2016-07-01,false,false,2017-09-20,Thorsager,,86379777.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643864,indberetninger-20180424,2.5955422,16861340.0,,2018-03-27T14:37:19.656Z,2017-10-31T07:19:42.963Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-67-LS,2017-10-31T07:19:43.101Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16861340,2016-07-01,2017-06-30,c7,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2VkL2VjLzdhLzJkMmQtNDk5Ni1iYmQ1LTE0YzNiMGE1NDE3MQ.xhtml,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2E5Lzk5LzM0L2IyZTItNDY3NS05MWQ0LWU2ZjQ4NjUwNzEwMw.pdf,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzRkL2FhLzk5LzdkMDMtNDFlOS05NDM0LTMzZWQyODdiMDQwNw.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,RÃ¸nde,8410.0,9.0,NÃ¸rregade,8410 RÃ¸nde,"Thorsgade 46, Thorsager",,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-20,2017-10-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive autovÃ¦rksted, herunder kÃ¸b og salg og dermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,86379755.0,,16861340.0,1003735822.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har gennemsnitlig vÃ¦ret 4 ansatte i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Henrik Als Lillie,THORSAGER AUTO ApS,Revisorfirmaet Tommy Larsen,,,Thorsager,2015-07-01,2016-06-30,677774.0,,,2017-06-30,2016-07-01,false,false,2017-09-20,Thorsager,,86379777.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643864,indberetninger-20180424,2.5955422,16861340.0,,2018-03-27T14:37:19.656Z,2017-10-31T07:19:42.963Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-67-LS,2017-10-31T07:19:43.101Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16861340,2017-06-30,2017-06-30,c18,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2VkL2VjLzdhLzJkMmQtNDk5Ni1iYmQ1LTE0YzNiMGE1NDE3MQ.xhtml,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2E5Lzk5LzM0L2IyZTItNDY3NS05MWQ0LWU2ZjQ4NjUwNzEwMw.pdf,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzRkL2FhLzk5LzdkMDMtNDFlOS05NDM0LTMzZWQyODdiMDQwNw.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,RÃ¸nde,8410.0,9.0,NÃ¸rregade,8410 RÃ¸nde,"Thorsgade 46, Thorsager",,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-20,2017-10-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive autovÃ¦rksted, herunder kÃ¸b og salg og dermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,86379755.0,,16861340.0,1003735822.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har gennemsnitlig vÃ¦ret 4 ansatte i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Henrik Als Lillie,THORSAGER AUTO ApS,Revisorfirmaet Tommy Larsen,,,Thorsager,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-09-20,Thorsager,,86379777.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643864,indberetninger-20180424,2.5955422,16861340.0,,2018-03-27T14:37:19.656Z,2017-10-31T07:19:42.963Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-67-LS,2017-10-31T07:19:43.101Z,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
16861340,2017-06-30,2017-06-30,c19,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2VkL2VjLzdhLzJkMmQtNDk5Ni1iYmQ1LTE0YzNiMGE1NDE3MQ.xhtml,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2E5Lzk5LzM0L2IyZTItNDY3NS05MWQ0LWU2ZjQ4NjUwNzEwMw.pdf,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzRkL2FhLzk5LzdkMDMtNDFlOS05NDM0LTMzZWQyODdiMDQwNw.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,RÃ¸nde,8410.0,9.0,NÃ¸rregade,8410 RÃ¸nde,"Thorsgade 46, Thorsager",,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-20,2017-10-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive autovÃ¦rksted, herunder kÃ¸b og salg og dermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,86379755.0,,16861340.0,1003735822.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har gennemsnitlig vÃ¦ret 4 ansatte i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Henrik Als Lillie,THORSAGER AUTO ApS,Revisorfirmaet Tommy Larsen,,,Thorsager,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-09-20,Thorsager,,86379777.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643864,indberetninger-20180424,2.5955422,16861340.0,,2018-03-27T14:37:19.656Z,2017-10-31T07:19:42.963Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-67-LS,2017-10-31T07:19:43.101Z,,,,,6922081.0,,,,,,,,,,,,,,,,,,,,,,,,,
16861340,2017-06-30,2017-06-30,c20,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2VkL2VjLzdhLzJkMmQtNDk5Ni1iYmQ1LTE0YzNiMGE1NDE3MQ.xhtml,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2E5Lzk5LzM0L2IyZTItNDY3NS05MWQ0LWU2ZjQ4NjUwNzEwMw.pdf,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzRkL2FhLzk5LzdkMDMtNDFlOS05NDM0LTMzZWQyODdiMDQwNw.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,RÃ¸nde,8410.0,9.0,NÃ¸rregade,8410 RÃ¸nde,"Thorsgade 46, Thorsager",,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-20,2017-10-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive autovÃ¦rksted, herunder kÃ¸b og salg og dermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,86379755.0,,16861340.0,1003735822.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har gennemsnitlig vÃ¦ret 4 ansatte i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Henrik Als Lillie,THORSAGER AUTO ApS,Revisorfirmaet Tommy Larsen,,,Thorsager,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-09-20,Thorsager,,86379777.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643864,indberetninger-20180424,2.5955422,16861340.0,,2018-03-27T14:37:19.656Z,2017-10-31T07:19:42.963Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-67-LS,2017-10-31T07:19:43.101Z,,,,,206800.0,,,,,,,,,,,,,,,,,,,,,,,,,
16861340,2017-06-30,2017-06-30,c9,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2VkL2VjLzdhLzJkMmQtNDk5Ni1iYmQ1LTE0YzNiMGE1NDE3MQ.xhtml,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2E5Lzk5LzM0L2IyZTItNDY3NS05MWQ0LWU2ZjQ4NjUwNzEwMw.pdf,http://regnskaber.virk.dk/04316861/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzRkL2FhLzk5LzdkMDMtNDFlOS05NDM0LTMzZWQyODdiMDQwNw.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,RÃ¸nde,8410.0,9.0,NÃ¸rregade,8410 RÃ¸nde,"Thorsgade 46, Thorsager",,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-20,2017-10-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive autovÃ¦rksted, herunder kÃ¸b og salg og dermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,86379755.0,,16861340.0,1003735822.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har gennemsnitlig vÃ¦ret 4 ansatte i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Henrik Als Lillie,THORSAGER AUTO ApS,Revisorfirmaet Tommy Larsen,,,Thorsager,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-09-20,Thorsager,,86379777.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643864,indberetninger-20180424,2.5955422,16861340.0,,2018-03-27T14:37:19.656Z,2017-10-31T07:19:42.963Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-67-LS,2017-10-31T07:19:43.101Z,8444986.0,1054631.0,200000.0,1422150.0,7328881.0,102750.0,1304415.0,8444986.0,952697.0,5662221.0,7022836.0,5662221.0,511570.0,28860.0,56200.0,1360615.0,206800.0,163408.0,163408.0,102750.0,6922081.0,952697.0,250396.0,264769.0,190731.0,235909.0,,,,
