entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,CashAndCashEquivalentsConcerningCashflowStatement,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisposalsOfInvestments,EmailOfReportingEntity,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnSpecificPrerequisitesRegardingTaxAssets,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsOfTaxExpense,AdministrativeExpenses,AverageNumberOfEmployees,CashFlowsFromUsedInInvestingActivities,CashFlowsFromUsedInOperatingActivities,CurrentTaxExpense,DecreaseIncreaseInReceivables,DecreaseIncreaseInTradePayables,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssets,DistributionCosts,EquityRatio,GrossProfitLoss,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,NetIncreaseDecreaseInCashAndCashEquivalents,OtherFinanceExpenses,OtherFinanceIncome,ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ReturnOnEquity,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,InvestmentsGross,InvestmentInPropertyPlantAndEquipment,NameOfAuditFirm,TypeOfAuditorAssistance,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfKeyFigureOrFinancialRatio,ValueOfKeyFigureOrFinancialRatio
79082317,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,8473480.0,-5417.0,2424558.0,2026276.0,8.0,472195.0,-2462630.0,2429975.0,-12185550.0,1836704.0,151805.0,6160904.0,78.6,18749656.0,-3163627.0,-1990435.0,132386.0,467948.0,472195.0,10898038.0,10562476.0,0.0,21.6,2424558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,,,,,,
79082317,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,8473480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79082317,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,8473480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79082317,2017-01-01,2017-12-31,c321,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,,,,,,,
79082317,2017-01-01,2017-12-31,c457,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132718.0,981096.0,521751.0,,,,
79082317,2017-01-01,2017-12-31,c463,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24742.0,0.0,0.0,,,,
79082317,2017-01-01,2017-12-31,c580,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79082317,2017-01-01,2017-12-31,c637,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim EllesÃ¸e-Rasmussen,,,
79082317,2017-01-01,2017-12-31,c638,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Axel Knau,,,
79082317,2017-01-01,2017-12-31,c646,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter zur MÃ¼hlen,,
79082317,2017-01-01,2017-12-31,c647,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Axel Knau,,
