entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfAuditorsReportOnAuditedFinancialStatements,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditorAppointedToPerformAudit,DisclosureOfInventories,DisclosureOfProvisions,DisclosureOfReceivables,ExplanationOfPrepayments,GrossProfitLoss,IdentificationNumberCvrOfAuditFirmAppointedToPerformAudit,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnContractWorkInProgress,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditorAppointedToPerformAudit,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirmAppointedToPerformAudit,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfCompilationOfAuditorsReportOnAuditedFinancialStatements,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermReceivablesFromAssociates,NoncurrentAssets,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables
entity identifier,2011-05-01,2012-04-30,ID_15,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8vcGRmcy8yMDYxNjQwNztBcFMyNDE4OTM7MjAxMTA1MDE7MjAxMjA0MzA7UjtS.pdf,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMDkyNF8xMTE5MjRfNjI3.xml,"Herlev, 2730",VasekÃ¦r 6-8,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Regnskabsklasse B,2012-09-20,1997-11-13,2012-09-21,Statsautorisert revisor,Note  - Varebeholdninger,Note  - HensÃ¦ttelser til udskudt skat,Note  -  Langfristede tilgodehavender,Note  - PeriodeafgrÃ¦nsningsposter,,77926410.0,20616407.0,77926410.0,,Note  - IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bjarne Albrechtsen,Vagn Andersen,Vagn Andersen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",JÃ¦ttestuen ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,Frederiksberg,-3115.0,,,"Herlev, 163",2012-04-30,2011-05-01,,DirektÃ¸r,urn:ofk:oid:13317913,indberetninger-20180424,2.5122786,20616407.0,,2018-04-02T06:01:50.796Z,2012-09-24T22:00:00.000Z,regnskab,0.0,,2012-04-30,2011-05-01,12-215.042,2012-09-24T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2011-05-01,2012-04-30,ID_17,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8vcGRmcy8yMDYxNjQwNztBcFMyNDE4OTM7MjAxMTA1MDE7MjAxMjA0MzA7UjtS.pdf,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMDkyNF8xMTE5MjRfNjI3.xml,"Herlev, 2730",VasekÃ¦r 6-8,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Regnskabsklasse B,2012-09-20,1997-11-13,2012-09-21,Statsautorisert revisor,Note  - Varebeholdninger,Note  - HensÃ¦ttelser til udskudt skat,Note  -  Langfristede tilgodehavender,Note  - PeriodeafgrÃ¦nsningsposter,,77926410.0,20616407.0,77926410.0,,Note  - IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bjarne Albrechtsen,Vagn Andersen,Vagn Andersen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",JÃ¦ttestuen ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,Frederiksberg,1931318.0,,,"Herlev, 163",2012-04-30,2011-05-01,,DirektÃ¸r,urn:ofk:oid:13317913,indberetninger-20180424,2.5122786,20616407.0,,2018-04-02T06:01:50.796Z,2012-09-24T22:00:00.000Z,regnskab,0.0,,2012-04-30,2011-05-01,12-215.042,2012-09-24T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2011-05-01,2012-04-30,ID_2,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8vcGRmcy8yMDYxNjQwNztBcFMyNDE4OTM7MjAxMTA1MDE7MjAxMjA0MzA7UjtS.pdf,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMDkyNF8xMTE5MjRfNjI3.xml,"Herlev, 2730",VasekÃ¦r 6-8,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Regnskabsklasse B,2012-09-20,1997-11-13,2012-09-21,Statsautorisert revisor,Note  - Varebeholdninger,Note  - HensÃ¦ttelser til udskudt skat,Note  -  Langfristede tilgodehavender,Note  - PeriodeafgrÃ¦nsningsposter,,77926410.0,20616407.0,77926410.0,,Note  - IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bjarne Albrechtsen,Vagn Andersen,Vagn Andersen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",JÃ¦ttestuen ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,Frederiksberg,,,,"Herlev, 163",2012-04-30,2011-05-01,,DirektÃ¸r,urn:ofk:oid:13317913,indberetninger-20180424,2.5122786,20616407.0,,2018-04-02T06:01:50.796Z,2012-09-24T22:00:00.000Z,regnskab,0.0,,2012-04-30,2011-05-01,12-215.042,2012-09-24T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2011-05-01,2012-04-30,ID_21,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8vcGRmcy8yMDYxNjQwNztBcFMyNDE4OTM7MjAxMTA1MDE7MjAxMjA0MzA7UjtS.pdf,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMDkyNF8xMTE5MjRfNjI3.xml,"Herlev, 2730",VasekÃ¦r 6-8,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Regnskabsklasse B,2012-09-20,1997-11-13,2012-09-21,Statsautorisert revisor,Note  - Varebeholdninger,Note  - HensÃ¦ttelser til udskudt skat,Note  -  Langfristede tilgodehavender,Note  - PeriodeafgrÃ¦nsningsposter,,77926410.0,20616407.0,77926410.0,,Note  - IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bjarne Albrechtsen,Vagn Andersen,Vagn Andersen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",JÃ¦ttestuen ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,Frederiksberg,,,,"Herlev, 163",2012-04-30,2011-05-01,,DirektÃ¸r,urn:ofk:oid:13317913,indberetninger-20180424,2.5122786,20616407.0,,2018-04-02T06:01:50.796Z,2012-09-24T22:00:00.000Z,regnskab,0.0,,2012-04-30,2011-05-01,12-215.042,2012-09-24T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2011-05-01,2012-04-30,ID_22,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8vcGRmcy8yMDYxNjQwNztBcFMyNDE4OTM7MjAxMTA1MDE7MjAxMjA0MzA7UjtS.pdf,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMDkyNF8xMTE5MjRfNjI3.xml,"Herlev, 2730",VasekÃ¦r 6-8,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Regnskabsklasse B,2012-09-20,1997-11-13,2012-09-21,Statsautorisert revisor,Note  - Varebeholdninger,Note  - HensÃ¦ttelser til udskudt skat,Note  -  Langfristede tilgodehavender,Note  - PeriodeafgrÃ¦nsningsposter,,77926410.0,20616407.0,77926410.0,,Note  - IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bjarne Albrechtsen,Vagn Andersen,Vagn Andersen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",JÃ¦ttestuen ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,Frederiksberg,,,,"Herlev, 163",2012-04-30,2011-05-01,,DirektÃ¸r,urn:ofk:oid:13317913,indberetninger-20180424,2.5122786,20616407.0,,2018-04-02T06:01:50.796Z,2012-09-24T22:00:00.000Z,regnskab,0.0,,2012-04-30,2011-05-01,12-215.042,2012-09-24T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2011-05-01,2012-04-30,ID_23,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8vcGRmcy8yMDYxNjQwNztBcFMyNDE4OTM7MjAxMTA1MDE7MjAxMjA0MzA7UjtS.pdf,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMDkyNF8xMTE5MjRfNjI3.xml,"Herlev, 2730",VasekÃ¦r 6-8,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Regnskabsklasse B,2012-09-20,1997-11-13,2012-09-21,Statsautorisert revisor,Note  - Varebeholdninger,Note  - HensÃ¦ttelser til udskudt skat,Note  -  Langfristede tilgodehavender,Note  - PeriodeafgrÃ¦nsningsposter,,77926410.0,20616407.0,77926410.0,,Note  - IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bjarne Albrechtsen,Vagn Andersen,Vagn Andersen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",JÃ¦ttestuen ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,Frederiksberg,,,,"Herlev, 163",2012-04-30,2011-05-01,,DirektÃ¸r,urn:ofk:oid:13317913,indberetninger-20180424,2.5122786,20616407.0,,2018-04-02T06:01:50.796Z,2012-09-24T22:00:00.000Z,regnskab,0.0,,2012-04-30,2011-05-01,12-215.042,2012-09-24T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2011-05-01,2012-04-30,ID_3,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8vcGRmcy8yMDYxNjQwNztBcFMyNDE4OTM7MjAxMTA1MDE7MjAxMjA0MzA7UjtS.pdf,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMDkyNF8xMTE5MjRfNjI3.xml,"Herlev, 2730",VasekÃ¦r 6-8,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Regnskabsklasse B,2012-09-20,1997-11-13,2012-09-21,Statsautorisert revisor,Note  - Varebeholdninger,Note  - HensÃ¦ttelser til udskudt skat,Note  -  Langfristede tilgodehavender,Note  - PeriodeafgrÃ¦nsningsposter,,77926410.0,20616407.0,77926410.0,,Note  - IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bjarne Albrechtsen,Vagn Andersen,Vagn Andersen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",JÃ¦ttestuen ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,Frederiksberg,,,,"Herlev, 163",2012-04-30,2011-05-01,,DirektÃ¸r,urn:ofk:oid:13317913,indberetninger-20180424,2.5122786,20616407.0,,2018-04-02T06:01:50.796Z,2012-09-24T22:00:00.000Z,regnskab,0.0,,2012-04-30,2011-05-01,12-215.042,2012-09-24T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2011-05-01,2012-04-30,ID_4,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8vcGRmcy8yMDYxNjQwNztBcFMyNDE4OTM7MjAxMTA1MDE7MjAxMjA0MzA7UjtS.pdf,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMDkyNF8xMTE5MjRfNjI3.xml,"Herlev, 2730",VasekÃ¦r 6-8,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Regnskabsklasse B,2012-09-20,1997-11-13,2012-09-21,Statsautorisert revisor,Note  - Varebeholdninger,Note  - HensÃ¦ttelser til udskudt skat,Note  -  Langfristede tilgodehavender,Note  - PeriodeafgrÃ¦nsningsposter,,77926410.0,20616407.0,77926410.0,,Note  - IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bjarne Albrechtsen,Vagn Andersen,Vagn Andersen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",JÃ¦ttestuen ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,Frederiksberg,,,,"Herlev, 163",2012-04-30,2011-05-01,,DirektÃ¸r,urn:ofk:oid:13317913,indberetninger-20180424,2.5122786,20616407.0,,2018-04-02T06:01:50.796Z,2012-09-24T22:00:00.000Z,regnskab,0.0,,2012-04-30,2011-05-01,12-215.042,2012-09-24T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2011-05-01,2012-04-30,ID_5,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8vcGRmcy8yMDYxNjQwNztBcFMyNDE4OTM7MjAxMTA1MDE7MjAxMjA0MzA7UjtS.pdf,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMDkyNF8xMTE5MjRfNjI3.xml,"Herlev, 2730",VasekÃ¦r 6-8,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Regnskabsklasse B,2012-09-20,1997-11-13,2012-09-21,Statsautorisert revisor,Note  - Varebeholdninger,Note  - HensÃ¦ttelser til udskudt skat,Note  -  Langfristede tilgodehavender,Note  - PeriodeafgrÃ¦nsningsposter,,77926410.0,20616407.0,77926410.0,,Note  - IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bjarne Albrechtsen,Vagn Andersen,Vagn Andersen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",JÃ¦ttestuen ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,Frederiksberg,,,,"Herlev, 163",2012-04-30,2011-05-01,,DirektÃ¸r,urn:ofk:oid:13317913,indberetninger-20180424,2.5122786,20616407.0,,2018-04-02T06:01:50.796Z,2012-09-24T22:00:00.000Z,regnskab,0.0,,2012-04-30,2011-05-01,12-215.042,2012-09-24T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2011-05-01,2012-04-30,ID_6,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8vcGRmcy8yMDYxNjQwNztBcFMyNDE4OTM7MjAxMTA1MDE7MjAxMjA0MzA7UjtS.pdf,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMDkyNF8xMTE5MjRfNjI3.xml,"Herlev, 2730",VasekÃ¦r 6-8,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Regnskabsklasse B,2012-09-20,1997-11-13,2012-09-21,Statsautorisert revisor,Note  - Varebeholdninger,Note  - HensÃ¦ttelser til udskudt skat,Note  -  Langfristede tilgodehavender,Note  - PeriodeafgrÃ¦nsningsposter,,77926410.0,20616407.0,77926410.0,,Note  - IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bjarne Albrechtsen,Vagn Andersen,Vagn Andersen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",JÃ¦ttestuen ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,Frederiksberg,,,,"Herlev, 163",2012-04-30,2011-05-01,,DirektÃ¸r,urn:ofk:oid:13317913,indberetninger-20180424,2.5122786,20616407.0,,2018-04-02T06:01:50.796Z,2012-09-24T22:00:00.000Z,regnskab,0.0,,2012-04-30,2011-05-01,12-215.042,2012-09-24T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2011-05-01,2012-04-30,ID_7,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8vcGRmcy8yMDYxNjQwNztBcFMyNDE4OTM7MjAxMTA1MDE7MjAxMjA0MzA7UjtS.pdf,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMDkyNF8xMTE5MjRfNjI3.xml,"Herlev, 2730",VasekÃ¦r 6-8,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Regnskabsklasse B,2012-09-20,1997-11-13,2012-09-21,Statsautorisert revisor,Note  - Varebeholdninger,Note  - HensÃ¦ttelser til udskudt skat,Note  -  Langfristede tilgodehavender,Note  - PeriodeafgrÃ¦nsningsposter,,77926410.0,20616407.0,77926410.0,,Note  - IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bjarne Albrechtsen,Vagn Andersen,Vagn Andersen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",JÃ¦ttestuen ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,Frederiksberg,,,,"Herlev, 163",2012-04-30,2011-05-01,,DirektÃ¸r,urn:ofk:oid:13317913,indberetninger-20180424,2.5122786,20616407.0,,2018-04-02T06:01:50.796Z,2012-09-24T22:00:00.000Z,regnskab,0.0,,2012-04-30,2011-05-01,12-215.042,2012-09-24T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2011-05-01,2012-04-30,ID_8,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8vcGRmcy8yMDYxNjQwNztBcFMyNDE4OTM7MjAxMTA1MDE7MjAxMjA0MzA7UjtS.pdf,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMDkyNF8xMTE5MjRfNjI3.xml,"Herlev, 2730",VasekÃ¦r 6-8,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Regnskabsklasse B,2012-09-20,1997-11-13,2012-09-21,Statsautorisert revisor,Note  - Varebeholdninger,Note  - HensÃ¦ttelser til udskudt skat,Note  -  Langfristede tilgodehavender,Note  - PeriodeafgrÃ¦nsningsposter,,77926410.0,20616407.0,77926410.0,,Note  - IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bjarne Albrechtsen,Vagn Andersen,Vagn Andersen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",JÃ¦ttestuen ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,Frederiksberg,,,,"Herlev, 163",2012-04-30,2011-05-01,,DirektÃ¸r,urn:ofk:oid:13317913,indberetninger-20180424,2.5122786,20616407.0,,2018-04-02T06:01:50.796Z,2012-09-24T22:00:00.000Z,regnskab,0.0,,2012-04-30,2011-05-01,12-215.042,2012-09-24T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2011-05-01,2012-04-30,ID_9,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8vcGRmcy8yMDYxNjQwNztBcFMyNDE4OTM7MjAxMTA1MDE7MjAxMjA0MzA7UjtS.pdf,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMDkyNF8xMTE5MjRfNjI3.xml,"Herlev, 2730",VasekÃ¦r 6-8,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Regnskabsklasse B,2012-09-20,1997-11-13,2012-09-21,Statsautorisert revisor,Note  - Varebeholdninger,Note  - HensÃ¦ttelser til udskudt skat,Note  -  Langfristede tilgodehavender,Note  - PeriodeafgrÃ¦nsningsposter,5000.0,77926410.0,20616407.0,77926410.0,-1834433.0,Note  - IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bjarne Albrechtsen,Vagn Andersen,Vagn Andersen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",JÃ¦ttestuen ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",0.0,-134160.0,Frederiksberg,-1931318.0,-1963593.0,5000.0,"Herlev, 163",2012-04-30,2011-05-01,32275.0,DirektÃ¸r,urn:ofk:oid:13317913,indberetninger-20180424,2.5122786,20616407.0,,2018-04-02T06:01:50.796Z,2012-09-24T22:00:00.000Z,regnskab,0.0,,2012-04-30,2011-05-01,12-215.042,2012-09-24T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2012-04-30,2012-04-30,ID_19,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8vcGRmcy8yMDYxNjQwNztBcFMyNDE4OTM7MjAxMTA1MDE7MjAxMjA0MzA7UjtS.pdf,http://regnskaber.virk.dk/70461602/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMDkyNF8xMTE5MjRfNjI3.xml,"Herlev, 2730",VasekÃ¦r 6-8,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Regnskabsklasse B,2012-09-20,1997-11-13,2012-09-21,Statsautorisert revisor,Note  - Varebeholdninger,Note  - HensÃ¦ttelser til udskudt skat,Note  -  Langfristede tilgodehavender,Note  - PeriodeafgrÃ¦nsningsposter,,77926410.0,20616407.0,77926410.0,,Note  - IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bjarne Albrechtsen,Vagn Andersen,Vagn Andersen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",JÃ¦ttestuen ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,Frederiksberg,,,,"Herlev, 163",2012-04-30,2011-05-01,,DirektÃ¸r,urn:ofk:oid:13317913,indberetninger-20180424,2.5122786,20616407.0,,2018-04-02T06:01:50.796Z,2012-09-24T22:00:00.000Z,regnskab,0.0,,2012-04-30,2011-05-01,12-215.042,2012-09-24T22:00:00.000Z,6842353.0,298.0,-125000.0,248666.0,-6773960.0,-6842353.0,-68393.0,6593687.0,5193687.0,1400000.0,6593687.0,-100000.0,-3623662.0,-2925298.0,-68393.0,248368.0,248368.0,-64643.0
