entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,DateOfAuditorsReportOnAuditedFinancialStatements,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditorAppointedToPerformAudit,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditorAppointedToPerformAudit,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirmAppointedToPerformAudit,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfCompilationOfAuditorsReportOnAuditedFinancialStatements,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
entity identifier,2012-05-01,2013-04-30,ID_19,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8vcGRmcy8xNzAxNTAwMTtBL1MyMTMwODA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8veGJybHMvWC02Q0U0QjkzNi0yMDEzMTAwN18xMTU5NDNfNjUy.xml,"Give, 7323",Snevolden 3,"7190, Billund",Aastvej 10B,Til kapitalejerne i Jysk Plastteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2013-09-30,1993-05-18,2013-09-30,,Statsautoriseret revisor,,,17015001.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2012 - 30. april 2013 for Jysk Plastteknik A/S.,"Vi har revideret Ã¥rsregnskabet for Jysk Plastteknik A/S for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013 omfattende anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet aflÃ¦gges efter Ã¥rsregnskabsloven.",Ãrsrapport,Svend Aage Stolten,Carsten Schnedler Johansen,Carsten Schnedler Johansen,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Jysk Plastteknik A/S,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",,,Billund,,,,2013-04-30,2012-05-01,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem,urn:ofk:oid:19301180,indberetninger-20180424,2.5124211,17015001.0,,2018-04-01T13:41:15.179Z,2013-10-07T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.742,2013-10-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2012-05-01,2013-04-30,ID_2,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8vcGRmcy8xNzAxNTAwMTtBL1MyMTMwODA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8veGJybHMvWC02Q0U0QjkzNi0yMDEzMTAwN18xMTU5NDNfNjUy.xml,"Give, 7323",Snevolden 3,"7190, Billund",Aastvej 10B,Til kapitalejerne i Jysk Plastteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2013-09-30,1993-05-18,2013-09-30,,Statsautoriseret revisor,,,17015001.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2012 - 30. april 2013 for Jysk Plastteknik A/S.,"Vi har revideret Ã¥rsregnskabet for Jysk Plastteknik A/S for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013 omfattende anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet aflÃ¦gges efter Ã¥rsregnskabsloven.",Ãrsrapport,Svend Aage Stolten,Carsten Schnedler Johansen,Carsten Schnedler Johansen,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Jysk Plastteknik A/S,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",,,Billund,,,,2013-04-30,2012-05-01,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem,urn:ofk:oid:19301180,indberetninger-20180424,2.5124211,17015001.0,,2018-04-01T13:41:15.179Z,2013-10-07T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.742,2013-10-07T22:00:00.000Z,,,,,,,,,,,,,,,,,Carsten Schnedler Johansen,Bestyrelsesmedlem
entity identifier,2012-05-01,2013-04-30,ID_20,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8vcGRmcy8xNzAxNTAwMTtBL1MyMTMwODA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8veGJybHMvWC02Q0U0QjkzNi0yMDEzMTAwN18xMTU5NDNfNjUy.xml,"Give, 7323",Snevolden 3,"7190, Billund",Aastvej 10B,Til kapitalejerne i Jysk Plastteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2013-09-30,1993-05-18,2013-09-30,,Statsautoriseret revisor,,,17015001.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2012 - 30. april 2013 for Jysk Plastteknik A/S.,"Vi har revideret Ã¥rsregnskabet for Jysk Plastteknik A/S for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013 omfattende anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet aflÃ¦gges efter Ã¥rsregnskabsloven.",Ãrsrapport,Svend Aage Stolten,Carsten Schnedler Johansen,Carsten Schnedler Johansen,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Jysk Plastteknik A/S,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",,,Billund,,,,2013-04-30,2012-05-01,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem,urn:ofk:oid:19301180,indberetninger-20180424,2.5124211,17015001.0,,2018-04-01T13:41:15.179Z,2013-10-07T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.742,2013-10-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2012-05-01,2013-04-30,ID_21,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8vcGRmcy8xNzAxNTAwMTtBL1MyMTMwODA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8veGJybHMvWC02Q0U0QjkzNi0yMDEzMTAwN18xMTU5NDNfNjUy.xml,"Give, 7323",Snevolden 3,"7190, Billund",Aastvej 10B,Til kapitalejerne i Jysk Plastteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2013-09-30,1993-05-18,2013-09-30,,Statsautoriseret revisor,,,17015001.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2012 - 30. april 2013 for Jysk Plastteknik A/S.,"Vi har revideret Ã¥rsregnskabet for Jysk Plastteknik A/S for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013 omfattende anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet aflÃ¦gges efter Ã¥rsregnskabsloven.",Ãrsrapport,Svend Aage Stolten,Carsten Schnedler Johansen,Carsten Schnedler Johansen,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Jysk Plastteknik A/S,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",,,Billund,,,,2013-04-30,2012-05-01,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem,urn:ofk:oid:19301180,indberetninger-20180424,2.5124211,17015001.0,,2018-04-01T13:41:15.179Z,2013-10-07T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.742,2013-10-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2012-05-01,2013-04-30,ID_3,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8vcGRmcy8xNzAxNTAwMTtBL1MyMTMwODA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8veGJybHMvWC02Q0U0QjkzNi0yMDEzMTAwN18xMTU5NDNfNjUy.xml,"Give, 7323",Snevolden 3,"7190, Billund",Aastvej 10B,Til kapitalejerne i Jysk Plastteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2013-09-30,1993-05-18,2013-09-30,,Statsautoriseret revisor,,,17015001.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2012 - 30. april 2013 for Jysk Plastteknik A/S.,"Vi har revideret Ã¥rsregnskabet for Jysk Plastteknik A/S for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013 omfattende anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet aflÃ¦gges efter Ã¥rsregnskabsloven.",Ãrsrapport,Svend Aage Stolten,Carsten Schnedler Johansen,Carsten Schnedler Johansen,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Jysk Plastteknik A/S,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",,,Billund,,,,2013-04-30,2012-05-01,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem,urn:ofk:oid:19301180,indberetninger-20180424,2.5124211,17015001.0,,2018-04-01T13:41:15.179Z,2013-10-07T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.742,2013-10-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2012-05-01,2013-04-30,ID_4,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8vcGRmcy8xNzAxNTAwMTtBL1MyMTMwODA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8veGJybHMvWC02Q0U0QjkzNi0yMDEzMTAwN18xMTU5NDNfNjUy.xml,"Give, 7323",Snevolden 3,"7190, Billund",Aastvej 10B,Til kapitalejerne i Jysk Plastteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2013-09-30,1993-05-18,2013-09-30,,Statsautoriseret revisor,,,17015001.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2012 - 30. april 2013 for Jysk Plastteknik A/S.,"Vi har revideret Ã¥rsregnskabet for Jysk Plastteknik A/S for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013 omfattende anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet aflÃ¦gges efter Ã¥rsregnskabsloven.",Ãrsrapport,Svend Aage Stolten,Carsten Schnedler Johansen,Carsten Schnedler Johansen,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Jysk Plastteknik A/S,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",,,Billund,,,,2013-04-30,2012-05-01,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem,urn:ofk:oid:19301180,indberetninger-20180424,2.5124211,17015001.0,,2018-04-01T13:41:15.179Z,2013-10-07T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.742,2013-10-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2012-05-01,2013-04-30,ID_5,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8vcGRmcy8xNzAxNTAwMTtBL1MyMTMwODA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8veGJybHMvWC02Q0U0QjkzNi0yMDEzMTAwN18xMTU5NDNfNjUy.xml,"Give, 7323",Snevolden 3,"7190, Billund",Aastvej 10B,Til kapitalejerne i Jysk Plastteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2013-09-30,1993-05-18,2013-09-30,,Statsautoriseret revisor,,,17015001.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2012 - 30. april 2013 for Jysk Plastteknik A/S.,"Vi har revideret Ã¥rsregnskabet for Jysk Plastteknik A/S for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013 omfattende anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet aflÃ¦gges efter Ã¥rsregnskabsloven.",Ãrsrapport,Svend Aage Stolten,Carsten Schnedler Johansen,Carsten Schnedler Johansen,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Jysk Plastteknik A/S,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",,,Billund,,,,2013-04-30,2012-05-01,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem,urn:ofk:oid:19301180,indberetninger-20180424,2.5124211,17015001.0,,2018-04-01T13:41:15.179Z,2013-10-07T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.742,2013-10-07T22:00:00.000Z,,,,,,,,,,,,,,,,,Kirsten HÃ¸jgaard Johansen,Bestyrelsesmedlem
entity identifier,2012-05-01,2013-04-30,ID_6,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8vcGRmcy8xNzAxNTAwMTtBL1MyMTMwODA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8veGJybHMvWC02Q0U0QjkzNi0yMDEzMTAwN18xMTU5NDNfNjUy.xml,"Give, 7323",Snevolden 3,"7190, Billund",Aastvej 10B,Til kapitalejerne i Jysk Plastteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2013-09-30,1993-05-18,2013-09-30,,Statsautoriseret revisor,,,17015001.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2012 - 30. april 2013 for Jysk Plastteknik A/S.,"Vi har revideret Ã¥rsregnskabet for Jysk Plastteknik A/S for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013 omfattende anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet aflÃ¦gges efter Ã¥rsregnskabsloven.",Ãrsrapport,Svend Aage Stolten,Carsten Schnedler Johansen,Carsten Schnedler Johansen,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Jysk Plastteknik A/S,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",,,Billund,,,,2013-04-30,2012-05-01,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem,urn:ofk:oid:19301180,indberetninger-20180424,2.5124211,17015001.0,,2018-04-01T13:41:15.179Z,2013-10-07T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.742,2013-10-07T22:00:00.000Z,,,,,,,,,,,,,,,,,SÃ¸ren Tonnesen,Bestyrelsesmedlem
entity identifier,2012-05-01,2013-04-30,ID_7,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8vcGRmcy8xNzAxNTAwMTtBL1MyMTMwODA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8veGJybHMvWC02Q0U0QjkzNi0yMDEzMTAwN18xMTU5NDNfNjUy.xml,"Give, 7323",Snevolden 3,"7190, Billund",Aastvej 10B,Til kapitalejerne i Jysk Plastteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2013-09-30,1993-05-18,2013-09-30,,Statsautoriseret revisor,,,17015001.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2012 - 30. april 2013 for Jysk Plastteknik A/S.,"Vi har revideret Ã¥rsregnskabet for Jysk Plastteknik A/S for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013 omfattende anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet aflÃ¦gges efter Ã¥rsregnskabsloven.",Ãrsrapport,Svend Aage Stolten,Carsten Schnedler Johansen,Carsten Schnedler Johansen,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Jysk Plastteknik A/S,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",,,Billund,,,,2013-04-30,2012-05-01,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem,urn:ofk:oid:19301180,indberetninger-20180424,2.5124211,17015001.0,,2018-04-01T13:41:15.179Z,2013-10-07T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.742,2013-10-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2012-05-01,2013-04-30,ID_8,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8vcGRmcy8xNzAxNTAwMTtBL1MyMTMwODA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8veGJybHMvWC02Q0U0QjkzNi0yMDEzMTAwN18xMTU5NDNfNjUy.xml,"Give, 7323",Snevolden 3,"7190, Billund",Aastvej 10B,Til kapitalejerne i Jysk Plastteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2013-09-30,1993-05-18,2013-09-30,,Statsautoriseret revisor,,,17015001.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2012 - 30. april 2013 for Jysk Plastteknik A/S.,"Vi har revideret Ã¥rsregnskabet for Jysk Plastteknik A/S for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013 omfattende anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet aflÃ¦gges efter Ã¥rsregnskabsloven.",Ãrsrapport,Svend Aage Stolten,Carsten Schnedler Johansen,Carsten Schnedler Johansen,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Jysk Plastteknik A/S,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",,,Billund,,,,2013-04-30,2012-05-01,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem,urn:ofk:oid:19301180,indberetninger-20180424,2.5124211,17015001.0,,2018-04-01T13:41:15.179Z,2013-10-07T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.742,2013-10-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2012-05-01,2013-04-30,ID_9,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8vcGRmcy8xNzAxNTAwMTtBL1MyMTMwODA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8veGJybHMvWC02Q0U0QjkzNi0yMDEzMTAwN18xMTU5NDNfNjUy.xml,"Give, 7323",Snevolden 3,"7190, Billund",Aastvej 10B,Til kapitalejerne i Jysk Plastteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2013-09-30,1993-05-18,2013-09-30,,Statsautoriseret revisor,,,17015001.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2012 - 30. april 2013 for Jysk Plastteknik A/S.,"Vi har revideret Ã¥rsregnskabet for Jysk Plastteknik A/S for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013 omfattende anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet aflÃ¦gges efter Ã¥rsregnskabsloven.",Ãrsrapport,Svend Aage Stolten,Carsten Schnedler Johansen,Carsten Schnedler Johansen,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Jysk Plastteknik A/S,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",,,Billund,,,,2013-04-30,2012-05-01,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem,urn:ofk:oid:19301180,indberetninger-20180424,2.5124211,17015001.0,,2018-04-01T13:41:15.179Z,2013-10-07T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.742,2013-10-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,
entity identifier,2013-04-30,2013-04-30,ID_17,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8vcGRmcy8xNzAxNTAwMTtBL1MyMTMwODA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/10051071/Y3ZyLmRrOi8veGJybHMvWC02Q0U0QjkzNi0yMDEzMTAwN18xMTU5NDNfNjUy.xml,"Give, 7323",Snevolden 3,"7190, Billund",Aastvej 10B,Til kapitalejerne i Jysk Plastteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2013-09-30,1993-05-18,2013-09-30,,Statsautoriseret revisor,,,17015001.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2012 - 30. april 2013 for Jysk Plastteknik A/S.,"Vi har revideret Ã¥rsregnskabet for Jysk Plastteknik A/S for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013 omfattende anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet aflÃ¦gges efter Ã¥rsregnskabsloven.",Ãrsrapport,Svend Aage Stolten,Carsten Schnedler Johansen,Carsten Schnedler Johansen,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Jysk Plastteknik A/S,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",,,Billund,,,,2013-04-30,2012-05-01,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem,urn:ofk:oid:19301180,indberetninger-20180424,2.5124211,17015001.0,,2018-04-01T13:41:15.179Z,2013-10-07T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.742,2013-10-07T22:00:00.000Z,640278.0,258092.0,-500000.0,640278.0,34804.0,10104.0,-420658.0,-640278.0,-219620.0,194634.0,79342.0,-219620.0,0.0,13000.0,-72265.0,129644.0,,
