entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GainsLossesFromCurrentValueAdjustmentsOfInvestmentAssets,GrossResult,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherExternalExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables
entity identifier,2011-07-01,2012-06-30,ID_18,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8vcGRmcy8yNTg2MDc1NjtBcFMyODIyMTA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8veGJybHMvWC1DMDc0RTRERS0yMDEyMTIwNl8xNzM5MjFfNjgy.xml,"2880, BagsvÃ¦rd",Laurentsvej 32,"2800, Kongens Lyngby",Torsvang 119,Til kapitalejerne i Mollerup Holding ApS.,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.",2001-01-16,2012-11-29,Registreret revisor,31541298.0,25860756.0,31541298.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Mollerup Holding ApS..,"Vi har revideret Ã¥rsregnskabet for Mollerup Holding ApS. for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus Fetterlein,Niels Hyllegaard Mollerup,Niels Hyllegaard Mollerup,Revisionsfirmaet C. Fetterlein,Mollerup Holding ApS.,Revisionsfirmaet C. Fetterlein,,2012-06-30,2011-07-01,2012-11-29,Kgs. Lyngby,Administrerende direktÃ¸r,urn:ofk:oid:16335795,indberetninger-20180424,2.5124211,25860756.0,,2018-04-02T11:48:31.736Z,2012-12-07T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-273.658,2012-12-07T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_19,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8vcGRmcy8yNTg2MDc1NjtBcFMyODIyMTA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8veGJybHMvWC1DMDc0RTRERS0yMDEyMTIwNl8xNzM5MjFfNjgy.xml,"2880, BagsvÃ¦rd",Laurentsvej 32,"2800, Kongens Lyngby",Torsvang 119,Til kapitalejerne i Mollerup Holding ApS.,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.",2001-01-16,2012-11-29,Registreret revisor,31541298.0,25860756.0,31541298.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Mollerup Holding ApS..,"Vi har revideret Ã¥rsregnskabet for Mollerup Holding ApS. for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus Fetterlein,Niels Hyllegaard Mollerup,Niels Hyllegaard Mollerup,Revisionsfirmaet C. Fetterlein,Mollerup Holding ApS.,Revisionsfirmaet C. Fetterlein,,2012-06-30,2011-07-01,2012-11-29,Kgs. Lyngby,Administrerende direktÃ¸r,urn:ofk:oid:16335795,indberetninger-20180424,2.5124211,25860756.0,,2018-04-02T11:48:31.736Z,2012-12-07T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-273.658,2012-12-07T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_2,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8vcGRmcy8yNTg2MDc1NjtBcFMyODIyMTA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8veGJybHMvWC1DMDc0RTRERS0yMDEyMTIwNl8xNzM5MjFfNjgy.xml,"2880, BagsvÃ¦rd",Laurentsvej 32,"2800, Kongens Lyngby",Torsvang 119,Til kapitalejerne i Mollerup Holding ApS.,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.",2001-01-16,2012-11-29,Registreret revisor,31541298.0,25860756.0,31541298.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Mollerup Holding ApS..,"Vi har revideret Ã¥rsregnskabet for Mollerup Holding ApS. for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus Fetterlein,Niels Hyllegaard Mollerup,Niels Hyllegaard Mollerup,Revisionsfirmaet C. Fetterlein,Mollerup Holding ApS.,Revisionsfirmaet C. Fetterlein,,2012-06-30,2011-07-01,2012-11-29,Kgs. Lyngby,Administrerende direktÃ¸r,urn:ofk:oid:16335795,indberetninger-20180424,2.5124211,25860756.0,,2018-04-02T11:48:31.736Z,2012-12-07T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-273.658,2012-12-07T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_3,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8vcGRmcy8yNTg2MDc1NjtBcFMyODIyMTA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8veGJybHMvWC1DMDc0RTRERS0yMDEyMTIwNl8xNzM5MjFfNjgy.xml,"2880, BagsvÃ¦rd",Laurentsvej 32,"2800, Kongens Lyngby",Torsvang 119,Til kapitalejerne i Mollerup Holding ApS.,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.",2001-01-16,2012-11-29,Registreret revisor,31541298.0,25860756.0,31541298.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Mollerup Holding ApS..,"Vi har revideret Ã¥rsregnskabet for Mollerup Holding ApS. for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus Fetterlein,Niels Hyllegaard Mollerup,Niels Hyllegaard Mollerup,Revisionsfirmaet C. Fetterlein,Mollerup Holding ApS.,Revisionsfirmaet C. Fetterlein,,2012-06-30,2011-07-01,2012-11-29,Kgs. Lyngby,Administrerende direktÃ¸r,urn:ofk:oid:16335795,indberetninger-20180424,2.5124211,25860756.0,,2018-04-02T11:48:31.736Z,2012-12-07T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-273.658,2012-12-07T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_4,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8vcGRmcy8yNTg2MDc1NjtBcFMyODIyMTA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8veGJybHMvWC1DMDc0RTRERS0yMDEyMTIwNl8xNzM5MjFfNjgy.xml,"2880, BagsvÃ¦rd",Laurentsvej 32,"2800, Kongens Lyngby",Torsvang 119,Til kapitalejerne i Mollerup Holding ApS.,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.",2001-01-16,2012-11-29,Registreret revisor,31541298.0,25860756.0,31541298.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Mollerup Holding ApS..,"Vi har revideret Ã¥rsregnskabet for Mollerup Holding ApS. for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus Fetterlein,Niels Hyllegaard Mollerup,Niels Hyllegaard Mollerup,Revisionsfirmaet C. Fetterlein,Mollerup Holding ApS.,Revisionsfirmaet C. Fetterlein,,2012-06-30,2011-07-01,2012-11-29,Kgs. Lyngby,Administrerende direktÃ¸r,urn:ofk:oid:16335795,indberetninger-20180424,2.5124211,25860756.0,,2018-04-02T11:48:31.736Z,2012-12-07T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-273.658,2012-12-07T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_5,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8vcGRmcy8yNTg2MDc1NjtBcFMyODIyMTA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8veGJybHMvWC1DMDc0RTRERS0yMDEyMTIwNl8xNzM5MjFfNjgy.xml,"2880, BagsvÃ¦rd",Laurentsvej 32,"2800, Kongens Lyngby",Torsvang 119,Til kapitalejerne i Mollerup Holding ApS.,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.",2001-01-16,2012-11-29,Registreret revisor,31541298.0,25860756.0,31541298.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Mollerup Holding ApS..,"Vi har revideret Ã¥rsregnskabet for Mollerup Holding ApS. for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus Fetterlein,Niels Hyllegaard Mollerup,Niels Hyllegaard Mollerup,Revisionsfirmaet C. Fetterlein,Mollerup Holding ApS.,Revisionsfirmaet C. Fetterlein,,2012-06-30,2011-07-01,2012-11-29,Kgs. Lyngby,Administrerende direktÃ¸r,urn:ofk:oid:16335795,indberetninger-20180424,2.5124211,25860756.0,,2018-04-02T11:48:31.736Z,2012-12-07T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-273.658,2012-12-07T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_6,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8vcGRmcy8yNTg2MDc1NjtBcFMyODIyMTA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8veGJybHMvWC1DMDc0RTRERS0yMDEyMTIwNl8xNzM5MjFfNjgy.xml,"2880, BagsvÃ¦rd",Laurentsvej 32,"2800, Kongens Lyngby",Torsvang 119,Til kapitalejerne i Mollerup Holding ApS.,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.",2001-01-16,2012-11-29,Registreret revisor,31541298.0,25860756.0,31541298.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Mollerup Holding ApS..,"Vi har revideret Ã¥rsregnskabet for Mollerup Holding ApS. for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus Fetterlein,Niels Hyllegaard Mollerup,Niels Hyllegaard Mollerup,Revisionsfirmaet C. Fetterlein,Mollerup Holding ApS.,Revisionsfirmaet C. Fetterlein,,2012-06-30,2011-07-01,2012-11-29,Kgs. Lyngby,Administrerende direktÃ¸r,urn:ofk:oid:16335795,indberetninger-20180424,2.5124211,25860756.0,,2018-04-02T11:48:31.736Z,2012-12-07T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-273.658,2012-12-07T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_7,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8vcGRmcy8yNTg2MDc1NjtBcFMyODIyMTA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8veGJybHMvWC1DMDc0RTRERS0yMDEyMTIwNl8xNzM5MjFfNjgy.xml,"2880, BagsvÃ¦rd",Laurentsvej 32,"2800, Kongens Lyngby",Torsvang 119,Til kapitalejerne i Mollerup Holding ApS.,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.",2001-01-16,2012-11-29,Registreret revisor,31541298.0,25860756.0,31541298.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Mollerup Holding ApS..,"Vi har revideret Ã¥rsregnskabet for Mollerup Holding ApS. for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus Fetterlein,Niels Hyllegaard Mollerup,Niels Hyllegaard Mollerup,Revisionsfirmaet C. Fetterlein,Mollerup Holding ApS.,Revisionsfirmaet C. Fetterlein,,2012-06-30,2011-07-01,2012-11-29,Kgs. Lyngby,Administrerende direktÃ¸r,urn:ofk:oid:16335795,indberetninger-20180424,2.5124211,25860756.0,,2018-04-02T11:48:31.736Z,2012-12-07T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-273.658,2012-12-07T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_8,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8vcGRmcy8yNTg2MDc1NjtBcFMyODIyMTA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8veGJybHMvWC1DMDc0RTRERS0yMDEyMTIwNl8xNzM5MjFfNjgy.xml,"2880, BagsvÃ¦rd",Laurentsvej 32,"2800, Kongens Lyngby",Torsvang 119,Til kapitalejerne i Mollerup Holding ApS.,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.",2001-01-16,2012-11-29,Registreret revisor,31541298.0,25860756.0,31541298.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Mollerup Holding ApS..,"Vi har revideret Ã¥rsregnskabet for Mollerup Holding ApS. for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus Fetterlein,Niels Hyllegaard Mollerup,Niels Hyllegaard Mollerup,Revisionsfirmaet C. Fetterlein,Mollerup Holding ApS.,Revisionsfirmaet C. Fetterlein,316180.0,2012-06-30,2011-07-01,2012-11-29,Kgs. Lyngby,Administrerende direktÃ¸r,urn:ofk:oid:16335795,indberetninger-20180424,2.5124211,25860756.0,,2018-04-02T11:48:31.736Z,2012-12-07T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-273.658,2012-12-07T23:00:00.000Z,-34396.0,27725.0,330193.0,27725.0,-2292.0,321230.0,-6671.0,-5050.0,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-06-30,2012-06-30,ID_16,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8vcGRmcy8yNTg2MDc1NjtBcFMyODIyMTA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65706852/Y3ZyLmRrOi8veGJybHMvWC1DMDc0RTRERS0yMDEyMTIwNl8xNzM5MjFfNjgy.xml,"2880, BagsvÃ¦rd",Laurentsvej 32,"2800, Kongens Lyngby",Torsvang 119,Til kapitalejerne i Mollerup Holding ApS.,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.",2001-01-16,2012-11-29,Registreret revisor,31541298.0,25860756.0,31541298.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Mollerup Holding ApS..,"Vi har revideret Ã¥rsregnskabet for Mollerup Holding ApS. for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus Fetterlein,Niels Hyllegaard Mollerup,Niels Hyllegaard Mollerup,Revisionsfirmaet C. Fetterlein,Mollerup Holding ApS.,Revisionsfirmaet C. Fetterlein,,2012-06-30,2011-07-01,2012-11-29,Kgs. Lyngby,Administrerende direktÃ¸r,urn:ofk:oid:16335795,indberetninger-20180424,2.5124211,25860756.0,,2018-04-02T11:48:31.736Z,2012-12-07T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-273.658,2012-12-07T23:00:00.000Z,,,,,,,,,1039793.0,10817.0,-200000.0,28188.0,15350.0,-976630.0,-1039793.0,-63163.0,1011605.0,607743.0,1011605.0,403862.0,-29237.0,-745242.0,-31388.0,-63163.0,-12050.0,17371.0,2021.0,-21876.0
