entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DescriptionOfClassOfIssuedShares,DividendPaid,EmailOfReportingEntity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForDeferredTax,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfAuditor,NameOfAuditFirm,Dividend
26527651,2012-01-01,2012-12-31,c190,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8vcGRmcy8yNjUyNzY1MTtBcFMyOTc2MzA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDUxN18wNzUxMzBfNTU3.xml,Danmark,2900  Hellerup,Strandvejen 44,2730  Herlev,"Generatorvej 8C, 1. tv.",2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-04-24,2013-04-24,51081.0,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1.250 anparter Ã  nominelt DKK 100. Ingen anparter er tillagt sÃ¦rlige rettigheder.,-96600.0,info@pharmadvice.dk,39 40 48 61,26527651.0,33771231.0,Ãrsrapport,Janne Fehrn-Christensen,Janne Fehrn-Christensen,PharmAdvice ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Herlev,,Gladsaxe,2012-12-31,2012-01-01,2013-04-24,Hellerup,39 40 48 60,urn:ofk:oid:13422405,indberetninger-20180424,2.5124402000000003,26527651.0,,2018-04-01T17:19:26.130Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-60.093,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bo Schou Jacobsen,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,
26527651,2012-01-01,2012-12-31,c21,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8vcGRmcy8yNjUyNzY1MTtBcFMyOTc2MzA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDUxN18wNzUxMzBfNTU3.xml,Danmark,2900  Hellerup,Strandvejen 44,2730  Herlev,"Generatorvej 8C, 1. tv.",2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-04-24,2013-04-24,51081.0,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1.250 anparter Ã  nominelt DKK 100. Ingen anparter er tillagt sÃ¦rlige rettigheder.,-96600.0,info@pharmadvice.dk,39 40 48 61,26527651.0,33771231.0,Ãrsrapport,Janne Fehrn-Christensen,Janne Fehrn-Christensen,PharmAdvice ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Herlev,-1285.0,Gladsaxe,2012-12-31,2012-01-01,2013-04-24,Hellerup,39 40 48 60,urn:ofk:oid:13422405,indberetninger-20180424,2.5124402000000003,26527651.0,,2018-04-01T17:19:26.130Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-60.093,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-96600.0
26527651,2012-01-01,2012-12-31,c24,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8vcGRmcy8yNjUyNzY1MTtBcFMyOTc2MzA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDUxN18wNzUxMzBfNTU3.xml,Danmark,2900  Hellerup,Strandvejen 44,2730  Herlev,"Generatorvej 8C, 1. tv.",2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-04-24,2013-04-24,51081.0,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1.250 anparter Ã  nominelt DKK 100. Ingen anparter er tillagt sÃ¦rlige rettigheder.,-96600.0,info@pharmadvice.dk,39 40 48 61,26527651.0,33771231.0,Ãrsrapport,Janne Fehrn-Christensen,Janne Fehrn-Christensen,PharmAdvice ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Herlev,,Gladsaxe,2012-12-31,2012-01-01,2013-04-24,Hellerup,39 40 48 60,urn:ofk:oid:13422405,indberetninger-20180424,2.5124402000000003,26527651.0,,2018-04-01T17:19:26.130Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-60.093,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
26527651,2012-01-01,2012-12-31,c258,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8vcGRmcy8yNjUyNzY1MTtBcFMyOTc2MzA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDUxN18wNzUxMzBfNTU3.xml,Danmark,2900  Hellerup,Strandvejen 44,2730  Herlev,"Generatorvej 8C, 1. tv.",2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-04-24,2013-04-24,51081.0,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1.250 anparter Ã  nominelt DKK 100. Ingen anparter er tillagt sÃ¦rlige rettigheder.,-96600.0,info@pharmadvice.dk,39 40 48 61,26527651.0,33771231.0,Ãrsrapport,Janne Fehrn-Christensen,Janne Fehrn-Christensen,PharmAdvice ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Herlev,96600.0,Gladsaxe,2012-12-31,2012-01-01,2013-04-24,Hellerup,39 40 48 60,urn:ofk:oid:13422405,indberetninger-20180424,2.5124402000000003,26527651.0,,2018-04-01T17:19:26.130Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-60.093,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26527651,2012-01-01,2012-12-31,c278,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8vcGRmcy8yNjUyNzY1MTtBcFMyOTc2MzA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDUxN18wNzUxMzBfNTU3.xml,Danmark,2900  Hellerup,Strandvejen 44,2730  Herlev,"Generatorvej 8C, 1. tv.",2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-04-24,2013-04-24,51081.0,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1.250 anparter Ã  nominelt DKK 100. Ingen anparter er tillagt sÃ¦rlige rettigheder.,-96600.0,info@pharmadvice.dk,39 40 48 61,26527651.0,33771231.0,Ãrsrapport,Janne Fehrn-Christensen,Janne Fehrn-Christensen,PharmAdvice ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Herlev,-97885.0,Gladsaxe,2012-12-31,2012-01-01,2013-04-24,Hellerup,39 40 48 60,urn:ofk:oid:13422405,indberetninger-20180424,2.5124402000000003,26527651.0,,2018-04-01T17:19:26.130Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-60.093,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26527651,2012-01-01,2012-12-31,c321,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8vcGRmcy8yNjUyNzY1MTtBcFMyOTc2MzA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDUxN18wNzUxMzBfNTU3.xml,Danmark,2900  Hellerup,Strandvejen 44,2730  Herlev,"Generatorvej 8C, 1. tv.",2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-04-24,2013-04-24,51081.0,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1.250 anparter Ã  nominelt DKK 100. Ingen anparter er tillagt sÃ¦rlige rettigheder.,-96600.0,info@pharmadvice.dk,39 40 48 61,26527651.0,33771231.0,Ãrsrapport,Janne Fehrn-Christensen,Janne Fehrn-Christensen,PharmAdvice ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Herlev,,Gladsaxe,2012-12-31,2012-01-01,2013-04-24,Hellerup,39 40 48 60,urn:ofk:oid:13422405,indberetninger-20180424,2.5124402000000003,26527651.0,,2018-04-01T17:19:26.130Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-60.093,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26527651,2012-01-01,2012-12-31,c65,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8vcGRmcy8yNjUyNzY1MTtBcFMyOTc2MzA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDUxN18wNzUxMzBfNTU3.xml,Danmark,2900  Hellerup,Strandvejen 44,2730  Herlev,"Generatorvej 8C, 1. tv.",2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-04-24,2013-04-24,51081.0,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1.250 anparter Ã  nominelt DKK 100. Ingen anparter er tillagt sÃ¦rlige rettigheder.,-96600.0,info@pharmadvice.dk,39 40 48 61,26527651.0,33771231.0,Ãrsrapport,Janne Fehrn-Christensen,Janne Fehrn-Christensen,PharmAdvice ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Herlev,-1285.0,Gladsaxe,2012-12-31,2012-01-01,2013-04-24,Hellerup,39 40 48 60,urn:ofk:oid:13422405,indberetninger-20180424,2.5124402000000003,26527651.0,,2018-04-01T17:19:26.130Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-60.093,2013-05-17T22:00:00.000Z,-17900.0,22125.0,51082.0,3357018.0,3411184.0,210.0,66.0,3084.0,4225.0,4225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Bo Schou Jacobsen,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,
26527651,2012-12-31,2012-12-31,c2,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8vcGRmcy8yNjUyNzY1MTtBcFMyOTc2MzA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDUxN18wNzUxMzBfNTU3.xml,Danmark,2900  Hellerup,Strandvejen 44,2730  Herlev,"Generatorvej 8C, 1. tv.",2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-04-24,2013-04-24,51081.0,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1.250 anparter Ã  nominelt DKK 100. Ingen anparter er tillagt sÃ¦rlige rettigheder.,-96600.0,info@pharmadvice.dk,39 40 48 61,26527651.0,33771231.0,Ãrsrapport,Janne Fehrn-Christensen,Janne Fehrn-Christensen,PharmAdvice ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Herlev,,Gladsaxe,2012-12-31,2012-01-01,2013-04-24,Hellerup,39 40 48 60,urn:ofk:oid:13422405,indberetninger-20180424,2.5124402000000003,26527651.0,,2018-04-01T17:19:26.130Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-60.093,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,
26527651,2012-12-31,2012-12-31,c22,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8vcGRmcy8yNjUyNzY1MTtBcFMyOTc2MzA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDUxN18wNzUxMzBfNTU3.xml,Danmark,2900  Hellerup,Strandvejen 44,2730  Herlev,"Generatorvej 8C, 1. tv.",2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-04-24,2013-04-24,51081.0,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1.250 anparter Ã  nominelt DKK 100. Ingen anparter er tillagt sÃ¦rlige rettigheder.,-96600.0,info@pharmadvice.dk,39 40 48 61,26527651.0,33771231.0,Ãrsrapport,Janne Fehrn-Christensen,Janne Fehrn-Christensen,PharmAdvice ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Herlev,,Gladsaxe,2012-12-31,2012-01-01,2013-04-24,Hellerup,39 40 48 60,urn:ofk:oid:13422405,indberetninger-20180424,2.5124402000000003,26527651.0,,2018-04-01T17:19:26.130Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-60.093,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,,,,,960600.0,,,,,,,,,,,,,,,,,,,,,,
26527651,2012-12-31,2012-12-31,c25,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8vcGRmcy8yNjUyNzY1MTtBcFMyOTc2MzA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDUxN18wNzUxMzBfNTU3.xml,Danmark,2900  Hellerup,Strandvejen 44,2730  Herlev,"Generatorvej 8C, 1. tv.",2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-04-24,2013-04-24,51081.0,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1.250 anparter Ã  nominelt DKK 100. Ingen anparter er tillagt sÃ¦rlige rettigheder.,-96600.0,info@pharmadvice.dk,39 40 48 61,26527651.0,33771231.0,Ãrsrapport,Janne Fehrn-Christensen,Janne Fehrn-Christensen,PharmAdvice ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Herlev,,Gladsaxe,2012-12-31,2012-01-01,2013-04-24,Hellerup,39 40 48 60,urn:ofk:oid:13422405,indberetninger-20180424,2.5124402000000003,26527651.0,,2018-04-01T17:19:26.130Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-60.093,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,,,,,96600.0,,,,,,,,,,,,,,,,,,,,,,
26527651,2012-12-31,2012-12-31,c322,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8vcGRmcy8yNjUyNzY1MTtBcFMyOTc2MzA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDUxN18wNzUxMzBfNTU3.xml,Danmark,2900  Hellerup,Strandvejen 44,2730  Herlev,"Generatorvej 8C, 1. tv.",2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-04-24,2013-04-24,51081.0,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1.250 anparter Ã  nominelt DKK 100. Ingen anparter er tillagt sÃ¦rlige rettigheder.,-96600.0,info@pharmadvice.dk,39 40 48 61,26527651.0,33771231.0,Ãrsrapport,Janne Fehrn-Christensen,Janne Fehrn-Christensen,PharmAdvice ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Herlev,,Gladsaxe,2012-12-31,2012-01-01,2013-04-24,Hellerup,39 40 48 60,urn:ofk:oid:13422405,indberetninger-20180424,2.5124402000000003,26527651.0,,2018-04-01T17:19:26.130Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-60.093,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,13866.0,,,,,,,,,,303849.0,317715.0,,,
26527651,2012-12-31,2012-12-31,c71,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8vcGRmcy8yNjUyNzY1MTtBcFMyOTc2MzA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15672562/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDUxN18wNzUxMzBfNTU3.xml,Danmark,2900  Hellerup,Strandvejen 44,2730  Herlev,"Generatorvej 8C, 1. tv.",2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-04-24,2013-04-24,51081.0,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1.250 anparter Ã  nominelt DKK 100. Ingen anparter er tillagt sÃ¦rlige rettigheder.,-96600.0,info@pharmadvice.dk,39 40 48 61,26527651.0,33771231.0,Ãrsrapport,Janne Fehrn-Christensen,Janne Fehrn-Christensen,PharmAdvice ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Herlev,,Gladsaxe,2012-12-31,2012-01-01,2013-04-24,Hellerup,39 40 48 60,urn:ofk:oid:13422405,indberetninger-20180424,2.5124402000000003,26527651.0,,2018-04-01T17:19:26.130Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-60.093,2013-05-17T22:00:00.000Z,,,,,,,,,,,2238918.0,1171957.0,125000.0,2225052.0,2000.0,23852.0,1182200.0,13866.0,2238918.0,1056718.0,13866.0,741289.0,138815.0,125000.0,13866.0,96600.0,0.0,0.0,960600.0,1056718.0,1053095.0,9875.0,315429.0,878553.0,,,,,
