entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfOtherOperatingExpenses,DisclosureOfTaxExpenseOnOrdinaryActivities,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnExtraordinaryEvents,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLeaseCommitments,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherInvestmentAssets,OtherLongtermReceivables,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
entity identifier,2012-01-01,2012-12-31,ID_15,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjkzMDtBL1M0MDc2NTU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDEzMDUzMF8wOTA5MTJfNjg5.xml,"BÃ¸vlingbjerg, 7650",KÃ¦rvej 15,"Vejle, 7100","Porschevej 3, 1.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2007-06-30,2013-05-24,,Registreret revisor,. Andre driftsomkostninger,. Skat af Ã¥rets resultat,,,,19553876.0,30716930.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for BÃ¸vlingbjerg Maskinstation A/S.,Ãrsrapport,Arne M. Jakobsen,Jan D. Jensen,Jan D. Jensen,"LDM Revision , Registreret Revisionsanpartsselskab",BÃ¸vlingbjerg Maskinstation A/S,"LDM Revision , Registreret Revisionsanpartsselskab",,,67614.0,,2012-12-31,2012-01-01,2013-02-26,Vejle,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:21293557,indberetninger-20180424,2.5118417999999996,30716930.0,,2018-04-01T13:32:54.386Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-118.324,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_17,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjkzMDtBL1M0MDc2NTU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDEzMDUzMF8wOTA5MTJfNjg5.xml,"BÃ¸vlingbjerg, 7650",KÃ¦rvej 15,"Vejle, 7100","Porschevej 3, 1.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2007-06-30,2013-05-24,,Registreret revisor,. Andre driftsomkostninger,. Skat af Ã¥rets resultat,,,,19553876.0,30716930.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for BÃ¸vlingbjerg Maskinstation A/S.,Ãrsrapport,Arne M. Jakobsen,Jan D. Jensen,Jan D. Jensen,"LDM Revision , Registreret Revisionsanpartsselskab",BÃ¸vlingbjerg Maskinstation A/S,"LDM Revision , Registreret Revisionsanpartsselskab",,,67614.0,,2012-12-31,2012-01-01,2013-02-26,Vejle,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:21293557,indberetninger-20180424,2.5118417999999996,30716930.0,,2018-04-01T13:32:54.386Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-118.324,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_2,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjkzMDtBL1M0MDc2NTU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDEzMDUzMF8wOTA5MTJfNjg5.xml,"BÃ¸vlingbjerg, 7650",KÃ¦rvej 15,"Vejle, 7100","Porschevej 3, 1.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2007-06-30,2013-05-24,,Registreret revisor,. Andre driftsomkostninger,. Skat af Ã¥rets resultat,,,,19553876.0,30716930.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for BÃ¸vlingbjerg Maskinstation A/S.,Ãrsrapport,Arne M. Jakobsen,Jan D. Jensen,Jan D. Jensen,"LDM Revision , Registreret Revisionsanpartsselskab",BÃ¸vlingbjerg Maskinstation A/S,"LDM Revision , Registreret Revisionsanpartsselskab",,,,,2012-12-31,2012-01-01,2013-02-26,Vejle,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:21293557,indberetninger-20180424,2.5118417999999996,30716930.0,,2018-04-01T13:32:54.386Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-118.324,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan D. Jensen,Bestyrelsesmedlem/DirektÃ¸r
entity identifier,2012-01-01,2012-12-31,ID_21,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjkzMDtBL1M0MDc2NTU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDEzMDUzMF8wOTA5MTJfNjg5.xml,"BÃ¸vlingbjerg, 7650",KÃ¦rvej 15,"Vejle, 7100","Porschevej 3, 1.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2007-06-30,2013-05-24,,Registreret revisor,. Andre driftsomkostninger,. Skat af Ã¥rets resultat,,,,19553876.0,30716930.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for BÃ¸vlingbjerg Maskinstation A/S.,Ãrsrapport,Arne M. Jakobsen,Jan D. Jensen,Jan D. Jensen,"LDM Revision , Registreret Revisionsanpartsselskab",BÃ¸vlingbjerg Maskinstation A/S,"LDM Revision , Registreret Revisionsanpartsselskab",,,,,2012-12-31,2012-01-01,2013-02-26,Vejle,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:21293557,indberetninger-20180424,2.5118417999999996,30716930.0,,2018-04-01T13:32:54.386Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-118.324,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_22,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjkzMDtBL1M0MDc2NTU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDEzMDUzMF8wOTA5MTJfNjg5.xml,"BÃ¸vlingbjerg, 7650",KÃ¦rvej 15,"Vejle, 7100","Porschevej 3, 1.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2007-06-30,2013-05-24,,Registreret revisor,. Andre driftsomkostninger,. Skat af Ã¥rets resultat,,,,19553876.0,30716930.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for BÃ¸vlingbjerg Maskinstation A/S.,Ãrsrapport,Arne M. Jakobsen,Jan D. Jensen,Jan D. Jensen,"LDM Revision , Registreret Revisionsanpartsselskab",BÃ¸vlingbjerg Maskinstation A/S,"LDM Revision , Registreret Revisionsanpartsselskab",,,,,2012-12-31,2012-01-01,2013-02-26,Vejle,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:21293557,indberetninger-20180424,2.5118417999999996,30716930.0,,2018-04-01T13:32:54.386Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-118.324,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_3,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjkzMDtBL1M0MDc2NTU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDEzMDUzMF8wOTA5MTJfNjg5.xml,"BÃ¸vlingbjerg, 7650",KÃ¦rvej 15,"Vejle, 7100","Porschevej 3, 1.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2007-06-30,2013-05-24,,Registreret revisor,. Andre driftsomkostninger,. Skat af Ã¥rets resultat,,,,19553876.0,30716930.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for BÃ¸vlingbjerg Maskinstation A/S.,Ãrsrapport,Arne M. Jakobsen,Jan D. Jensen,Jan D. Jensen,"LDM Revision , Registreret Revisionsanpartsselskab",BÃ¸vlingbjerg Maskinstation A/S,"LDM Revision , Registreret Revisionsanpartsselskab",,,,,2012-12-31,2012-01-01,2013-02-26,Vejle,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:21293557,indberetninger-20180424,2.5118417999999996,30716930.0,,2018-04-01T13:32:54.386Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-118.324,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_4,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjkzMDtBL1M0MDc2NTU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDEzMDUzMF8wOTA5MTJfNjg5.xml,"BÃ¸vlingbjerg, 7650",KÃ¦rvej 15,"Vejle, 7100","Porschevej 3, 1.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2007-06-30,2013-05-24,,Registreret revisor,. Andre driftsomkostninger,. Skat af Ã¥rets resultat,,,,19553876.0,30716930.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for BÃ¸vlingbjerg Maskinstation A/S.,Ãrsrapport,Arne M. Jakobsen,Jan D. Jensen,Jan D. Jensen,"LDM Revision , Registreret Revisionsanpartsselskab",BÃ¸vlingbjerg Maskinstation A/S,"LDM Revision , Registreret Revisionsanpartsselskab",,,,,2012-12-31,2012-01-01,2013-02-26,Vejle,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:21293557,indberetninger-20180424,2.5118417999999996,30716930.0,,2018-04-01T13:32:54.386Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-118.324,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inga Jensen,Bestyrelsesmedlem
entity identifier,2012-01-01,2012-12-31,ID_5,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjkzMDtBL1M0MDc2NTU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDEzMDUzMF8wOTA5MTJfNjg5.xml,"BÃ¸vlingbjerg, 7650",KÃ¦rvej 15,"Vejle, 7100","Porschevej 3, 1.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2007-06-30,2013-05-24,,Registreret revisor,. Andre driftsomkostninger,. Skat af Ã¥rets resultat,,,,19553876.0,30716930.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for BÃ¸vlingbjerg Maskinstation A/S.,Ãrsrapport,Arne M. Jakobsen,Jan D. Jensen,Jan D. Jensen,"LDM Revision , Registreret Revisionsanpartsselskab",BÃ¸vlingbjerg Maskinstation A/S,"LDM Revision , Registreret Revisionsanpartsselskab",,,,,2012-12-31,2012-01-01,2013-02-26,Vejle,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:21293557,indberetninger-20180424,2.5118417999999996,30716930.0,,2018-04-01T13:32:54.386Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-118.324,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Per Jensen,Bestyrelsesmedlem
entity identifier,2012-01-01,2012-12-31,ID_6,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjkzMDtBL1M0MDc2NTU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDEzMDUzMF8wOTA5MTJfNjg5.xml,"BÃ¸vlingbjerg, 7650",KÃ¦rvej 15,"Vejle, 7100","Porschevej 3, 1.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2007-06-30,2013-05-24,,Registreret revisor,. Andre driftsomkostninger,. Skat af Ã¥rets resultat,,,,19553876.0,30716930.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for BÃ¸vlingbjerg Maskinstation A/S.,Ãrsrapport,Arne M. Jakobsen,Jan D. Jensen,Jan D. Jensen,"LDM Revision , Registreret Revisionsanpartsselskab",BÃ¸vlingbjerg Maskinstation A/S,"LDM Revision , Registreret Revisionsanpartsselskab",,,,,2012-12-31,2012-01-01,2013-02-26,Vejle,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:21293557,indberetninger-20180424,2.5118417999999996,30716930.0,,2018-04-01T13:32:54.386Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-118.324,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_7,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjkzMDtBL1M0MDc2NTU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDEzMDUzMF8wOTA5MTJfNjg5.xml,"BÃ¸vlingbjerg, 7650",KÃ¦rvej 15,"Vejle, 7100","Porschevej 3, 1.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2007-06-30,2013-05-24,,Registreret revisor,. Andre driftsomkostninger,. Skat af Ã¥rets resultat,,,,19553876.0,30716930.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for BÃ¸vlingbjerg Maskinstation A/S.,Ãrsrapport,Arne M. Jakobsen,Jan D. Jensen,Jan D. Jensen,"LDM Revision , Registreret Revisionsanpartsselskab",BÃ¸vlingbjerg Maskinstation A/S,"LDM Revision , Registreret Revisionsanpartsselskab",,,,,2012-12-31,2012-01-01,2013-02-26,Vejle,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:21293557,indberetninger-20180424,2.5118417999999996,30716930.0,,2018-04-01T13:32:54.386Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-118.324,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_8,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjkzMDtBL1M0MDc2NTU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDEzMDUzMF8wOTA5MTJfNjg5.xml,"BÃ¸vlingbjerg, 7650",KÃ¦rvej 15,"Vejle, 7100","Porschevej 3, 1.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2007-06-30,2013-05-24,,Registreret revisor,. Andre driftsomkostninger,. Skat af Ã¥rets resultat,,,,19553876.0,30716930.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for BÃ¸vlingbjerg Maskinstation A/S.,Ãrsrapport,Arne M. Jakobsen,Jan D. Jensen,Jan D. Jensen,"LDM Revision , Registreret Revisionsanpartsselskab",BÃ¸vlingbjerg Maskinstation A/S,"LDM Revision , Registreret Revisionsanpartsselskab",,,,,2012-12-31,2012-01-01,2013-02-26,Vejle,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:21293557,indberetninger-20180424,2.5118417999999996,30716930.0,,2018-04-01T13:32:54.386Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-118.324,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_9,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjkzMDtBL1M0MDc2NTU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03961703/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDEzMDUzMF8wOTA5MTJfNjg5.xml,"BÃ¸vlingbjerg, 7650",KÃ¦rvej 15,"Vejle, 7100","Porschevej 3, 1.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2007-06-30,2013-05-24,,Registreret revisor,. Andre driftsomkostninger,. Skat af Ã¥rets resultat,,,,19553876.0,30716930.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for BÃ¸vlingbjerg Maskinstation A/S.,Ãrsrapport,Arne M. Jakobsen,Jan D. Jensen,Jan D. Jensen,"LDM Revision , Registreret Revisionsanpartsselskab",BÃ¸vlingbjerg Maskinstation A/S,"LDM Revision , Registreret Revisionsanpartsselskab",,,,,2012-12-31,2012-01-01,2013-02-26,Vejle,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:21293557,indberetninger-20180424,2.5118417999999996,30716930.0,,2018-04-01T13:32:54.386Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-118.324,2013-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
