entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfAuditorsReportOnAuditedFinancialStatements,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditorAppointedToPerformAudit,IdentificationNumberCvrOfAuditFirmAppointedToPerformAudit,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditorAppointedToPerformAudit,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirmAppointedToPerformAudit,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfCompilationOfAuditorsReportOnAuditedFinancialStatements,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables
entity identifier,2011-07-01,2012-06-30,ID_14,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8vcGRmcy8yODUxMDU1MTtBcFMzNDYwNTY7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMTAwMV8xMjI3MzlfOTU4.xml,"2665, VallensbÃ¦k Strand",VallÃ¸vej 9,"Frederiksberg, 2000",Lindevangs Alle 4,Regnskabsklasse B,2012-09-25,2005-03-15,2012-09-28,Statsautoriseret revisor,77926410.0,28510551.0,77926410.0,Ãrsrapport,Bjarne Albrechtsen,Arne Nielsen,Allan Stenbryggen Nielsen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",A.S. Nielsen Holding ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",Frederiksberg,-91979.0,2012-06-30,2011-07-01,DirektÃ¸r,urn:ofk:oid:16587968,indberetninger-20180424,2.5124211,28510551.0,,2018-04-02T02:30:02.245Z,2012-10-04T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-291.689,2012-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_16,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8vcGRmcy8yODUxMDU1MTtBcFMzNDYwNTY7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMTAwMV8xMjI3MzlfOTU4.xml,"2665, VallensbÃ¦k Strand",VallÃ¸vej 9,"Frederiksberg, 2000",Lindevangs Alle 4,Regnskabsklasse B,2012-09-25,2005-03-15,2012-09-28,Statsautoriseret revisor,77926410.0,28510551.0,77926410.0,Ãrsrapport,Bjarne Albrechtsen,Arne Nielsen,Allan Stenbryggen Nielsen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",A.S. Nielsen Holding ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",Frederiksberg,70261.0,2012-06-30,2011-07-01,DirektÃ¸r,urn:ofk:oid:16587968,indberetninger-20180424,2.5124211,28510551.0,,2018-04-02T02:30:02.245Z,2012-10-04T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-291.689,2012-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_2,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8vcGRmcy8yODUxMDU1MTtBcFMzNDYwNTY7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMTAwMV8xMjI3MzlfOTU4.xml,"2665, VallensbÃ¦k Strand",VallÃ¸vej 9,"Frederiksberg, 2000",Lindevangs Alle 4,Regnskabsklasse B,2012-09-25,2005-03-15,2012-09-28,Statsautoriseret revisor,77926410.0,28510551.0,77926410.0,Ãrsrapport,Bjarne Albrechtsen,Arne Nielsen,Allan Stenbryggen Nielsen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",A.S. Nielsen Holding ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",Frederiksberg,,2012-06-30,2011-07-01,DirektÃ¸r,urn:ofk:oid:16587968,indberetninger-20180424,2.5124211,28510551.0,,2018-04-02T02:30:02.245Z,2012-10-04T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-291.689,2012-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_20,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8vcGRmcy8yODUxMDU1MTtBcFMzNDYwNTY7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMTAwMV8xMjI3MzlfOTU4.xml,"2665, VallensbÃ¦k Strand",VallÃ¸vej 9,"Frederiksberg, 2000",Lindevangs Alle 4,Regnskabsklasse B,2012-09-25,2005-03-15,2012-09-28,Statsautoriseret revisor,77926410.0,28510551.0,77926410.0,Ãrsrapport,Bjarne Albrechtsen,Arne Nielsen,Allan Stenbryggen Nielsen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",A.S. Nielsen Holding ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",Frederiksberg,,2012-06-30,2011-07-01,DirektÃ¸r,urn:ofk:oid:16587968,indberetninger-20180424,2.5124211,28510551.0,,2018-04-02T02:30:02.245Z,2012-10-04T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-291.689,2012-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_21,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8vcGRmcy8yODUxMDU1MTtBcFMzNDYwNTY7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMTAwMV8xMjI3MzlfOTU4.xml,"2665, VallensbÃ¦k Strand",VallÃ¸vej 9,"Frederiksberg, 2000",Lindevangs Alle 4,Regnskabsklasse B,2012-09-25,2005-03-15,2012-09-28,Statsautoriseret revisor,77926410.0,28510551.0,77926410.0,Ãrsrapport,Bjarne Albrechtsen,Arne Nielsen,Allan Stenbryggen Nielsen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",A.S. Nielsen Holding ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",Frederiksberg,,2012-06-30,2011-07-01,DirektÃ¸r,urn:ofk:oid:16587968,indberetninger-20180424,2.5124211,28510551.0,,2018-04-02T02:30:02.245Z,2012-10-04T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-291.689,2012-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_22,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8vcGRmcy8yODUxMDU1MTtBcFMzNDYwNTY7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMTAwMV8xMjI3MzlfOTU4.xml,"2665, VallensbÃ¦k Strand",VallÃ¸vej 9,"Frederiksberg, 2000",Lindevangs Alle 4,Regnskabsklasse B,2012-09-25,2005-03-15,2012-09-28,Statsautoriseret revisor,77926410.0,28510551.0,77926410.0,Ãrsrapport,Bjarne Albrechtsen,Arne Nielsen,Allan Stenbryggen Nielsen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",A.S. Nielsen Holding ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",Frederiksberg,,2012-06-30,2011-07-01,DirektÃ¸r,urn:ofk:oid:16587968,indberetninger-20180424,2.5124211,28510551.0,,2018-04-02T02:30:02.245Z,2012-10-04T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-291.689,2012-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_3,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8vcGRmcy8yODUxMDU1MTtBcFMzNDYwNTY7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMTAwMV8xMjI3MzlfOTU4.xml,"2665, VallensbÃ¦k Strand",VallÃ¸vej 9,"Frederiksberg, 2000",Lindevangs Alle 4,Regnskabsklasse B,2012-09-25,2005-03-15,2012-09-28,Statsautoriseret revisor,77926410.0,28510551.0,77926410.0,Ãrsrapport,Bjarne Albrechtsen,Arne Nielsen,Allan Stenbryggen Nielsen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",A.S. Nielsen Holding ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",Frederiksberg,,2012-06-30,2011-07-01,DirektÃ¸r,urn:ofk:oid:16587968,indberetninger-20180424,2.5124211,28510551.0,,2018-04-02T02:30:02.245Z,2012-10-04T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-291.689,2012-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_4,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8vcGRmcy8yODUxMDU1MTtBcFMzNDYwNTY7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMTAwMV8xMjI3MzlfOTU4.xml,"2665, VallensbÃ¦k Strand",VallÃ¸vej 9,"Frederiksberg, 2000",Lindevangs Alle 4,Regnskabsklasse B,2012-09-25,2005-03-15,2012-09-28,Statsautoriseret revisor,77926410.0,28510551.0,77926410.0,Ãrsrapport,Bjarne Albrechtsen,Arne Nielsen,Allan Stenbryggen Nielsen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",A.S. Nielsen Holding ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",Frederiksberg,,2012-06-30,2011-07-01,DirektÃ¸r,urn:ofk:oid:16587968,indberetninger-20180424,2.5124211,28510551.0,,2018-04-02T02:30:02.245Z,2012-10-04T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-291.689,2012-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_5,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8vcGRmcy8yODUxMDU1MTtBcFMzNDYwNTY7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMTAwMV8xMjI3MzlfOTU4.xml,"2665, VallensbÃ¦k Strand",VallÃ¸vej 9,"Frederiksberg, 2000",Lindevangs Alle 4,Regnskabsklasse B,2012-09-25,2005-03-15,2012-09-28,Statsautoriseret revisor,77926410.0,28510551.0,77926410.0,Ãrsrapport,Bjarne Albrechtsen,Arne Nielsen,Allan Stenbryggen Nielsen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",A.S. Nielsen Holding ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",Frederiksberg,,2012-06-30,2011-07-01,DirektÃ¸r,urn:ofk:oid:16587968,indberetninger-20180424,2.5124211,28510551.0,,2018-04-02T02:30:02.245Z,2012-10-04T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-291.689,2012-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_6,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8vcGRmcy8yODUxMDU1MTtBcFMzNDYwNTY7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMTAwMV8xMjI3MzlfOTU4.xml,"2665, VallensbÃ¦k Strand",VallÃ¸vej 9,"Frederiksberg, 2000",Lindevangs Alle 4,Regnskabsklasse B,2012-09-25,2005-03-15,2012-09-28,Statsautoriseret revisor,77926410.0,28510551.0,77926410.0,Ãrsrapport,Bjarne Albrechtsen,Arne Nielsen,Allan Stenbryggen Nielsen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",A.S. Nielsen Holding ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",Frederiksberg,,2012-06-30,2011-07-01,DirektÃ¸r,urn:ofk:oid:16587968,indberetninger-20180424,2.5124211,28510551.0,,2018-04-02T02:30:02.245Z,2012-10-04T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-291.689,2012-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_7,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8vcGRmcy8yODUxMDU1MTtBcFMzNDYwNTY7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMTAwMV8xMjI3MzlfOTU4.xml,"2665, VallensbÃ¦k Strand",VallÃ¸vej 9,"Frederiksberg, 2000",Lindevangs Alle 4,Regnskabsklasse B,2012-09-25,2005-03-15,2012-09-28,Statsautoriseret revisor,77926410.0,28510551.0,77926410.0,Ãrsrapport,Bjarne Albrechtsen,Arne Nielsen,Allan Stenbryggen Nielsen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",A.S. Nielsen Holding ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",Frederiksberg,,2012-06-30,2011-07-01,DirektÃ¸r,urn:ofk:oid:16587968,indberetninger-20180424,2.5124211,28510551.0,,2018-04-02T02:30:02.245Z,2012-10-04T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-291.689,2012-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_8,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8vcGRmcy8yODUxMDU1MTtBcFMzNDYwNTY7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMTAwMV8xMjI3MzlfOTU4.xml,"2665, VallensbÃ¦k Strand",VallÃ¸vej 9,"Frederiksberg, 2000",Lindevangs Alle 4,Regnskabsklasse B,2012-09-25,2005-03-15,2012-09-28,Statsautoriseret revisor,77926410.0,28510551.0,77926410.0,Ãrsrapport,Bjarne Albrechtsen,Arne Nielsen,Allan Stenbryggen Nielsen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",A.S. Nielsen Holding ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",Frederiksberg,-70261.0,2012-06-30,2011-07-01,DirektÃ¸r,urn:ofk:oid:16587968,indberetninger-20180424,2.5124211,28510551.0,,2018-04-02T02:30:02.245Z,2012-10-04T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-291.689,2012-10-04T22:00:00.000Z,5000.0,-65640.0,10.0,-11156.0,-71786.0,5000.0,1525.0,,,,,,,,,,,,,,,,,,
entity identifier,2012-06-30,2012-06-30,ID_18,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8vcGRmcy8yODUxMDU1MTtBcFMzNDYwNTY7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15501582/Y3ZyLmRrOi8veGJybHMvWC03RjEyRDRCRi0yMDEyMTAwMV8xMjI3MzlfOTU4.xml,"2665, VallensbÃ¦k Strand",VallÃ¸vej 9,"Frederiksberg, 2000",Lindevangs Alle 4,Regnskabsklasse B,2012-09-25,2005-03-15,2012-09-28,Statsautoriseret revisor,77926410.0,28510551.0,77926410.0,Ãrsrapport,Bjarne Albrechtsen,Arne Nielsen,Allan Stenbryggen Nielsen,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",A.S. Nielsen Holding ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",Frederiksberg,,2012-06-30,2011-07-01,DirektÃ¸r,urn:ofk:oid:16587968,indberetninger-20180424,2.5124211,28510551.0,,2018-04-02T02:30:02.245Z,2012-10-04T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-291.689,2012-10-04T22:00:00.000Z,,,,,,,,1253435.0,-125000.0,298063.0,-1233755.0,-1253435.0,-19680.0,955372.0,955372.0,955372.0,-96600.0,-455372.0,-556783.0,-19680.0,-14680.0,298063.0,285831.0,12232.0,-5000.0
