entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialInstitutionPostcodeAndTown,AddressOfFinancialInstitutionStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,FaxNumberOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
entity identifier,2012-01-01,2012-12-31,ID_14,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8vcGRmcy8yNDA0MTAxODtBcFM3ODAyOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDEzMDUwN18wOTIyMDdfOTMw.xml,"Maribo, 4930",Vestergade 3,"4930, Maribo",Sdr. Boulevard 38,"Maribo, 4930",C. E. Christiansens Vej 56,Til kapitalejerne i Bangs Have Selskabet af 1911 ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",1911-07-11,2013-04-16,54 78 13 02,,24041018.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Bangs Have Selskabet af 1911 ApS.,"Vi har revideret Ã¥rsregnskabet for Bangs Have Selskabet af 1911 ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Flemming Boye,Ib Frederiksen,Lollands Bank,Bangs Have Selskabet af 1911 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",,,,2012-12-31,2012-01-01,2013-03-21,Maribo,54 78 16 00,urn:ofk:oid:16577119,indberetninger-20180424,2.5118406,24041018.0,,2018-04-01T14:31:17.387Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-16.375,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_15,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8vcGRmcy8yNDA0MTAxODtBcFM3ODAyOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDEzMDUwN18wOTIyMDdfOTMw.xml,"Maribo, 4930",Vestergade 3,"4930, Maribo",Sdr. Boulevard 38,"Maribo, 4930",C. E. Christiansens Vej 56,Til kapitalejerne i Bangs Have Selskabet af 1911 ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",1911-07-11,2013-04-16,54 78 13 02,52554.0,24041018.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Bangs Have Selskabet af 1911 ApS.,"Vi har revideret Ã¥rsregnskabet for Bangs Have Selskabet af 1911 ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Flemming Boye,Ib Frederiksen,Lollands Bank,Bangs Have Selskabet af 1911 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",-7541.0,45013.0,45013.0,2012-12-31,2012-01-01,2013-03-21,Maribo,54 78 16 00,urn:ofk:oid:16577119,indberetninger-20180424,2.5118406,24041018.0,,2018-04-01T14:31:17.387Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-16.375,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_17,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8vcGRmcy8yNDA0MTAxODtBcFM3ODAyOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDEzMDUwN18wOTIyMDdfOTMw.xml,"Maribo, 4930",Vestergade 3,"4930, Maribo",Sdr. Boulevard 38,"Maribo, 4930",C. E. Christiansens Vej 56,Til kapitalejerne i Bangs Have Selskabet af 1911 ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",1911-07-11,2013-04-16,54 78 13 02,,24041018.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Bangs Have Selskabet af 1911 ApS.,"Vi har revideret Ã¥rsregnskabet for Bangs Have Selskabet af 1911 ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Flemming Boye,Ib Frederiksen,Lollands Bank,Bangs Have Selskabet af 1911 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",,-45013.0,,2012-12-31,2012-01-01,2013-03-21,Maribo,54 78 16 00,urn:ofk:oid:16577119,indberetninger-20180424,2.5118406,24041018.0,,2018-04-01T14:31:17.387Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-16.375,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_19,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8vcGRmcy8yNDA0MTAxODtBcFM3ODAyOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDEzMDUwN18wOTIyMDdfOTMw.xml,"Maribo, 4930",Vestergade 3,"4930, Maribo",Sdr. Boulevard 38,"Maribo, 4930",C. E. Christiansens Vej 56,Til kapitalejerne i Bangs Have Selskabet af 1911 ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",1911-07-11,2013-04-16,54 78 13 02,,24041018.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Bangs Have Selskabet af 1911 ApS.,"Vi har revideret Ã¥rsregnskabet for Bangs Have Selskabet af 1911 ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Flemming Boye,Ib Frederiksen,Lollands Bank,Bangs Have Selskabet af 1911 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",,-45013.0,,2012-12-31,2012-01-01,2013-03-21,Maribo,54 78 16 00,urn:ofk:oid:16577119,indberetninger-20180424,2.5118406,24041018.0,,2018-04-01T14:31:17.387Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-16.375,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_2,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8vcGRmcy8yNDA0MTAxODtBcFM3ODAyOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDEzMDUwN18wOTIyMDdfOTMw.xml,"Maribo, 4930",Vestergade 3,"4930, Maribo",Sdr. Boulevard 38,"Maribo, 4930",C. E. Christiansens Vej 56,Til kapitalejerne i Bangs Have Selskabet af 1911 ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",1911-07-11,2013-04-16,54 78 13 02,,24041018.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Bangs Have Selskabet af 1911 ApS.,"Vi har revideret Ã¥rsregnskabet for Bangs Have Selskabet af 1911 ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Flemming Boye,Ib Frederiksen,Lollands Bank,Bangs Have Selskabet af 1911 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",,,,2012-12-31,2012-01-01,2013-03-21,Maribo,54 78 16 00,urn:ofk:oid:16577119,indberetninger-20180424,2.5118406,24041018.0,,2018-04-01T14:31:17.387Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-16.375,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,Benny Andersen,Bestyrelsesformand
entity identifier,2012-01-01,2012-12-31,ID_23,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8vcGRmcy8yNDA0MTAxODtBcFM3ODAyOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDEzMDUwN18wOTIyMDdfOTMw.xml,"Maribo, 4930",Vestergade 3,"4930, Maribo",Sdr. Boulevard 38,"Maribo, 4930",C. E. Christiansens Vej 56,Til kapitalejerne i Bangs Have Selskabet af 1911 ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",1911-07-11,2013-04-16,54 78 13 02,,24041018.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Bangs Have Selskabet af 1911 ApS.,"Vi har revideret Ã¥rsregnskabet for Bangs Have Selskabet af 1911 ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Flemming Boye,Ib Frederiksen,Lollands Bank,Bangs Have Selskabet af 1911 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",,,,2012-12-31,2012-01-01,2013-03-21,Maribo,54 78 16 00,urn:ofk:oid:16577119,indberetninger-20180424,2.5118406,24041018.0,,2018-04-01T14:31:17.387Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-16.375,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_24,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8vcGRmcy8yNDA0MTAxODtBcFM3ODAyOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDEzMDUwN18wOTIyMDdfOTMw.xml,"Maribo, 4930",Vestergade 3,"4930, Maribo",Sdr. Boulevard 38,"Maribo, 4930",C. E. Christiansens Vej 56,Til kapitalejerne i Bangs Have Selskabet af 1911 ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",1911-07-11,2013-04-16,54 78 13 02,,24041018.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Bangs Have Selskabet af 1911 ApS.,"Vi har revideret Ã¥rsregnskabet for Bangs Have Selskabet af 1911 ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Flemming Boye,Ib Frederiksen,Lollands Bank,Bangs Have Selskabet af 1911 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",,,,2012-12-31,2012-01-01,2013-03-21,Maribo,54 78 16 00,urn:ofk:oid:16577119,indberetninger-20180424,2.5118406,24041018.0,,2018-04-01T14:31:17.387Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-16.375,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_3,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8vcGRmcy8yNDA0MTAxODtBcFM3ODAyOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDEzMDUwN18wOTIyMDdfOTMw.xml,"Maribo, 4930",Vestergade 3,"4930, Maribo",Sdr. Boulevard 38,"Maribo, 4930",C. E. Christiansens Vej 56,Til kapitalejerne i Bangs Have Selskabet af 1911 ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",1911-07-11,2013-04-16,54 78 13 02,,24041018.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Bangs Have Selskabet af 1911 ApS.,"Vi har revideret Ã¥rsregnskabet for Bangs Have Selskabet af 1911 ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Flemming Boye,Ib Frederiksen,Lollands Bank,Bangs Have Selskabet af 1911 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",,,,2012-12-31,2012-01-01,2013-03-21,Maribo,54 78 16 00,urn:ofk:oid:16577119,indberetninger-20180424,2.5118406,24041018.0,,2018-04-01T14:31:17.387Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-16.375,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,Flemming Boye,Bestyrelsesmedlem
entity identifier,2012-01-01,2012-12-31,ID_4,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8vcGRmcy8yNDA0MTAxODtBcFM3ODAyOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDEzMDUwN18wOTIyMDdfOTMw.xml,"Maribo, 4930",Vestergade 3,"4930, Maribo",Sdr. Boulevard 38,"Maribo, 4930",C. E. Christiansens Vej 56,Til kapitalejerne i Bangs Have Selskabet af 1911 ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",1911-07-11,2013-04-16,54 78 13 02,,24041018.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Bangs Have Selskabet af 1911 ApS.,"Vi har revideret Ã¥rsregnskabet for Bangs Have Selskabet af 1911 ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Flemming Boye,Ib Frederiksen,Lollands Bank,Bangs Have Selskabet af 1911 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",,,,2012-12-31,2012-01-01,2013-03-21,Maribo,54 78 16 00,urn:ofk:oid:16577119,indberetninger-20180424,2.5118406,24041018.0,,2018-04-01T14:31:17.387Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-16.375,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,Ole Clausen,Bestyrelsesmedlem
entity identifier,2012-01-01,2012-12-31,ID_5,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8vcGRmcy8yNDA0MTAxODtBcFM3ODAyOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDEzMDUwN18wOTIyMDdfOTMw.xml,"Maribo, 4930",Vestergade 3,"4930, Maribo",Sdr. Boulevard 38,"Maribo, 4930",C. E. Christiansens Vej 56,Til kapitalejerne i Bangs Have Selskabet af 1911 ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",1911-07-11,2013-04-16,54 78 13 02,,24041018.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Bangs Have Selskabet af 1911 ApS.,"Vi har revideret Ã¥rsregnskabet for Bangs Have Selskabet af 1911 ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Flemming Boye,Ib Frederiksen,Lollands Bank,Bangs Have Selskabet af 1911 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",,,,2012-12-31,2012-01-01,2013-03-21,Maribo,54 78 16 00,urn:ofk:oid:16577119,indberetninger-20180424,2.5118406,24041018.0,,2018-04-01T14:31:17.387Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-16.375,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,Ib Frederiksen,Bestyrelsesmedlem
entity identifier,2012-01-01,2012-12-31,ID_6,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8vcGRmcy8yNDA0MTAxODtBcFM3ODAyOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDEzMDUwN18wOTIyMDdfOTMw.xml,"Maribo, 4930",Vestergade 3,"4930, Maribo",Sdr. Boulevard 38,"Maribo, 4930",C. E. Christiansens Vej 56,Til kapitalejerne i Bangs Have Selskabet af 1911 ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",1911-07-11,2013-04-16,54 78 13 02,,24041018.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Bangs Have Selskabet af 1911 ApS.,"Vi har revideret Ã¥rsregnskabet for Bangs Have Selskabet af 1911 ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Flemming Boye,Ib Frederiksen,Lollands Bank,Bangs Have Selskabet af 1911 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",,,,2012-12-31,2012-01-01,2013-03-21,Maribo,54 78 16 00,urn:ofk:oid:16577119,indberetninger-20180424,2.5118406,24041018.0,,2018-04-01T14:31:17.387Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-16.375,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,Jan Buch,Bestyrelsesmedlem
entity identifier,2012-01-01,2012-12-31,ID_7,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8vcGRmcy8yNDA0MTAxODtBcFM3ODAyOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/81014042/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDEzMDUwN18wOTIyMDdfOTMw.xml,"Maribo, 4930",Vestergade 3,"4930, Maribo",Sdr. Boulevard 38,"Maribo, 4930",C. E. Christiansens Vej 56,Til kapitalejerne i Bangs Have Selskabet af 1911 ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",1911-07-11,2013-04-16,54 78 13 02,,24041018.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Bangs Have Selskabet af 1911 ApS.,"Vi har revideret Ã¥rsregnskabet for Bangs Have Selskabet af 1911 ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Flemming Boye,Ib Frederiksen,Lollands Bank,Bangs Have Selskabet af 1911 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",,,,2012-12-31,2012-01-01,2013-03-21,Maribo,54 78 16 00,urn:ofk:oid:16577119,indberetninger-20180424,2.5118406,24041018.0,,2018-04-01T14:31:17.387Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-16.375,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,JÃ¸rn Arne Nielsen,Bestyrelsesmedlem
