entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfLawFirmPostcodeAndTown,AddressOfLawFirmStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables
entity identifier,2012-01-01,2012-12-31,ID_18,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDQwNF8xNTQ0NTlfODY5.xml,"5690, Tommerup",Tallerupvej 39,"Odense S, 5260",GrÃ¸nvej 65,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2004-04-06,2013-04-02,6615 2561,10092159.0,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Chresten Clemmensen,Steen Jens Hansen,Steen Jens Hansen,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-03-20,Bellinge,6615 2548,DirektÃ¸r,urn:ofk:oid:15508428,indberetninger-20180424,2.5095785,27691056.0,,2018-04-01T13:09:10.710Z,2013-04-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-71.906,2013-04-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_19,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDQwNF8xNTQ0NTlfODY5.xml,"5690, Tommerup",Tallerupvej 39,"Odense S, 5260",GrÃ¸nvej 65,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2004-04-06,2013-04-02,6615 2561,10092159.0,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Chresten Clemmensen,Steen Jens Hansen,Steen Jens Hansen,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-03-20,Bellinge,6615 2548,DirektÃ¸r,urn:ofk:oid:15508428,indberetninger-20180424,2.5095785,27691056.0,,2018-04-01T13:09:10.710Z,2013-04-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-71.906,2013-04-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_2,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDQwNF8xNTQ0NTlfODY5.xml,"5690, Tommerup",Tallerupvej 39,"Odense S, 5260",GrÃ¸nvej 65,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2004-04-06,2013-04-02,6615 2561,10092159.0,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Chresten Clemmensen,Steen Jens Hansen,Steen Jens Hansen,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-03-20,Bellinge,6615 2548,DirektÃ¸r,urn:ofk:oid:15508428,indberetninger-20180424,2.5095785,27691056.0,,2018-04-01T13:09:10.710Z,2013-04-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-71.906,2013-04-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_3,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDQwNF8xNTQ0NTlfODY5.xml,"5690, Tommerup",Tallerupvej 39,"Odense S, 5260",GrÃ¸nvej 65,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2004-04-06,2013-04-02,6615 2561,10092159.0,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Chresten Clemmensen,Steen Jens Hansen,Steen Jens Hansen,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-03-20,Bellinge,6615 2548,DirektÃ¸r,urn:ofk:oid:15508428,indberetninger-20180424,2.5095785,27691056.0,,2018-04-01T13:09:10.710Z,2013-04-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-71.906,2013-04-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_4,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDQwNF8xNTQ0NTlfODY5.xml,"5690, Tommerup",Tallerupvej 39,"Odense S, 5260",GrÃ¸nvej 65,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2004-04-06,2013-04-02,6615 2561,10092159.0,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Chresten Clemmensen,Steen Jens Hansen,Steen Jens Hansen,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-03-20,Bellinge,6615 2548,DirektÃ¸r,urn:ofk:oid:15508428,indberetninger-20180424,2.5095785,27691056.0,,2018-04-01T13:09:10.710Z,2013-04-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-71.906,2013-04-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_5,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDQwNF8xNTQ0NTlfODY5.xml,"5690, Tommerup",Tallerupvej 39,"Odense S, 5260",GrÃ¸nvej 65,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2004-04-06,2013-04-02,6615 2561,10092159.0,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Chresten Clemmensen,Steen Jens Hansen,Steen Jens Hansen,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-03-20,Bellinge,6615 2548,DirektÃ¸r,urn:ofk:oid:15508428,indberetninger-20180424,2.5095785,27691056.0,,2018-04-01T13:09:10.710Z,2013-04-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-71.906,2013-04-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_6,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDQwNF8xNTQ0NTlfODY5.xml,"5690, Tommerup",Tallerupvej 39,"Odense S, 5260",GrÃ¸nvej 65,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2004-04-06,2013-04-02,6615 2561,10092159.0,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Chresten Clemmensen,Steen Jens Hansen,Steen Jens Hansen,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-03-20,Bellinge,6615 2548,DirektÃ¸r,urn:ofk:oid:15508428,indberetninger-20180424,2.5095785,27691056.0,,2018-04-01T13:09:10.710Z,2013-04-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-71.906,2013-04-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_7,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDQwNF8xNTQ0NTlfODY5.xml,"5690, Tommerup",Tallerupvej 39,"Odense S, 5260",GrÃ¸nvej 65,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2004-04-06,2013-04-02,6615 2561,10092159.0,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Chresten Clemmensen,Steen Jens Hansen,Steen Jens Hansen,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-03-20,Bellinge,6615 2548,DirektÃ¸r,urn:ofk:oid:15508428,indberetninger-20180424,2.5095785,27691056.0,,2018-04-01T13:09:10.710Z,2013-04-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-71.906,2013-04-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_8,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDQwNF8xNTQ0NTlfODY5.xml,"5690, Tommerup",Tallerupvej 39,"Odense S, 5260",GrÃ¸nvej 65,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2004-04-06,2013-04-02,6615 2561,10092159.0,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Chresten Clemmensen,Steen Jens Hansen,Steen Jens Hansen,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",-418286.0,2012-12-31,2012-01-01,2013-03-20,Bellinge,6615 2548,DirektÃ¸r,urn:ofk:oid:15508428,indberetninger-20180424,2.5095785,27691056.0,,2018-04-01T13:09:10.710Z,2013-04-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-71.906,2013-04-04T22:00:00.000Z,6249.0,-410630.0,4132.0,-21946.0,-422195.0,6249.0,3909.0,,,,,,,,,,,,,,,,,,
entity identifier,2012-12-31,2012-12-31,ID_16,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDQwNF8xNTQ0NTlfODY5.xml,"5690, Tommerup",Tallerupvej 39,"Odense S, 5260",GrÃ¸nvej 65,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2004-04-06,2013-04-02,6615 2561,10092159.0,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Chresten Clemmensen,Steen Jens Hansen,Steen Jens Hansen,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,2012-12-31,2012-01-01,2013-03-20,Bellinge,6615 2548,DirektÃ¸r,urn:ofk:oid:15508428,indberetninger-20180424,2.5095785,27691056.0,,2018-04-01T13:09:10.710Z,2013-04-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-71.906,2013-04-04T22:00:00.000Z,,,,,,,,3978403.0,1259946.0,-125000.0,2789409.0,-3861278.0,-3978403.0,-117125.0,1188994.0,673994.0,1188994.0,515000.0,-3000.0,-400000.0,-3336278.0,-117125.0,1529463.0,1529463.0,-114125.0
