entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PlantAndMachinery,PrepaymentsForIntangibleAssets,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
entity identifier,2011-07-01,2012-06-30,ID_19,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8vcGRmcy8yODUwNjY1MTtBcFMzNDU3MTk7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEyMTEyNl8xNTIxNTVfNjQ1.xml,"Helsinge, 3200",NÃ¸rretoftevej 11,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til kapitalejerne i Helsinge Bilpleje ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2005-02-01,2012-11-23,,Registreret revisor,,,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Helsinge Bilpleje ApS.,"Vi har revideret Ã¥rsregnskabet for Helsinge Bilpleje ApS for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Bjarne Bastved,Anders Gram Kristiansen,Anders  Gram Kristiansen,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Handelsbanken A/S,Helsinge Bilpleje ApS,"Godkendt revisionsanpartsselskab, Revisorkompagniet",,,,,2012-06-30,2011-07-01,2012-11-15,HÃ¸rsholm,,DirektÃ¸r,urn:ofk:oid:16571648,indberetninger-20180424,2.5097342,28506651.0,,2018-04-02T08:03:04.908Z,2012-11-26T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-290.694,2012-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_2,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8vcGRmcy8yODUwNjY1MTtBcFMzNDU3MTk7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEyMTEyNl8xNTIxNTVfNjQ1.xml,"Helsinge, 3200",NÃ¸rretoftevej 11,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til kapitalejerne i Helsinge Bilpleje ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2005-02-01,2012-11-23,,Registreret revisor,,,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Helsinge Bilpleje ApS.,"Vi har revideret Ã¥rsregnskabet for Helsinge Bilpleje ApS for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Bjarne Bastved,Anders Gram Kristiansen,Anders  Gram Kristiansen,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Handelsbanken A/S,Helsinge Bilpleje ApS,"Godkendt revisionsanpartsselskab, Revisorkompagniet",,,,,2012-06-30,2011-07-01,2012-11-15,HÃ¸rsholm,,DirektÃ¸r,urn:ofk:oid:16571648,indberetninger-20180424,2.5097342,28506651.0,,2018-04-02T08:03:04.908Z,2012-11-26T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-290.694,2012-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_3,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8vcGRmcy8yODUwNjY1MTtBcFMzNDU3MTk7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEyMTEyNl8xNTIxNTVfNjQ1.xml,"Helsinge, 3200",NÃ¸rretoftevej 11,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til kapitalejerne i Helsinge Bilpleje ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2005-02-01,2012-11-23,,Registreret revisor,,,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Helsinge Bilpleje ApS.,"Vi har revideret Ã¥rsregnskabet for Helsinge Bilpleje ApS for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Bjarne Bastved,Anders Gram Kristiansen,Anders  Gram Kristiansen,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Handelsbanken A/S,Helsinge Bilpleje ApS,"Godkendt revisionsanpartsselskab, Revisorkompagniet",,,,,2012-06-30,2011-07-01,2012-11-15,HÃ¸rsholm,,DirektÃ¸r,urn:ofk:oid:16571648,indberetninger-20180424,2.5097342,28506651.0,,2018-04-02T08:03:04.908Z,2012-11-26T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-290.694,2012-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_4,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8vcGRmcy8yODUwNjY1MTtBcFMzNDU3MTk7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEyMTEyNl8xNTIxNTVfNjQ1.xml,"Helsinge, 3200",NÃ¸rretoftevej 11,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til kapitalejerne i Helsinge Bilpleje ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2005-02-01,2012-11-23,,Registreret revisor,,,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Helsinge Bilpleje ApS.,"Vi har revideret Ã¥rsregnskabet for Helsinge Bilpleje ApS for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Bjarne Bastved,Anders Gram Kristiansen,Anders  Gram Kristiansen,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Handelsbanken A/S,Helsinge Bilpleje ApS,"Godkendt revisionsanpartsselskab, Revisorkompagniet",,,,,2012-06-30,2011-07-01,2012-11-15,HÃ¸rsholm,,DirektÃ¸r,urn:ofk:oid:16571648,indberetninger-20180424,2.5097342,28506651.0,,2018-04-02T08:03:04.908Z,2012-11-26T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-290.694,2012-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_5,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8vcGRmcy8yODUwNjY1MTtBcFMzNDU3MTk7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEyMTEyNl8xNTIxNTVfNjQ1.xml,"Helsinge, 3200",NÃ¸rretoftevej 11,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til kapitalejerne i Helsinge Bilpleje ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2005-02-01,2012-11-23,,Registreret revisor,,,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Helsinge Bilpleje ApS.,"Vi har revideret Ã¥rsregnskabet for Helsinge Bilpleje ApS for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Bjarne Bastved,Anders Gram Kristiansen,Anders  Gram Kristiansen,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Handelsbanken A/S,Helsinge Bilpleje ApS,"Godkendt revisionsanpartsselskab, Revisorkompagniet",,,,,2012-06-30,2011-07-01,2012-11-15,HÃ¸rsholm,,DirektÃ¸r,urn:ofk:oid:16571648,indberetninger-20180424,2.5097342,28506651.0,,2018-04-02T08:03:04.908Z,2012-11-26T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-290.694,2012-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_6,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8vcGRmcy8yODUwNjY1MTtBcFMzNDU3MTk7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEyMTEyNl8xNTIxNTVfNjQ1.xml,"Helsinge, 3200",NÃ¸rretoftevej 11,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til kapitalejerne i Helsinge Bilpleje ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2005-02-01,2012-11-23,,Registreret revisor,,,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Helsinge Bilpleje ApS.,"Vi har revideret Ã¥rsregnskabet for Helsinge Bilpleje ApS for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Bjarne Bastved,Anders Gram Kristiansen,Anders  Gram Kristiansen,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Handelsbanken A/S,Helsinge Bilpleje ApS,"Godkendt revisionsanpartsselskab, Revisorkompagniet",,,,,2012-06-30,2011-07-01,2012-11-15,HÃ¸rsholm,,DirektÃ¸r,urn:ofk:oid:16571648,indberetninger-20180424,2.5097342,28506651.0,,2018-04-02T08:03:04.908Z,2012-11-26T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-290.694,2012-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_7,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8vcGRmcy8yODUwNjY1MTtBcFMzNDU3MTk7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEyMTEyNl8xNTIxNTVfNjQ1.xml,"Helsinge, 3200",NÃ¸rretoftevej 11,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til kapitalejerne i Helsinge Bilpleje ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2005-02-01,2012-11-23,,Registreret revisor,,,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Helsinge Bilpleje ApS.,"Vi har revideret Ã¥rsregnskabet for Helsinge Bilpleje ApS for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Bjarne Bastved,Anders Gram Kristiansen,Anders  Gram Kristiansen,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Handelsbanken A/S,Helsinge Bilpleje ApS,"Godkendt revisionsanpartsselskab, Revisorkompagniet",,,,,2012-06-30,2011-07-01,2012-11-15,HÃ¸rsholm,,DirektÃ¸r,urn:ofk:oid:16571648,indberetninger-20180424,2.5097342,28506651.0,,2018-04-02T08:03:04.908Z,2012-11-26T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-290.694,2012-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_8,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8vcGRmcy8yODUwNjY1MTtBcFMzNDU3MTk7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEyMTEyNl8xNTIxNTVfNjQ1.xml,"Helsinge, 3200",NÃ¸rretoftevej 11,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til kapitalejerne i Helsinge Bilpleje ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2005-02-01,2012-11-23,,Registreret revisor,,,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Helsinge Bilpleje ApS.,"Vi har revideret Ã¥rsregnskabet for Helsinge Bilpleje ApS for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Bjarne Bastved,Anders Gram Kristiansen,Anders  Gram Kristiansen,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Handelsbanken A/S,Helsinge Bilpleje ApS,"Godkendt revisionsanpartsselskab, Revisorkompagniet",,,,,2012-06-30,2011-07-01,2012-11-15,HÃ¸rsholm,,DirektÃ¸r,urn:ofk:oid:16571648,indberetninger-20180424,2.5097342,28506651.0,,2018-04-02T08:03:04.908Z,2012-11-26T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-290.694,2012-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_9,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8vcGRmcy8yODUwNjY1MTtBcFMzNDU3MTk7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEyMTEyNl8xNTIxNTVfNjQ1.xml,"Helsinge, 3200",NÃ¸rretoftevej 11,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til kapitalejerne i Helsinge Bilpleje ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2005-02-01,2012-11-23,237359.0,Registreret revisor,775507.0,-963935.0,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Helsinge Bilpleje ApS.,"Vi har revideret Ã¥rsregnskabet for Helsinge Bilpleje ApS for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Bjarne Bastved,Anders Gram Kristiansen,Anders  Gram Kristiansen,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Handelsbanken A/S,Helsinge Bilpleje ApS,"Godkendt revisionsanpartsselskab, Revisorkompagniet",109688.0,118963.0,158618.0,48931.0,2012-06-30,2011-07-01,2012-11-15,HÃ¸rsholm,-39655.0,DirektÃ¸r,urn:ofk:oid:16571648,indberetninger-20180424,2.5097342,28506651.0,,2018-04-02T08:03:04.908Z,2012-11-26T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-290.694,2012-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-06-30,2012-06-30,ID_15,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8vcGRmcy8yODUwNjY1MTtBcFMzNDU3MTk7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/15660582/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEyMTEyNl8xNTIxNTVfNjQ1.xml,"Helsinge, 3200",NÃ¸rretoftevej 11,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til kapitalejerne i Helsinge Bilpleje ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2005-02-01,2012-11-23,,Registreret revisor,,,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2011 - 30. juni 2012 for Helsinge Bilpleje ApS.,"Vi har revideret Ã¥rsregnskabet for Helsinge Bilpleje ApS for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Bjarne Bastved,Anders Gram Kristiansen,Anders  Gram Kristiansen,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Handelsbanken A/S,Helsinge Bilpleje ApS,"Godkendt revisionsanpartsselskab, Revisorkompagniet",,,,,2012-06-30,2011-07-01,2012-11-15,HÃ¸rsholm,,DirektÃ¸r,urn:ofk:oid:16571648,indberetninger-20180424,2.5097342,28506651.0,,2018-04-02T08:03:04.908Z,2012-11-26T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-290.694,2012-11-26T23:00:00.000Z,1030394.0,-31120.0,-125000.0,339230.0,129046.0,12874.0,328112.0,315362.0,127500.0,250900.0,183858.0,124903.0,-1030394.0,-1292521.0,-1155899.0,-1155899.0,691165.0,-53029.0,0.0,123400.0,440265.0,-65985.0,-65985.0,183858.0,453112.0,-19000.0,-136622.0,0.0,-6008.0,186492.0,0.0,1760.0,-58585.0,42812.0
