entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,ProfitLossFromOrdinaryActivitiesBeforeTax,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates
entity identifier,2011-01-01,2011-12-31,ID_15,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8vcGRmcy8zMDc0MDEwNjtBcFM0MDk4NjA7MjAxMTAxMDE7MjAxMTEyMzE7UjtS.pdf,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDEyMDcwMV8yMTM5MzBfOTMx.xml,"Aalborg, 9000",Helgolandsgade 31,"9000, Aalborg",Hobrovej 76,"Til kapitalejerne i BENTZEN HOLDING, AALBORG APS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2011 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2011 - 31-12-2011.",2007-08-15,2012-06-22,Statsautoriseret revisor,30740106.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 01-01-2011 - 31-12-2011 for BENTZEN HOLDING, AALBORG APS.","Vi har revideret Ã¥rsregnskabet for BENTZEN HOLDING, AALBORG APS for regnskabsÃ¥ret 01-01-2011 - 31-12-2011, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Jesper Ovesen,Bjarke Schou Bentzen,Bjarke Schou Bentzen,Attiri Statsautoriseret Revisionsanpartsselskab,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsanpartsselskab,-21415.0,2011-12-31,2011-01-01,2012-06-22,Aalborg,DirektÃ¸r,urn:ofk:oid:18779284,indberetninger-20180424,2.511541,30740106,,2018-04-02T02:12:03.484Z,2012-07-01T22:00:00.000Z,regnskab,0.0,,2011-12-31,2011-01-01,12-124.913,2012-07-01T22:00:00.000Z,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_19,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8vcGRmcy8zMDc0MDEwNjtBcFM0MDk4NjA7MjAxMTAxMDE7MjAxMTEyMzE7UjtS.pdf,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDEyMDcwMV8yMTM5MzBfOTMx.xml,"Aalborg, 9000",Helgolandsgade 31,"9000, Aalborg",Hobrovej 76,"Til kapitalejerne i BENTZEN HOLDING, AALBORG APS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2011 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2011 - 31-12-2011.",2007-08-15,2012-06-22,Statsautoriseret revisor,30740106.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 01-01-2011 - 31-12-2011 for BENTZEN HOLDING, AALBORG APS.","Vi har revideret Ã¥rsregnskabet for BENTZEN HOLDING, AALBORG APS for regnskabsÃ¥ret 01-01-2011 - 31-12-2011, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Jesper Ovesen,Bjarke Schou Bentzen,Bjarke Schou Bentzen,Attiri Statsautoriseret Revisionsanpartsselskab,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsanpartsselskab,,2011-12-31,2011-01-01,2012-06-22,Aalborg,DirektÃ¸r,urn:ofk:oid:18779284,indberetninger-20180424,2.511541,30740106,,2018-04-02T02:12:03.484Z,2012-07-01T22:00:00.000Z,regnskab,0.0,,2011-12-31,2011-01-01,12-124.913,2012-07-01T22:00:00.000Z,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_2,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8vcGRmcy8zMDc0MDEwNjtBcFM0MDk4NjA7MjAxMTAxMDE7MjAxMTEyMzE7UjtS.pdf,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDEyMDcwMV8yMTM5MzBfOTMx.xml,"Aalborg, 9000",Helgolandsgade 31,"9000, Aalborg",Hobrovej 76,"Til kapitalejerne i BENTZEN HOLDING, AALBORG APS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2011 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2011 - 31-12-2011.",2007-08-15,2012-06-22,Statsautoriseret revisor,30740106.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 01-01-2011 - 31-12-2011 for BENTZEN HOLDING, AALBORG APS.","Vi har revideret Ã¥rsregnskabet for BENTZEN HOLDING, AALBORG APS for regnskabsÃ¥ret 01-01-2011 - 31-12-2011, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Jesper Ovesen,Bjarke Schou Bentzen,Bjarke Schou Bentzen,Attiri Statsautoriseret Revisionsanpartsselskab,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsanpartsselskab,,2011-12-31,2011-01-01,2012-06-22,Aalborg,DirektÃ¸r,urn:ofk:oid:18779284,indberetninger-20180424,2.511541,30740106,,2018-04-02T02:12:03.484Z,2012-07-01T22:00:00.000Z,regnskab,0.0,,2011-12-31,2011-01-01,12-124.913,2012-07-01T22:00:00.000Z,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_20,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8vcGRmcy8zMDc0MDEwNjtBcFM0MDk4NjA7MjAxMTAxMDE7MjAxMTEyMzE7UjtS.pdf,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDEyMDcwMV8yMTM5MzBfOTMx.xml,"Aalborg, 9000",Helgolandsgade 31,"9000, Aalborg",Hobrovej 76,"Til kapitalejerne i BENTZEN HOLDING, AALBORG APS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2011 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2011 - 31-12-2011.",2007-08-15,2012-06-22,Statsautoriseret revisor,30740106.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 01-01-2011 - 31-12-2011 for BENTZEN HOLDING, AALBORG APS.","Vi har revideret Ã¥rsregnskabet for BENTZEN HOLDING, AALBORG APS for regnskabsÃ¥ret 01-01-2011 - 31-12-2011, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Jesper Ovesen,Bjarke Schou Bentzen,Bjarke Schou Bentzen,Attiri Statsautoriseret Revisionsanpartsselskab,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsanpartsselskab,,2011-12-31,2011-01-01,2012-06-22,Aalborg,DirektÃ¸r,urn:ofk:oid:18779284,indberetninger-20180424,2.511541,30740106,,2018-04-02T02:12:03.484Z,2012-07-01T22:00:00.000Z,regnskab,0.0,,2011-12-31,2011-01-01,12-124.913,2012-07-01T22:00:00.000Z,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_3,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8vcGRmcy8zMDc0MDEwNjtBcFM0MDk4NjA7MjAxMTAxMDE7MjAxMTEyMzE7UjtS.pdf,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDEyMDcwMV8yMTM5MzBfOTMx.xml,"Aalborg, 9000",Helgolandsgade 31,"9000, Aalborg",Hobrovej 76,"Til kapitalejerne i BENTZEN HOLDING, AALBORG APS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2011 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2011 - 31-12-2011.",2007-08-15,2012-06-22,Statsautoriseret revisor,30740106.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 01-01-2011 - 31-12-2011 for BENTZEN HOLDING, AALBORG APS.","Vi har revideret Ã¥rsregnskabet for BENTZEN HOLDING, AALBORG APS for regnskabsÃ¥ret 01-01-2011 - 31-12-2011, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Jesper Ovesen,Bjarke Schou Bentzen,Bjarke Schou Bentzen,Attiri Statsautoriseret Revisionsanpartsselskab,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsanpartsselskab,,2011-12-31,2011-01-01,2012-06-22,Aalborg,DirektÃ¸r,urn:ofk:oid:18779284,indberetninger-20180424,2.511541,30740106,,2018-04-02T02:12:03.484Z,2012-07-01T22:00:00.000Z,regnskab,0.0,,2011-12-31,2011-01-01,12-124.913,2012-07-01T22:00:00.000Z,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_4,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8vcGRmcy8zMDc0MDEwNjtBcFM0MDk4NjA7MjAxMTAxMDE7MjAxMTEyMzE7UjtS.pdf,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDEyMDcwMV8yMTM5MzBfOTMx.xml,"Aalborg, 9000",Helgolandsgade 31,"9000, Aalborg",Hobrovej 76,"Til kapitalejerne i BENTZEN HOLDING, AALBORG APS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2011 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2011 - 31-12-2011.",2007-08-15,2012-06-22,Statsautoriseret revisor,30740106.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 01-01-2011 - 31-12-2011 for BENTZEN HOLDING, AALBORG APS.","Vi har revideret Ã¥rsregnskabet for BENTZEN HOLDING, AALBORG APS for regnskabsÃ¥ret 01-01-2011 - 31-12-2011, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Jesper Ovesen,Bjarke Schou Bentzen,Bjarke Schou Bentzen,Attiri Statsautoriseret Revisionsanpartsselskab,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsanpartsselskab,,2011-12-31,2011-01-01,2012-06-22,Aalborg,DirektÃ¸r,urn:ofk:oid:18779284,indberetninger-20180424,2.511541,30740106,,2018-04-02T02:12:03.484Z,2012-07-01T22:00:00.000Z,regnskab,0.0,,2011-12-31,2011-01-01,12-124.913,2012-07-01T22:00:00.000Z,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_5,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8vcGRmcy8zMDc0MDEwNjtBcFM0MDk4NjA7MjAxMTAxMDE7MjAxMTEyMzE7UjtS.pdf,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDEyMDcwMV8yMTM5MzBfOTMx.xml,"Aalborg, 9000",Helgolandsgade 31,"9000, Aalborg",Hobrovej 76,"Til kapitalejerne i BENTZEN HOLDING, AALBORG APS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2011 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2011 - 31-12-2011.",2007-08-15,2012-06-22,Statsautoriseret revisor,30740106.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 01-01-2011 - 31-12-2011 for BENTZEN HOLDING, AALBORG APS.","Vi har revideret Ã¥rsregnskabet for BENTZEN HOLDING, AALBORG APS for regnskabsÃ¥ret 01-01-2011 - 31-12-2011, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Jesper Ovesen,Bjarke Schou Bentzen,Bjarke Schou Bentzen,Attiri Statsautoriseret Revisionsanpartsselskab,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsanpartsselskab,,2011-12-31,2011-01-01,2012-06-22,Aalborg,DirektÃ¸r,urn:ofk:oid:18779284,indberetninger-20180424,2.511541,30740106,,2018-04-02T02:12:03.484Z,2012-07-01T22:00:00.000Z,regnskab,0.0,,2011-12-31,2011-01-01,12-124.913,2012-07-01T22:00:00.000Z,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_6,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8vcGRmcy8zMDc0MDEwNjtBcFM0MDk4NjA7MjAxMTAxMDE7MjAxMTEyMzE7UjtS.pdf,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDEyMDcwMV8yMTM5MzBfOTMx.xml,"Aalborg, 9000",Helgolandsgade 31,"9000, Aalborg",Hobrovej 76,"Til kapitalejerne i BENTZEN HOLDING, AALBORG APS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2011 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2011 - 31-12-2011.",2007-08-15,2012-06-22,Statsautoriseret revisor,30740106.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 01-01-2011 - 31-12-2011 for BENTZEN HOLDING, AALBORG APS.","Vi har revideret Ã¥rsregnskabet for BENTZEN HOLDING, AALBORG APS for regnskabsÃ¥ret 01-01-2011 - 31-12-2011, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Jesper Ovesen,Bjarke Schou Bentzen,Bjarke Schou Bentzen,Attiri Statsautoriseret Revisionsanpartsselskab,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsanpartsselskab,,2011-12-31,2011-01-01,2012-06-22,Aalborg,DirektÃ¸r,urn:ofk:oid:18779284,indberetninger-20180424,2.511541,30740106,,2018-04-02T02:12:03.484Z,2012-07-01T22:00:00.000Z,regnskab,0.0,,2011-12-31,2011-01-01,12-124.913,2012-07-01T22:00:00.000Z,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_7,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8vcGRmcy8zMDc0MDEwNjtBcFM0MDk4NjA7MjAxMTAxMDE7MjAxMTEyMzE7UjtS.pdf,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDEyMDcwMV8yMTM5MzBfOTMx.xml,"Aalborg, 9000",Helgolandsgade 31,"9000, Aalborg",Hobrovej 76,"Til kapitalejerne i BENTZEN HOLDING, AALBORG APS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2011 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2011 - 31-12-2011.",2007-08-15,2012-06-22,Statsautoriseret revisor,30740106.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 01-01-2011 - 31-12-2011 for BENTZEN HOLDING, AALBORG APS.","Vi har revideret Ã¥rsregnskabet for BENTZEN HOLDING, AALBORG APS for regnskabsÃ¥ret 01-01-2011 - 31-12-2011, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Jesper Ovesen,Bjarke Schou Bentzen,Bjarke Schou Bentzen,Attiri Statsautoriseret Revisionsanpartsselskab,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsanpartsselskab,21415.0,2011-12-31,2011-01-01,2012-06-22,Aalborg,DirektÃ¸r,urn:ofk:oid:18779284,indberetninger-20180424,2.511541,30740106,,2018-04-02T02:12:03.484Z,2012-07-01T22:00:00.000Z,regnskab,0.0,,2011-12-31,2011-01-01,12-124.913,2012-07-01T22:00:00.000Z,1250.0,20165.0,21415.0,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_9,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8vcGRmcy8zMDc0MDEwNjtBcFM0MDk4NjA7MjAxMTAxMDE7MjAxMTEyMzE7UjtS.pdf,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDEyMDcwMV8yMTM5MzBfOTMx.xml,"Aalborg, 9000",Helgolandsgade 31,"9000, Aalborg",Hobrovej 76,"Til kapitalejerne i BENTZEN HOLDING, AALBORG APS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2011 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2011 - 31-12-2011.",2007-08-15,2012-06-22,Statsautoriseret revisor,30740106.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 01-01-2011 - 31-12-2011 for BENTZEN HOLDING, AALBORG APS.","Vi har revideret Ã¥rsregnskabet for BENTZEN HOLDING, AALBORG APS for regnskabsÃ¥ret 01-01-2011 - 31-12-2011, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Jesper Ovesen,Bjarke Schou Bentzen,Bjarke Schou Bentzen,Attiri Statsautoriseret Revisionsanpartsselskab,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsanpartsselskab,0.0,2011-12-31,2011-01-01,2012-06-22,Aalborg,DirektÃ¸r,urn:ofk:oid:18779284,indberetninger-20180424,2.511541,30740106,,2018-04-02T02:12:03.484Z,2012-07-01T22:00:00.000Z,regnskab,0.0,,2011-12-31,2011-01-01,12-124.913,2012-07-01T22:00:00.000Z,,,,,,,,,,,,,,,
entity identifier,2011-12-31,2011-12-31,ID_17,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8vcGRmcy8zMDc0MDEwNjtBcFM0MDk4NjA7MjAxMTAxMDE7MjAxMTEyMzE7UjtS.pdf,http://regnskaber.virk.dk/60104703/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDEyMDcwMV8yMTM5MzBfOTMx.xml,"Aalborg, 9000",Helgolandsgade 31,"9000, Aalborg",Hobrovej 76,"Til kapitalejerne i BENTZEN HOLDING, AALBORG APS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2011 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2011 - 31-12-2011.",2007-08-15,2012-06-22,Statsautoriseret revisor,30740106.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 01-01-2011 - 31-12-2011 for BENTZEN HOLDING, AALBORG APS.","Vi har revideret Ã¥rsregnskabet for BENTZEN HOLDING, AALBORG APS for regnskabsÃ¥ret 01-01-2011 - 31-12-2011, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Jesper Ovesen,Bjarke Schou Bentzen,Bjarke Schou Bentzen,Attiri Statsautoriseret Revisionsanpartsselskab,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsanpartsselskab,,2011-12-31,2011-01-01,2012-06-22,Aalborg,DirektÃ¸r,urn:ofk:oid:18779284,indberetninger-20180424,2.511541,30740106,,2018-04-02T02:12:03.484Z,2012-07-01T22:00:00.000Z,regnskab,0.0,,2011-12-31,2011-01-01,12-124.913,2012-07-01T22:00:00.000Z,,,,48932.0,-125000.0,-41807.0,-48932.0,-7125.0,48932.0,48932.0,48932.0,-1250.0,83193.0,-7125.0,-5875.0
