entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,EmailOfReportingEntity,ExplanationOfNotDisclosingCashFlowsStatements,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossResult,IncomeFromInvestmentsInAssociates,IncomeFromInvestmentsInGroupEnterprises,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,InvestmentProperty,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermReceivablesFromAssociates,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermPayables,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgressAndPrepaymentsForPropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,RevaluationReserve,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,AdditionsToDisposalsOfEquityThroughMergersAndBusinessCombinations,AdjustmentsOfCollateralsBySaleOfInvestments,AdjustmentsOfHedgingInstruments,AdjustmentsOfHedgingInstrumentsAtFairValue,BonusShares,CashPaymentsConcerningFormationOfEntity,ChangesInEquityOfTax,ContributionFromGroup,CostRelatedToIncreaseOfCapital,DecreaseOfCapital,DissolutionOfPreviousYearsRevaluations,DistributedDividendsFromAssociates,DistributedDividendsFromGroupEnterprises,Dividend,DividendPaid,DividendsFromTreasuryShares,EquityTransfersToReserves,ExtraordinaryDividendPaid,IncreaseDecreaseOfEquityByDivisionAndSaleOfOtherCompany,IncreaseDecreaseOfEquityThroughChangesInAccountingPolicies,IncreaseDecreaseOfEquityThroughCorrectionsOfErrors,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferencesEquity,IncreaseDecreaseOfReservesThroughApplicationOfUnitingOfInterestsMethodEquity,IncreaseOfCapital,OtherAdjustmentsOfEquity,ProfitLlossFromGroupEnterprises,ProfitLossFromAssociates,PurchaseOfMinorityShares,PurchaseOfTreasuryShares,ReceivablesShareCapitalPaid,Revaluations,ReversedRevaluationsDuringReportingPeriod,SaleOfMinorityShares,SalesOfTreasuryShares,TransferToCoverageOfLosses,TransferredFromSharePremium,ValueAdjustmentsOfEquity,IdentificationNumberOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
31159830,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzYxL2Y0LzcyLzk1ZjctNDViMi1iNTUyLTRlNjc3ZTI4NjdmMw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzExL2NiLzVkL2IyNjUtNGJjMy04MzFkLWI1MDZmZjg4M2ZhNg.xml,true,"Billund, 7190",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,,"Regnskabsklasse C, stor virksomhed",The annual report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2017 and of the results of the Company's operations for the financial year 1 January 2017 - 31 December 2017.",2018-05-01,2018-05-01,2018-05-01,kirkbi@kirkbi.com,"The Company has also decided not to include a cash flow statement due to Danish Financial Statements Act Â§ 86,4.",+45 75 33 89 44,www.kirkbi.com,31159830.0,33963556.0,"Today, management has considered and adopted the annual report of KIRKBI Invest A/S for the financial year 1 January 2017 - 31 December 2017.",Ãrsrapport,"In our opinion, the management's review includes a true and fair account of the matters addressed in the review.",Sidsel Marie Kristensen,KIRKBI Invest A/S,KIRKBI A/S,Billund,2016-01-01,2016-12-31,We recommend that the annual report be adopted at the annual general meeting.,"Billund, 530",2017-12-31,2017-01-01,false,2018-05-01,Aarhus,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:25400455,indberetninger-20180424,2.5124211,31159830.0,AWMlCwLDx8uVRSOdgNLc,2018-05-03T08:08:17.343Z,2018-05-03T08:07:46.407Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-53-WM,2018-05-03T08:07:46.759Z,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
31159830,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzYxL2Y0LzcyLzk1ZjctNDViMi1iNTUyLTRlNjc3ZTI4NjdmMw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzExL2NiLzVkL2IyNjUtNGJjMy04MzFkLWI1MDZmZjg4M2ZhNg.xml,true,"Billund, 7190",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,,"Regnskabsklasse C, stor virksomhed",The annual report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2017 and of the results of the Company's operations for the financial year 1 January 2017 - 31 December 2017.",2018-05-01,2018-05-01,2018-05-01,kirkbi@kirkbi.com,"The Company has also decided not to include a cash flow statement due to Danish Financial Statements Act Â§ 86,4.",+45 75 33 89 44,www.kirkbi.com,31159830.0,33963556.0,"Today, management has considered and adopted the annual report of KIRKBI Invest A/S for the financial year 1 January 2017 - 31 December 2017.",Ãrsrapport,"In our opinion, the management's review includes a true and fair account of the matters addressed in the review.",Sidsel Marie Kristensen,KIRKBI Invest A/S,KIRKBI A/S,Billund,2016-01-01,2016-12-31,We recommend that the annual report be adopted at the annual general meeting.,"Billund, 530",2017-12-31,2017-01-01,false,2018-05-01,Aarhus,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:25400455,indberetninger-20180424,2.5124211,31159830.0,AWMlCwLDx8uVRSOdgNLc,2018-05-03T08:08:17.343Z,2018-05-03T08:07:46.407Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-53-WM,2018-05-03T08:07:46.759Z,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1150790000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
31159830,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzYxL2Y0LzcyLzk1ZjctNDViMi1iNTUyLTRlNjc3ZTI4NjdmMw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzExL2NiLzVkL2IyNjUtNGJjMy04MzFkLWI1MDZmZjg4M2ZhNg.xml,true,"Billund, 7190",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,,"Regnskabsklasse C, stor virksomhed",The annual report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2017 and of the results of the Company's operations for the financial year 1 January 2017 - 31 December 2017.",2018-05-01,2018-05-01,2018-05-01,kirkbi@kirkbi.com,"The Company has also decided not to include a cash flow statement due to Danish Financial Statements Act Â§ 86,4.",+45 75 33 89 44,www.kirkbi.com,31159830.0,33963556.0,"Today, management has considered and adopted the annual report of KIRKBI Invest A/S for the financial year 1 January 2017 - 31 December 2017.",Ãrsrapport,"In our opinion, the management's review includes a true and fair account of the matters addressed in the review.",Sidsel Marie Kristensen,KIRKBI Invest A/S,KIRKBI A/S,Billund,2016-01-01,2016-12-31,We recommend that the annual report be adopted at the annual general meeting.,"Billund, 530",2017-12-31,2017-01-01,false,2018-05-01,Aarhus,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:25400455,indberetninger-20180424,2.5124211,31159830.0,AWMlCwLDx8uVRSOdgNLc,2018-05-03T08:08:17.343Z,2018-05-03T08:07:46.407Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-53-WM,2018-05-03T08:07:46.759Z,,,,,,,,,,-152913000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-440823000.0,-1217688000.0,0.0,0.0,0.0,0.0,0.0,0.0,1849063000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
31159830,2017-01-01,2017-12-31,ID_14,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzYxL2Y0LzcyLzk1ZjctNDViMi1iNTUyLTRlNjc3ZTI4NjdmMw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzExL2NiLzVkL2IyNjUtNGJjMy04MzFkLWI1MDZmZjg4M2ZhNg.xml,true,"Billund, 7190",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,,"Regnskabsklasse C, stor virksomhed",The annual report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2017 and of the results of the Company's operations for the financial year 1 January 2017 - 31 December 2017.",2018-05-01,2018-05-01,2018-05-01,kirkbi@kirkbi.com,"The Company has also decided not to include a cash flow statement due to Danish Financial Statements Act Â§ 86,4.",+45 75 33 89 44,www.kirkbi.com,31159830.0,33963556.0,"Today, management has considered and adopted the annual report of KIRKBI Invest A/S for the financial year 1 January 2017 - 31 December 2017.",Ãrsrapport,"In our opinion, the management's review includes a true and fair account of the matters addressed in the review.",Sidsel Marie Kristensen,KIRKBI Invest A/S,KIRKBI A/S,Billund,2016-01-01,2016-12-31,We recommend that the annual report be adopted at the annual general meeting.,"Billund, 530",2017-12-31,2017-01-01,false,2018-05-01,Aarhus,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:25400455,indberetninger-20180424,2.5124211,31159830.0,AWMlCwLDx8uVRSOdgNLc,2018-05-03T08:08:17.343Z,2018-05-03T08:07:46.407Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-53-WM,2018-05-03T08:07:46.759Z,,,,,,,,,,152913000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,609322000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217688000.0,0.0,0.0,0.0,0.0,0.0,0.0,2360057000.0,0.0,-18894000000.0,-6917000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
31159830,2017-01-01,2017-12-31,ID_18,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzYxL2Y0LzcyLzk1ZjctNDViMi1iNTUyLTRlNjc3ZTI4NjdmMw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzExL2NiLzVkL2IyNjUtNGJjMy04MzFkLWI1MDZmZjg4M2ZhNg.xml,true,"Billund, 7190",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,18.0,"Regnskabsklasse C, stor virksomhed",The annual report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2017 and of the results of the Company's operations for the financial year 1 January 2017 - 31 December 2017.",2018-05-01,2018-05-01,2018-05-01,kirkbi@kirkbi.com,"The Company has also decided not to include a cash flow statement due to Danish Financial Statements Act Â§ 86,4.",+45 75 33 89 44,www.kirkbi.com,31159830.0,33963556.0,"Today, management has considered and adopted the annual report of KIRKBI Invest A/S for the financial year 1 January 2017 - 31 December 2017.",Ãrsrapport,"In our opinion, the management's review includes a true and fair account of the matters addressed in the review.",Sidsel Marie Kristensen,KIRKBI Invest A/S,KIRKBI A/S,Billund,2016-01-01,2016-12-31,We recommend that the annual report be adopted at the annual general meeting.,"Billund, 530",2017-12-31,2017-01-01,false,2018-05-01,Aarhus,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:25400455,indberetninger-20180424,2.5124211,31159830.0,AWMlCwLDx8uVRSOdgNLc,2018-05-03T08:08:17.343Z,2018-05-03T08:07:46.407Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-53-WM,2018-05-03T08:07:46.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31159830,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzYxL2Y0LzcyLzk1ZjctNDViMi1iNTUyLTRlNjc3ZTI4NjdmMw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzExL2NiLzVkL2IyNjUtNGJjMy04MzFkLWI1MDZmZjg4M2ZhNg.xml,true,"Billund, 7190",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,,"Regnskabsklasse C, stor virksomhed",The annual report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2017 and of the results of the Company's operations for the financial year 1 January 2017 - 31 December 2017.",2018-05-01,2018-05-01,2018-05-01,kirkbi@kirkbi.com,"The Company has also decided not to include a cash flow statement due to Danish Financial Statements Act Â§ 86,4.",+45 75 33 89 44,www.kirkbi.com,31159830.0,33963556.0,"Today, management has considered and adopted the annual report of KIRKBI Invest A/S for the financial year 1 January 2017 - 31 December 2017.",Ãrsrapport,"In our opinion, the management's review includes a true and fair account of the matters addressed in the review.",Sidsel Marie Kristensen,KIRKBI Invest A/S,KIRKBI A/S,Billund,2016-01-01,2016-12-31,We recommend that the annual report be adopted at the annual general meeting.,"Billund, 530",2017-12-31,2017-01-01,false,2018-05-01,Aarhus,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:25400455,indberetninger-20180424,2.5124211,31159830.0,AWMlCwLDx8uVRSOdgNLc,2018-05-03T08:08:17.343Z,2018-05-03T08:07:46.407Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-53-WM,2018-05-03T08:07:46.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33963556.0,Nikolaj Thomsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31159830,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzYxL2Y0LzcyLzk1ZjctNDViMi1iNTUyLTRlNjc3ZTI4NjdmMw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzExL2NiLzVkL2IyNjUtNGJjMy04MzFkLWI1MDZmZjg4M2ZhNg.xml,true,"Billund, 7190",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,,"Regnskabsklasse C, stor virksomhed",The annual report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2017 and of the results of the Company's operations for the financial year 1 January 2017 - 31 December 2017.",2018-05-01,2018-05-01,2018-05-01,kirkbi@kirkbi.com,"The Company has also decided not to include a cash flow statement due to Danish Financial Statements Act Â§ 86,4.",+45 75 33 89 44,www.kirkbi.com,31159830.0,33963556.0,"Today, management has considered and adopted the annual report of KIRKBI Invest A/S for the financial year 1 January 2017 - 31 December 2017.",Ãrsrapport,"In our opinion, the management's review includes a true and fair account of the matters addressed in the review.",Sidsel Marie Kristensen,KIRKBI Invest A/S,KIRKBI A/S,Billund,2016-01-01,2016-12-31,We recommend that the annual report be adopted at the annual general meeting.,"Billund, 530",2017-12-31,2017-01-01,false,2018-05-01,Aarhus,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:25400455,indberetninger-20180424,2.5124211,31159830.0,AWMlCwLDx8uVRSOdgNLc,2018-05-03T08:08:17.343Z,2018-05-03T08:07:46.407Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-53-WM,2018-05-03T08:07:46.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mne30131,Deloitte,
31159830,2017-01-01,2017-12-31,ID_4,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzYxL2Y0LzcyLzk1ZjctNDViMi1iNTUyLTRlNjc3ZTI4NjdmMw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzExL2NiLzVkL2IyNjUtNGJjMy04MzFkLWI1MDZmZjg4M2ZhNg.xml,true,"Billund, 7190",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,,"Regnskabsklasse C, stor virksomhed",The annual report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2017 and of the results of the Company's operations for the financial year 1 January 2017 - 31 December 2017.",2018-05-01,2018-05-01,2018-05-01,kirkbi@kirkbi.com,"The Company has also decided not to include a cash flow statement due to Danish Financial Statements Act Â§ 86,4.",+45 75 33 89 44,www.kirkbi.com,31159830.0,33963556.0,"Today, management has considered and adopted the annual report of KIRKBI Invest A/S for the financial year 1 January 2017 - 31 December 2017.",Ãrsrapport,"In our opinion, the management's review includes a true and fair account of the matters addressed in the review.",Sidsel Marie Kristensen,KIRKBI Invest A/S,KIRKBI A/S,Billund,2016-01-01,2016-12-31,We recommend that the annual report be adopted at the annual general meeting.,"Billund, 530",2017-12-31,2017-01-01,false,2018-05-01,Aarhus,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:25400455,indberetninger-20180424,2.5124211,31159830.0,AWMlCwLDx8uVRSOdgNLc,2018-05-03T08:08:17.343Z,2018-05-03T08:07:46.407Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-53-WM,2018-05-03T08:07:46.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mne33276,Deloitte,
31159830,2017-01-01,2017-12-31,ID_5,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzYxL2Y0LzcyLzk1ZjctNDViMi1iNTUyLTRlNjc3ZTI4NjdmMw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzExL2NiLzVkL2IyNjUtNGJjMy04MzFkLWI1MDZmZjg4M2ZhNg.xml,true,"Billund, 7190",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,,"Regnskabsklasse C, stor virksomhed",The annual report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2017 and of the results of the Company's operations for the financial year 1 January 2017 - 31 December 2017.",2018-05-01,2018-05-01,2018-05-01,kirkbi@kirkbi.com,"The Company has also decided not to include a cash flow statement due to Danish Financial Statements Act Â§ 86,4.",+45 75 33 89 44,www.kirkbi.com,31159830.0,33963556.0,"Today, management has considered and adopted the annual report of KIRKBI Invest A/S for the financial year 1 January 2017 - 31 December 2017.",Ãrsrapport,"In our opinion, the management's review includes a true and fair account of the matters addressed in the review.",Sidsel Marie Kristensen,KIRKBI Invest A/S,KIRKBI A/S,Billund,2016-01-01,2016-12-31,We recommend that the annual report be adopted at the annual general meeting.,"Billund, 530",2017-12-31,2017-01-01,false,2018-05-01,Aarhus,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:25400455,indberetninger-20180424,2.5124211,31159830.0,AWMlCwLDx8uVRSOdgNLc,2018-05-03T08:08:17.343Z,2018-05-03T08:07:46.407Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-53-WM,2018-05-03T08:07:46.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SÃ¸ren Thorup SÃ¸rensen
31159830,2017-01-01,2017-12-31,ID_6,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzYxL2Y0LzcyLzk1ZjctNDViMi1iNTUyLTRlNjc3ZTI4NjdmMw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzExL2NiLzVkL2IyNjUtNGJjMy04MzFkLWI1MDZmZjg4M2ZhNg.xml,true,"Billund, 7190",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,,"Regnskabsklasse C, stor virksomhed",The annual report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2017 and of the results of the Company's operations for the financial year 1 January 2017 - 31 December 2017.",2018-05-01,2018-05-01,2018-05-01,kirkbi@kirkbi.com,"The Company has also decided not to include a cash flow statement due to Danish Financial Statements Act Â§ 86,4.",+45 75 33 89 44,www.kirkbi.com,31159830.0,33963556.0,"Today, management has considered and adopted the annual report of KIRKBI Invest A/S for the financial year 1 January 2017 - 31 December 2017.",Ãrsrapport,"In our opinion, the management's review includes a true and fair account of the matters addressed in the review.",Sidsel Marie Kristensen,KIRKBI Invest A/S,KIRKBI A/S,Billund,2016-01-01,2016-12-31,We recommend that the annual report be adopted at the annual general meeting.,"Billund, 530",2017-12-31,2017-01-01,false,2018-05-01,Aarhus,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:25400455,indberetninger-20180424,2.5124211,31159830.0,AWMlCwLDx8uVRSOdgNLc,2018-05-03T08:08:17.343Z,2018-05-03T08:07:46.407Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-53-WM,2018-05-03T08:07:46.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31159830,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzYxL2Y0LzcyLzk1ZjctNDViMi1iNTUyLTRlNjc3ZTI4NjdmMw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzExL2NiLzVkL2IyNjUtNGJjMy04MzFkLWI1MDZmZjg4M2ZhNg.xml,true,"Billund, 7190",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,,"Regnskabsklasse C, stor virksomhed",The annual report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2017 and of the results of the Company's operations for the financial year 1 January 2017 - 31 December 2017.",2018-05-01,2018-05-01,2018-05-01,kirkbi@kirkbi.com,"The Company has also decided not to include a cash flow statement due to Danish Financial Statements Act Â§ 86,4.",+45 75 33 89 44,www.kirkbi.com,31159830.0,33963556.0,"Today, management has considered and adopted the annual report of KIRKBI Invest A/S for the financial year 1 January 2017 - 31 December 2017.",Ãrsrapport,"In our opinion, the management's review includes a true and fair account of the matters addressed in the review.",Sidsel Marie Kristensen,KIRKBI Invest A/S,KIRKBI A/S,Billund,2016-01-01,2016-12-31,We recommend that the annual report be adopted at the annual general meeting.,"Billund, 530",2017-12-31,2017-01-01,false,2018-05-01,Aarhus,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:25400455,indberetninger-20180424,2.5124211,31159830.0,AWMlCwLDx8uVRSOdgNLc,2018-05-03T08:08:17.343Z,2018-05-03T08:07:46.407Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-53-WM,2018-05-03T08:07:46.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kjeld Kirk Kristiansen,Chairman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
