entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,FaxNumberOfReportingEntity,GainsLossesFromCurrentValueAdjustmentsOfDebtLiabilities,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GainsLossesFromCurrentValueAdjustmentsOfOtherInvestmentAssets,GrossResult,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,IncomeFromInvestmentsInAssociates,IncomeFromInvestmentsInGroupEnterprises,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,InvestmentProperty,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermReceivablesFromAssociates,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermPayables,OtherProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgressAndPrepaymentsForPropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
31159830,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzljLzBkL2UzLzg5NmQtNGFmNy1iODg3LTU0MzUxZjZlNGQzYw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzVlLzAxLzdlL2I4ZjUtNGIyNC04ZjlkLTRiMDNjMjI3OTZjNA.xml,"7190, Billund",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,Report on the financial statements,"Regnskabsklasse C, stor virksomhed",The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2015 and of the results of the Company's operations for the financial year 1 January 2015 - 31 December 2015.",2016-04-28,2016-04-28,,kirkbi@kirkbi.com,,+45 75 33 89 44,,,,,www.kirkbi.com,31159830.0,33963556.0,"Today, Management has considered and adopted the Annual Report of KIRKBI Invest A/S for the financial year 1 January 2015 - 31 December 2015.","We have audited the financial statements of KIRKBI Invest A/S for the financial year 1 January 2015 to 31 December 2015, which comprise the accounting policies, income statement, balance sheet and notes. The financial statement are prepared in accordance with the Danish Financial Statements Act.",,,Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Claus Andersen,KIRKBI Invest A/S,KIRKBI A/S,,,,,"Billund, 28 April 2016",2014-01-01,2014-12-31,,,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"Billund, 530",2015-12-31,2015-01-01,,2016-04-28,Aarhus,,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:22297774,indberetninger-20180424,2.5097342,31159830.0,,2018-03-28T14:56:30.415Z,2016-05-02T06:08:52.314Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-06-DY,2016-05-02T06:08:52.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31159830,2015-01-01,2015-12-31,ID_13,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzljLzBkL2UzLzg5NmQtNGFmNy1iODg3LTU0MzUxZjZlNGQzYw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzVlLzAxLzdlL2I4ZjUtNGIyNC04ZjlkLTRiMDNjMjI3OTZjNA.xml,"7190, Billund",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,Report on the financial statements,"Regnskabsklasse C, stor virksomhed",The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2015 and of the results of the Company's operations for the financial year 1 January 2015 - 31 December 2015.",2016-04-28,2016-04-28,,kirkbi@kirkbi.com,,+45 75 33 89 44,,,,,www.kirkbi.com,31159830.0,33963556.0,"Today, Management has considered and adopted the Annual Report of KIRKBI Invest A/S for the financial year 1 January 2015 - 31 December 2015.","We have audited the financial statements of KIRKBI Invest A/S for the financial year 1 January 2015 to 31 December 2015, which comprise the accounting policies, income statement, balance sheet and notes. The financial statement are prepared in accordance with the Danish Financial Statements Act.",,,Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Claus Andersen,KIRKBI Invest A/S,KIRKBI A/S,,,,,"Billund, 28 April 2016",2014-01-01,2014-12-31,,,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"Billund, 530",2015-12-31,2015-01-01,,2016-04-28,Aarhus,,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:22297774,indberetninger-20180424,2.5097342,31159830.0,,2018-03-28T14:56:30.415Z,2016-05-02T06:08:52.314Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-06-DY,2016-05-02T06:08:52.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31159830,2015-01-01,2015-12-31,ID_14,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzljLzBkL2UzLzg5NmQtNGFmNy1iODg3LTU0MzUxZjZlNGQzYw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzVlLzAxLzdlL2I4ZjUtNGIyNC04ZjlkLTRiMDNjMjI3OTZjNA.xml,"7190, Billund",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,Report on the financial statements,"Regnskabsklasse C, stor virksomhed",The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2015 and of the results of the Company's operations for the financial year 1 January 2015 - 31 December 2015.",2016-04-28,2016-04-28,34699.0,kirkbi@kirkbi.com,13348.0,+45 75 33 89 44,-1295.0,-29374.0,1812905.0,855488.0,www.kirkbi.com,31159830.0,33963556.0,"Today, Management has considered and adopted the Annual Report of KIRKBI Invest A/S for the financial year 1 January 2015 - 31 December 2015.","We have audited the financial statements of KIRKBI Invest A/S for the financial year 1 January 2015 to 31 December 2015, which comprise the accounting policies, income statement, balance sheet and notes. The financial statement are prepared in accordance with the Danish Financial Statements Act.",-123498.0,1456580.0,Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Claus Andersen,KIRKBI Invest A/S,KIRKBI A/S,213391.0,55255.0,57737.0,0.0,"Billund, 28 April 2016",2014-01-01,2014-12-31,3670529.0,3925241.0,2589677.0,We recommend that the Annual Report be adopted at the Annual General Meeting.,"Billund, 530",2015-12-31,2015-01-01,1068879.0,2016-04-28,Aarhus,254712.0,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:22297774,indberetninger-20180424,2.5097342,31159830.0,,2018-03-28T14:56:30.415Z,2016-05-02T06:08:52.314Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-06-DY,2016-05-02T06:08:52.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31159830,2015-01-01,2015-12-31,ID_16,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzljLzBkL2UzLzg5NmQtNGFmNy1iODg3LTU0MzUxZjZlNGQzYw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzVlLzAxLzdlL2I4ZjUtNGIyNC04ZjlkLTRiMDNjMjI3OTZjNA.xml,"7190, Billund",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,Report on the financial statements,"Regnskabsklasse C, stor virksomhed",The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2015 and of the results of the Company's operations for the financial year 1 January 2015 - 31 December 2015.",2016-04-28,2016-04-28,,kirkbi@kirkbi.com,,+45 75 33 89 44,,,,,www.kirkbi.com,31159830.0,33963556.0,"Today, Management has considered and adopted the Annual Report of KIRKBI Invest A/S for the financial year 1 January 2015 - 31 December 2015.","We have audited the financial statements of KIRKBI Invest A/S for the financial year 1 January 2015 to 31 December 2015, which comprise the accounting policies, income statement, balance sheet and notes. The financial statement are prepared in accordance with the Danish Financial Statements Act.",,,Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Claus Andersen,KIRKBI Invest A/S,KIRKBI A/S,,,,,"Billund, 28 April 2016",2014-01-01,2014-12-31,-1650172.0,,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"Billund, 530",2015-12-31,2015-01-01,,2016-04-28,Aarhus,,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:22297774,indberetninger-20180424,2.5097342,31159830.0,,2018-03-28T14:56:30.415Z,2016-05-02T06:08:52.314Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-06-DY,2016-05-02T06:08:52.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31159830,2015-01-01,2015-12-31,ID_18,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzljLzBkL2UzLzg5NmQtNGFmNy1iODg3LTU0MzUxZjZlNGQzYw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzVlLzAxLzdlL2I4ZjUtNGIyNC04ZjlkLTRiMDNjMjI3OTZjNA.xml,"7190, Billund",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,Report on the financial statements,"Regnskabsklasse C, stor virksomhed",The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2015 and of the results of the Company's operations for the financial year 1 January 2015 - 31 December 2015.",2016-04-28,2016-04-28,,kirkbi@kirkbi.com,,+45 75 33 89 44,,,,,www.kirkbi.com,31159830.0,33963556.0,"Today, Management has considered and adopted the Annual Report of KIRKBI Invest A/S for the financial year 1 January 2015 - 31 December 2015.","We have audited the financial statements of KIRKBI Invest A/S for the financial year 1 January 2015 to 31 December 2015, which comprise the accounting policies, income statement, balance sheet and notes. The financial statement are prepared in accordance with the Danish Financial Statements Act.",,,Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Claus Andersen,KIRKBI Invest A/S,KIRKBI A/S,,,,,"Billund, 28 April 2016",2014-01-01,2014-12-31,-2020357.0,,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"Billund, 530",2015-12-31,2015-01-01,,2016-04-28,Aarhus,,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:22297774,indberetninger-20180424,2.5097342,31159830.0,,2018-03-28T14:56:30.415Z,2016-05-02T06:08:52.314Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-06-DY,2016-05-02T06:08:52.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31159830,2015-01-01,2015-12-31,ID_2,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzljLzBkL2UzLzg5NmQtNGFmNy1iODg3LTU0MzUxZjZlNGQzYw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzVlLzAxLzdlL2I4ZjUtNGIyNC04ZjlkLTRiMDNjMjI3OTZjNA.xml,"7190, Billund",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,Report on the financial statements,"Regnskabsklasse C, stor virksomhed",The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2015 and of the results of the Company's operations for the financial year 1 January 2015 - 31 December 2015.",2016-04-28,2016-04-28,,kirkbi@kirkbi.com,,+45 75 33 89 44,,,,,www.kirkbi.com,31159830.0,33963556.0,"Today, Management has considered and adopted the Annual Report of KIRKBI Invest A/S for the financial year 1 January 2015 - 31 December 2015.","We have audited the financial statements of KIRKBI Invest A/S for the financial year 1 January 2015 to 31 December 2015, which comprise the accounting policies, income statement, balance sheet and notes. The financial statement are prepared in accordance with the Danish Financial Statements Act.",,,Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Claus Andersen,KIRKBI Invest A/S,KIRKBI A/S,,,,,"Billund, 28 April 2016",2014-01-01,2014-12-31,,,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"Billund, 530",2015-12-31,2015-01-01,,2016-04-28,Aarhus,,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:22297774,indberetninger-20180424,2.5097342,31159830.0,,2018-03-28T14:56:30.415Z,2016-05-02T06:08:52.314Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-06-DY,2016-05-02T06:08:52.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31159830,2015-01-01,2015-12-31,ID_20,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzljLzBkL2UzLzg5NmQtNGFmNy1iODg3LTU0MzUxZjZlNGQzYw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzVlLzAxLzdlL2I4ZjUtNGIyNC04ZjlkLTRiMDNjMjI3OTZjNA.xml,"7190, Billund",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,Report on the financial statements,"Regnskabsklasse C, stor virksomhed",The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2015 and of the results of the Company's operations for the financial year 1 January 2015 - 31 December 2015.",2016-04-28,2016-04-28,,kirkbi@kirkbi.com,,+45 75 33 89 44,,,,,www.kirkbi.com,31159830.0,33963556.0,"Today, Management has considered and adopted the Annual Report of KIRKBI Invest A/S for the financial year 1 January 2015 - 31 December 2015.","We have audited the financial statements of KIRKBI Invest A/S for the financial year 1 January 2015 to 31 December 2015, which comprise the accounting policies, income statement, balance sheet and notes. The financial statement are prepared in accordance with the Danish Financial Statements Act.",,,Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Claus Andersen,KIRKBI Invest A/S,KIRKBI A/S,,,,,"Billund, 28 April 2016",2014-01-01,2014-12-31,-3670529.0,,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"Billund, 530",2015-12-31,2015-01-01,,2016-04-28,Aarhus,,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:22297774,indberetninger-20180424,2.5097342,31159830.0,,2018-03-28T14:56:30.415Z,2016-05-02T06:08:52.314Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-06-DY,2016-05-02T06:08:52.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31159830,2015-01-01,2015-12-31,ID_24,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzljLzBkL2UzLzg5NmQtNGFmNy1iODg3LTU0MzUxZjZlNGQzYw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzVlLzAxLzdlL2I4ZjUtNGIyNC04ZjlkLTRiMDNjMjI3OTZjNA.xml,"7190, Billund",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,Report on the financial statements,"Regnskabsklasse C, stor virksomhed",The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2015 and of the results of the Company's operations for the financial year 1 January 2015 - 31 December 2015.",2016-04-28,2016-04-28,,kirkbi@kirkbi.com,,+45 75 33 89 44,,,,,www.kirkbi.com,31159830.0,33963556.0,"Today, Management has considered and adopted the Annual Report of KIRKBI Invest A/S for the financial year 1 January 2015 - 31 December 2015.","We have audited the financial statements of KIRKBI Invest A/S for the financial year 1 January 2015 to 31 December 2015, which comprise the accounting policies, income statement, balance sheet and notes. The financial statement are prepared in accordance with the Danish Financial Statements Act.",,,Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Claus Andersen,KIRKBI Invest A/S,KIRKBI A/S,,,,,"Billund, 28 April 2016",2014-01-01,2014-12-31,,,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"Billund, 530",2015-12-31,2015-01-01,,2016-04-28,Aarhus,,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:22297774,indberetninger-20180424,2.5097342,31159830.0,,2018-03-28T14:56:30.415Z,2016-05-02T06:08:52.314Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-06-DY,2016-05-02T06:08:52.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31159830,2015-01-01,2015-12-31,ID_25,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzljLzBkL2UzLzg5NmQtNGFmNy1iODg3LTU0MzUxZjZlNGQzYw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzVlLzAxLzdlL2I4ZjUtNGIyNC04ZjlkLTRiMDNjMjI3OTZjNA.xml,"7190, Billund",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,Report on the financial statements,"Regnskabsklasse C, stor virksomhed",The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2015 and of the results of the Company's operations for the financial year 1 January 2015 - 31 December 2015.",2016-04-28,2016-04-28,,kirkbi@kirkbi.com,,+45 75 33 89 44,,,,,www.kirkbi.com,31159830.0,33963556.0,"Today, Management has considered and adopted the Annual Report of KIRKBI Invest A/S for the financial year 1 January 2015 - 31 December 2015.","We have audited the financial statements of KIRKBI Invest A/S for the financial year 1 January 2015 to 31 December 2015, which comprise the accounting policies, income statement, balance sheet and notes. The financial statement are prepared in accordance with the Danish Financial Statements Act.",,,Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Claus Andersen,KIRKBI Invest A/S,KIRKBI A/S,,,,,"Billund, 28 April 2016",2014-01-01,2014-12-31,,,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"Billund, 530",2015-12-31,2015-01-01,,2016-04-28,Aarhus,,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:22297774,indberetninger-20180424,2.5097342,31159830.0,,2018-03-28T14:56:30.415Z,2016-05-02T06:08:52.314Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-06-DY,2016-05-02T06:08:52.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31159830,2015-01-01,2015-12-31,ID_26,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzljLzBkL2UzLzg5NmQtNGFmNy1iODg3LTU0MzUxZjZlNGQzYw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzVlLzAxLzdlL2I4ZjUtNGIyNC04ZjlkLTRiMDNjMjI3OTZjNA.xml,"7190, Billund",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,Report on the financial statements,"Regnskabsklasse C, stor virksomhed",The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2015 and of the results of the Company's operations for the financial year 1 January 2015 - 31 December 2015.",2016-04-28,2016-04-28,,kirkbi@kirkbi.com,,+45 75 33 89 44,,,,,www.kirkbi.com,31159830.0,33963556.0,"Today, Management has considered and adopted the Annual Report of KIRKBI Invest A/S for the financial year 1 January 2015 - 31 December 2015.","We have audited the financial statements of KIRKBI Invest A/S for the financial year 1 January 2015 to 31 December 2015, which comprise the accounting policies, income statement, balance sheet and notes. The financial statement are prepared in accordance with the Danish Financial Statements Act.",,,Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Claus Andersen,KIRKBI Invest A/S,KIRKBI A/S,,,,,"Billund, 28 April 2016",2014-01-01,2014-12-31,,,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"Billund, 530",2015-12-31,2015-01-01,,2016-04-28,Aarhus,,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:22297774,indberetninger-20180424,2.5097342,31159830.0,,2018-03-28T14:56:30.415Z,2016-05-02T06:08:52.314Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-06-DY,2016-05-02T06:08:52.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31159830,2015-01-01,2015-12-31,ID_27,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzljLzBkL2UzLzg5NmQtNGFmNy1iODg3LTU0MzUxZjZlNGQzYw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzVlLzAxLzdlL2I4ZjUtNGIyNC04ZjlkLTRiMDNjMjI3OTZjNA.xml,"7190, Billund",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,Report on the financial statements,"Regnskabsklasse C, stor virksomhed",The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2015 and of the results of the Company's operations for the financial year 1 January 2015 - 31 December 2015.",2016-04-28,2016-04-28,,kirkbi@kirkbi.com,,+45 75 33 89 44,,,,,www.kirkbi.com,31159830.0,33963556.0,"Today, Management has considered and adopted the Annual Report of KIRKBI Invest A/S for the financial year 1 January 2015 - 31 December 2015.","We have audited the financial statements of KIRKBI Invest A/S for the financial year 1 January 2015 to 31 December 2015, which comprise the accounting policies, income statement, balance sheet and notes. The financial statement are prepared in accordance with the Danish Financial Statements Act.",,,Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Claus Andersen,KIRKBI Invest A/S,KIRKBI A/S,,,,,"Billund, 28 April 2016",2014-01-01,2014-12-31,,,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"Billund, 530",2015-12-31,2015-01-01,,2016-04-28,Aarhus,,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:22297774,indberetninger-20180424,2.5097342,31159830.0,,2018-03-28T14:56:30.415Z,2016-05-02T06:08:52.314Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-06-DY,2016-05-02T06:08:52.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31159830,2015-01-01,2015-12-31,ID_28,,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzljLzBkL2UzLzg5NmQtNGFmNy1iODg3LTU0MzUxZjZlNGQzYw.pdf,http://regnskaber.virk.dk/03895113/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzVlLzAxLzdlL2I4ZjUtNGIyNC04ZjlkLTRiMDNjMjI3OTZjNA.xml,"7190, Billund",Koldingvej 2,To the shareholder of KIRKBI Invest A/S,Report on the financial statements,"Regnskabsklasse C, stor virksomhed",The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2015 and of the results of the Company's operations for the financial year 1 January 2015 - 31 December 2015.",2016-04-28,2016-04-28,,kirkbi@kirkbi.com,,+45 75 33 89 44,,,,,www.kirkbi.com,31159830.0,33963556.0,"Today, Management has considered and adopted the Annual Report of KIRKBI Invest A/S for the financial year 1 January 2015 - 31 December 2015.","We have audited the financial statements of KIRKBI Invest A/S for the financial year 1 January 2015 to 31 December 2015, which comprise the accounting policies, income statement, balance sheet and notes. The financial statement are prepared in accordance with the Danish Financial Statements Act.",,,Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Claus Andersen,KIRKBI Invest A/S,KIRKBI A/S,,,,,"Billund, 28 April 2016",2014-01-01,2014-12-31,,,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"Billund, 530",2015-12-31,2015-01-01,,2016-04-28,Aarhus,,+45 75 33 88 33,RevisionspÃ¥tegning,urn:ofk:oid:22297774,indberetninger-20180424,2.5097342,31159830.0,,2018-03-28T14:56:30.415Z,2016-05-02T06:08:52.314Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-06-DY,2016-05-02T06:08:52.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
