entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialInstitutionPostcodeAndTown,AddressOfFinancialInstitutionStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,EmailOfReportingEntity,FaxNumberOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
entity identifier,2012-04-01,2013-03-31,ID_19,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8vcGRmcy8yNTc3Nzk0ODtBcFMyNzk4NDU7MjAxMjA0MDE7MjAxMzAzMzE7UjtS.pdf,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDcxNV8xMzA5NDlfMzYy.xml,"Faaborg, 5600",Kanalvej 1,"5260, Odense S",GrÃ¸nvej 105,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-07-10,,. Virksomhedens formÃ¥l,michaelballe@os.dk,6615 2729,,10092159.0,25777948.0,10092159.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013 for Michael Balle, StenlÃ¸se ApS.",Ãrsrapport,John  Hansen,Michael Balle,Michael Balle,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Jyske Bank,"Michael Balle, StenlÃ¸se ApS","Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,,,,2013-03-31,2012-04-01,2013-07-10,Bellinge,,6615 2725,DirektÃ¸r,urn:ofk:oid:16160945,indberetninger-20180424,2.5121894,25777948.0,,2018-04-01T14:57:00.584Z,2013-07-15T22:00:00.000Z,regnskab,0.0,,2013-03-31,2012-04-01,13-199.013,2013-07-15T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-04-01,2013-03-31,ID_2,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8vcGRmcy8yNTc3Nzk0ODtBcFMyNzk4NDU7MjAxMjA0MDE7MjAxMzAzMzE7UjtS.pdf,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDcxNV8xMzA5NDlfMzYy.xml,"Faaborg, 5600",Kanalvej 1,"5260, Odense S",GrÃ¸nvej 105,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-07-10,,. Virksomhedens formÃ¥l,michaelballe@os.dk,6615 2729,,10092159.0,25777948.0,10092159.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013 for Michael Balle, StenlÃ¸se ApS.",Ãrsrapport,John  Hansen,Michael Balle,Michael Balle,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Jyske Bank,"Michael Balle, StenlÃ¸se ApS","Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,,,,2013-03-31,2012-04-01,2013-07-10,Bellinge,,6615 2725,DirektÃ¸r,urn:ofk:oid:16160945,indberetninger-20180424,2.5121894,25777948.0,,2018-04-01T14:57:00.584Z,2013-07-15T22:00:00.000Z,regnskab,0.0,,2013-03-31,2012-04-01,13-199.013,2013-07-15T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-04-01,2013-03-31,ID_3,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8vcGRmcy8yNTc3Nzk0ODtBcFMyNzk4NDU7MjAxMjA0MDE7MjAxMzAzMzE7UjtS.pdf,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDcxNV8xMzA5NDlfMzYy.xml,"Faaborg, 5600",Kanalvej 1,"5260, Odense S",GrÃ¸nvej 105,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-07-10,,. Virksomhedens formÃ¥l,michaelballe@os.dk,6615 2729,,10092159.0,25777948.0,10092159.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013 for Michael Balle, StenlÃ¸se ApS.",Ãrsrapport,John  Hansen,Michael Balle,Michael Balle,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Jyske Bank,"Michael Balle, StenlÃ¸se ApS","Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,,,,2013-03-31,2012-04-01,2013-07-10,Bellinge,,6615 2725,DirektÃ¸r,urn:ofk:oid:16160945,indberetninger-20180424,2.5121894,25777948.0,,2018-04-01T14:57:00.584Z,2013-07-15T22:00:00.000Z,regnskab,0.0,,2013-03-31,2012-04-01,13-199.013,2013-07-15T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,Michael Balle,Bestyrelsesmedlem
entity identifier,2012-04-01,2013-03-31,ID_4,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8vcGRmcy8yNTc3Nzk0ODtBcFMyNzk4NDU7MjAxMjA0MDE7MjAxMzAzMzE7UjtS.pdf,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDcxNV8xMzA5NDlfMzYy.xml,"Faaborg, 5600",Kanalvej 1,"5260, Odense S",GrÃ¸nvej 105,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-07-10,,. Virksomhedens formÃ¥l,michaelballe@os.dk,6615 2729,,10092159.0,25777948.0,10092159.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013 for Michael Balle, StenlÃ¸se ApS.",Ãrsrapport,John  Hansen,Michael Balle,Michael Balle,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Jyske Bank,"Michael Balle, StenlÃ¸se ApS","Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,,,,2013-03-31,2012-04-01,2013-07-10,Bellinge,,6615 2725,DirektÃ¸r,urn:ofk:oid:16160945,indberetninger-20180424,2.5121894,25777948.0,,2018-04-01T14:57:00.584Z,2013-07-15T22:00:00.000Z,regnskab,0.0,,2013-03-31,2012-04-01,13-199.013,2013-07-15T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,Lone Vilstrup SÃ¸rensen,Bestyrelsesmedlem
entity identifier,2012-04-01,2013-03-31,ID_5,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8vcGRmcy8yNTc3Nzk0ODtBcFMyNzk4NDU7MjAxMjA0MDE7MjAxMzAzMzE7UjtS.pdf,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDcxNV8xMzA5NDlfMzYy.xml,"Faaborg, 5600",Kanalvej 1,"5260, Odense S",GrÃ¸nvej 105,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-07-10,,. Virksomhedens formÃ¥l,michaelballe@os.dk,6615 2729,,10092159.0,25777948.0,10092159.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013 for Michael Balle, StenlÃ¸se ApS.",Ãrsrapport,John  Hansen,Michael Balle,Michael Balle,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Jyske Bank,"Michael Balle, StenlÃ¸se ApS","Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,,,,2013-03-31,2012-04-01,2013-07-10,Bellinge,,6615 2725,DirektÃ¸r,urn:ofk:oid:16160945,indberetninger-20180424,2.5121894,25777948.0,,2018-04-01T14:57:00.584Z,2013-07-15T22:00:00.000Z,regnskab,0.0,,2013-03-31,2012-04-01,13-199.013,2013-07-15T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-04-01,2013-03-31,ID_6,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8vcGRmcy8yNTc3Nzk0ODtBcFMyNzk4NDU7MjAxMjA0MDE7MjAxMzAzMzE7UjtS.pdf,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDcxNV8xMzA5NDlfMzYy.xml,"Faaborg, 5600",Kanalvej 1,"5260, Odense S",GrÃ¸nvej 105,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-07-10,,. Virksomhedens formÃ¥l,michaelballe@os.dk,6615 2729,,10092159.0,25777948.0,10092159.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013 for Michael Balle, StenlÃ¸se ApS.",Ãrsrapport,John  Hansen,Michael Balle,Michael Balle,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Jyske Bank,"Michael Balle, StenlÃ¸se ApS","Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,,,,2013-03-31,2012-04-01,2013-07-10,Bellinge,,6615 2725,DirektÃ¸r,urn:ofk:oid:16160945,indberetninger-20180424,2.5121894,25777948.0,,2018-04-01T14:57:00.584Z,2013-07-15T22:00:00.000Z,regnskab,0.0,,2013-03-31,2012-04-01,13-199.013,2013-07-15T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-04-01,2013-03-31,ID_7,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8vcGRmcy8yNTc3Nzk0ODtBcFMyNzk4NDU7MjAxMjA0MDE7MjAxMzAzMzE7UjtS.pdf,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDcxNV8xMzA5NDlfMzYy.xml,"Faaborg, 5600",Kanalvej 1,"5260, Odense S",GrÃ¸nvej 105,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-07-10,,. Virksomhedens formÃ¥l,michaelballe@os.dk,6615 2729,,10092159.0,25777948.0,10092159.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013 for Michael Balle, StenlÃ¸se ApS.",Ãrsrapport,John  Hansen,Michael Balle,Michael Balle,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Jyske Bank,"Michael Balle, StenlÃ¸se ApS","Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,,,,2013-03-31,2012-04-01,2013-07-10,Bellinge,,6615 2725,DirektÃ¸r,urn:ofk:oid:16160945,indberetninger-20180424,2.5121894,25777948.0,,2018-04-01T14:57:00.584Z,2013-07-15T22:00:00.000Z,regnskab,0.0,,2013-03-31,2012-04-01,13-199.013,2013-07-15T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-04-01,2013-03-31,ID_8,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8vcGRmcy8yNTc3Nzk0ODtBcFMyNzk4NDU7MjAxMjA0MDE7MjAxMzAzMzE7UjtS.pdf,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDcxNV8xMzA5NDlfMzYy.xml,"Faaborg, 5600",Kanalvej 1,"5260, Odense S",GrÃ¸nvej 105,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-07-10,,. Virksomhedens formÃ¥l,michaelballe@os.dk,6615 2729,,10092159.0,25777948.0,10092159.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013 for Michael Balle, StenlÃ¸se ApS.",Ãrsrapport,John  Hansen,Michael Balle,Michael Balle,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Jyske Bank,"Michael Balle, StenlÃ¸se ApS","Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,,,,2013-03-31,2012-04-01,2013-07-10,Bellinge,,6615 2725,DirektÃ¸r,urn:ofk:oid:16160945,indberetninger-20180424,2.5121894,25777948.0,,2018-04-01T14:57:00.584Z,2013-07-15T22:00:00.000Z,regnskab,0.0,,2013-03-31,2012-04-01,13-199.013,2013-07-15T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-04-01,2013-03-31,ID_9,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8vcGRmcy8yNTc3Nzk0ODtBcFMyNzk4NDU7MjAxMjA0MDE7MjAxMzAzMzE7UjtS.pdf,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDcxNV8xMzA5NDlfMzYy.xml,"Faaborg, 5600",Kanalvej 1,"5260, Odense S",GrÃ¸nvej 105,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-07-10,17218.0,. Virksomhedens formÃ¥l,michaelballe@os.dk,6615 2729,23830.0,10092159.0,25777948.0,10092159.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013 for Michael Balle, StenlÃ¸se ApS.",Ãrsrapport,John  Hansen,Michael Balle,Michael Balle,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Jyske Bank,"Michael Balle, StenlÃ¸se ApS","Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",5483.0,34898.0,46531.0,41048.0,2013-03-31,2012-04-01,2013-07-10,Bellinge,-11633.0,6615 2725,DirektÃ¸r,urn:ofk:oid:16160945,indberetninger-20180424,2.5121894,25777948.0,,2018-04-01T14:57:00.584Z,2013-07-15T22:00:00.000Z,regnskab,0.0,,2013-03-31,2012-04-01,13-199.013,2013-07-15T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
entity identifier,2013-03-31,2013-03-31,ID_15,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8vcGRmcy8yNTc3Nzk0ODtBcFMyNzk4NDU7MjAxMjA0MDE7MjAxMzAzMzE7UjtS.pdf,http://regnskaber.virk.dk/84977752/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDEzMDcxNV8xMzA5NDlfMzYy.xml,"Faaborg, 5600",Kanalvej 1,"5260, Odense S",GrÃ¸nvej 105,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-07-10,,. Virksomhedens formÃ¥l,michaelballe@os.dk,6615 2729,,10092159.0,25777948.0,10092159.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2012 - 31. marts 2013 for Michael Balle, StenlÃ¸se ApS.",Ãrsrapport,John  Hansen,Michael Balle,Michael Balle,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Jyske Bank,"Michael Balle, StenlÃ¸se ApS","Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,,,,2013-03-31,2012-04-01,2013-07-10,Bellinge,,6615 2725,DirektÃ¸r,urn:ofk:oid:16160945,indberetninger-20180424,2.5121894,25777948.0,,2018-04-01T14:57:00.584Z,2013-07-15T22:00:00.000Z,regnskab,0.0,,2013-03-31,2012-04-01,13-199.013,2013-07-15T22:00:00.000Z,187473.0,106124.0,-200000.0,168024.0,51770.0,-31785.0,19449.0,0.0,-187473.0,-155688.0,19449.0,-4000.0,1126.0,19449.0,168215.0,-155688.0,-151688.0,61900.0,9004.0,,
