entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,Adjustments,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CashFlowFromOperatingActivitiesBeforeFinancialItems,CashFlowFromOrdinaryOperatingActivities,CashFlowsFromUsedInFinancingActivities,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DecreaseIncreaseInInventories,DecreaseIncreaseInReceivables,DecreaseIncreaseInTradePayables,DescriptionOfAuditor,DescriptionOfClassOfIssuedShares,DividendPaidCashFlow,EmployeeBenefitsExpense,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,InformationOnTypeOfSubmittedReport,InterestPaidClassifiedAsOperatingActivities,InterestReceivedClassifiedAsOperatingActivities,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,NetIncreaseDecreaseInCashAndCashEquivalents,NominalValueOfIssuedShares,NumberOfIssuedShares,OperatingMargin,OtherAdjustmentsForDecreaseIncreaseInWorkingCapital,OtherAdjustmentsOfFinanceExpenses,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherOperatingIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RawMaterialsAndConsumablesUsed,RegisteredOfficeOfReportingEntity,RepaymentOfOtherLongtermPayables,ReportingPeriodEndDate,ReportingPeriodStartDate,ReturnOnEquity,Revenue,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,CashAndCashEquivalentsConcerningCashflowStatement,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,OtherShorttermReceivables,PrepaymentsForGoods,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,PlaceOfSignatureOfStatement,CashFlowsFromUsedInOperatingActivities,ProfitLossFromOrdinaryOperatingActivities,ResultsFromNetFinancials,NameAndSurnameOfMemberOfSupervisoryBoard
29197202,2016-01-01,2016-12-31,c68,,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzE4L2FhLzJiZGUtNGVlNC1hZWE2LTNiMjNiMmQwZDM1YQ.pdf,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2FiLzI4Lzk0LzRmYWMtNDNkYy1hMWM3LTVmNTkzMGQwMGQxMg.xml,Danmark,Viborg,8800.0,73B,Gl. Skivevej,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,,,,,,"Regnskabsklasse C, mellemstor virksomhed",,2017-04-03,2017-04-03,,,,Statsaut. revisor,Aktiekapital A,,,32895468.0,29197202.0,,Ãrsrapport,,,JÃ¸rgen Jakobsen,Ulrik Bjerre Rasmussen,Nicholai MÃ¸ller KarlshÃ¸j,Beierholm,Northcoast Seafoods DK A/S,Beierholm,,500.0,1.0,,,,,,,,,51000.0,,,BrÃ¸nderslev,,2016-12-31,2016-01-01,,,2017-04-03,Viborg,,RevisionspÃ¥tegning,urn:ofk:oid:23817011,indberetninger-20180424,2.5097342,29197202.0,,2018-03-27T20:36:36.533Z,2017-05-05T11:19:58.242Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-59-JJ,2017-05-05T11:19:58.483Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29197202,2016-01-01,2016-12-31,c84,,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzE4L2FhLzJiZGUtNGVlNC1hZWE2LTNiMjNiMmQwZDM1YQ.pdf,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2FiLzI4Lzk0LzRmYWMtNDNkYy1hMWM3LTVmNTkzMGQwMGQxMg.xml,Danmark,Viborg,8800.0,73B,Gl. Skivevej,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,,,,,,"Regnskabsklasse C, mellemstor virksomhed",,2017-04-03,2017-04-03,,,,Statsaut. revisor,Aktiekapital A,,,32895468.0,29197202.0,,Ãrsrapport,,,JÃ¸rgen Jakobsen,Ulrik Bjerre Rasmussen,Nicholai MÃ¸ller KarlshÃ¸j,Beierholm,Northcoast Seafoods DK A/S,Beierholm,,500.0,1.0,,,,,,,,,,,,BrÃ¸nderslev,,2016-12-31,2016-01-01,,,2017-04-03,Viborg,,RevisionspÃ¥tegning,urn:ofk:oid:23817011,indberetninger-20180424,2.5097342,29197202.0,,2018-03-27T20:36:36.533Z,2017-05-05T11:19:58.242Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-59-JJ,2017-05-05T11:19:58.483Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicholai MÃ¸ller KarlshÃ¸j
29197202,2016-01-01,2016-12-31,c85,,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzE4L2FhLzJiZGUtNGVlNC1hZWE2LTNiMjNiMmQwZDM1YQ.pdf,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2FiLzI4Lzk0LzRmYWMtNDNkYy1hMWM3LTVmNTkzMGQwMGQxMg.xml,Danmark,Viborg,8800.0,73B,Gl. Skivevej,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,,,,,,"Regnskabsklasse C, mellemstor virksomhed",,2017-04-03,2017-04-03,,,,Statsaut. revisor,Aktiekapital A,,,32895468.0,29197202.0,,Ãrsrapport,,,JÃ¸rgen Jakobsen,Ulrik Bjerre Rasmussen,Nicholai MÃ¸ller KarlshÃ¸j,Beierholm,Northcoast Seafoods DK A/S,Beierholm,,500.0,1.0,,,,,,,,,,,,BrÃ¸nderslev,,2016-12-31,2016-01-01,,,2017-04-03,Viborg,,RevisionspÃ¥tegning,urn:ofk:oid:23817011,indberetninger-20180424,2.5097342,29197202.0,,2018-03-27T20:36:36.533Z,2017-05-05T11:19:58.242Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-59-JJ,2017-05-05T11:19:58.483Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fridrik MÃ¥r Thorsteinsson
29197202,2016-01-01,2016-12-31,c86,,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzE4L2FhLzJiZGUtNGVlNC1hZWE2LTNiMjNiMmQwZDM1YQ.pdf,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2FiLzI4Lzk0LzRmYWMtNDNkYy1hMWM3LTVmNTkzMGQwMGQxMg.xml,Danmark,Viborg,8800.0,73B,Gl. Skivevej,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,,,,,,"Regnskabsklasse C, mellemstor virksomhed",,2017-04-03,2017-04-03,,,,Statsaut. revisor,Aktiekapital A,,,32895468.0,29197202.0,,Ãrsrapport,,,JÃ¸rgen Jakobsen,Ulrik Bjerre Rasmussen,Nicholai MÃ¸ller KarlshÃ¸j,Beierholm,Northcoast Seafoods DK A/S,Beierholm,,500.0,1.0,,,,,,,,,,,,BrÃ¸nderslev,,2016-12-31,2016-01-01,,,2017-04-03,Viborg,,RevisionspÃ¥tegning,urn:ofk:oid:23817011,indberetninger-20180424,2.5097342,29197202.0,,2018-03-27T20:36:36.533Z,2017-05-05T11:19:58.242Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-59-JJ,2017-05-05T11:19:58.483Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulrik Bjerre Rasmussen
29197202,2016-01-01,2016-12-31,c99,,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzE4L2FhLzJiZGUtNGVlNC1hZWE2LTNiMjNiMmQwZDM1YQ.pdf,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2FiLzI4Lzk0LzRmYWMtNDNkYy1hMWM3LTVmNTkzMGQwMGQxMg.xml,Danmark,Viborg,8800.0,73B,Gl. Skivevej,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,,,,,,"Regnskabsklasse C, mellemstor virksomhed",,2017-04-03,2017-04-03,,,,Statsaut. revisor,Aktiekapital A,,,32895468.0,29197202.0,,Ãrsrapport,,,JÃ¸rgen Jakobsen,Ulrik Bjerre Rasmussen,Nicholai MÃ¸ller KarlshÃ¸j,Beierholm,Northcoast Seafoods DK A/S,Beierholm,,500.0,1.0,,,,,,,,,,,,BrÃ¸nderslev,,2016-12-31,2016-01-01,,,2017-04-03,Viborg,,RevisionspÃ¥tegning,urn:ofk:oid:23817011,indberetninger-20180424,2.5097342,29197202.0,,2018-03-27T20:36:36.533Z,2017-05-05T11:19:58.242Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-59-JJ,2017-05-05T11:19:58.483Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29197202,2016-12-31,2016-12-31,c17,,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzE4L2FhLzJiZGUtNGVlNC1hZWE2LTNiMjNiMmQwZDM1YQ.pdf,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2FiLzI4Lzk0LzRmYWMtNDNkYy1hMWM3LTVmNTkzMGQwMGQxMg.xml,Danmark,Viborg,8800.0,73B,Gl. Skivevej,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,,,,,,"Regnskabsklasse C, mellemstor virksomhed",,2017-04-03,2017-04-03,,,,Statsaut. revisor,Aktiekapital A,,,32895468.0,29197202.0,,Ãrsrapport,,,JÃ¸rgen Jakobsen,Ulrik Bjerre Rasmussen,Nicholai MÃ¸ller KarlshÃ¸j,Beierholm,Northcoast Seafoods DK A/S,Beierholm,,500.0,1.0,,,,,,,,,,,,BrÃ¸nderslev,,2016-12-31,2016-01-01,,,2017-04-03,Viborg,,RevisionspÃ¥tegning,urn:ofk:oid:23817011,indberetninger-20180424,2.5097342,29197202.0,,2018-03-27T20:36:36.533Z,2017-05-05T11:19:58.242Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-59-JJ,2017-05-05T11:19:58.483Z,83314000.0,,,,,,21095000.0,,,,,,,,,,,,,,,,,,,,,,,
29197202,2016-12-31,2016-12-31,c20,,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzE4L2FhLzJiZGUtNGVlNC1hZWE2LTNiMjNiMmQwZDM1YQ.pdf,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2FiLzI4Lzk0LzRmYWMtNDNkYy1hMWM3LTVmNTkzMGQwMGQxMg.xml,Danmark,Viborg,8800.0,73B,Gl. Skivevej,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,,,,,,"Regnskabsklasse C, mellemstor virksomhed",,2017-04-03,2017-04-03,,,,Statsaut. revisor,Aktiekapital A,,,32895468.0,29197202.0,,Ãrsrapport,,,JÃ¸rgen Jakobsen,Ulrik Bjerre Rasmussen,Nicholai MÃ¸ller KarlshÃ¸j,Beierholm,Northcoast Seafoods DK A/S,Beierholm,,500.0,1.0,,,,,,,,,,,,BrÃ¸nderslev,,2016-12-31,2016-01-01,,,2017-04-03,Viborg,,RevisionspÃ¥tegning,urn:ofk:oid:23817011,indberetninger-20180424,2.5097342,29197202.0,,2018-03-27T20:36:36.533Z,2017-05-05T11:19:58.242Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-59-JJ,2017-05-05T11:19:58.483Z,81056000.0,,,,,,17170000.0,,,,,,,,,,,,,,,,,,,,,,,
29197202,2016-12-31,2016-12-31,c225,,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzE4L2FhLzJiZGUtNGVlNC1hZWE2LTNiMjNiMmQwZDM1YQ.pdf,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2FiLzI4Lzk0LzRmYWMtNDNkYy1hMWM3LTVmNTkzMGQwMGQxMg.xml,Danmark,Viborg,8800.0,73B,Gl. Skivevej,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,,,,,,"Regnskabsklasse C, mellemstor virksomhed",,2017-04-03,2017-04-03,,,,Statsaut. revisor,Aktiekapital A,,,32895468.0,29197202.0,,Ãrsrapport,,,JÃ¸rgen Jakobsen,Ulrik Bjerre Rasmussen,Nicholai MÃ¸ller KarlshÃ¸j,Beierholm,Northcoast Seafoods DK A/S,Beierholm,,500.0,1.0,,,,,,,,,,,,BrÃ¸nderslev,,2016-12-31,2016-01-01,,,2017-04-03,Viborg,,RevisionspÃ¥tegning,urn:ofk:oid:23817011,indberetninger-20180424,2.5097342,29197202.0,,2018-03-27T20:36:36.533Z,2017-05-05T11:19:58.242Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-59-JJ,2017-05-05T11:19:58.483Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29197202,2016-12-31,2016-12-31,c23,,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzE4L2FhLzJiZGUtNGVlNC1hZWE2LTNiMjNiMmQwZDM1YQ.pdf,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2FiLzI4Lzk0LzRmYWMtNDNkYy1hMWM3LTVmNTkzMGQwMGQxMg.xml,Danmark,Viborg,8800.0,73B,Gl. Skivevej,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,,,,,,"Regnskabsklasse C, mellemstor virksomhed",,2017-04-03,2017-04-03,,,,Statsaut. revisor,Aktiekapital A,,,32895468.0,29197202.0,,Ãrsrapport,,,JÃ¸rgen Jakobsen,Ulrik Bjerre Rasmussen,Nicholai MÃ¸ller KarlshÃ¸j,Beierholm,Northcoast Seafoods DK A/S,Beierholm,,500.0,1.0,,,,,,,,,,,,BrÃ¸nderslev,,2016-12-31,2016-01-01,,,2017-04-03,Viborg,,RevisionspÃ¥tegning,urn:ofk:oid:23817011,indberetninger-20180424,2.5097342,29197202.0,,2018-03-27T20:36:36.533Z,2017-05-05T11:19:58.242Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-59-JJ,2017-05-05T11:19:58.483Z,98995000.0,,,,,,16119000.0,,,,,,,,,,,,,,,,,,,,,,,
29197202,2016-12-31,2016-12-31,c71,,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzE4L2FhLzJiZGUtNGVlNC1hZWE2LTNiMjNiMmQwZDM1YQ.pdf,http://regnskaber.virk.dk/20279192/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2FiLzI4Lzk0LzRmYWMtNDNkYy1hMWM3LTVmNTkzMGQwMGQxMg.xml,Danmark,Viborg,8800.0,73B,Gl. Skivevej,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,,,,,,"Regnskabsklasse C, mellemstor virksomhed",,2017-04-03,2017-04-03,,,,Statsaut. revisor,Aktiekapital A,,,32895468.0,29197202.0,,Ãrsrapport,,,JÃ¸rgen Jakobsen,Ulrik Bjerre Rasmussen,Nicholai MÃ¸ller KarlshÃ¸j,Beierholm,Northcoast Seafoods DK A/S,Beierholm,,500.0,1.0,,,,,,,,,,,,BrÃ¸nderslev,,2016-12-31,2016-01-01,,,2017-04-03,Viborg,,RevisionspÃ¥tegning,urn:ofk:oid:23817011,indberetninger-20180424,2.5097342,29197202.0,,2018-03-27T20:36:36.533Z,2017-05-05T11:19:58.242Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-59-JJ,2017-05-05T11:19:58.483Z,155717000.0,51000.0,-49259000.0,500000.0,155717000.0,75000.0,23100000.0,109618000.0,155717000.0,132617000.0,109618000.0,1729000.0,23000.0,0.0,4000000.0,18600000.0,49310000.0,132617000.0,26416000.0,231000.0,46048000.0,0.0,632000.0,54299000.0,45950000.0,,,,,
