entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,EmailOfReportingEntity,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfReviewedFinancialStatement,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnManagementsResponsibilityAuditorsReportOnReviewOfFinancialStatements,TelephoneNumberOfAuditor,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
21359637,2011-09-30,2011-09-30,c436,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8vcGRmcy8yMTM1OTYzNztBcFMyNTA1MzQ7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8veGJybHMvWC0zRTY1MjJFNi0yMDEyMTIxN18xMDE4NDNfOTcx.xml,Danmark,9500 Hobro,Havnegade 5,9500  Hobro,Enghavevej 27,9500 Hobro,Havnegade 5,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 16. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-11-07,2012-11-07,1998-11-17,2012-12-14,Andre eksterne omkostninger omfatter omkostninger til administration.,hobro@rgdrevision.dk,lschaarup@gmail.com,8455350.0,30506804.0,21359637.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for Hake Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Hake Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Knudsen Tilsted,Lisbeth Schaarup,"rgd revision, statsautoriseret revisionspartnerselskab","Danske Bank, Prinsensgade 11, 9000 Aalborg",Hake Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Hobro,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2012-09-30,2011-10-01,2012-11-07,Hobro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,98 52 27 00,40 50 15 44,urn:ofk:oid:13899149,indberetninger-20180424,2.5118417999999996,21359637.0,,2018-04-02T13:29:45.883Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.629,2012-12-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21359637,2011-09-30,2011-09-30,c439,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8vcGRmcy8yMTM1OTYzNztBcFMyNTA1MzQ7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8veGJybHMvWC0zRTY1MjJFNi0yMDEyMTIxN18xMDE4NDNfOTcx.xml,Danmark,9500 Hobro,Havnegade 5,9500  Hobro,Enghavevej 27,9500 Hobro,Havnegade 5,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 16. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-11-07,2012-11-07,1998-11-17,2012-12-14,Andre eksterne omkostninger omfatter omkostninger til administration.,hobro@rgdrevision.dk,lschaarup@gmail.com,96600.0,30506804.0,21359637.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for Hake Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Hake Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Knudsen Tilsted,Lisbeth Schaarup,"rgd revision, statsautoriseret revisionspartnerselskab","Danske Bank, Prinsensgade 11, 9000 Aalborg",Hake Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Hobro,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2012-09-30,2011-10-01,2012-11-07,Hobro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,98 52 27 00,40 50 15 44,urn:ofk:oid:13899149,indberetninger-20180424,2.5118417999999996,21359637.0,,2018-04-02T13:29:45.883Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.629,2012-12-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21359637,2011-10-01,2011-10-01,c153,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8vcGRmcy8yMTM1OTYzNztBcFMyNTA1MzQ7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8veGJybHMvWC0zRTY1MjJFNi0yMDEyMTIxN18xMDE4NDNfOTcx.xml,Danmark,9500 Hobro,Havnegade 5,9500  Hobro,Enghavevej 27,9500 Hobro,Havnegade 5,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 16. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-11-07,2012-11-07,1998-11-17,2012-12-14,Andre eksterne omkostninger omfatter omkostninger til administration.,hobro@rgdrevision.dk,lschaarup@gmail.com,125000.0,30506804.0,21359637.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for Hake Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Hake Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Knudsen Tilsted,Lisbeth Schaarup,"rgd revision, statsautoriseret revisionspartnerselskab","Danske Bank, Prinsensgade 11, 9000 Aalborg",Hake Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Hobro,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2012-09-30,2011-10-01,2012-11-07,Hobro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,98 52 27 00,40 50 15 44,urn:ofk:oid:13899149,indberetninger-20180424,2.5118417999999996,21359637.0,,2018-04-02T13:29:45.883Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.629,2012-12-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21359637,2011-10-01,2011-10-01,c171,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8vcGRmcy8yMTM1OTYzNztBcFMyNTA1MzQ7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8veGJybHMvWC0zRTY1MjJFNi0yMDEyMTIxN18xMDE4NDNfOTcx.xml,Danmark,9500 Hobro,Havnegade 5,9500  Hobro,Enghavevej 27,9500 Hobro,Havnegade 5,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 16. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-11-07,2012-11-07,1998-11-17,2012-12-14,Andre eksterne omkostninger omfatter omkostninger til administration.,hobro@rgdrevision.dk,lschaarup@gmail.com,8455349.0,30506804.0,21359637.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for Hake Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Hake Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Knudsen Tilsted,Lisbeth Schaarup,"rgd revision, statsautoriseret revisionspartnerselskab","Danske Bank, Prinsensgade 11, 9000 Aalborg",Hake Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Hobro,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2012-09-30,2011-10-01,2012-11-07,Hobro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,98 52 27 00,40 50 15 44,urn:ofk:oid:13899149,indberetninger-20180424,2.5118417999999996,21359637.0,,2018-04-02T13:29:45.883Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.629,2012-12-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21359637,2011-10-01,2011-10-01,c174,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8vcGRmcy8yMTM1OTYzNztBcFMyNTA1MzQ7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8veGJybHMvWC0zRTY1MjJFNi0yMDEyMTIxN18xMDE4NDNfOTcx.xml,Danmark,9500 Hobro,Havnegade 5,9500  Hobro,Enghavevej 27,9500 Hobro,Havnegade 5,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 16. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-11-07,2012-11-07,1998-11-17,2012-12-14,Andre eksterne omkostninger omfatter omkostninger til administration.,hobro@rgdrevision.dk,lschaarup@gmail.com,96600.0,30506804.0,21359637.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for Hake Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Hake Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Knudsen Tilsted,Lisbeth Schaarup,"rgd revision, statsautoriseret revisionspartnerselskab","Danske Bank, Prinsensgade 11, 9000 Aalborg",Hake Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Hobro,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2012-09-30,2011-10-01,2012-11-07,Hobro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,98 52 27 00,40 50 15 44,urn:ofk:oid:13899149,indberetninger-20180424,2.5118417999999996,21359637.0,,2018-04-02T13:29:45.883Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.629,2012-12-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21359637,2011-10-01,2012-09-30,c1,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8vcGRmcy8yMTM1OTYzNztBcFMyNTA1MzQ7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8veGJybHMvWC0zRTY1MjJFNi0yMDEyMTIxN18xMDE4NDNfOTcx.xml,Danmark,9500 Hobro,Havnegade 5,9500  Hobro,Enghavevej 27,9500 Hobro,Havnegade 5,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 16. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-11-07,2012-11-07,1998-11-17,2012-12-14,Andre eksterne omkostninger omfatter omkostninger til administration.,hobro@rgdrevision.dk,lschaarup@gmail.com,,30506804.0,21359637.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for Hake Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Hake Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Knudsen Tilsted,Lisbeth Schaarup,"rgd revision, statsautoriseret revisionspartnerselskab","Danske Bank, Prinsensgade 11, 9000 Aalborg",Hake Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Hobro,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2012-09-30,2011-10-01,2012-11-07,Hobro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,98 52 27 00,40 50 15 44,urn:ofk:oid:13899149,indberetninger-20180424,2.5118417999999996,21359637.0,,2018-04-02T13:29:45.883Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.629,2012-12-18T23:00:00.000Z,1.0,41050.0,-33285.0,0.0,720924.0,519740.0,646589.0,-74335.0,126849.0,41050.0,,,,,,,,,,,,,,,,,,,,,,,,
21359637,2011-10-01,2012-09-30,c172,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8vcGRmcy8yMTM1OTYzNztBcFMyNTA1MzQ7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8veGJybHMvWC0zRTY1MjJFNi0yMDEyMTIxN18xMDE4NDNfOTcx.xml,Danmark,9500 Hobro,Havnegade 5,9500  Hobro,Enghavevej 27,9500 Hobro,Havnegade 5,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 16. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-11-07,2012-11-07,1998-11-17,2012-12-14,Andre eksterne omkostninger omfatter omkostninger til administration.,hobro@rgdrevision.dk,lschaarup@gmail.com,,30506804.0,21359637.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for Hake Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Hake Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Knudsen Tilsted,Lisbeth Schaarup,"rgd revision, statsautoriseret revisionspartnerselskab","Danske Bank, Prinsensgade 11, 9000 Aalborg",Hake Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Hobro,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2012-09-30,2011-10-01,2012-11-07,Hobro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,98 52 27 00,40 50 15 44,urn:ofk:oid:13899149,indberetninger-20180424,2.5118417999999996,21359637.0,,2018-04-02T13:29:45.883Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.629,2012-12-18T23:00:00.000Z,,,,,,423140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21359637,2011-10-01,2012-09-30,c175,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8vcGRmcy8yMTM1OTYzNztBcFMyNTA1MzQ7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8veGJybHMvWC0zRTY1MjJFNi0yMDEyMTIxN18xMDE4NDNfOTcx.xml,Danmark,9500 Hobro,Havnegade 5,9500  Hobro,Enghavevej 27,9500 Hobro,Havnegade 5,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 16. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-11-07,2012-11-07,1998-11-17,2012-12-14,Andre eksterne omkostninger omfatter omkostninger til administration.,hobro@rgdrevision.dk,lschaarup@gmail.com,,30506804.0,21359637.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for Hake Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Hake Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Knudsen Tilsted,Lisbeth Schaarup,"rgd revision, statsautoriseret revisionspartnerselskab","Danske Bank, Prinsensgade 11, 9000 Aalborg",Hake Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Hobro,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2012-09-30,2011-10-01,2012-11-07,Hobro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,98 52 27 00,40 50 15 44,urn:ofk:oid:13899149,indberetninger-20180424,2.5118417999999996,21359637.0,,2018-04-02T13:29:45.883Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.629,2012-12-18T23:00:00.000Z,,,,,,,,,,,96600.0,96600.0,,,,,,,,,,,,,,,,,,,,,,
21359637,2011-10-01,2012-09-30,c54,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8vcGRmcy8yMTM1OTYzNztBcFMyNTA1MzQ7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8veGJybHMvWC0zRTY1MjJFNi0yMDEyMTIxN18xMDE4NDNfOTcx.xml,Danmark,9500 Hobro,Havnegade 5,9500  Hobro,Enghavevej 27,9500 Hobro,Havnegade 5,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 16. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-11-07,2012-11-07,1998-11-17,2012-12-14,Andre eksterne omkostninger omfatter omkostninger til administration.,hobro@rgdrevision.dk,lschaarup@gmail.com,,30506804.0,21359637.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for Hake Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Hake Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Knudsen Tilsted,Lisbeth Schaarup,"rgd revision, statsautoriseret revisionspartnerselskab","Danske Bank, Prinsensgade 11, 9000 Aalborg",Hake Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Hobro,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2012-09-30,2011-10-01,2012-11-07,Hobro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,98 52 27 00,40 50 15 44,urn:ofk:oid:13899149,indberetninger-20180424,2.5118417999999996,21359637.0,,2018-04-02T13:29:45.883Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.629,2012-12-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Lauritz Schaarup
21359637,2011-10-01,2012-09-30,c55,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8vcGRmcy8yMTM1OTYzNztBcFMyNTA1MzQ7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8veGJybHMvWC0zRTY1MjJFNi0yMDEyMTIxN18xMDE4NDNfOTcx.xml,Danmark,9500 Hobro,Havnegade 5,9500  Hobro,Enghavevej 27,9500 Hobro,Havnegade 5,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 16. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-11-07,2012-11-07,1998-11-17,2012-12-14,Andre eksterne omkostninger omfatter omkostninger til administration.,hobro@rgdrevision.dk,lschaarup@gmail.com,,30506804.0,21359637.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for Hake Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Hake Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Knudsen Tilsted,Lisbeth Schaarup,"rgd revision, statsautoriseret revisionspartnerselskab","Danske Bank, Prinsensgade 11, 9000 Aalborg",Hake Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Hobro,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2012-09-30,2011-10-01,2012-11-07,Hobro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,98 52 27 00,40 50 15 44,urn:ofk:oid:13899149,indberetninger-20180424,2.5118417999999996,21359637.0,,2018-04-02T13:29:45.883Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.629,2012-12-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lisbeth Schaarup
21359637,2011-10-01,2012-09-30,c81,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8vcGRmcy8yMTM1OTYzNztBcFMyNTA1MzQ7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/73695312/Y3ZyLmRrOi8veGJybHMvWC0zRTY1MjJFNi0yMDEyMTIxN18xMDE4NDNfOTcx.xml,Danmark,9500 Hobro,Havnegade 5,9500  Hobro,Enghavevej 27,9500 Hobro,Havnegade 5,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 16. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-11-07,2012-11-07,1998-11-17,2012-12-14,Andre eksterne omkostninger omfatter omkostninger til administration.,hobro@rgdrevision.dk,lschaarup@gmail.com,,30506804.0,21359637.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for Hake Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Hake Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Knudsen Tilsted,Lisbeth Schaarup,"rgd revision, statsautoriseret revisionspartnerselskab","Danske Bank, Prinsensgade 11, 9000 Aalborg",Hake Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Hobro,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2012-09-30,2011-10-01,2012-11-07,Hobro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,98 52 27 00,40 50 15 44,urn:ofk:oid:13899149,indberetninger-20180424,2.5118417999999996,21359637.0,,2018-04-02T13:29:45.883Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.629,2012-12-18T23:00:00.000Z,,,,,,96600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
