entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,Dividend,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,SharePremium,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfAuditorCountry,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfDevelopmentInActivitiesAndFinancialAffairs,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCashAndCashEquivalents,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,ExplanationOfOtherMethodsOfRecognitionAndMeasurementBasisForAssetsInPreviousPeriod,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,SignatureOfAuditorsPlace,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TransferredFromSharePremium,NameAndSurnameOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
19948692,2018-05-01,2018-05-01,c235,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQwL2FmL2JjLzIwNTUtNDlmMy1iNGQyLTMzNGNhMjdjYmU1YQ.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzg3L2QzL2QwLzhmYzUtNDdjNy04MmMxLTJkMTY1YjM0MWM2OA.xml,33898.0,2000.0,4.0,1050.0,"8, 4.",2019-10-25,2019-10-25,1996-12-15,2019-10-25,263003.0,0.0,,30700228.0,19948692.0,30700228.0,2017-05-01,2018-04-30,2019-04-30,2018-05-01,true,2019-10-25,+45 73 23 30 00,RevisionspÃ¥tegning,urn:ofk:oid:27976445,indberetninger-20180424,2.5095674999999997,19948692.0,AW4m_c82IXJRhhXBPINF,2019-11-01T12:44:11.318Z,2019-11-01T12:43:17.377Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DG-24-NQ,2019-11-01T12:43:17.804Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300094.0,2295189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2018-05-01,2018-05-01,c312,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQwL2FmL2JjLzIwNTUtNDlmMy1iNGQyLTMzNGNhMjdjYmU1YQ.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzg3L2QzL2QwLzhmYzUtNDdjNy04MmMxLTJkMTY1YjM0MWM2OA.xml,33898.0,2000.0,4.0,1050.0,"8, 4.",2019-10-25,2019-10-25,1996-12-15,2019-10-25,263003.0,0.0,500500.0,30700228.0,19948692.0,30700228.0,2017-05-01,2018-04-30,2019-04-30,2018-05-01,true,2019-10-25,+45 73 23 30 00,RevisionspÃ¥tegning,urn:ofk:oid:27976445,indberetninger-20180424,2.5095674999999997,19948692.0,AW4m_c82IXJRhhXBPINF,2019-11-01T12:44:11.318Z,2019-11-01T12:43:17.377Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DG-24-NQ,2019-11-01T12:43:17.804Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2018-05-01,2018-05-01,c321,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQwL2FmL2JjLzIwNTUtNDlmMy1iNGQyLTMzNGNhMjdjYmU1YQ.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzg3L2QzL2QwLzhmYzUtNDdjNy04MmMxLTJkMTY1YjM0MWM2OA.xml,33898.0,2000.0,4.0,1050.0,"8, 4.",2019-10-25,2019-10-25,1996-12-15,2019-10-25,263003.0,0.0,11107514.0,30700228.0,19948692.0,30700228.0,2017-05-01,2018-04-30,2019-04-30,2018-05-01,true,2019-10-25,+45 73 23 30 00,RevisionspÃ¥tegning,urn:ofk:oid:27976445,indberetninger-20180424,2.5095674999999997,19948692.0,AW4m_c82IXJRhhXBPINF,2019-11-01T12:44:11.318Z,2019-11-01T12:43:17.377Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DG-24-NQ,2019-11-01T12:43:17.804Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2018-05-01,2018-05-01,c351,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQwL2FmL2JjLzIwNTUtNDlmMy1iNGQyLTMzNGNhMjdjYmU1YQ.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzg3L2QzL2QwLzhmYzUtNDdjNy04MmMxLTJkMTY1YjM0MWM2OA.xml,33898.0,2000.0,4.0,1050.0,"8, 4.",2019-10-25,2019-10-25,1996-12-15,2019-10-25,263003.0,0.0,4648889.0,30700228.0,19948692.0,30700228.0,2017-05-01,2018-04-30,2019-04-30,2018-05-01,true,2019-10-25,+45 73 23 30 00,RevisionspÃ¥tegning,urn:ofk:oid:27976445,indberetninger-20180424,2.5095674999999997,19948692.0,AW4m_c82IXJRhhXBPINF,2019-11-01T12:44:11.318Z,2019-11-01T12:43:17.377Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DG-24-NQ,2019-11-01T12:43:17.804Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2018-05-01,2018-05-01,c357,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQwL2FmL2JjLzIwNTUtNDlmMy1iNGQyLTMzNGNhMjdjYmU1YQ.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzg3L2QzL2QwLzhmYzUtNDdjNy04MmMxLTJkMTY1YjM0MWM2OA.xml,33898.0,2000.0,4.0,1050.0,"8, 4.",2019-10-25,2019-10-25,1996-12-15,2019-10-25,263003.0,0.0,0.0,30700228.0,19948692.0,30700228.0,2017-05-01,2018-04-30,2019-04-30,2018-05-01,true,2019-10-25,+45 73 23 30 00,RevisionspÃ¥tegning,urn:ofk:oid:27976445,indberetninger-20180424,2.5095674999999997,19948692.0,AW4m_c82IXJRhhXBPINF,2019-11-01T12:44:11.318Z,2019-11-01T12:43:17.377Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DG-24-NQ,2019-11-01T12:43:17.804Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2018-05-01,2019-04-30,c0,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQwL2FmL2JjLzIwNTUtNDlmMy1iNGQyLTMzNGNhMjdjYmU1YQ.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzg3L2QzL2QwLzhmYzUtNDdjNy04MmMxLTJkMTY1YjM0MWM2OA.xml,33898.0,2000.0,4.0,1050.0,"8, 4.",2019-10-25,2019-10-25,1996-12-15,2019-10-25,263003.0,0.0,,30700228.0,19948692.0,30700228.0,2017-05-01,2018-04-30,2019-04-30,2018-05-01,true,2019-10-25,+45 73 23 30 00,RevisionspÃ¥tegning,urn:ofk:oid:27976445,indberetninger-20180424,2.5095674999999997,19948692.0,AW4m_c82IXJRhhXBPINF,2019-11-01T12:44:11.318Z,2019-11-01T12:43:17.377Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DG-24-NQ,2019-11-01T12:43:17.804Z,1015230.0,74803.0,16.0,213466.0,263003.0,32338551.0,34253854.0,0.0,355237.0,53748.0,355237.0,6436.0,1410863.0,1303499.0,1652300.0,121428.0,288269.0,288269.0,30752512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danmark,KÃ¸benhavn K,Kongens Nytorv,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejeren i Korn Ferry DK A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.","Virksomhedens 0resultatopgÃ¸relse for 2018/19 udviser et overskud pÃ¥ 1.015.230 kr. mod et overskud pÃ¥ 7.534.140 kr. sidste Ã¥r, og virksomhedens balance pr. 30. april 2019 udviser en egenkapital pÃ¥ 17.272.133 kr.","ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet). Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.","Likvider omfatter likvide beholdninger og kortfristede vÃ¦rdipapirer, som uden hindring kan omsÃ¦ttes til likvide beholdninger, og hvorpÃ¥ der kun er ubetydelige risici for vÃ¦rdiÃ¦ndringer.","Vareforbrug omfatter kostprisen pÃ¥ de varer, som er medgÃ¥et til at opnÃ¥ Ã¥rets nettoomsÃ¦tning.","PeriodeafgrÃ¦nsningsposter, indregnet under aktiver, omfatter forudbetalte omkostninger vedrÃ¸rende efterfÃ¸lgende regnskabsÃ¥r.","Personaleomkostninger omfatter lÃ¸n og gager, inklusive feriepenge og pensioner, samt andre omkostninger til social sikring m.v. til virksomhedens medarbejdere. I personaleomkostninger er fratrukket modtagne godtgÃ¸relser fra offentlige myndigheder.","Andre eksterne omkostninger omfatter omkostninger vedrÃ¸rende virksomhedens primÃ¦re aktivitet, der er afholdt i Ã¥rets lÃ¸b, herunder omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer, ydelser pÃ¥ operationelle leasingkontrakter m.v.","Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret. Finansielle poster omfatter renteindtÃ¦gter og -omkostninger samt tillÃ¦g og godtgÃ¸relse under acontoskatteordningen m.v.",I resultatopgÃ¸relsen er nettoomsÃ¦tning og eksterne omkostninger med henvisning til Ã¥rsregnskabslovens Â§ 32 sammendraget til Ã©n regnskabspost benÃ¦vnt bruttofortjeneste.,"Skat af Ã¥rets resultat omfatter aktuel skat af Ã¥rets forventede skattepligtige indkomst og Ã¥rets regulering af udskudt skat. Ãrets skat indregnes i resultatopgÃ¸relsen med den del, der kan henfÃ¸res til Ã¥rets resultat, og i egenkapitalen med den del, som kan henfÃ¸res til transaktioner indregnet i egenkapitalen.",Hovedaktiviteten har i lighed med tidligere Ã¥r bestÃ¥et af konsulent og rÃ¥dgivningsvirksomhed.,Der er ikke efter balancedagen indtruffet begivenheder af vÃ¦sentlig betydning for virksomhedens finansielle stilling.,Ãrsregnskabet er aflagt efter samme regnskabspraksis som sidste Ã¥r.,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for Korn Ferry DK A/S for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.,Ãrsrapporten for Korn Ferry DK A/S for 2018/19 er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for klasse B-virksomheder med tilvalg af visse bestemmelser for klasse C.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Julian C Salter,Korn Ferry DK A/S,Ernst & Young Godkendt Revisionspartnerselskab,KÃ¸benhavn K,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,KÃ¸benhavn,,,,,,,,,
19948692,2018-05-01,2019-04-30,c106,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQwL2FmL2JjLzIwNTUtNDlmMy1iNGQyLTMzNGNhMjdjYmU1YQ.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzg3L2QzL2QwLzhmYzUtNDdjNy04MmMxLTJkMTY1YjM0MWM2OA.xml,33898.0,2000.0,4.0,1050.0,"8, 4.",2019-10-25,2019-10-25,1996-12-15,2019-10-25,263003.0,0.0,,30700228.0,19948692.0,30700228.0,2017-05-01,2018-04-30,2019-04-30,2018-05-01,true,2019-10-25,+45 73 23 30 00,RevisionspÃ¥tegning,urn:ofk:oid:27976445,indberetninger-20180424,2.5095674999999997,19948692.0,AW4m_c82IXJRhhXBPINF,2019-11-01T12:44:11.318Z,2019-11-01T12:43:17.377Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DG-24-NQ,2019-11-01T12:43:17.804Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frederiksberg,Osvald Helmuths Vej,statsaut. revisor,mne26736,Kim Thomsen,Ernst & Young Godkendt Revisionspartnerselskab,,,
19948692,2018-05-01,2019-04-30,c172,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQwL2FmL2JjLzIwNTUtNDlmMy1iNGQyLTMzNGNhMjdjYmU1YQ.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzg3L2QzL2QwLzhmYzUtNDdjNy04MmMxLTJkMTY1YjM0MWM2OA.xml,33898.0,2000.0,4.0,1050.0,"8, 4.",2019-10-25,2019-10-25,1996-12-15,2019-10-25,263003.0,0.0,,30700228.0,19948692.0,30700228.0,2017-05-01,2018-04-30,2019-04-30,2018-05-01,true,2019-10-25,+45 73 23 30 00,RevisionspÃ¥tegning,urn:ofk:oid:27976445,indberetninger-20180424,2.5095674999999997,19948692.0,AW4m_c82IXJRhhXBPINF,2019-11-01T12:44:11.318Z,2019-11-01T12:43:17.377Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DG-24-NQ,2019-11-01T12:43:17.804Z,6135000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2018-05-01,2019-04-30,c194,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQwL2FmL2JjLzIwNTUtNDlmMy1iNGQyLTMzNGNhMjdjYmU1YQ.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzg3L2QzL2QwLzhmYzUtNDdjNy04MmMxLTJkMTY1YjM0MWM2OA.xml,33898.0,2000.0,4.0,1050.0,"8, 4.",2019-10-25,2019-10-25,1996-12-15,2019-10-25,263003.0,0.0,,30700228.0,19948692.0,30700228.0,2017-05-01,2018-04-30,2019-04-30,2018-05-01,true,2019-10-25,+45 73 23 30 00,RevisionspÃ¥tegning,urn:ofk:oid:27976445,indberetninger-20180424,2.5095674999999997,19948692.0,AW4m_c82IXJRhhXBPINF,2019-11-01T12:44:11.318Z,2019-11-01T12:43:17.377Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DG-24-NQ,2019-11-01T12:43:17.804Z,-5119770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2018-05-01,2019-04-30,c236,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQwL2FmL2JjLzIwNTUtNDlmMy1iNGQyLTMzNGNhMjdjYmU1YQ.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzg3L2QzL2QwLzhmYzUtNDdjNy04MmMxLTJkMTY1YjM0MWM2OA.xml,33898.0,2000.0,4.0,1050.0,"8, 4.",2019-10-25,2019-10-25,1996-12-15,2019-10-25,263003.0,0.0,,30700228.0,19948692.0,30700228.0,2017-05-01,2018-04-30,2019-04-30,2018-05-01,true,2019-10-25,+45 73 23 30 00,RevisionspÃ¥tegning,urn:ofk:oid:27976445,indberetninger-20180424,2.5095674999999997,19948692.0,AW4m_c82IXJRhhXBPINF,2019-11-01T12:44:11.318Z,2019-11-01T12:43:17.377Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DG-24-NQ,2019-11-01T12:43:17.804Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2018-05-01,2019-04-30,c322,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQwL2FmL2JjLzIwNTUtNDlmMy1iNGQyLTMzNGNhMjdjYmU1YQ.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzg3L2QzL2QwLzhmYzUtNDdjNy04MmMxLTJkMTY1YjM0MWM2OA.xml,33898.0,2000.0,4.0,1050.0,"8, 4.",2019-10-25,2019-10-25,1996-12-15,2019-10-25,263003.0,0.0,,30700228.0,19948692.0,30700228.0,2017-05-01,2018-04-30,2019-04-30,2018-05-01,true,2019-10-25,+45 73 23 30 00,RevisionspÃ¥tegning,urn:ofk:oid:27976445,indberetninger-20180424,2.5095674999999997,19948692.0,AW4m_c82IXJRhhXBPINF,2019-11-01T12:44:11.318Z,2019-11-01T12:43:17.377Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DG-24-NQ,2019-11-01T12:43:17.804Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11107514.0,,
19948692,2018-05-01,2019-04-30,c33,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQwL2FmL2JjLzIwNTUtNDlmMy1iNGQyLTMzNGNhMjdjYmU1YQ.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzg3L2QzL2QwLzhmYzUtNDdjNy04MmMxLTJkMTY1YjM0MWM2OA.xml,33898.0,2000.0,4.0,1050.0,"8, 4.",2019-10-25,2019-10-25,1996-12-15,2019-10-25,263003.0,0.0,,30700228.0,19948692.0,30700228.0,2017-05-01,2018-04-30,2019-04-30,2018-05-01,true,2019-10-25,+45 73 23 30 00,RevisionspÃ¥tegning,urn:ofk:oid:27976445,indberetninger-20180424,2.5095674999999997,19948692.0,AW4m_c82IXJRhhXBPINF,2019-11-01T12:44:11.318Z,2019-11-01T12:43:17.377Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DG-24-NQ,2019-11-01T12:43:17.804Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jonathan Merrill Kuai,
19948692,2018-05-01,2019-04-30,c352,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQwL2FmL2JjLzIwNTUtNDlmMy1iNGQyLTMzNGNhMjdjYmU1YQ.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzg3L2QzL2QwLzhmYzUtNDdjNy04MmMxLTJkMTY1YjM0MWM2OA.xml,33898.0,2000.0,4.0,1050.0,"8, 4.",2019-10-25,2019-10-25,1996-12-15,2019-10-25,263003.0,0.0,,30700228.0,19948692.0,30700228.0,2017-05-01,2018-04-30,2019-04-30,2018-05-01,true,2019-10-25,+45 73 23 30 00,RevisionspÃ¥tegning,urn:ofk:oid:27976445,indberetninger-20180424,2.5095674999999997,19948692.0,AW4m_c82IXJRhhXBPINF,2019-11-01T12:44:11.318Z,2019-11-01T12:43:17.377Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DG-24-NQ,2019-11-01T12:43:17.804Z,-5119770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11107514.0,,
19948692,2018-05-01,2019-04-30,c358,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQwL2FmL2JjLzIwNTUtNDlmMy1iNGQyLTMzNGNhMjdjYmU1YQ.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzg3L2QzL2QwLzhmYzUtNDdjNy04MmMxLTJkMTY1YjM0MWM2OA.xml,33898.0,2000.0,4.0,1050.0,"8, 4.",2019-10-25,2019-10-25,1996-12-15,2019-10-25,263003.0,0.0,,30700228.0,19948692.0,30700228.0,2017-05-01,2018-04-30,2019-04-30,2018-05-01,true,2019-10-25,+45 73 23 30 00,RevisionspÃ¥tegning,urn:ofk:oid:27976445,indberetninger-20180424,2.5095674999999997,19948692.0,AW4m_c82IXJRhhXBPINF,2019-11-01T12:44:11.318Z,2019-11-01T12:43:17.377Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DG-24-NQ,2019-11-01T12:43:17.804Z,6135000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2018-05-01,2019-04-30,c49,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQwL2FmL2JjLzIwNTUtNDlmMy1iNGQyLTMzNGNhMjdjYmU1YQ.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzg3L2QzL2QwLzhmYzUtNDdjNy04MmMxLTJkMTY1YjM0MWM2OA.xml,33898.0,2000.0,4.0,1050.0,"8, 4.",2019-10-25,2019-10-25,1996-12-15,2019-10-25,263003.0,0.0,,30700228.0,19948692.0,30700228.0,2017-05-01,2018-04-30,2019-04-30,2018-05-01,true,2019-10-25,+45 73 23 30 00,RevisionspÃ¥tegning,urn:ofk:oid:27976445,indberetninger-20180424,2.5095674999999997,19948692.0,AW4m_c82IXJRhhXBPINF,2019-11-01T12:44:11.318Z,2019-11-01T12:43:17.377Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DG-24-NQ,2019-11-01T12:43:17.804Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Christopher Slater,
