entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialInstitutionPostcodeAndTown,AddressOfFinancialInstitutionStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfEmployeeBenefitsExpense,DisclosureOfInventories,DisclosureOfLongtermLiabilities,DisclosureOfProvisions,DisclosureOfRevenue,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnContractWorkInProgress,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividend,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermReceivablesFromAssociates,ShorttermTaxReceivables
entity identifier,2012-01-01,2012-12-31,ID_16,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8vcGRmcy8yNzM4MTM3NTtBcFMzMTk0MTg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDEzMDUwMV8xNjEyMDBfMTU1.xml,"Thisted, 7700",Store Torv 1,"7700, Thisted",Fjordkrogen 10,"7700, Thisted",Jernbanegade 18,"Til kapitalejerne i Benny Brogaard Holding, Thisted  ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-04-30,Registreret revisor,. Personaleomkostninger,. Varebeholdninger,. Langfristede gÃ¦ldsforpligtelser,. HensÃ¦ttelser til udskudt skat,. NettoomsÃ¦tning,15728000.0,27381375.0,15728000.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Benny Brogaard Holding, Thisted  ApS.","Vi har revideret Ã¥rsregnskabet for Benny Brogaard Holding, Thisted  ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,. IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bertel Langgaard Jensen,Benny Obel Brogaard,Benny Obel Brogaard,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",Sparekassen Thy,"Benny Brogaard Holding, Thisted  ApS","REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,,920141.0,,,2012-12-31,2012-01-01,2013-04-23,Thisted,,urn:ofk:oid:14922739,indberetninger-20180424,2.5116906,27381375.0,,2018-04-01T12:59:46.188Z,2013-05-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.750,2013-05-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_2,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8vcGRmcy8yNzM4MTM3NTtBcFMzMTk0MTg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDEzMDUwMV8xNjEyMDBfMTU1.xml,"Thisted, 7700",Store Torv 1,"7700, Thisted",Fjordkrogen 10,"7700, Thisted",Jernbanegade 18,"Til kapitalejerne i Benny Brogaard Holding, Thisted  ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-04-30,Registreret revisor,. Personaleomkostninger,. Varebeholdninger,. Langfristede gÃ¦ldsforpligtelser,. HensÃ¦ttelser til udskudt skat,. NettoomsÃ¦tning,15728000.0,27381375.0,15728000.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Benny Brogaard Holding, Thisted  ApS.","Vi har revideret Ã¥rsregnskabet for Benny Brogaard Holding, Thisted  ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,. IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bertel Langgaard Jensen,Benny Obel Brogaard,Benny Obel Brogaard,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",Sparekassen Thy,"Benny Brogaard Holding, Thisted  ApS","REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,,,,,2012-12-31,2012-01-01,2013-04-23,Thisted,,urn:ofk:oid:14922739,indberetninger-20180424,2.5116906,27381375.0,,2018-04-01T12:59:46.188Z,2013-05-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.750,2013-05-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_20,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8vcGRmcy8yNzM4MTM3NTtBcFMzMTk0MTg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDEzMDUwMV8xNjEyMDBfMTU1.xml,"Thisted, 7700",Store Torv 1,"7700, Thisted",Fjordkrogen 10,"7700, Thisted",Jernbanegade 18,"Til kapitalejerne i Benny Brogaard Holding, Thisted  ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-04-30,Registreret revisor,. Personaleomkostninger,. Varebeholdninger,. Langfristede gÃ¦ldsforpligtelser,. HensÃ¦ttelser til udskudt skat,. NettoomsÃ¦tning,15728000.0,27381375.0,15728000.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Benny Brogaard Holding, Thisted  ApS.","Vi har revideret Ã¥rsregnskabet for Benny Brogaard Holding, Thisted  ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,. IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bertel Langgaard Jensen,Benny Obel Brogaard,Benny Obel Brogaard,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",Sparekassen Thy,"Benny Brogaard Holding, Thisted  ApS","REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,,,,,2012-12-31,2012-01-01,2013-04-23,Thisted,,urn:ofk:oid:14922739,indberetninger-20180424,2.5116906,27381375.0,,2018-04-01T12:59:46.188Z,2013-05-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.750,2013-05-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_21,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8vcGRmcy8yNzM4MTM3NTtBcFMzMTk0MTg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDEzMDUwMV8xNjEyMDBfMTU1.xml,"Thisted, 7700",Store Torv 1,"7700, Thisted",Fjordkrogen 10,"7700, Thisted",Jernbanegade 18,"Til kapitalejerne i Benny Brogaard Holding, Thisted  ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-04-30,Registreret revisor,. Personaleomkostninger,. Varebeholdninger,. Langfristede gÃ¦ldsforpligtelser,. HensÃ¦ttelser til udskudt skat,. NettoomsÃ¦tning,15728000.0,27381375.0,15728000.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Benny Brogaard Holding, Thisted  ApS.","Vi har revideret Ã¥rsregnskabet for Benny Brogaard Holding, Thisted  ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,. IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bertel Langgaard Jensen,Benny Obel Brogaard,Benny Obel Brogaard,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",Sparekassen Thy,"Benny Brogaard Holding, Thisted  ApS","REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,,,,,2012-12-31,2012-01-01,2013-04-23,Thisted,,urn:ofk:oid:14922739,indberetninger-20180424,2.5116906,27381375.0,,2018-04-01T12:59:46.188Z,2013-05-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.750,2013-05-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_3,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8vcGRmcy8yNzM4MTM3NTtBcFMzMTk0MTg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDEzMDUwMV8xNjEyMDBfMTU1.xml,"Thisted, 7700",Store Torv 1,"7700, Thisted",Fjordkrogen 10,"7700, Thisted",Jernbanegade 18,"Til kapitalejerne i Benny Brogaard Holding, Thisted  ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-04-30,Registreret revisor,. Personaleomkostninger,. Varebeholdninger,. Langfristede gÃ¦ldsforpligtelser,. HensÃ¦ttelser til udskudt skat,. NettoomsÃ¦tning,15728000.0,27381375.0,15728000.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Benny Brogaard Holding, Thisted  ApS.","Vi har revideret Ã¥rsregnskabet for Benny Brogaard Holding, Thisted  ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,. IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bertel Langgaard Jensen,Benny Obel Brogaard,Benny Obel Brogaard,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",Sparekassen Thy,"Benny Brogaard Holding, Thisted  ApS","REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,,,,,2012-12-31,2012-01-01,2013-04-23,Thisted,,urn:ofk:oid:14922739,indberetninger-20180424,2.5116906,27381375.0,,2018-04-01T12:59:46.188Z,2013-05-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.750,2013-05-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_4,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8vcGRmcy8yNzM4MTM3NTtBcFMzMTk0MTg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDEzMDUwMV8xNjEyMDBfMTU1.xml,"Thisted, 7700",Store Torv 1,"7700, Thisted",Fjordkrogen 10,"7700, Thisted",Jernbanegade 18,"Til kapitalejerne i Benny Brogaard Holding, Thisted  ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-04-30,Registreret revisor,. Personaleomkostninger,. Varebeholdninger,. Langfristede gÃ¦ldsforpligtelser,. HensÃ¦ttelser til udskudt skat,. NettoomsÃ¦tning,15728000.0,27381375.0,15728000.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Benny Brogaard Holding, Thisted  ApS.","Vi har revideret Ã¥rsregnskabet for Benny Brogaard Holding, Thisted  ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,. IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bertel Langgaard Jensen,Benny Obel Brogaard,Benny Obel Brogaard,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",Sparekassen Thy,"Benny Brogaard Holding, Thisted  ApS","REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,,,,,2012-12-31,2012-01-01,2013-04-23,Thisted,,urn:ofk:oid:14922739,indberetninger-20180424,2.5116906,27381375.0,,2018-04-01T12:59:46.188Z,2013-05-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.750,2013-05-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_5,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8vcGRmcy8yNzM4MTM3NTtBcFMzMTk0MTg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDEzMDUwMV8xNjEyMDBfMTU1.xml,"Thisted, 7700",Store Torv 1,"7700, Thisted",Fjordkrogen 10,"7700, Thisted",Jernbanegade 18,"Til kapitalejerne i Benny Brogaard Holding, Thisted  ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-04-30,Registreret revisor,. Personaleomkostninger,. Varebeholdninger,. Langfristede gÃ¦ldsforpligtelser,. HensÃ¦ttelser til udskudt skat,. NettoomsÃ¦tning,15728000.0,27381375.0,15728000.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Benny Brogaard Holding, Thisted  ApS.","Vi har revideret Ã¥rsregnskabet for Benny Brogaard Holding, Thisted  ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,. IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bertel Langgaard Jensen,Benny Obel Brogaard,Benny Obel Brogaard,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",Sparekassen Thy,"Benny Brogaard Holding, Thisted  ApS","REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,,,,,2012-12-31,2012-01-01,2013-04-23,Thisted,,urn:ofk:oid:14922739,indberetninger-20180424,2.5116906,27381375.0,,2018-04-01T12:59:46.188Z,2013-05-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.750,2013-05-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_6,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8vcGRmcy8yNzM4MTM3NTtBcFMzMTk0MTg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDEzMDUwMV8xNjEyMDBfMTU1.xml,"Thisted, 7700",Store Torv 1,"7700, Thisted",Fjordkrogen 10,"7700, Thisted",Jernbanegade 18,"Til kapitalejerne i Benny Brogaard Holding, Thisted  ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-04-30,Registreret revisor,. Personaleomkostninger,. Varebeholdninger,. Langfristede gÃ¦ldsforpligtelser,. HensÃ¦ttelser til udskudt skat,. NettoomsÃ¦tning,15728000.0,27381375.0,15728000.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Benny Brogaard Holding, Thisted  ApS.","Vi har revideret Ã¥rsregnskabet for Benny Brogaard Holding, Thisted  ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,. IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bertel Langgaard Jensen,Benny Obel Brogaard,Benny Obel Brogaard,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",Sparekassen Thy,"Benny Brogaard Holding, Thisted  ApS","REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,,,,,2012-12-31,2012-01-01,2013-04-23,Thisted,,urn:ofk:oid:14922739,indberetninger-20180424,2.5116906,27381375.0,,2018-04-01T12:59:46.188Z,2013-05-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.750,2013-05-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_7,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8vcGRmcy8yNzM4MTM3NTtBcFMzMTk0MTg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDEzMDUwMV8xNjEyMDBfMTU1.xml,"Thisted, 7700",Store Torv 1,"7700, Thisted",Fjordkrogen 10,"7700, Thisted",Jernbanegade 18,"Til kapitalejerne i Benny Brogaard Holding, Thisted  ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-04-30,Registreret revisor,. Personaleomkostninger,. Varebeholdninger,. Langfristede gÃ¦ldsforpligtelser,. HensÃ¦ttelser til udskudt skat,. NettoomsÃ¦tning,15728000.0,27381375.0,15728000.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Benny Brogaard Holding, Thisted  ApS.","Vi har revideret Ã¥rsregnskabet for Benny Brogaard Holding, Thisted  ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,. IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bertel Langgaard Jensen,Benny Obel Brogaard,Benny Obel Brogaard,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",Sparekassen Thy,"Benny Brogaard Holding, Thisted  ApS","REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,,,,,2012-12-31,2012-01-01,2013-04-23,Thisted,,urn:ofk:oid:14922739,indberetninger-20180424,2.5116906,27381375.0,,2018-04-01T12:59:46.188Z,2013-05-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.750,2013-05-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_8,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8vcGRmcy8yNzM4MTM3NTtBcFMzMTk0MTg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDEzMDUwMV8xNjEyMDBfMTU1.xml,"Thisted, 7700",Store Torv 1,"7700, Thisted",Fjordkrogen 10,"7700, Thisted",Jernbanegade 18,"Til kapitalejerne i Benny Brogaard Holding, Thisted  ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-04-30,Registreret revisor,. Personaleomkostninger,. Varebeholdninger,. Langfristede gÃ¦ldsforpligtelser,. HensÃ¦ttelser til udskudt skat,. NettoomsÃ¦tning,15728000.0,27381375.0,15728000.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Benny Brogaard Holding, Thisted  ApS.","Vi har revideret Ã¥rsregnskabet for Benny Brogaard Holding, Thisted  ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,. IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bertel Langgaard Jensen,Benny Obel Brogaard,Benny Obel Brogaard,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",Sparekassen Thy,"Benny Brogaard Holding, Thisted  ApS","REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,,,,,2012-12-31,2012-01-01,2013-04-23,Thisted,,urn:ofk:oid:14922739,indberetninger-20180424,2.5116906,27381375.0,,2018-04-01T12:59:46.188Z,2013-05-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.750,2013-05-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_9,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8vcGRmcy8yNzM4MTM3NTtBcFMzMTk0MTg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/57318372/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDEzMDUwMV8xNjEyMDBfMTU1.xml,"Thisted, 7700",Store Torv 1,"7700, Thisted",Fjordkrogen 10,"7700, Thisted",Jernbanegade 18,"Til kapitalejerne i Benny Brogaard Holding, Thisted  ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-04-30,Registreret revisor,. Personaleomkostninger,. Varebeholdninger,. Langfristede gÃ¦ldsforpligtelser,. HensÃ¦ttelser til udskudt skat,. NettoomsÃ¦tning,15728000.0,27381375.0,15728000.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for Benny Brogaard Holding, Thisted  ApS.","Vi har revideret Ã¥rsregnskabet for Benny Brogaard Holding, Thisted  ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,. IgangvÃ¦rende arbejder for fremmed regning,Ãrsrapport,Bertel Langgaard Jensen,Benny Obel Brogaard,Benny Obel Brogaard,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",Sparekassen Thy,"Benny Brogaard Holding, Thisted  ApS","REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,,,,,2012-12-31,2012-01-01,2013-04-23,Thisted,,urn:ofk:oid:14922739,indberetninger-20180424,2.5116906,27381375.0,,2018-04-01T12:59:46.188Z,2013-05-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.750,2013-05-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
