entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,IncreaseDecreaseOfEquityThroughChangesInAccountingPolicies,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables
25677153,2015-12-31,2015-12-31,c743,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JmLzI3L2UxL2Q1Y2ItNGZkNS1iNzU2LTk2ZDg0ZDJlZjExZg.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2L2ZiLzBkLzhiNzEtNGE1ZC04YTI2LTg3Y2Y1ZGE5YjM2Nw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-16,2017-04-16,2017-05-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,info@dk.gt.com,2358000.0,34209936.0,25677153.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Ytting Holding ApS.,Ãrsrapport,Michael Beuchert,Iris Ytting,Iris Ytting,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-04-16,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23849797,indberetninger-20180424,2.5124266,25677153.0,,2018-03-27T23:43:19.195Z,2017-05-11T11:15:08.965Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-02-JJ,2017-05-11T11:15:09.204Z,,,,,,,,,,,,,,,,,,,,,,,,
25677153,2015-12-31,2015-12-31,c746,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JmLzI3L2UxL2Q1Y2ItNGZkNS1iNzU2LTk2ZDg0ZDJlZjExZg.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2L2ZiLzBkLzhiNzEtNGE1ZC04YTI2LTg3Y2Y1ZGE5YjM2Nw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-16,2017-04-16,2017-05-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,info@dk.gt.com,51000.0,34209936.0,25677153.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Ytting Holding ApS.,Ãrsrapport,Michael Beuchert,Iris Ytting,Iris Ytting,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-04-16,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23849797,indberetninger-20180424,2.5124266,25677153.0,,2018-03-27T23:43:19.195Z,2017-05-11T11:15:08.965Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-02-JJ,2017-05-11T11:15:09.204Z,,,,,,,,,,,,,,,,,,,,,,,,
25677153,2016-01-01,2016-01-01,c181,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JmLzI3L2UxL2Q1Y2ItNGZkNS1iNzU2LTk2ZDg0ZDJlZjExZg.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2L2ZiLzBkLzhiNzEtNGE1ZC04YTI2LTg3Y2Y1ZGE5YjM2Nw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-16,2017-04-16,2017-05-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,info@dk.gt.com,200000.0,34209936.0,25677153.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Ytting Holding ApS.,Ãrsrapport,Michael Beuchert,Iris Ytting,Iris Ytting,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-04-16,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23849797,indberetninger-20180424,2.5124266,25677153.0,,2018-03-27T23:43:19.195Z,2017-05-11T11:15:08.965Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-02-JJ,2017-05-11T11:15:09.204Z,,,,,,,,,,,,,,,,,,,,,,,,
25677153,2016-01-01,2016-01-01,c199,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JmLzI3L2UxL2Q1Y2ItNGZkNS1iNzU2LTk2ZDg0ZDJlZjExZg.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2L2ZiLzBkLzhiNzEtNGE1ZC04YTI2LTg3Y2Y1ZGE5YjM2Nw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-16,2017-04-16,2017-05-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,info@dk.gt.com,2358274.0,34209936.0,25677153.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Ytting Holding ApS.,Ãrsrapport,Michael Beuchert,Iris Ytting,Iris Ytting,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-04-16,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23849797,indberetninger-20180424,2.5124266,25677153.0,,2018-03-27T23:43:19.195Z,2017-05-11T11:15:08.965Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-02-JJ,2017-05-11T11:15:09.204Z,,,,,,,,,,,,,,,,,,,,,,,,
25677153,2016-01-01,2016-01-01,c202,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JmLzI3L2UxL2Q1Y2ItNGZkNS1iNzU2LTk2ZDg0ZDJlZjExZg.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2L2ZiLzBkLzhiNzEtNGE1ZC04YTI2LTg3Y2Y1ZGE5YjM2Nw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-16,2017-04-16,2017-05-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,info@dk.gt.com,50600.0,34209936.0,25677153.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Ytting Holding ApS.,Ãrsrapport,Michael Beuchert,Iris Ytting,Iris Ytting,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-04-16,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23849797,indberetninger-20180424,2.5124266,25677153.0,,2018-03-27T23:43:19.195Z,2017-05-11T11:15:08.965Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-02-JJ,2017-05-11T11:15:09.204Z,,,,,,,,,,,,,,,,,,,,,,,,
25677153,2016-01-01,2016-12-31,c1,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JmLzI3L2UxL2Q1Y2ItNGZkNS1iNzU2LTk2ZDg0ZDJlZjExZg.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2L2ZiLzBkLzhiNzEtNGE1ZC04YTI2LTg3Y2Y1ZGE5YjM2Nw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-16,2017-04-16,2017-05-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,info@dk.gt.com,,34209936.0,25677153.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Ytting Holding ApS.,Ãrsrapport,Michael Beuchert,Iris Ytting,Iris Ytting,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-04-16,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23849797,indberetninger-20180424,2.5124266,25677153.0,,2018-03-27T23:43:19.195Z,2017-05-11T11:15:08.965Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-02-JJ,2017-05-11T11:15:09.204Z,44269.0,-20937.0,78.0,77780.0,56765.0,-20937.0,12496.0,,,,,,,,,,,,,,,,,
25677153,2016-01-01,2016-12-31,c108,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JmLzI3L2UxL2Q1Y2ItNGZkNS1iNzU2LTk2ZDg0ZDJlZjExZg.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2L2ZiLzBkLzhiNzEtNGE1ZC04YTI2LTg3Y2Y1ZGE5YjM2Nw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-16,2017-04-16,2017-05-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,info@dk.gt.com,,34209936.0,25677153.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Ytting Holding ApS.,Ãrsrapport,Michael Beuchert,Iris Ytting,Iris Ytting,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-04-16,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23849797,indberetninger-20180424,2.5124266,25677153.0,,2018-03-27T23:43:19.195Z,2017-05-11T11:15:08.965Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-02-JJ,2017-05-11T11:15:09.204Z,0.0,,,,,,,,,,,,,,,,,,,,,,,
25677153,2016-01-01,2016-12-31,c122,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JmLzI3L2UxL2Q1Y2ItNGZkNS1iNzU2LTk2ZDg0ZDJlZjExZg.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2L2ZiLzBkLzhiNzEtNGE1ZC04YTI2LTg3Y2Y1ZGE5YjM2Nw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-16,2017-04-16,2017-05-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,info@dk.gt.com,,34209936.0,25677153.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Ytting Holding ApS.,Ãrsrapport,Michael Beuchert,Iris Ytting,Iris Ytting,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-04-16,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23849797,indberetninger-20180424,2.5124266,25677153.0,,2018-03-27T23:43:19.195Z,2017-05-11T11:15:08.965Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-02-JJ,2017-05-11T11:15:09.204Z,44270.0,,,,,,,,,,,,,,,,,,,,,,,
25677153,2016-01-01,2016-12-31,c200,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JmLzI3L2UxL2Q1Y2ItNGZkNS1iNzU2LTk2ZDg0ZDJlZjExZg.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2L2ZiLzBkLzhiNzEtNGE1ZC04YTI2LTg3Y2Y1ZGE5YjM2Nw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-16,2017-04-16,2017-05-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,info@dk.gt.com,,34209936.0,25677153.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Ytting Holding ApS.,Ãrsrapport,Michael Beuchert,Iris Ytting,Iris Ytting,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-04-16,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23849797,indberetninger-20180424,2.5124266,25677153.0,,2018-03-27T23:43:19.195Z,2017-05-11T11:15:08.965Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-02-JJ,2017-05-11T11:15:09.204Z,44270.0,,,,,,,,,,,,,,,,,,,,,,,
25677153,2016-01-01,2016-12-31,c203,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JmLzI3L2UxL2Q1Y2ItNGZkNS1iNzU2LTk2ZDg0ZDJlZjExZg.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2L2ZiLzBkLzhiNzEtNGE1ZC04YTI2LTg3Y2Y1ZGE5YjM2Nw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-16,2017-04-16,2017-05-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,info@dk.gt.com,,34209936.0,25677153.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Ytting Holding ApS.,Ãrsrapport,Michael Beuchert,Iris Ytting,Iris Ytting,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-04-16,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23849797,indberetninger-20180424,2.5124266,25677153.0,,2018-03-27T23:43:19.195Z,2017-05-11T11:15:08.965Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-02-JJ,2017-05-11T11:15:09.204Z,,,,,,,,0.0,-50600.0,,,,,,,,,,,,,,,
25677153,2016-01-01,2016-12-31,c71,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JmLzI3L2UxL2Q1Y2ItNGZkNS1iNzU2LTk2ZDg0ZDJlZjExZg.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2L2ZiLzBkLzhiNzEtNGE1ZC04YTI2LTg3Y2Y1ZGE5YjM2Nw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-16,2017-04-16,2017-05-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,info@dk.gt.com,,34209936.0,25677153.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Ytting Holding ApS.,Ãrsrapport,Michael Beuchert,Iris Ytting,Iris Ytting,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-04-16,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23849797,indberetninger-20180424,2.5124266,25677153.0,,2018-03-27T23:43:19.195Z,2017-05-11T11:15:08.965Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-02-JJ,2017-05-11T11:15:09.204Z,,,,,,,,,,,,,,,,,,,,,,,,
