entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,AuditorsReportsAccordingToOtherLegislationAndRegulation,ClassOfReportingEntity,CostOfSales,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfDeferredTaxAssetsAndLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfProvisions,EmployeeBenefitsExpense,IdentificationNumberCvrOfReportingEntity,InformationOnReceivablesFromOwnersAndManagement,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,WorkPerformedByEntityAndCapitalised,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
entity identifier,2011-10-01,2012-09-30,ID_16,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC00OTUwQ0YyOS0yMDEzMDMxMl8xMzI2NDhfNzI4.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of  Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2013-02-28,,Statsautoriseret revisor,. Udskudte skatteaktiver / Deferred tax assets,. Virksomhedens formÃ¥l,. HensÃ¦ttelser til udskudt skat,,25448790.0,. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Jan Wright,Julien Pierre Henry Hannequart,Christiaan Tom de Jongh,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,-585417.0,,,"101, KÃ¸benhavn",2012-09-30,2011-10-01,,2013-02-28,KÃ¸benhavn,,Bestyrelsesmedlem/DirektÃ¸r,,urn:ofk:oid:15510059,indberetninger-20180424,2.5097342,25448790.0,,2018-04-01T20:24:30.729Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-347.287,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_2,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC00OTUwQ0YyOS0yMDEzMDMxMl8xMzI2NDhfNzI4.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of  Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2013-02-28,,Statsautoriseret revisor,. Udskudte skatteaktiver / Deferred tax assets,. Virksomhedens formÃ¥l,. HensÃ¦ttelser til udskudt skat,,25448790.0,. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Jan Wright,Julien Pierre Henry Hannequart,Christiaan Tom de Jongh,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,,,"101, KÃ¸benhavn",2012-09-30,2011-10-01,,2013-02-28,KÃ¸benhavn,,Bestyrelsesmedlem/DirektÃ¸r,,urn:ofk:oid:15510059,indberetninger-20180424,2.5097342,25448790.0,,2018-04-01T20:24:30.729Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-347.287,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Teresa Gomez de LiaÃ±o Amoranto,Bestyrelsesmedlem
entity identifier,2011-10-01,2012-09-30,ID_20,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC00OTUwQ0YyOS0yMDEzMDMxMl8xMzI2NDhfNzI4.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of  Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2013-02-28,,Statsautoriseret revisor,. Udskudte skatteaktiver / Deferred tax assets,. Virksomhedens formÃ¥l,. HensÃ¦ttelser til udskudt skat,,25448790.0,. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Jan Wright,Julien Pierre Henry Hannequart,Christiaan Tom de Jongh,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,,,"101, KÃ¸benhavn",2012-09-30,2011-10-01,,2013-02-28,KÃ¸benhavn,,Bestyrelsesmedlem/DirektÃ¸r,,urn:ofk:oid:15510059,indberetninger-20180424,2.5097342,25448790.0,,2018-04-01T20:24:30.729Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-347.287,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_21,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC00OTUwQ0YyOS0yMDEzMDMxMl8xMzI2NDhfNzI4.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of  Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2013-02-28,,Statsautoriseret revisor,. Udskudte skatteaktiver / Deferred tax assets,. Virksomhedens formÃ¥l,. HensÃ¦ttelser til udskudt skat,,25448790.0,. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Jan Wright,Julien Pierre Henry Hannequart,Christiaan Tom de Jongh,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,,,"101, KÃ¸benhavn",2012-09-30,2011-10-01,,2013-02-28,KÃ¸benhavn,,Bestyrelsesmedlem/DirektÃ¸r,,urn:ofk:oid:15510059,indberetninger-20180424,2.5097342,25448790.0,,2018-04-01T20:24:30.729Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-347.287,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_22,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC00OTUwQ0YyOS0yMDEzMDMxMl8xMzI2NDhfNzI4.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of  Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2013-02-28,,Statsautoriseret revisor,. Udskudte skatteaktiver / Deferred tax assets,. Virksomhedens formÃ¥l,. HensÃ¦ttelser til udskudt skat,,25448790.0,. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Jan Wright,Julien Pierre Henry Hannequart,Christiaan Tom de Jongh,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,,,"101, KÃ¸benhavn",2012-09-30,2011-10-01,,2013-02-28,KÃ¸benhavn,,Bestyrelsesmedlem/DirektÃ¸r,,urn:ofk:oid:15510059,indberetninger-20180424,2.5097342,25448790.0,,2018-04-01T20:24:30.729Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-347.287,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_3,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC00OTUwQ0YyOS0yMDEzMDMxMl8xMzI2NDhfNzI4.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of  Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2013-02-28,,Statsautoriseret revisor,. Udskudte skatteaktiver / Deferred tax assets,. Virksomhedens formÃ¥l,. HensÃ¦ttelser til udskudt skat,,25448790.0,. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Jan Wright,Julien Pierre Henry Hannequart,Christiaan Tom de Jongh,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,,,"101, KÃ¸benhavn",2012-09-30,2011-10-01,,2013-02-28,KÃ¸benhavn,,Bestyrelsesmedlem/DirektÃ¸r,,urn:ofk:oid:15510059,indberetninger-20180424,2.5097342,25448790.0,,2018-04-01T20:24:30.729Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-347.287,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Julien Pierre Henry Hannequart,Bestyrelsesformand
entity identifier,2011-10-01,2012-09-30,ID_4,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC00OTUwQ0YyOS0yMDEzMDMxMl8xMzI2NDhfNzI4.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of  Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2013-02-28,,Statsautoriseret revisor,. Udskudte skatteaktiver / Deferred tax assets,. Virksomhedens formÃ¥l,. HensÃ¦ttelser til udskudt skat,,25448790.0,. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Jan Wright,Julien Pierre Henry Hannequart,Christiaan Tom de Jongh,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,,,"101, KÃ¸benhavn",2012-09-30,2011-10-01,,2013-02-28,KÃ¸benhavn,,Bestyrelsesmedlem/DirektÃ¸r,,urn:ofk:oid:15510059,indberetninger-20180424,2.5097342,25448790.0,,2018-04-01T20:24:30.729Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-347.287,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Christiaan Tom de Jongh,Bestyrelsesmedlem/DirektÃ¸r
entity identifier,2011-10-01,2012-09-30,ID_5,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC00OTUwQ0YyOS0yMDEzMDMxMl8xMzI2NDhfNzI4.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of  Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2013-02-28,,Statsautoriseret revisor,. Udskudte skatteaktiver / Deferred tax assets,. Virksomhedens formÃ¥l,. HensÃ¦ttelser til udskudt skat,,25448790.0,. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Jan Wright,Julien Pierre Henry Hannequart,Christiaan Tom de Jongh,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,,,"101, KÃ¸benhavn",2012-09-30,2011-10-01,,2013-02-28,KÃ¸benhavn,,Bestyrelsesmedlem/DirektÃ¸r,,urn:ofk:oid:15510059,indberetninger-20180424,2.5097342,25448790.0,,2018-04-01T20:24:30.729Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-347.287,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_6,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC00OTUwQ0YyOS0yMDEzMDMxMl8xMzI2NDhfNzI4.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of  Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2013-02-28,,Statsautoriseret revisor,. Udskudte skatteaktiver / Deferred tax assets,. Virksomhedens formÃ¥l,. HensÃ¦ttelser til udskudt skat,,25448790.0,. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Jan Wright,Julien Pierre Henry Hannequart,Christiaan Tom de Jongh,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,,,"101, KÃ¸benhavn",2012-09-30,2011-10-01,,2013-02-28,KÃ¸benhavn,,Bestyrelsesmedlem/DirektÃ¸r,,urn:ofk:oid:15510059,indberetninger-20180424,2.5097342,25448790.0,,2018-04-01T20:24:30.729Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-347.287,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_7,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC00OTUwQ0YyOS0yMDEzMDMxMl8xMzI2NDhfNzI4.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of  Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2013-02-28,,Statsautoriseret revisor,. Udskudte skatteaktiver / Deferred tax assets,. Virksomhedens formÃ¥l,. HensÃ¦ttelser til udskudt skat,,25448790.0,. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Jan Wright,Julien Pierre Henry Hannequart,Christiaan Tom de Jongh,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,,,"101, KÃ¸benhavn",2012-09-30,2011-10-01,,2013-02-28,KÃ¸benhavn,,Bestyrelsesmedlem/DirektÃ¸r,,urn:ofk:oid:15510059,indberetninger-20180424,2.5097342,25448790.0,,2018-04-01T20:24:30.729Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-347.287,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_8,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC00OTUwQ0YyOS0yMDEzMDMxMl8xMzI2NDhfNzI4.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of  Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2013-02-28,,Statsautoriseret revisor,. Udskudte skatteaktiver / Deferred tax assets,. Virksomhedens formÃ¥l,. HensÃ¦ttelser til udskudt skat,,25448790.0,. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Jan Wright,Julien Pierre Henry Hannequart,Christiaan Tom de Jongh,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,,,"101, KÃ¸benhavn",2012-09-30,2011-10-01,,2013-02-28,KÃ¸benhavn,,Bestyrelsesmedlem/DirektÃ¸r,,urn:ofk:oid:15510059,indberetninger-20180424,2.5097342,25448790.0,,2018-04-01T20:24:30.729Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-347.287,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_9,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC00OTUwQ0YyOS0yMDEzMDMxMl8xMzI2NDhfNzI4.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of  Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2013-02-28,,Statsautoriseret revisor,. Udskudte skatteaktiver / Deferred tax assets,. Virksomhedens formÃ¥l,. HensÃ¦ttelser til udskudt skat,,25448790.0,. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Jan Wright,Julien Pierre Henry Hannequart,Christiaan Tom de Jongh,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,,,"101, KÃ¸benhavn",2012-09-30,2011-10-01,,2013-02-28,KÃ¸benhavn,,Bestyrelsesmedlem/DirektÃ¸r,,urn:ofk:oid:15510059,indberetninger-20180424,2.5097342,25448790.0,,2018-04-01T20:24:30.729Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-347.287,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-09-30,2012-09-30,ID_18,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC00OTUwQ0YyOS0yMDEzMDMxMl8xMzI2NDhfNzI4.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of  Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2013-02-28,,Statsautoriseret revisor,. Udskudte skatteaktiver / Deferred tax assets,. Virksomhedens formÃ¥l,. HensÃ¦ttelser til udskudt skat,,25448790.0,. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Jan Wright,Julien Pierre Henry Hannequart,Christiaan Tom de Jongh,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,,,"101, KÃ¸benhavn",2012-09-30,2011-10-01,,2013-02-28,KÃ¸benhavn,,Bestyrelsesmedlem/DirektÃ¸r,,urn:ofk:oid:15510059,indberetninger-20180424,2.5097342,25448790.0,,2018-04-01T20:24:30.729Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-347.287,2013-03-11T23:00:00.000Z,12309198.0,2342570.0,-125000.0,11945274.0,1073.0,81983.0,-8906102.0,123323.0,213593.0,-12309198.0,-3403096.0,240600.0,363923.0,-836040.0,1402.0,123323.0,213593.0,-8781102.0,-878144.0,-3403096.0,-35880.0,9389111.0,8199475.0,274231.0,-1653032.0,830947.0,,
