entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,Equity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdjustmentsForDeferredTax,AdministrativeExpenses,AverageNumberOfEmployees,CurrentTaxExpense,DistributionCosts,EmployeeBenefitsExpense,ExchangeRateProfit,GrossResult,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
25826523,2012-01-01,2012-12-31,c218,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8vcGRmcy8yNTgyNjUyMztBL1MyODA4ODQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDEzMDQwOV8xOTQ5MzVfMDY1.xml,57237.0,Danmark,2100 KÃ¸benhavn Ã,Gribskovvej 2,2600 Glostrup,Ejby Industrivej 40,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2013-01-31,2013-01-31,-16636.0,Statsaut. revisor,,www.wilsontool.com,25826523.0,Ãrsrapport,Colin John Blackwell,Colin John Blackwell,Wilson Tool International A/S,Beierholm,Glostrup,Glostrup,2012-12-31,2012-01-01,2013-01-31,KÃ¸benhavn,urn:ofk:oid:20798953,indberetninger-20180424,2.5097403999999996,25826523.0,,2018-04-01T14:01:00.653Z,2013-04-09T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-53.040,2013-04-09T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25826523,2012-01-01,2012-12-31,c287,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8vcGRmcy8yNTgyNjUyMztBL1MyODA4ODQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDEzMDQwOV8xOTQ5MzVfMDY1.xml,57237.0,Danmark,2100 KÃ¸benhavn Ã,Gribskovvej 2,2600 Glostrup,Ejby Industrivej 40,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2013-01-31,2013-01-31,-16636.0,Statsaut. revisor,,www.wilsontool.com,25826523.0,Ãrsrapport,Colin John Blackwell,Colin John Blackwell,Wilson Tool International A/S,Beierholm,Glostrup,Glostrup,2012-12-31,2012-01-01,2013-01-31,KÃ¸benhavn,urn:ofk:oid:20798953,indberetninger-20180424,2.5097403999999996,25826523.0,,2018-04-01T14:01:00.653Z,2013-04-09T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-53.040,2013-04-09T22:00:00.000Z,-418632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25826523,2012-01-01,2012-12-31,c33,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8vcGRmcy8yNTgyNjUyMztBL1MyODA4ODQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDEzMDQwOV8xOTQ5MzVfMDY1.xml,57237.0,Danmark,2100 KÃ¸benhavn Ã,Gribskovvej 2,2600 Glostrup,Ejby Industrivej 40,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2013-01-31,2013-01-31,-16636.0,Statsaut. revisor,,www.wilsontool.com,25826523.0,Ãrsrapport,Colin John Blackwell,Colin John Blackwell,Wilson Tool International A/S,Beierholm,Glostrup,Glostrup,2012-12-31,2012-01-01,2013-01-31,KÃ¸benhavn,urn:ofk:oid:20798953,indberetninger-20180424,2.5097403999999996,25826523.0,,2018-04-01T14:01:00.653Z,2013-04-09T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-53.040,2013-04-09T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin John Blackwell
25826523,2012-01-01,2012-12-31,c49,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8vcGRmcy8yNTgyNjUyMztBL1MyODA4ODQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDEzMDQwOV8xOTQ5MzVfMDY1.xml,57237.0,Danmark,2100 KÃ¸benhavn Ã,Gribskovvej 2,2600 Glostrup,Ejby Industrivej 40,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2013-01-31,2013-01-31,-16636.0,Statsaut. revisor,,www.wilsontool.com,25826523.0,Ãrsrapport,Colin John Blackwell,Colin John Blackwell,Wilson Tool International A/S,Beierholm,Glostrup,Glostrup,2012-12-31,2012-01-01,2013-01-31,KÃ¸benhavn,urn:ofk:oid:20798953,indberetninger-20180424,2.5097403999999996,25826523.0,,2018-04-01T14:01:00.653Z,2013-04-09T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-53.040,2013-04-09T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raymond Wayne john
25826523,2012-01-01,2012-12-31,c50,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8vcGRmcy8yNTgyNjUyMztBL1MyODA4ODQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDEzMDQwOV8xOTQ5MzVfMDY1.xml,57237.0,Danmark,2100 KÃ¸benhavn Ã,Gribskovvej 2,2600 Glostrup,Ejby Industrivej 40,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2013-01-31,2013-01-31,-16636.0,Statsaut. revisor,,www.wilsontool.com,25826523.0,Ãrsrapport,Colin John Blackwell,Colin John Blackwell,Wilson Tool International A/S,Beierholm,Glostrup,Glostrup,2012-12-31,2012-01-01,2013-01-31,KÃ¸benhavn,urn:ofk:oid:20798953,indberetninger-20180424,2.5097403999999996,25826523.0,,2018-04-01T14:01:00.653Z,2013-04-09T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-53.040,2013-04-09T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Thomas Renner
25826523,2012-01-01,2012-12-31,c76,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8vcGRmcy8yNTgyNjUyMztBL1MyODA4ODQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDEzMDQwOV8xOTQ5MzVfMDY1.xml,57237.0,Danmark,2100 KÃ¸benhavn Ã,Gribskovvej 2,2600 Glostrup,Ejby Industrivej 40,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2013-01-31,2013-01-31,-16636.0,Statsaut. revisor,,www.wilsontool.com,25826523.0,Ãrsrapport,Colin John Blackwell,Colin John Blackwell,Wilson Tool International A/S,Beierholm,Glostrup,Glostrup,2012-12-31,2012-01-01,2013-01-31,KÃ¸benhavn,urn:ofk:oid:20798953,indberetninger-20180424,2.5097403999999996,25826523.0,,2018-04-01T14:01:00.653Z,2013-04-09T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-53.040,2013-04-09T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25826523,2012-12-31,2012-12-31,c219,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8vcGRmcy8yNTgyNjUyMztBL1MyODA4ODQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDEzMDQwOV8xOTQ5MzVfMDY1.xml,57237.0,Danmark,2100 KÃ¸benhavn Ã,Gribskovvej 2,2600 Glostrup,Ejby Industrivej 40,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2013-01-31,2013-01-31,-16636.0,Statsaut. revisor,,www.wilsontool.com,25826523.0,Ãrsrapport,Colin John Blackwell,Colin John Blackwell,Wilson Tool International A/S,Beierholm,Glostrup,Glostrup,2012-12-31,2012-01-01,2013-01-31,KÃ¸benhavn,urn:ofk:oid:20798953,indberetninger-20180424,2.5097403999999996,25826523.0,,2018-04-01T14:01:00.653Z,2013-04-09T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-53.040,2013-04-09T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67341.0,,,,,,,-71089.0,138430.0,,,
25826523,2012-12-31,2012-12-31,c249,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8vcGRmcy8yNTgyNjUyMztBL1MyODA4ODQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDEzMDQwOV8xOTQ5MzVfMDY1.xml,57237.0,Danmark,2100 KÃ¸benhavn Ã,Gribskovvej 2,2600 Glostrup,Ejby Industrivej 40,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2013-01-31,2013-01-31,-16636.0,Statsaut. revisor,500000.0,www.wilsontool.com,25826523.0,Ãrsrapport,Colin John Blackwell,Colin John Blackwell,Wilson Tool International A/S,Beierholm,Glostrup,Glostrup,2012-12-31,2012-01-01,2013-01-31,KÃ¸benhavn,urn:ofk:oid:20798953,indberetninger-20180424,2.5097403999999996,25826523.0,,2018-04-01T14:01:00.653Z,2013-04-09T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-53.040,2013-04-09T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25826523,2012-12-31,2012-12-31,c288,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8vcGRmcy8yNTgyNjUyMztBL1MyODA4ODQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDEzMDQwOV8xOTQ5MzVfMDY1.xml,57237.0,Danmark,2100 KÃ¸benhavn Ã,Gribskovvej 2,2600 Glostrup,Ejby Industrivej 40,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2013-01-31,2013-01-31,-16636.0,Statsaut. revisor,-10391841.0,www.wilsontool.com,25826523.0,Ãrsrapport,Colin John Blackwell,Colin John Blackwell,Wilson Tool International A/S,Beierholm,Glostrup,Glostrup,2012-12-31,2012-01-01,2013-01-31,KÃ¸benhavn,urn:ofk:oid:20798953,indberetninger-20180424,2.5097403999999996,25826523.0,,2018-04-01T14:01:00.653Z,2013-04-09T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-53.040,2013-04-09T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25826523,2012-12-31,2012-12-31,c7,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8vcGRmcy8yNTgyNjUyMztBL1MyODA4ODQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/32562852/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDEzMDQwOV8xOTQ5MzVfMDY1.xml,57237.0,Danmark,2100 KÃ¸benhavn Ã,Gribskovvej 2,2600 Glostrup,Ejby Industrivej 40,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2013-01-31,2013-01-31,-16636.0,Statsaut. revisor,-9891841.0,www.wilsontool.com,25826523.0,Ãrsrapport,Colin John Blackwell,Colin John Blackwell,Wilson Tool International A/S,Beierholm,Glostrup,Glostrup,2012-12-31,2012-01-01,2013-01-31,KÃ¸benhavn,urn:ofk:oid:20798953,indberetninger-20180424,2.5097403999999996,25826523.0,,2018-04-01T14:01:00.653Z,2013-04-09T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-53.040,2013-04-09T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,4501822.0,645383.0,500000.0,4283780.0,18998.0,67341.0,447419.0,4501822.0,14393663.0,150701.0,447419.0,218042.0,150701.0,1327733.0,33738.0,67341.0,-10391841.0,14393663.0,12797902.0,3190978.0,268028.0,3138242.0,,,,,
