entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,AuditorsReportsAccordingToOtherLegislationAndRegulation,ClassOfReportingEntity,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GainsLossesFromCurrentValueAdjustmentsOfInvestmentAssets,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnManagementsReviewAuditorsReportOnAuditedFinancialStatements,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermReceivablesFromOwnersAndManagement,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgressAndPrepaymentsForPropertyPlantAndEquipment,ReserveForLoansAndCollaterals,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm
entity identifier,2012-01-01,2012-12-31,ID_19,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8vcGRmcy8zMzc2NTE4NTtBL1M0OTkwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8veGJybHMvWC02QzcxOUE5Qy0yMDEzMDIxMl8xNDA2MDJfNjg5.xml,"2000, Frederiksberg","Dirch Passers AllÃ© 76, c/o DEAS A/S","2000, Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i OPP Randers P-hus A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,"Det er endvidere vores opfattelse, af ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2011-06-20,2013-02-07,,,33765185.0,Ãrsrapport,Lars Olaf Larsen,Lars Olaf Larsen,OPP Randers P-hus A/S,"Statsautoriseret Revisionspartnerselskab, KPMG",,,,,2012-12-31,2012-01-01,2013-02-07,Frederiksberg,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,70 30 20 20,DirektÃ¸r,urn:ofk:oid:18396903,indberetninger-20180424,2.5118406,33765185.0,,2018-04-01T15:56:10.943Z,2013-02-12T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-162.091,2013-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_2,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8vcGRmcy8zMzc2NTE4NTtBL1M0OTkwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8veGJybHMvWC02QzcxOUE5Qy0yMDEzMDIxMl8xNDA2MDJfNjg5.xml,"2000, Frederiksberg","Dirch Passers AllÃ© 76, c/o DEAS A/S","2000, Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i OPP Randers P-hus A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,"Det er endvidere vores opfattelse, af ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2011-06-20,2013-02-07,,,33765185.0,Ãrsrapport,Lars Olaf Larsen,Lars Olaf Larsen,OPP Randers P-hus A/S,"Statsautoriseret Revisionspartnerselskab, KPMG",,,,,2012-12-31,2012-01-01,2013-02-07,Frederiksberg,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,70 30 20 20,DirektÃ¸r,urn:ofk:oid:18396903,indberetninger-20180424,2.5118406,33765185.0,,2018-04-01T15:56:10.943Z,2013-02-12T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-162.091,2013-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_20,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8vcGRmcy8zMzc2NTE4NTtBL1M0OTkwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8veGJybHMvWC02QzcxOUE5Qy0yMDEzMDIxMl8xNDA2MDJfNjg5.xml,"2000, Frederiksberg","Dirch Passers AllÃ© 76, c/o DEAS A/S","2000, Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i OPP Randers P-hus A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,"Det er endvidere vores opfattelse, af ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2011-06-20,2013-02-07,,,33765185.0,Ãrsrapport,Lars Olaf Larsen,Lars Olaf Larsen,OPP Randers P-hus A/S,"Statsautoriseret Revisionspartnerselskab, KPMG",,,,,2012-12-31,2012-01-01,2013-02-07,Frederiksberg,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,70 30 20 20,DirektÃ¸r,urn:ofk:oid:18396903,indberetninger-20180424,2.5118406,33765185.0,,2018-04-01T15:56:10.943Z,2013-02-12T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-162.091,2013-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_3,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8vcGRmcy8zMzc2NTE4NTtBL1M0OTkwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8veGJybHMvWC02QzcxOUE5Qy0yMDEzMDIxMl8xNDA2MDJfNjg5.xml,"2000, Frederiksberg","Dirch Passers AllÃ© 76, c/o DEAS A/S","2000, Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i OPP Randers P-hus A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,"Det er endvidere vores opfattelse, af ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2011-06-20,2013-02-07,,,33765185.0,Ãrsrapport,Lars Olaf Larsen,Lars Olaf Larsen,OPP Randers P-hus A/S,"Statsautoriseret Revisionspartnerselskab, KPMG",,,,,2012-12-31,2012-01-01,2013-02-07,Frederiksberg,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,70 30 20 20,DirektÃ¸r,urn:ofk:oid:18396903,indberetninger-20180424,2.5118406,33765185.0,,2018-04-01T15:56:10.943Z,2013-02-12T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-162.091,2013-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,Erik Nielsen,Bestyrelsesformand,,,
entity identifier,2012-01-01,2012-12-31,ID_4,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8vcGRmcy8zMzc2NTE4NTtBL1M0OTkwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8veGJybHMvWC02QzcxOUE5Qy0yMDEzMDIxMl8xNDA2MDJfNjg5.xml,"2000, Frederiksberg","Dirch Passers AllÃ© 76, c/o DEAS A/S","2000, Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i OPP Randers P-hus A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,"Det er endvidere vores opfattelse, af ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2011-06-20,2013-02-07,,,33765185.0,Ãrsrapport,Lars Olaf Larsen,Lars Olaf Larsen,OPP Randers P-hus A/S,"Statsautoriseret Revisionspartnerselskab, KPMG",,,,,2012-12-31,2012-01-01,2013-02-07,Frederiksberg,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,70 30 20 20,DirektÃ¸r,urn:ofk:oid:18396903,indberetninger-20180424,2.5118406,33765185.0,,2018-04-01T15:56:10.943Z,2013-02-12T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-162.091,2013-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,Steve StÃ¸len,Bestyrelsesmedlem,,,
entity identifier,2012-01-01,2012-12-31,ID_5,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8vcGRmcy8zMzc2NTE4NTtBL1M0OTkwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8veGJybHMvWC02QzcxOUE5Qy0yMDEzMDIxMl8xNDA2MDJfNjg5.xml,"2000, Frederiksberg","Dirch Passers AllÃ© 76, c/o DEAS A/S","2000, Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i OPP Randers P-hus A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,"Det er endvidere vores opfattelse, af ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2011-06-20,2013-02-07,,,33765185.0,Ãrsrapport,Lars Olaf Larsen,Lars Olaf Larsen,OPP Randers P-hus A/S,"Statsautoriseret Revisionspartnerselskab, KPMG",,,,,2012-12-31,2012-01-01,2013-02-07,Frederiksberg,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,70 30 20 20,DirektÃ¸r,urn:ofk:oid:18396903,indberetninger-20180424,2.5118406,33765185.0,,2018-04-01T15:56:10.943Z,2013-02-12T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-162.091,2013-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,John KrÃ¸ger,Bestyrelsesmedlem,,,
entity identifier,2012-01-01,2012-12-31,ID_6,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8vcGRmcy8zMzc2NTE4NTtBL1M0OTkwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8veGJybHMvWC02QzcxOUE5Qy0yMDEzMDIxMl8xNDA2MDJfNjg5.xml,"2000, Frederiksberg","Dirch Passers AllÃ© 76, c/o DEAS A/S","2000, Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i OPP Randers P-hus A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,"Det er endvidere vores opfattelse, af ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2011-06-20,2013-02-07,,,33765185.0,Ãrsrapport,Lars Olaf Larsen,Lars Olaf Larsen,OPP Randers P-hus A/S,"Statsautoriseret Revisionspartnerselskab, KPMG",,,,,2012-12-31,2012-01-01,2013-02-07,Frederiksberg,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,70 30 20 20,DirektÃ¸r,urn:ofk:oid:18396903,indberetninger-20180424,2.5118406,33765185.0,,2018-04-01T15:56:10.943Z,2013-02-12T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-162.091,2013-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Statsautoriseret revisor,Jesper Koefoed,"KPMG, Statsautoriseret Revisionspartnerselskab"
entity identifier,2012-01-01,2012-12-31,ID_7,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8vcGRmcy8zMzc2NTE4NTtBL1M0OTkwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8veGJybHMvWC02QzcxOUE5Qy0yMDEzMDIxMl8xNDA2MDJfNjg5.xml,"2000, Frederiksberg","Dirch Passers AllÃ© 76, c/o DEAS A/S","2000, Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i OPP Randers P-hus A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,"Det er endvidere vores opfattelse, af ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2011-06-20,2013-02-07,,,33765185.0,Ãrsrapport,Lars Olaf Larsen,Lars Olaf Larsen,OPP Randers P-hus A/S,"Statsautoriseret Revisionspartnerselskab, KPMG",,,,,2012-12-31,2012-01-01,2013-02-07,Frederiksberg,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,70 30 20 20,DirektÃ¸r,urn:ofk:oid:18396903,indberetninger-20180424,2.5118406,33765185.0,,2018-04-01T15:56:10.943Z,2013-02-12T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-162.091,2013-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Statsautoriseret revisor,Merete KjÃ¦r Buchgreitz,"KPMG, Statsautoriseret Revisionspartnerselskab"
entity identifier,2012-01-01,2012-12-31,ID_8,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8vcGRmcy8zMzc2NTE4NTtBL1M0OTkwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8veGJybHMvWC02QzcxOUE5Qy0yMDEzMDIxMl8xNDA2MDJfNjg5.xml,"2000, Frederiksberg","Dirch Passers AllÃ© 76, c/o DEAS A/S","2000, Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i OPP Randers P-hus A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,"Det er endvidere vores opfattelse, af ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2011-06-20,2013-02-07,,,33765185.0,Ãrsrapport,Lars Olaf Larsen,Lars Olaf Larsen,OPP Randers P-hus A/S,"Statsautoriseret Revisionspartnerselskab, KPMG",,,,,2012-12-31,2012-01-01,2013-02-07,Frederiksberg,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,70 30 20 20,DirektÃ¸r,urn:ofk:oid:18396903,indberetninger-20180424,2.5118406,33765185.0,,2018-04-01T15:56:10.943Z,2013-02-12T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-162.091,2013-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_9,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8vcGRmcy8zMzc2NTE4NTtBL1M0OTkwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8veGJybHMvWC02QzcxOUE5Qy0yMDEzMDIxMl8xNDA2MDJfNjg5.xml,"2000, Frederiksberg","Dirch Passers AllÃ© 76, c/o DEAS A/S","2000, Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i OPP Randers P-hus A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,"Det er endvidere vores opfattelse, af ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2011-06-20,2013-02-07,,,33765185.0,Ãrsrapport,Lars Olaf Larsen,Lars Olaf Larsen,OPP Randers P-hus A/S,"Statsautoriseret Revisionspartnerselskab, KPMG",,,,,2012-12-31,2012-01-01,2013-02-07,Frederiksberg,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,70 30 20 20,DirektÃ¸r,urn:ofk:oid:18396903,indberetninger-20180424,2.5118406,33765185.0,,2018-04-01T15:56:10.943Z,2013-02-12T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-162.091,2013-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-12-31,2012-12-31,ID_16,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8vcGRmcy8zMzc2NTE4NTtBL1M0OTkwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58156733/Y3ZyLmRrOi8veGJybHMvWC02QzcxOUE5Qy0yMDEzMDIxMl8xNDA2MDJfNjg5.xml,"2000, Frederiksberg","Dirch Passers AllÃ© 76, c/o DEAS A/S","2000, Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i OPP Randers P-hus A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,"Det er endvidere vores opfattelse, af ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2011-06-20,2013-02-07,,,33765185.0,Ãrsrapport,Lars Olaf Larsen,Lars Olaf Larsen,OPP Randers P-hus A/S,"Statsautoriseret Revisionspartnerselskab, KPMG",,,,,2012-12-31,2012-01-01,2013-02-07,Frederiksberg,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,70 30 20 20,DirektÃ¸r,urn:ofk:oid:18396903,indberetninger-20180424,2.5118406,33765185.0,,2018-04-01T15:56:10.943Z,2013-02-12T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-162.091,2013-02-12T23:00:00.000Z,59872.0,786.0,-4410.0,4326.0,3381.0,5734.0,-59872.0,-65606.0,55546.0,-49797.0,-49797.0,55546.0,55546.0,-37.0,159.0,0.0,0.0,11298.0,-1154.0,-15809.0,-15065.0,-535.0,3541.0,-172.0,,,,,
