entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialInstitutionPostcodeAndTown,AddressOfFinancialInstitutionStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfAuditorsReportOnAuditedFinancialStatements,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,FaxNumberOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditorAppointedToPerformAudit,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirmAppointedToPerformAudit,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfCompilationOfAuditorsReportOnAuditedFinancialStatements,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,PropertyPlantAndEquipment,ProposedDividend,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,RevaluationReserve,SharePremium,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
entity identifier,2011-10-01,2012-09-30,ID_16,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8vcGRmcy8zMTc1NTMyODtBcFM0NDQ5MjA7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8veGJybHMvWC01Q0RDNjY0QS0yMDEzMDExMV8xMzU4MDFfMjEw.xml,"4700, NÃ¦stved",Brogade 6,"4684, Holmegaard",Slibemestervej 26,"4700, NÃ¦stved",Erantisvej 53,Regnskabsklasse B,2012-12-18,2008-03-31,2012-12-18,,,55545210.0,,31755328.0,"Vi har revideret Ã¥rsregnskabet for DPA Total ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Brian Vahlkvist,Allan Pedersen,"Revisions-Centret, Registreret revisionsvirksomhed",Sparkassen Lolland,DPA Total ApS,Revisions-Centret,,,NÃ¦stved,-22789.0,,,2012-09-30,2011-10-01,,55545410.0,urn:ofk:oid:19902275,indberetninger-20180424,2.511702,31755328.0,,2018-04-01T13:29:19.724Z,2013-01-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-364.684,2013-01-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_2,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8vcGRmcy8zMTc1NTMyODtBcFM0NDQ5MjA7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8veGJybHMvWC01Q0RDNjY0QS0yMDEzMDExMV8xMzU4MDFfMjEw.xml,"4700, NÃ¦stved",Brogade 6,"4684, Holmegaard",Slibemestervej 26,"4700, NÃ¦stved",Erantisvej 53,Regnskabsklasse B,2012-12-18,2008-03-31,2012-12-18,,,55545210.0,,31755328.0,"Vi har revideret Ã¥rsregnskabet for DPA Total ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Brian Vahlkvist,Allan Pedersen,"Revisions-Centret, Registreret revisionsvirksomhed",Sparkassen Lolland,DPA Total ApS,Revisions-Centret,,,NÃ¦stved,,,,2012-09-30,2011-10-01,,55545410.0,urn:ofk:oid:19902275,indberetninger-20180424,2.511702,31755328.0,,2018-04-01T13:29:19.724Z,2013-01-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-364.684,2013-01-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allan Pedersen,DirektÃ¸r
entity identifier,2011-10-01,2012-09-30,ID_20,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8vcGRmcy8zMTc1NTMyODtBcFM0NDQ5MjA7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8veGJybHMvWC01Q0RDNjY0QS0yMDEzMDExMV8xMzU4MDFfMjEw.xml,"4700, NÃ¦stved",Brogade 6,"4684, Holmegaard",Slibemestervej 26,"4700, NÃ¦stved",Erantisvej 53,Regnskabsklasse B,2012-12-18,2008-03-31,2012-12-18,,,55545210.0,,31755328.0,"Vi har revideret Ã¥rsregnskabet for DPA Total ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Brian Vahlkvist,Allan Pedersen,"Revisions-Centret, Registreret revisionsvirksomhed",Sparkassen Lolland,DPA Total ApS,Revisions-Centret,,,NÃ¦stved,,,,2012-09-30,2011-10-01,,55545410.0,urn:ofk:oid:19902275,indberetninger-20180424,2.511702,31755328.0,,2018-04-01T13:29:19.724Z,2013-01-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-364.684,2013-01-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_21,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8vcGRmcy8zMTc1NTMyODtBcFM0NDQ5MjA7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8veGJybHMvWC01Q0RDNjY0QS0yMDEzMDExMV8xMzU4MDFfMjEw.xml,"4700, NÃ¦stved",Brogade 6,"4684, Holmegaard",Slibemestervej 26,"4700, NÃ¦stved",Erantisvej 53,Regnskabsklasse B,2012-12-18,2008-03-31,2012-12-18,,,55545210.0,,31755328.0,"Vi har revideret Ã¥rsregnskabet for DPA Total ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Brian Vahlkvist,Allan Pedersen,"Revisions-Centret, Registreret revisionsvirksomhed",Sparkassen Lolland,DPA Total ApS,Revisions-Centret,,,NÃ¦stved,,,,2012-09-30,2011-10-01,,55545410.0,urn:ofk:oid:19902275,indberetninger-20180424,2.511702,31755328.0,,2018-04-01T13:29:19.724Z,2013-01-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-364.684,2013-01-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_22,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8vcGRmcy8zMTc1NTMyODtBcFM0NDQ5MjA7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8veGJybHMvWC01Q0RDNjY0QS0yMDEzMDExMV8xMzU4MDFfMjEw.xml,"4700, NÃ¦stved",Brogade 6,"4684, Holmegaard",Slibemestervej 26,"4700, NÃ¦stved",Erantisvej 53,Regnskabsklasse B,2012-12-18,2008-03-31,2012-12-18,,,55545210.0,,31755328.0,"Vi har revideret Ã¥rsregnskabet for DPA Total ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Brian Vahlkvist,Allan Pedersen,"Revisions-Centret, Registreret revisionsvirksomhed",Sparkassen Lolland,DPA Total ApS,Revisions-Centret,,,NÃ¦stved,,,,2012-09-30,2011-10-01,,55545410.0,urn:ofk:oid:19902275,indberetninger-20180424,2.511702,31755328.0,,2018-04-01T13:29:19.724Z,2013-01-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-364.684,2013-01-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_3,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8vcGRmcy8zMTc1NTMyODtBcFM0NDQ5MjA7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8veGJybHMvWC01Q0RDNjY0QS0yMDEzMDExMV8xMzU4MDFfMjEw.xml,"4700, NÃ¦stved",Brogade 6,"4684, Holmegaard",Slibemestervej 26,"4700, NÃ¦stved",Erantisvej 53,Regnskabsklasse B,2012-12-18,2008-03-31,2012-12-18,,,55545210.0,,31755328.0,"Vi har revideret Ã¥rsregnskabet for DPA Total ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Brian Vahlkvist,Allan Pedersen,"Revisions-Centret, Registreret revisionsvirksomhed",Sparkassen Lolland,DPA Total ApS,Revisions-Centret,,,NÃ¦stved,,,,2012-09-30,2011-10-01,,55545410.0,urn:ofk:oid:19902275,indberetninger-20180424,2.511702,31755328.0,,2018-04-01T13:29:19.724Z,2013-01-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-364.684,2013-01-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Pedersen,DirektÃ¸r
entity identifier,2011-10-01,2012-09-30,ID_4,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8vcGRmcy8zMTc1NTMyODtBcFM0NDQ5MjA7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8veGJybHMvWC01Q0RDNjY0QS0yMDEzMDExMV8xMzU4MDFfMjEw.xml,"4700, NÃ¦stved",Brogade 6,"4684, Holmegaard",Slibemestervej 26,"4700, NÃ¦stved",Erantisvej 53,Regnskabsklasse B,2012-12-18,2008-03-31,2012-12-18,,,55545210.0,,31755328.0,"Vi har revideret Ã¥rsregnskabet for DPA Total ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Brian Vahlkvist,Allan Pedersen,"Revisions-Centret, Registreret revisionsvirksomhed",Sparkassen Lolland,DPA Total ApS,Revisions-Centret,,,NÃ¦stved,,,,2012-09-30,2011-10-01,,55545410.0,urn:ofk:oid:19902275,indberetninger-20180424,2.511702,31755328.0,,2018-04-01T13:29:19.724Z,2013-01-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-364.684,2013-01-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_5,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8vcGRmcy8zMTc1NTMyODtBcFM0NDQ5MjA7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8veGJybHMvWC01Q0RDNjY0QS0yMDEzMDExMV8xMzU4MDFfMjEw.xml,"4700, NÃ¦stved",Brogade 6,"4684, Holmegaard",Slibemestervej 26,"4700, NÃ¦stved",Erantisvej 53,Regnskabsklasse B,2012-12-18,2008-03-31,2012-12-18,,,55545210.0,,31755328.0,"Vi har revideret Ã¥rsregnskabet for DPA Total ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Brian Vahlkvist,Allan Pedersen,"Revisions-Centret, Registreret revisionsvirksomhed",Sparkassen Lolland,DPA Total ApS,Revisions-Centret,,,NÃ¦stved,,,,2012-09-30,2011-10-01,,55545410.0,urn:ofk:oid:19902275,indberetninger-20180424,2.511702,31755328.0,,2018-04-01T13:29:19.724Z,2013-01-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-364.684,2013-01-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_6,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8vcGRmcy8zMTc1NTMyODtBcFM0NDQ5MjA7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8veGJybHMvWC01Q0RDNjY0QS0yMDEzMDExMV8xMzU4MDFfMjEw.xml,"4700, NÃ¦stved",Brogade 6,"4684, Holmegaard",Slibemestervej 26,"4700, NÃ¦stved",Erantisvej 53,Regnskabsklasse B,2012-12-18,2008-03-31,2012-12-18,,,55545210.0,,31755328.0,"Vi har revideret Ã¥rsregnskabet for DPA Total ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Brian Vahlkvist,Allan Pedersen,"Revisions-Centret, Registreret revisionsvirksomhed",Sparkassen Lolland,DPA Total ApS,Revisions-Centret,,,NÃ¦stved,,,,2012-09-30,2011-10-01,,55545410.0,urn:ofk:oid:19902275,indberetninger-20180424,2.511702,31755328.0,,2018-04-01T13:29:19.724Z,2013-01-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-364.684,2013-01-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_7,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8vcGRmcy8zMTc1NTMyODtBcFM0NDQ5MjA7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8veGJybHMvWC01Q0RDNjY0QS0yMDEzMDExMV8xMzU4MDFfMjEw.xml,"4700, NÃ¦stved",Brogade 6,"4684, Holmegaard",Slibemestervej 26,"4700, NÃ¦stved",Erantisvej 53,Regnskabsklasse B,2012-12-18,2008-03-31,2012-12-18,,,55545210.0,,31755328.0,"Vi har revideret Ã¥rsregnskabet for DPA Total ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Brian Vahlkvist,Allan Pedersen,"Revisions-Centret, Registreret revisionsvirksomhed",Sparkassen Lolland,DPA Total ApS,Revisions-Centret,,,NÃ¦stved,,,,2012-09-30,2011-10-01,,55545410.0,urn:ofk:oid:19902275,indberetninger-20180424,2.511702,31755328.0,,2018-04-01T13:29:19.724Z,2013-01-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-364.684,2013-01-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_8,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8vcGRmcy8zMTc1NTMyODtBcFM0NDQ5MjA7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8veGJybHMvWC01Q0RDNjY0QS0yMDEzMDExMV8xMzU4MDFfMjEw.xml,"4700, NÃ¦stved",Brogade 6,"4684, Holmegaard",Slibemestervej 26,"4700, NÃ¦stved",Erantisvej 53,Regnskabsklasse B,2012-12-18,2008-03-31,2012-12-18,,,55545210.0,,31755328.0,"Vi har revideret Ã¥rsregnskabet for DPA Total ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Brian Vahlkvist,Allan Pedersen,"Revisions-Centret, Registreret revisionsvirksomhed",Sparkassen Lolland,DPA Total ApS,Revisions-Centret,,,NÃ¦stved,,,,2012-09-30,2011-10-01,,55545410.0,urn:ofk:oid:19902275,indberetninger-20180424,2.511702,31755328.0,,2018-04-01T13:29:19.724Z,2013-01-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-364.684,2013-01-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_9,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8vcGRmcy8zMTc1NTMyODtBcFM0NDQ5MjA7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8veGJybHMvWC01Q0RDNjY0QS0yMDEzMDExMV8xMzU4MDFfMjEw.xml,"4700, NÃ¦stved",Brogade 6,"4684, Holmegaard",Slibemestervej 26,"4700, NÃ¦stved",Erantisvej 53,Regnskabsklasse B,2012-12-18,2008-03-31,2012-12-18,,,55545210.0,,31755328.0,"Vi har revideret Ã¥rsregnskabet for DPA Total ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Brian Vahlkvist,Allan Pedersen,"Revisions-Centret, Registreret revisionsvirksomhed",Sparkassen Lolland,DPA Total ApS,Revisions-Centret,,,NÃ¦stved,,,,2012-09-30,2011-10-01,,55545410.0,urn:ofk:oid:19902275,indberetninger-20180424,2.511702,31755328.0,,2018-04-01T13:29:19.724Z,2013-01-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-364.684,2013-01-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-09-30,2012-09-30,ID_18,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8vcGRmcy8zMTc1NTMyODtBcFM0NDQ5MjA7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/82355713/Y3ZyLmRrOi8veGJybHMvWC01Q0RDNjY0QS0yMDEzMDExMV8xMzU4MDFfMjEw.xml,"4700, NÃ¦stved",Brogade 6,"4684, Holmegaard",Slibemestervej 26,"4700, NÃ¦stved",Erantisvej 53,Regnskabsklasse B,2012-12-18,2008-03-31,2012-12-18,,,55545210.0,,31755328.0,"Vi har revideret Ã¥rsregnskabet for DPA Total ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Brian Vahlkvist,Allan Pedersen,"Revisions-Centret, Registreret revisionsvirksomhed",Sparkassen Lolland,DPA Total ApS,Revisions-Centret,,,NÃ¦stved,,,,2012-09-30,2011-10-01,,55545410.0,urn:ofk:oid:19902275,indberetninger-20180424,2.511702,31755328.0,,2018-04-01T13:29:19.724Z,2013-01-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-364.684,2013-01-11T23:00:00.000Z,3736453.0,299031.0,126205.0,-125000.0,2896515.0,45500.0,-855677.0,557118.0,58500.0,244153.0,38667.0,-3736453.0,-2768576.0,839938.0,839938.0,-193200.0,-112200.0,-112200.0,58500.0,-235526.0,-361026.0,-134125.0,-627140.0,-2768576.0,0.0,-50000.0,2538984.0,0.0,-118016.0,-1228224.0,2294323.0,,
