entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfIssuedShares,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossProfitLoss,ImpairmentOfFinancialAssets,InterestExpenseAssignedToGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
29195412,2013-10-01,2014-09-30,c33,,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JhL2NkLzE3L2VjMWEtNDk4YS1hOTdjLTkxZDFjMGRkNTkzMQ.pdf,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzQwL2U1Lzg3LzJkMDktNGJmYi05MjM2LWNhMTE3NTE1M2Y0NQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,KÃ¸benhavn K,1057.0,"14, 2. tv.",Holbergsgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-03-20,2015-03-20,2005-12-02,2015-03-20,statsaut. revisor,29195412.0,30700228.0,Ãrsrapport,Henrik Reedtz,Ole Meier SÃ¸rensen,Colin ApS,Ernst & Young Godkendt Revisionspartnerselskab,126.0,"KÃ¸benhavn, den",,KÃ¸benhavn,2014-09-30,2013-10-01,2015-03-20,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5140530,indberetninger-20180424,2.5118406,29195412.0,,2018-03-30T11:12:31.270Z,2015-04-21T12:42:17.578Z,regnskab,0.0,,2014-09-30,2013-10-01,X15-AA-87-XP,2015-04-21T12:42:17.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy Hulme Vickerstaff,
29195412,2013-10-01,2014-09-30,c352,,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JhL2NkLzE3L2VjMWEtNDk4YS1hOTdjLTkxZDFjMGRkNTkzMQ.pdf,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzQwL2U1Lzg3LzJkMDktNGJmYi05MjM2LWNhMTE3NTE1M2Y0NQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,KÃ¸benhavn K,1057.0,"14, 2. tv.",Holbergsgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-03-20,2015-03-20,2005-12-02,2015-03-20,statsaut. revisor,29195412.0,30700228.0,Ãrsrapport,Henrik Reedtz,Ole Meier SÃ¸rensen,Colin ApS,Ernst & Young Godkendt Revisionspartnerselskab,126.0,"KÃ¸benhavn, den",-10084664.0,KÃ¸benhavn,2014-09-30,2013-10-01,2015-03-20,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5140530,indberetninger-20180424,2.5118406,29195412.0,,2018-03-30T11:12:31.270Z,2015-04-21T12:42:17.578Z,regnskab,0.0,,2014-09-30,2013-10-01,X15-AA-87-XP,2015-04-21T12:42:17.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29195412,2013-10-01,2014-09-30,c49,,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JhL2NkLzE3L2VjMWEtNDk4YS1hOTdjLTkxZDFjMGRkNTkzMQ.pdf,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzQwL2U1Lzg3LzJkMDktNGJmYi05MjM2LWNhMTE3NTE1M2Y0NQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,KÃ¸benhavn K,1057.0,"14, 2. tv.",Holbergsgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-03-20,2015-03-20,2005-12-02,2015-03-20,statsaut. revisor,29195412.0,30700228.0,Ãrsrapport,Henrik Reedtz,Ole Meier SÃ¸rensen,Colin ApS,Ernst & Young Godkendt Revisionspartnerselskab,126.0,"KÃ¸benhavn, den",,KÃ¸benhavn,2014-09-30,2013-10-01,2015-03-20,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5140530,indberetninger-20180424,2.5118406,29195412.0,,2018-03-30T11:12:31.270Z,2015-04-21T12:42:17.578Z,regnskab,0.0,,2014-09-30,2013-10-01,X15-AA-87-XP,2015-04-21T12:42:17.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Meier SÃ¸rensen,
29195412,2013-10-01,2014-09-30,c76,,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JhL2NkLzE3L2VjMWEtNDk4YS1hOTdjLTkxZDFjMGRkNTkzMQ.pdf,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzQwL2U1Lzg3LzJkMDktNGJmYi05MjM2LWNhMTE3NTE1M2Y0NQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,KÃ¸benhavn K,1057.0,"14, 2. tv.",Holbergsgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-03-20,2015-03-20,2005-12-02,2015-03-20,statsaut. revisor,29195412.0,30700228.0,Ãrsrapport,Henrik Reedtz,Ole Meier SÃ¸rensen,Colin ApS,Ernst & Young Godkendt Revisionspartnerselskab,126.0,"KÃ¸benhavn, den",,KÃ¸benhavn,2014-09-30,2013-10-01,2015-03-20,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5140530,indberetninger-20180424,2.5118406,29195412.0,,2018-03-30T11:12:31.270Z,2015-04-21T12:42:17.578Z,regnskab,0.0,,2014-09-30,2013-10-01,X15-AA-87-XP,2015-04-21T12:42:17.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Meier SÃ¸rensen
29195412,2013-10-01,2014-09-30,c77,,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JhL2NkLzE3L2VjMWEtNDk4YS1hOTdjLTkxZDFjMGRkNTkzMQ.pdf,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzQwL2U1Lzg3LzJkMDktNGJmYi05MjM2LWNhMTE3NTE1M2Y0NQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,KÃ¸benhavn K,1057.0,"14, 2. tv.",Holbergsgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-03-20,2015-03-20,2005-12-02,2015-03-20,statsaut. revisor,29195412.0,30700228.0,Ãrsrapport,Henrik Reedtz,Ole Meier SÃ¸rensen,Colin ApS,Ernst & Young Godkendt Revisionspartnerselskab,126.0,"KÃ¸benhavn, den",,KÃ¸benhavn,2014-09-30,2013-10-01,2015-03-20,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5140530,indberetninger-20180424,2.5118406,29195412.0,,2018-03-30T11:12:31.270Z,2015-04-21T12:42:17.578Z,regnskab,0.0,,2014-09-30,2013-10-01,X15-AA-87-XP,2015-04-21T12:42:17.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carl Edgar Serge VÃ¸gg
29195412,2014-09-30,2014-09-30,c314,,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JhL2NkLzE3L2VjMWEtNDk4YS1hOTdjLTkxZDFjMGRkNTkzMQ.pdf,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzQwL2U1Lzg3LzJkMDktNGJmYi05MjM2LWNhMTE3NTE1M2Y0NQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,KÃ¸benhavn K,1057.0,"14, 2. tv.",Holbergsgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-03-20,2015-03-20,2005-12-02,2015-03-20,statsaut. revisor,29195412.0,30700228.0,Ãrsrapport,Henrik Reedtz,Ole Meier SÃ¸rensen,Colin ApS,Ernst & Young Godkendt Revisionspartnerselskab,126.0,"KÃ¸benhavn, den",,KÃ¸benhavn,2014-09-30,2013-10-01,2015-03-20,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5140530,indberetninger-20180424,2.5118406,29195412.0,,2018-03-30T11:12:31.270Z,2015-04-21T12:42:17.578Z,regnskab,0.0,,2014-09-30,2013-10-01,X15-AA-87-XP,2015-04-21T12:42:17.620Z,,,,,,,,,,,,,,,,126000.0,,,,,,,,,,,,,,,
29195412,2014-09-30,2014-09-30,c323,,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JhL2NkLzE3L2VjMWEtNDk4YS1hOTdjLTkxZDFjMGRkNTkzMQ.pdf,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzQwL2U1Lzg3LzJkMDktNGJmYi05MjM2LWNhMTE3NTE1M2Y0NQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,KÃ¸benhavn K,1057.0,"14, 2. tv.",Holbergsgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-03-20,2015-03-20,2005-12-02,2015-03-20,statsaut. revisor,29195412.0,30700228.0,Ãrsrapport,Henrik Reedtz,Ole Meier SÃ¸rensen,Colin ApS,Ernst & Young Godkendt Revisionspartnerselskab,126.0,"KÃ¸benhavn, den",,KÃ¸benhavn,2014-09-30,2013-10-01,2015-03-20,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5140530,indberetninger-20180424,2.5118406,29195412.0,,2018-03-30T11:12:31.270Z,2015-04-21T12:42:17.578Z,regnskab,0.0,,2014-09-30,2013-10-01,X15-AA-87-XP,2015-04-21T12:42:17.620Z,,,,,,,,,,,,,,,,37364000.0,,,,,,,,,,,,,,,
29195412,2014-09-30,2014-09-30,c353,,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JhL2NkLzE3L2VjMWEtNDk4YS1hOTdjLTkxZDFjMGRkNTkzMQ.pdf,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzQwL2U1Lzg3LzJkMDktNGJmYi05MjM2LWNhMTE3NTE1M2Y0NQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,KÃ¸benhavn K,1057.0,"14, 2. tv.",Holbergsgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-03-20,2015-03-20,2005-12-02,2015-03-20,statsaut. revisor,29195412.0,30700228.0,Ãrsrapport,Henrik Reedtz,Ole Meier SÃ¸rensen,Colin ApS,Ernst & Young Godkendt Revisionspartnerselskab,126.0,"KÃ¸benhavn, den",,KÃ¸benhavn,2014-09-30,2013-10-01,2015-03-20,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5140530,indberetninger-20180424,2.5118406,29195412.0,,2018-03-30T11:12:31.270Z,2015-04-21T12:42:17.578Z,regnskab,0.0,,2014-09-30,2013-10-01,X15-AA-87-XP,2015-04-21T12:42:17.620Z,,,,,,,,,,,,,,,,-11625780.0,,,,,,,,,,,,,,,
29195412,2014-09-30,2014-09-30,c68,,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JhL2NkLzE3L2VjMWEtNDk4YS1hOTdjLTkxZDFjMGRkNTkzMQ.pdf,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzQwL2U1Lzg3LzJkMDktNGJmYi05MjM2LWNhMTE3NTE1M2Y0NQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,KÃ¸benhavn K,1057.0,"14, 2. tv.",Holbergsgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-03-20,2015-03-20,2005-12-02,2015-03-20,statsaut. revisor,29195412.0,30700228.0,Ãrsrapport,Henrik Reedtz,Ole Meier SÃ¸rensen,Colin ApS,Ernst & Young Godkendt Revisionspartnerselskab,126.0,"KÃ¸benhavn, den",,KÃ¸benhavn,2014-09-30,2013-10-01,2015-03-20,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5140530,indberetninger-20180424,2.5118406,29195412.0,,2018-03-30T11:12:31.270Z,2015-04-21T12:42:17.578Z,regnskab,0.0,,2014-09-30,2013-10-01,X15-AA-87-XP,2015-04-21T12:42:17.620Z,,,,,,,,,,,126000.0,,,,,,,,,,,,,,,,,,,,
29195412,2014-09-30,2014-09-30,c7,,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JhL2NkLzE3L2VjMWEtNDk4YS1hOTdjLTkxZDFjMGRkNTkzMQ.pdf,http://regnskaber.virk.dk/21459192/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzQwL2U1Lzg3LzJkMDktNGJmYi05MjM2LWNhMTE3NTE1M2Y0NQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,KÃ¸benhavn K,1057.0,"14, 2. tv.",Holbergsgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-03-20,2015-03-20,2005-12-02,2015-03-20,statsaut. revisor,29195412.0,30700228.0,Ãrsrapport,Henrik Reedtz,Ole Meier SÃ¸rensen,Colin ApS,Ernst & Young Godkendt Revisionspartnerselskab,126.0,"KÃ¸benhavn, den",,KÃ¸benhavn,2014-09-30,2013-10-01,2015-03-20,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5140530,indberetninger-20180424,2.5118406,29195412.0,,2018-03-30T11:12:31.270Z,2015-04-21T12:42:17.578Z,regnskab,0.0,,2014-09-30,2013-10-01,X15-AA-87-XP,2015-04-21T12:42:17.620Z,,,,,,,,,,,,110964806.0,7256044.0,126000.0,7279906.0,25864220.0,110964806.0,85100586.0,103684900.0,84956871.0,84956871.0,103684900.0,103684900.0,143715.0,23862.0,-11625780.0,37364000.0,143715.0,23862.0,,
