entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfPropertyPlantAndEquipment,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfMemberOfExecutiveBoard
31484588,2017-10-01,2017-10-01,c195,,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzRmLzM2LzVkLzQwMzQtNDRiYi1hYmQ0LWU5YTFjNjYzY2VlNg.pdf,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzQ3LzNkL2FjL2QyNmYtNDFmNy1iNjNmLWY4YjVlZTJlMjAyMA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn,2100.0,107.0,LersÃ¸ ParkallÃ©,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 30 September 2018 and of the company's results of its activities in the financial year 1 October 2017 to 30 September 2018.",2019-03-06,2019-03-06,2008-06-10,2019-03-06,statsautoriseret revisor,info@dk.gt.com,23099193.0,34209936.0,31484588.0,34209936.0,mne34491,The executive board has today presented the annual report of 63 Avenue des Champs Elysees Paris VIII (II) ApS for the financial year 1 October 2017 to 30 September 2018.,Ãrsrapport,0.0,618165.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Morten GrÃ¸nbek,Mads Harboe NÃ¸rring,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",63 Avenue des Champs Elysees Paris VIII (II) ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2016-10-01,2017-09-30,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-09-30,2017-10-01,6000000.0,2019-03-06,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26790908,indberetninger-20180424,2.5124211,31484588.0,AWlYkHiqRYGX6_YTFpiK,2019-03-07T14:31:17.978Z,2019-03-07T14:30:56.254Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-GE,2019-03-07T14:30:56.477Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31484588,2017-10-01,2018-09-30,c1,,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzRmLzM2LzVkLzQwMzQtNDRiYi1hYmQ0LWU5YTFjNjYzY2VlNg.pdf,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzQ3LzNkL2FjL2QyNmYtNDFmNy1iNjNmLWY4YjVlZTJlMjAyMA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn,2100.0,107.0,LersÃ¸ ParkallÃ©,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 30 September 2018 and of the company's results of its activities in the financial year 1 October 2017 to 30 September 2018.",2019-03-06,2019-03-06,2008-06-10,2019-03-06,statsautoriseret revisor,info@dk.gt.com,,34209936.0,31484588.0,34209936.0,mne34491,The executive board has today presented the annual report of 63 Avenue des Champs Elysees Paris VIII (II) ApS for the financial year 1 October 2017 to 30 September 2018.,Ãrsrapport,0.0,618165.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Morten GrÃ¸nbek,Mads Harboe NÃ¸rring,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",63 Avenue des Champs Elysees Paris VIII (II) ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2016-10-01,2017-09-30,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-09-30,2017-10-01,6000000.0,2019-03-06,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26790908,indberetninger-20180424,2.5124211,31484588.0,AWlYkHiqRYGX6_YTFpiK,2019-03-07T14:31:17.978Z,2019-03-07T14:30:56.254Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-GE,2019-03-07T14:30:56.477Z,3536886.0,6000000.0,1269596.0,763240.0,6506356.0,7269596.0,2969470.0,,,,,,,,,,,,,,,,,,,,,,,
31484588,2017-10-01,2018-09-30,c119,,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzRmLzM2LzVkLzQwMzQtNDRiYi1hYmQ0LWU5YTFjNjYzY2VlNg.pdf,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzQ3LzNkL2FjL2QyNmYtNDFmNy1iNjNmLWY4YjVlZTJlMjAyMA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn,2100.0,107.0,LersÃ¸ ParkallÃ©,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 30 September 2018 and of the company's results of its activities in the financial year 1 October 2017 to 30 September 2018.",2019-03-06,2019-03-06,2008-06-10,2019-03-06,statsautoriseret revisor,info@dk.gt.com,,34209936.0,31484588.0,34209936.0,mne34491,The executive board has today presented the annual report of 63 Avenue des Champs Elysees Paris VIII (II) ApS for the financial year 1 October 2017 to 30 September 2018.,Ãrsrapport,0.0,618165.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Morten GrÃ¸nbek,Mads Harboe NÃ¸rring,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",63 Avenue des Champs Elysees Paris VIII (II) ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2016-10-01,2017-09-30,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-09-30,2017-10-01,6000000.0,2019-03-06,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26790908,indberetninger-20180424,2.5124211,31484588.0,AWlYkHiqRYGX6_YTFpiK,2019-03-07T14:31:17.978Z,2019-03-07T14:30:56.254Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-GE,2019-03-07T14:30:56.477Z,3536886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31484588,2017-10-01,2018-09-30,c149,,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzRmLzM2LzVkLzQwMzQtNDRiYi1hYmQ0LWU5YTFjNjYzY2VlNg.pdf,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzQ3LzNkL2FjL2QyNmYtNDFmNy1iNjNmLWY4YjVlZTJlMjAyMA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn,2100.0,107.0,LersÃ¸ ParkallÃ©,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 30 September 2018 and of the company's results of its activities in the financial year 1 October 2017 to 30 September 2018.",2019-03-06,2019-03-06,2008-06-10,2019-03-06,statsautoriseret revisor,info@dk.gt.com,,34209936.0,31484588.0,34209936.0,mne34491,The executive board has today presented the annual report of 63 Avenue des Champs Elysees Paris VIII (II) ApS for the financial year 1 October 2017 to 30 September 2018.,Ãrsrapport,0.0,618165.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Morten GrÃ¸nbek,Mads Harboe NÃ¸rring,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",63 Avenue des Champs Elysees Paris VIII (II) ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2016-10-01,2017-09-30,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-09-30,2017-10-01,6000000.0,2019-03-06,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26790908,indberetninger-20180424,2.5124211,31484588.0,AWlYkHiqRYGX6_YTFpiK,2019-03-07T14:31:17.978Z,2019-03-07T14:30:56.254Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-GE,2019-03-07T14:30:56.477Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31484588,2017-10-01,2018-09-30,c196,,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzRmLzM2LzVkLzQwMzQtNDRiYi1hYmQ0LWU5YTFjNjYzY2VlNg.pdf,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzQ3LzNkL2FjL2QyNmYtNDFmNy1iNjNmLWY4YjVlZTJlMjAyMA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn,2100.0,107.0,LersÃ¸ ParkallÃ©,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 30 September 2018 and of the company's results of its activities in the financial year 1 October 2017 to 30 September 2018.",2019-03-06,2019-03-06,2008-06-10,2019-03-06,statsautoriseret revisor,info@dk.gt.com,,34209936.0,31484588.0,34209936.0,mne34491,The executive board has today presented the annual report of 63 Avenue des Champs Elysees Paris VIII (II) ApS for the financial year 1 October 2017 to 30 September 2018.,Ãrsrapport,0.0,618165.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Morten GrÃ¸nbek,Mads Harboe NÃ¸rring,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",63 Avenue des Champs Elysees Paris VIII (II) ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2016-10-01,2017-09-30,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-09-30,2017-10-01,6000000.0,2019-03-06,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26790908,indberetninger-20180424,2.5124211,31484588.0,AWlYkHiqRYGX6_YTFpiK,2019-03-07T14:31:17.978Z,2019-03-07T14:30:56.254Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-GE,2019-03-07T14:30:56.477Z,3536886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31484588,2017-10-01,2018-09-30,c69,,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzRmLzM2LzVkLzQwMzQtNDRiYi1hYmQ0LWU5YTFjNjYzY2VlNg.pdf,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzQ3LzNkL2FjL2QyNmYtNDFmNy1iNjNmLWY4YjVlZTJlMjAyMA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn,2100.0,107.0,LersÃ¸ ParkallÃ©,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 30 September 2018 and of the company's results of its activities in the financial year 1 October 2017 to 30 September 2018.",2019-03-06,2019-03-06,2008-06-10,2019-03-06,statsautoriseret revisor,info@dk.gt.com,,34209936.0,31484588.0,34209936.0,mne34491,The executive board has today presented the annual report of 63 Avenue des Champs Elysees Paris VIII (II) ApS for the financial year 1 October 2017 to 30 September 2018.,Ãrsrapport,0.0,618165.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Morten GrÃ¸nbek,Mads Harboe NÃ¸rring,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",63 Avenue des Champs Elysees Paris VIII (II) ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2016-10-01,2017-09-30,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-09-30,2017-10-01,6000000.0,2019-03-06,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26790908,indberetninger-20180424,2.5124211,31484588.0,AWlYkHiqRYGX6_YTFpiK,2019-03-07T14:31:17.978Z,2019-03-07T14:30:56.254Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-GE,2019-03-07T14:30:56.477Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mads Harboe NÃ¸rring
31484588,2017-10-01,2018-09-30,c70,,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzRmLzM2LzVkLzQwMzQtNDRiYi1hYmQ0LWU5YTFjNjYzY2VlNg.pdf,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzQ3LzNkL2FjL2QyNmYtNDFmNy1iNjNmLWY4YjVlZTJlMjAyMA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn,2100.0,107.0,LersÃ¸ ParkallÃ©,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 30 September 2018 and of the company's results of its activities in the financial year 1 October 2017 to 30 September 2018.",2019-03-06,2019-03-06,2008-06-10,2019-03-06,statsautoriseret revisor,info@dk.gt.com,,34209936.0,31484588.0,34209936.0,mne34491,The executive board has today presented the annual report of 63 Avenue des Champs Elysees Paris VIII (II) ApS for the financial year 1 October 2017 to 30 September 2018.,Ãrsrapport,0.0,618165.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Morten GrÃ¸nbek,Mads Harboe NÃ¸rring,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",63 Avenue des Champs Elysees Paris VIII (II) ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2016-10-01,2017-09-30,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-09-30,2017-10-01,6000000.0,2019-03-06,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26790908,indberetninger-20180424,2.5124211,31484588.0,AWlYkHiqRYGX6_YTFpiK,2019-03-07T14:31:17.978Z,2019-03-07T14:30:56.254Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-GE,2019-03-07T14:30:56.477Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastien Boudreau
31484588,2017-10-01,2018-09-30,c87,,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzRmLzM2LzVkLzQwMzQtNDRiYi1hYmQ0LWU5YTFjNjYzY2VlNg.pdf,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzQ3LzNkL2FjL2QyNmYtNDFmNy1iNjNmLWY4YjVlZTJlMjAyMA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn,2100.0,107.0,LersÃ¸ ParkallÃ©,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 30 September 2018 and of the company's results of its activities in the financial year 1 October 2017 to 30 September 2018.",2019-03-06,2019-03-06,2008-06-10,2019-03-06,statsautoriseret revisor,info@dk.gt.com,,34209936.0,31484588.0,34209936.0,mne34491,The executive board has today presented the annual report of 63 Avenue des Champs Elysees Paris VIII (II) ApS for the financial year 1 October 2017 to 30 September 2018.,Ãrsrapport,0.0,618165.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Morten GrÃ¸nbek,Mads Harboe NÃ¸rring,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",63 Avenue des Champs Elysees Paris VIII (II) ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2016-10-01,2017-09-30,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-09-30,2017-10-01,6000000.0,2019-03-06,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26790908,indberetninger-20180424,2.5124211,31484588.0,AWlYkHiqRYGX6_YTFpiK,2019-03-07T14:31:17.978Z,2019-03-07T14:30:56.254Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-GE,2019-03-07T14:30:56.477Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31484588,2018-09-30,2018-09-30,c150,,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzRmLzM2LzVkLzQwMzQtNDRiYi1hYmQ0LWU5YTFjNjYzY2VlNg.pdf,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzQ3LzNkL2FjL2QyNmYtNDFmNy1iNjNmLWY4YjVlZTJlMjAyMA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn,2100.0,107.0,LersÃ¸ ParkallÃ©,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 30 September 2018 and of the company's results of its activities in the financial year 1 October 2017 to 30 September 2018.",2019-03-06,2019-03-06,2008-06-10,2019-03-06,statsautoriseret revisor,info@dk.gt.com,,34209936.0,31484588.0,34209936.0,mne34491,The executive board has today presented the annual report of 63 Avenue des Champs Elysees Paris VIII (II) ApS for the financial year 1 October 2017 to 30 September 2018.,Ãrsrapport,0.0,618165.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Morten GrÃ¸nbek,Mads Harboe NÃ¸rring,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",63 Avenue des Champs Elysees Paris VIII (II) ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2016-10-01,2017-09-30,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-09-30,2017-10-01,6000000.0,2019-03-06,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26790908,indberetninger-20180424,2.5124211,31484588.0,AWlYkHiqRYGX6_YTFpiK,2019-03-07T14:31:17.978Z,2019-03-07T14:30:56.254Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-GE,2019-03-07T14:30:56.477Z,,,,,,,,,,,,,,,,,,,,66000000.0,,,,,,,,28038828.0,37961172.0,
31484588,2018-09-30,2018-09-30,c179,,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzRmLzM2LzVkLzQwMzQtNDRiYi1hYmQ0LWU5YTFjNjYzY2VlNg.pdf,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzQ3LzNkL2FjL2QyNmYtNDFmNy1iNjNmLWY4YjVlZTJlMjAyMA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn,2100.0,107.0,LersÃ¸ ParkallÃ©,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 30 September 2018 and of the company's results of its activities in the financial year 1 October 2017 to 30 September 2018.",2019-03-06,2019-03-06,2008-06-10,2019-03-06,statsautoriseret revisor,info@dk.gt.com,17000.0,34209936.0,31484588.0,34209936.0,mne34491,The executive board has today presented the annual report of 63 Avenue des Champs Elysees Paris VIII (II) ApS for the financial year 1 October 2017 to 30 September 2018.,Ãrsrapport,0.0,618165.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Morten GrÃ¸nbek,Mads Harboe NÃ¸rring,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",63 Avenue des Champs Elysees Paris VIII (II) ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2016-10-01,2017-09-30,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-09-30,2017-10-01,6000000.0,2019-03-06,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26790908,indberetninger-20180424,2.5124211,31484588.0,AWlYkHiqRYGX6_YTFpiK,2019-03-07T14:31:17.978Z,2019-03-07T14:30:56.254Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-GE,2019-03-07T14:30:56.477Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31484588,2018-09-30,2018-09-30,c197,,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzRmLzM2LzVkLzQwMzQtNDRiYi1hYmQ0LWU5YTFjNjYzY2VlNg.pdf,http://regnskaber.virk.dk/88548413/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzQ3LzNkL2FjL2QyNmYtNDFmNy1iNjNmLWY4YjVlZTJlMjAyMA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn,2100.0,107.0,LersÃ¸ ParkallÃ©,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 30 September 2018 and of the company's results of its activities in the financial year 1 October 2017 to 30 September 2018.",2019-03-06,2019-03-06,2008-06-10,2019-03-06,statsautoriseret revisor,info@dk.gt.com,26636079.0,34209936.0,31484588.0,34209936.0,mne34491,The executive board has today presented the annual report of 63 Avenue des Champs Elysees Paris VIII (II) ApS for the financial year 1 October 2017 to 30 September 2018.,Ãrsrapport,0.0,618165.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Morten GrÃ¸nbek,Mads Harboe NÃ¸rring,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",63 Avenue des Champs Elysees Paris VIII (II) ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2016-10-01,2017-09-30,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-09-30,2017-10-01,6000000.0,2019-03-06,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26790908,indberetninger-20180424,2.5124211,31484588.0,AWlYkHiqRYGX6_YTFpiK,2019-03-07T14:31:17.978Z,2019-03-07T14:30:56.254Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-GE,2019-03-07T14:30:56.477Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
