entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,EmployeeBenefitsExpense,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm
entity identifier,2012-01-01,2012-12-31,ID_19,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8vcGRmcy81ODE1MDYxNDtBL1M3OTIwOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8veGJybHMvWC0xMDI4RTUzQS0yMDEzMDUyNF8wOTMyNDJfODAz.xml,"Glostrup, 2600",Park Alle 295,"2605, BrÃ¸ndby",Park Alle 295,Til kapitalejerne i GE Lighting A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,1925-12-10,2013-05-20,support.dansk@gelighting.com,,www.gelighting.com,58150614.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar -  31. december 2012 for GE Lighting A/S.,Ãrsrapport,Christian Knappe,Bernadett  Hederics,GE Lighting A/S,"GE International Inc, USA, Filial i Danmark",,,,,,,"0161, Glostrup",2012-12-31,2012-01-01,,2013-05-20,KÃ¸benhavn,Administrerende direktÃ¸r/Bestyrelsesmedlem,urn:ofk:oid:19604081,indberetninger-20180424,2.5124266,58150614.0,,2018-04-01T19:58:39.743Z,2013-05-23T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-8.799,2013-05-23T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_2,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8vcGRmcy81ODE1MDYxNDtBL1M3OTIwOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8veGJybHMvWC0xMDI4RTUzQS0yMDEzMDUyNF8wOTMyNDJfODAz.xml,"Glostrup, 2600",Park Alle 295,"2605, BrÃ¸ndby",Park Alle 295,Til kapitalejerne i GE Lighting A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,1925-12-10,2013-05-20,support.dansk@gelighting.com,,www.gelighting.com,58150614.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar -  31. december 2012 for GE Lighting A/S.,Ãrsrapport,Christian Knappe,Bernadett  Hederics,GE Lighting A/S,"GE International Inc, USA, Filial i Danmark",,,,,,,"0161, Glostrup",2012-12-31,2012-01-01,,2013-05-20,KÃ¸benhavn,Administrerende direktÃ¸r/Bestyrelsesmedlem,urn:ofk:oid:19604081,indberetninger-20180424,2.5124266,58150614.0,,2018-04-01T19:58:39.743Z,2013-05-23T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-8.799,2013-05-23T22:00:00.000Z,,,,,,,,,,,,,,,Agostino Renna,Bestyrelsesformand,,,
entity identifier,2012-01-01,2012-12-31,ID_20,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8vcGRmcy81ODE1MDYxNDtBL1M3OTIwOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8veGJybHMvWC0xMDI4RTUzQS0yMDEzMDUyNF8wOTMyNDJfODAz.xml,"Glostrup, 2600",Park Alle 295,"2605, BrÃ¸ndby",Park Alle 295,Til kapitalejerne i GE Lighting A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,1925-12-10,2013-05-20,support.dansk@gelighting.com,,www.gelighting.com,58150614.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar -  31. december 2012 for GE Lighting A/S.,Ãrsrapport,Christian Knappe,Bernadett  Hederics,GE Lighting A/S,"GE International Inc, USA, Filial i Danmark",,,,,,,"0161, Glostrup",2012-12-31,2012-01-01,,2013-05-20,KÃ¸benhavn,Administrerende direktÃ¸r/Bestyrelsesmedlem,urn:ofk:oid:19604081,indberetninger-20180424,2.5124266,58150614.0,,2018-04-01T19:58:39.743Z,2013-05-23T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-8.799,2013-05-23T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_21,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8vcGRmcy81ODE1MDYxNDtBL1M3OTIwOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8veGJybHMvWC0xMDI4RTUzQS0yMDEzMDUyNF8wOTMyNDJfODAz.xml,"Glostrup, 2600",Park Alle 295,"2605, BrÃ¸ndby",Park Alle 295,Til kapitalejerne i GE Lighting A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,1925-12-10,2013-05-20,support.dansk@gelighting.com,,www.gelighting.com,58150614.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar -  31. december 2012 for GE Lighting A/S.,Ãrsrapport,Christian Knappe,Bernadett  Hederics,GE Lighting A/S,"GE International Inc, USA, Filial i Danmark",,,,,,,"0161, Glostrup",2012-12-31,2012-01-01,,2013-05-20,KÃ¸benhavn,Administrerende direktÃ¸r/Bestyrelsesmedlem,urn:ofk:oid:19604081,indberetninger-20180424,2.5124266,58150614.0,,2018-04-01T19:58:39.743Z,2013-05-23T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-8.799,2013-05-23T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_3,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8vcGRmcy81ODE1MDYxNDtBL1M3OTIwOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8veGJybHMvWC0xMDI4RTUzQS0yMDEzMDUyNF8wOTMyNDJfODAz.xml,"Glostrup, 2600",Park Alle 295,"2605, BrÃ¸ndby",Park Alle 295,Til kapitalejerne i GE Lighting A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,1925-12-10,2013-05-20,support.dansk@gelighting.com,,www.gelighting.com,58150614.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar -  31. december 2012 for GE Lighting A/S.,Ãrsrapport,Christian Knappe,Bernadett  Hederics,GE Lighting A/S,"GE International Inc, USA, Filial i Danmark",,,,,,,"0161, Glostrup",2012-12-31,2012-01-01,,2013-05-20,KÃ¸benhavn,Administrerende direktÃ¸r/Bestyrelsesmedlem,urn:ofk:oid:19604081,indberetninger-20180424,2.5124266,58150614.0,,2018-04-01T19:58:39.743Z,2013-05-23T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-8.799,2013-05-23T22:00:00.000Z,,,,,,,,,,,,,,,Bernadett  Hederics,Administrerende direktÃ¸r/Bestyrelsesmedlem,,,
entity identifier,2012-01-01,2012-12-31,ID_4,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8vcGRmcy81ODE1MDYxNDtBL1M3OTIwOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8veGJybHMvWC0xMDI4RTUzQS0yMDEzMDUyNF8wOTMyNDJfODAz.xml,"Glostrup, 2600",Park Alle 295,"2605, BrÃ¸ndby",Park Alle 295,Til kapitalejerne i GE Lighting A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,1925-12-10,2013-05-20,support.dansk@gelighting.com,,www.gelighting.com,58150614.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar -  31. december 2012 for GE Lighting A/S.,Ãrsrapport,Christian Knappe,Bernadett  Hederics,GE Lighting A/S,"GE International Inc, USA, Filial i Danmark",,,,,,,"0161, Glostrup",2012-12-31,2012-01-01,,2013-05-20,KÃ¸benhavn,Administrerende direktÃ¸r/Bestyrelsesmedlem,urn:ofk:oid:19604081,indberetninger-20180424,2.5124266,58150614.0,,2018-04-01T19:58:39.743Z,2013-05-23T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-8.799,2013-05-23T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_5,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8vcGRmcy81ODE1MDYxNDtBL1M3OTIwOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8veGJybHMvWC0xMDI4RTUzQS0yMDEzMDUyNF8wOTMyNDJfODAz.xml,"Glostrup, 2600",Park Alle 295,"2605, BrÃ¸ndby",Park Alle 295,Til kapitalejerne i GE Lighting A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,1925-12-10,2013-05-20,support.dansk@gelighting.com,,www.gelighting.com,58150614.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar -  31. december 2012 for GE Lighting A/S.,Ãrsrapport,Christian Knappe,Bernadett  Hederics,GE Lighting A/S,"GE International Inc, USA, Filial i Danmark",,,,,,,"0161, Glostrup",2012-12-31,2012-01-01,,2013-05-20,KÃ¸benhavn,Administrerende direktÃ¸r/Bestyrelsesmedlem,urn:ofk:oid:19604081,indberetninger-20180424,2.5124266,58150614.0,,2018-04-01T19:58:39.743Z,2013-05-23T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-8.799,2013-05-23T22:00:00.000Z,,,,,,,,,,,,,,,Hans Niclas SteÃ©n,Bestyrelsesmedlem,,,
entity identifier,2012-01-01,2012-12-31,ID_6,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8vcGRmcy81ODE1MDYxNDtBL1M3OTIwOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8veGJybHMvWC0xMDI4RTUzQS0yMDEzMDUyNF8wOTMyNDJfODAz.xml,"Glostrup, 2600",Park Alle 295,"2605, BrÃ¸ndby",Park Alle 295,Til kapitalejerne i GE Lighting A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,1925-12-10,2013-05-20,support.dansk@gelighting.com,,www.gelighting.com,58150614.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar -  31. december 2012 for GE Lighting A/S.,Ãrsrapport,Christian Knappe,Bernadett  Hederics,GE Lighting A/S,"GE International Inc, USA, Filial i Danmark",,,,,,,"0161, Glostrup",2012-12-31,2012-01-01,,2013-05-20,KÃ¸benhavn,Administrerende direktÃ¸r/Bestyrelsesmedlem,urn:ofk:oid:19604081,indberetninger-20180424,2.5124266,58150614.0,,2018-04-01T19:58:39.743Z,2013-05-23T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-8.799,2013-05-23T22:00:00.000Z,,,,,,,,,,,,,,,,,Statsautoriseret revisor,Per Gunslev,"KPMG, Statsautoriseret revisionspartnerselskab"
entity identifier,2012-01-01,2012-12-31,ID_7,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8vcGRmcy81ODE1MDYxNDtBL1M3OTIwOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8veGJybHMvWC0xMDI4RTUzQS0yMDEzMDUyNF8wOTMyNDJfODAz.xml,"Glostrup, 2600",Park Alle 295,"2605, BrÃ¸ndby",Park Alle 295,Til kapitalejerne i GE Lighting A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,1925-12-10,2013-05-20,support.dansk@gelighting.com,,www.gelighting.com,58150614.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar -  31. december 2012 for GE Lighting A/S.,Ãrsrapport,Christian Knappe,Bernadett  Hederics,GE Lighting A/S,"GE International Inc, USA, Filial i Danmark",,,,,,,"0161, Glostrup",2012-12-31,2012-01-01,,2013-05-20,KÃ¸benhavn,Administrerende direktÃ¸r/Bestyrelsesmedlem,urn:ofk:oid:19604081,indberetninger-20180424,2.5124266,58150614.0,,2018-04-01T19:58:39.743Z,2013-05-23T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-8.799,2013-05-23T22:00:00.000Z,,,,,,,,,,,,,,,,,Statsautoriseret revisor,Bo Leinum,"KPMG, Statsautoriseret revisionspartnerselskab"
entity identifier,2012-01-01,2012-12-31,ID_8,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8vcGRmcy81ODE1MDYxNDtBL1M3OTIwOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8veGJybHMvWC0xMDI4RTUzQS0yMDEzMDUyNF8wOTMyNDJfODAz.xml,"Glostrup, 2600",Park Alle 295,"2605, BrÃ¸ndby",Park Alle 295,Til kapitalejerne i GE Lighting A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,1925-12-10,2013-05-20,support.dansk@gelighting.com,,www.gelighting.com,58150614.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar -  31. december 2012 for GE Lighting A/S.,Ãrsrapport,Christian Knappe,Bernadett  Hederics,GE Lighting A/S,"GE International Inc, USA, Filial i Danmark",,,,,,,"0161, Glostrup",2012-12-31,2012-01-01,,2013-05-20,KÃ¸benhavn,Administrerende direktÃ¸r/Bestyrelsesmedlem,urn:ofk:oid:19604081,indberetninger-20180424,2.5124266,58150614.0,,2018-04-01T19:58:39.743Z,2013-05-23T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-8.799,2013-05-23T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_9,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8vcGRmcy81ODE1MDYxNDtBL1M3OTIwOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8veGJybHMvWC0xMDI4RTUzQS0yMDEzMDUyNF8wOTMyNDJfODAz.xml,"Glostrup, 2600",Park Alle 295,"2605, BrÃ¸ndby",Park Alle 295,Til kapitalejerne i GE Lighting A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,1925-12-10,2013-05-20,support.dansk@gelighting.com,,www.gelighting.com,58150614.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar -  31. december 2012 for GE Lighting A/S.,Ãrsrapport,Christian Knappe,Bernadett  Hederics,GE Lighting A/S,"GE International Inc, USA, Filial i Danmark",,,,,,,"0161, Glostrup",2012-12-31,2012-01-01,,2013-05-20,KÃ¸benhavn,Administrerende direktÃ¸r/Bestyrelsesmedlem,urn:ofk:oid:19604081,indberetninger-20180424,2.5124266,58150614.0,,2018-04-01T19:58:39.743Z,2013-05-23T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-8.799,2013-05-23T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
entity identifier,2012-12-31,2012-12-31,ID_17,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8vcGRmcy81ODE1MDYxNDtBL1M3OTIwOzIwMTIwMTAxOzIwMTIxMjMxO1I7Ug.pdf,http://regnskaber.virk.dk/41605185/Y3ZyLmRrOi8veGJybHMvWC0xMDI4RTUzQS0yMDEzMDUyNF8wOTMyNDJfODAz.xml,"Glostrup, 2600",Park Alle 295,"2605, BrÃ¸ndby",Park Alle 295,Til kapitalejerne i GE Lighting A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,1925-12-10,2013-05-20,support.dansk@gelighting.com,,www.gelighting.com,58150614.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar -  31. december 2012 for GE Lighting A/S.,Ãrsrapport,Christian Knappe,Bernadett  Hederics,GE Lighting A/S,"GE International Inc, USA, Filial i Danmark",,,,,,,"0161, Glostrup",2012-12-31,2012-01-01,,2013-05-20,KÃ¸benhavn,Administrerende direktÃ¸r/Bestyrelsesmedlem,urn:ofk:oid:19604081,indberetninger-20180424,2.5124266,58150614.0,,2018-04-01T19:58:39.743Z,2013-05-23T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-8.799,2013-05-23T22:00:00.000Z,379995.0,-1000.0,379995.0,-3464.0,-379995.0,-376531.0,-2464.0,-376531.0,-374511.0,379995.0,377197.0,-138.0,-1.0,2798.0,,,,,
