entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,ProposedDividendRecognisedInEquity,ReserveForEntrepreneurialCompany,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement
35681310,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2Y2LzRhL2I4LzE1NWItNDc5ZS1iYjBmLTE0ZDU0ZjA5ZWQyYQ.xhtml,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2FlL2YyL2VlL2M3M2YtNGRjMi04NWMwLWUxOWQ0Y2VhOTk3OA.pdf,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2Y1L2M2LzU5LzZjYjEtNDA3MS1hYjliLTZkMmYyM2U1ZDQwMQ.xml,true,Danmark,DK,GrenÃ¥,8500.0,5.0,Torvet,Aarhus C,8000.0,9.0,Dyrehavevej,8000 Aarhus C,Dyrehavevej 9,"Regnskabsklasse B, mikrovirksomhed",2017-02-25,2017-02-25,0.0,7000.0,35681310.0,7000.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ruben VÃ¦rum,Ruben VÃ¦rum,Djurslands Bank,VÃRUM GROUP IVS,Ruben VÃ¦rum,767.0,Aarhus C,2015-01-01,2015-12-31,6233.0,6233.0,7000.0,2016-12-31,2016-01-01,false,false,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,0.0,false,Ingen bistand,urn:ofk:oid:23519256,indberetninger-20180424,2.5953592999999997,35681310.0,,2018-03-27T17:59:56.556Z,2017-02-25T12:54:49.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-19-BE,2017-02-25T12:54:50.040Z,,,,,,,,,,,,,,,,
35681310,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2Y2LzRhL2I4LzE1NWItNDc5ZS1iYjBmLTE0ZDU0ZjA5ZWQyYQ.xhtml,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2FlL2YyL2VlL2M3M2YtNGRjMi04NWMwLWUxOWQ0Y2VhOTk3OA.pdf,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2Y1L2M2LzU5LzZjYjEtNDA3MS1hYjliLTZkMmYyM2U1ZDQwMQ.xml,true,Danmark,DK,GrenÃ¥,8500.0,5.0,Torvet,Aarhus C,8000.0,9.0,Dyrehavevej,8000 Aarhus C,Dyrehavevej 9,"Regnskabsklasse B, mikrovirksomhed",2017-02-25,2017-02-25,,,35681310.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ruben VÃ¦rum,Ruben VÃ¦rum,Djurslands Bank,VÃRUM GROUP IVS,Ruben VÃ¦rum,,Aarhus C,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,Ingen bistand,urn:ofk:oid:23519256,indberetninger-20180424,2.5953592999999997,35681310.0,,2018-03-27T17:59:56.556Z,2017-02-25T12:54:49.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-19-BE,2017-02-25T12:54:50.040Z,,,,,,,,,,,,,,,,
35681310,2016-01-01,2016-12-31,c16,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2Y2LzRhL2I4LzE1NWItNDc5ZS1iYjBmLTE0ZDU0ZjA5ZWQyYQ.xhtml,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2FlL2YyL2VlL2M3M2YtNGRjMi04NWMwLWUxOWQ0Y2VhOTk3OA.pdf,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2Y1L2M2LzU5LzZjYjEtNDA3MS1hYjliLTZkMmYyM2U1ZDQwMQ.xml,true,Danmark,DK,GrenÃ¥,8500.0,5.0,Torvet,Aarhus C,8000.0,9.0,Dyrehavevej,8000 Aarhus C,Dyrehavevej 9,"Regnskabsklasse B, mikrovirksomhed",2017-02-25,2017-02-25,,,35681310.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ruben VÃ¦rum,Ruben VÃ¦rum,Djurslands Bank,VÃRUM GROUP IVS,Ruben VÃ¦rum,,Aarhus C,2015-01-01,2015-12-31,7000.0,,,2016-12-31,2016-01-01,false,false,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,Ingen bistand,urn:ofk:oid:23519256,indberetninger-20180424,2.5953592999999997,35681310.0,,2018-03-27T17:59:56.556Z,2017-02-25T12:54:49.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-19-BE,2017-02-25T12:54:50.040Z,,,,,,,,,,,,,,,,
35681310,2016-01-01,2016-12-31,c17,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2Y2LzRhL2I4LzE1NWItNDc5ZS1iYjBmLTE0ZDU0ZjA5ZWQyYQ.xhtml,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2FlL2YyL2VlL2M3M2YtNGRjMi04NWMwLWUxOWQ0Y2VhOTk3OA.pdf,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2Y1L2M2LzU5LzZjYjEtNDA3MS1hYjliLTZkMmYyM2U1ZDQwMQ.xml,true,Danmark,DK,GrenÃ¥,8500.0,5.0,Torvet,Aarhus C,8000.0,9.0,Dyrehavevej,8000 Aarhus C,Dyrehavevej 9,"Regnskabsklasse B, mikrovirksomhed",2017-02-25,2017-02-25,,,35681310.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ruben VÃ¦rum,Ruben VÃ¦rum,Djurslands Bank,VÃRUM GROUP IVS,Ruben VÃ¦rum,,Aarhus C,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,false,false,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,Ingen bistand,urn:ofk:oid:23519256,indberetninger-20180424,2.5953592999999997,35681310.0,,2018-03-27T17:59:56.556Z,2017-02-25T12:54:49.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-19-BE,2017-02-25T12:54:50.040Z,,,,,,,,,,,,,,,,
35681310,2016-01-01,2016-12-31,c18,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2Y2LzRhL2I4LzE1NWItNDc5ZS1iYjBmLTE0ZDU0ZjA5ZWQyYQ.xhtml,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2FlL2YyL2VlL2M3M2YtNGRjMi04NWMwLWUxOWQ0Y2VhOTk3OA.pdf,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2Y1L2M2LzU5LzZjYjEtNDA3MS1hYjliLTZkMmYyM2U1ZDQwMQ.xml,true,Danmark,DK,GrenÃ¥,8500.0,5.0,Torvet,Aarhus C,8000.0,9.0,Dyrehavevej,8000 Aarhus C,Dyrehavevej 9,"Regnskabsklasse B, mikrovirksomhed",2017-02-25,2017-02-25,,,35681310.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ruben VÃ¦rum,Ruben VÃ¦rum,Djurslands Bank,VÃRUM GROUP IVS,Ruben VÃ¦rum,,Aarhus C,2015-01-01,2015-12-31,-767.0,,,2016-12-31,2016-01-01,false,false,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,Ingen bistand,urn:ofk:oid:23519256,indberetninger-20180424,2.5953592999999997,35681310.0,,2018-03-27T17:59:56.556Z,2017-02-25T12:54:49.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-19-BE,2017-02-25T12:54:50.040Z,,,,,,,,,,,,,,,,
35681310,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2Y2LzRhL2I4LzE1NWItNDc5ZS1iYjBmLTE0ZDU0ZjA5ZWQyYQ.xhtml,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2FlL2YyL2VlL2M3M2YtNGRjMi04NWMwLWUxOWQ0Y2VhOTk3OA.pdf,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2Y1L2M2LzU5LzZjYjEtNDA3MS1hYjliLTZkMmYyM2U1ZDQwMQ.xml,true,Danmark,DK,GrenÃ¥,8500.0,5.0,Torvet,Aarhus C,8000.0,9.0,Dyrehavevej,8000 Aarhus C,Dyrehavevej 9,"Regnskabsklasse B, mikrovirksomhed",2017-02-25,2017-02-25,,,35681310.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ruben VÃ¦rum,Ruben VÃ¦rum,Djurslands Bank,VÃRUM GROUP IVS,Ruben VÃ¦rum,,Aarhus C,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,false,false,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,Ingen bistand,urn:ofk:oid:23519256,indberetninger-20180424,2.5953592999999997,35681310.0,,2018-03-27T17:59:56.556Z,2017-02-25T12:54:49.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-19-BE,2017-02-25T12:54:50.040Z,,,,,,,,,,,,,,,,
35681310,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2Y2LzRhL2I4LzE1NWItNDc5ZS1iYjBmLTE0ZDU0ZjA5ZWQyYQ.xhtml,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2FlL2YyL2VlL2M3M2YtNGRjMi04NWMwLWUxOWQ0Y2VhOTk3OA.pdf,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2Y1L2M2LzU5LzZjYjEtNDA3MS1hYjliLTZkMmYyM2U1ZDQwMQ.xml,true,Danmark,DK,GrenÃ¥,8500.0,5.0,Torvet,Aarhus C,8000.0,9.0,Dyrehavevej,8000 Aarhus C,Dyrehavevej 9,"Regnskabsklasse B, mikrovirksomhed",2017-02-25,2017-02-25,,,35681310.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ruben VÃ¦rum,Ruben VÃ¦rum,Djurslands Bank,VÃRUM GROUP IVS,Ruben VÃ¦rum,,Aarhus C,2015-01-01,2015-12-31,7000.0,,,2016-12-31,2016-01-01,false,false,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,Ingen bistand,urn:ofk:oid:23519256,indberetninger-20180424,2.5953592999999997,35681310.0,,2018-03-27T17:59:56.556Z,2017-02-25T12:54:49.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-19-BE,2017-02-25T12:54:50.040Z,,,,,,,,,,,,,,,,
35681310,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2Y2LzRhL2I4LzE1NWItNDc5ZS1iYjBmLTE0ZDU0ZjA5ZWQyYQ.xhtml,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2FlL2YyL2VlL2M3M2YtNGRjMi04NWMwLWUxOWQ0Y2VhOTk3OA.pdf,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2Y1L2M2LzU5LzZjYjEtNDA3MS1hYjliLTZkMmYyM2U1ZDQwMQ.xml,true,Danmark,DK,GrenÃ¥,8500.0,5.0,Torvet,Aarhus C,8000.0,9.0,Dyrehavevej,8000 Aarhus C,Dyrehavevej 9,"Regnskabsklasse B, mikrovirksomhed",2017-02-25,2017-02-25,,,35681310.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ruben VÃ¦rum,Ruben VÃ¦rum,Djurslands Bank,VÃRUM GROUP IVS,Ruben VÃ¦rum,,Aarhus C,2015-01-01,2015-12-31,-767.0,,,2016-12-31,2016-01-01,false,false,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,Ingen bistand,urn:ofk:oid:23519256,indberetninger-20180424,2.5953592999999997,35681310.0,,2018-03-27T17:59:56.556Z,2017-02-25T12:54:49.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-19-BE,2017-02-25T12:54:50.040Z,,,,,,,,,,,,,,,,
35681310,2016-12-31,2016-12-31,c19,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2Y2LzRhL2I4LzE1NWItNDc5ZS1iYjBmLTE0ZDU0ZjA5ZWQyYQ.xhtml,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2FlL2YyL2VlL2M3M2YtNGRjMi04NWMwLWUxOWQ0Y2VhOTk3OA.pdf,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2Y1L2M2LzU5LzZjYjEtNDA3MS1hYjliLTZkMmYyM2U1ZDQwMQ.xml,true,Danmark,DK,GrenÃ¥,8500.0,5.0,Torvet,Aarhus C,8000.0,9.0,Dyrehavevej,8000 Aarhus C,Dyrehavevej 9,"Regnskabsklasse B, mikrovirksomhed",2017-02-25,2017-02-25,,,35681310.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ruben VÃ¦rum,Ruben VÃ¦rum,Djurslands Bank,VÃRUM GROUP IVS,Ruben VÃ¦rum,,Aarhus C,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,Ingen bistand,urn:ofk:oid:23519256,indberetninger-20180424,2.5953592999999997,35681310.0,,2018-03-27T17:59:56.556Z,2017-02-25T12:54:49.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-19-BE,2017-02-25T12:54:50.040Z,,,,,1000.0,,,,,,,,,,,
35681310,2016-12-31,2016-12-31,c20,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2Y2LzRhL2I4LzE1NWItNDc5ZS1iYjBmLTE0ZDU0ZjA5ZWQyYQ.xhtml,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2FlL2YyL2VlL2M3M2YtNGRjMi04NWMwLWUxOWQ0Y2VhOTk3OA.pdf,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2Y1L2M2LzU5LzZjYjEtNDA3MS1hYjliLTZkMmYyM2U1ZDQwMQ.xml,true,Danmark,DK,GrenÃ¥,8500.0,5.0,Torvet,Aarhus C,8000.0,9.0,Dyrehavevej,8000 Aarhus C,Dyrehavevej 9,"Regnskabsklasse B, mikrovirksomhed",2017-02-25,2017-02-25,,,35681310.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ruben VÃ¦rum,Ruben VÃ¦rum,Djurslands Bank,VÃRUM GROUP IVS,Ruben VÃ¦rum,,Aarhus C,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,Ingen bistand,urn:ofk:oid:23519256,indberetninger-20180424,2.5953592999999997,35681310.0,,2018-03-27T17:59:56.556Z,2017-02-25T12:54:49.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-19-BE,2017-02-25T12:54:50.040Z,,,,,20388.0,,,,,,,,,,,
35681310,2016-12-31,2016-12-31,c21,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2Y2LzRhL2I4LzE1NWItNDc5ZS1iYjBmLTE0ZDU0ZjA5ZWQyYQ.xhtml,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2FlL2YyL2VlL2M3M2YtNGRjMi04NWMwLWUxOWQ0Y2VhOTk3OA.pdf,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2Y1L2M2LzU5LzZjYjEtNDA3MS1hYjliLTZkMmYyM2U1ZDQwMQ.xml,true,Danmark,DK,GrenÃ¥,8500.0,5.0,Torvet,Aarhus C,8000.0,9.0,Dyrehavevej,8000 Aarhus C,Dyrehavevej 9,"Regnskabsklasse B, mikrovirksomhed",2017-02-25,2017-02-25,,,35681310.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ruben VÃ¦rum,Ruben VÃ¦rum,Djurslands Bank,VÃRUM GROUP IVS,Ruben VÃ¦rum,,Aarhus C,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,Ingen bistand,urn:ofk:oid:23519256,indberetninger-20180424,2.5953592999999997,35681310.0,,2018-03-27T17:59:56.556Z,2017-02-25T12:54:49.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-19-BE,2017-02-25T12:54:50.040Z,,,,,0.0,,,,,,,,,,,
35681310,2016-12-31,2016-12-31,c22,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2Y2LzRhL2I4LzE1NWItNDc5ZS1iYjBmLTE0ZDU0ZjA5ZWQyYQ.xhtml,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2FlL2YyL2VlL2M3M2YtNGRjMi04NWMwLWUxOWQ0Y2VhOTk3OA.pdf,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2Y1L2M2LzU5LzZjYjEtNDA3MS1hYjliLTZkMmYyM2U1ZDQwMQ.xml,true,Danmark,DK,GrenÃ¥,8500.0,5.0,Torvet,Aarhus C,8000.0,9.0,Dyrehavevej,8000 Aarhus C,Dyrehavevej 9,"Regnskabsklasse B, mikrovirksomhed",2017-02-25,2017-02-25,,,35681310.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ruben VÃ¦rum,Ruben VÃ¦rum,Djurslands Bank,VÃRUM GROUP IVS,Ruben VÃ¦rum,,Aarhus C,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,Ingen bistand,urn:ofk:oid:23519256,indberetninger-20180424,2.5953592999999997,35681310.0,,2018-03-27T17:59:56.556Z,2017-02-25T12:54:49.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-19-BE,2017-02-25T12:54:50.040Z,,,,,-1072.0,,,,,,,,,,,
35681310,2016-12-31,2016-12-31,c9,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2Y2LzRhL2I4LzE1NWItNDc5ZS1iYjBmLTE0ZDU0ZjA5ZWQyYQ.xhtml,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2FlL2YyL2VlL2M3M2YtNGRjMi04NWMwLWUxOWQ0Y2VhOTk3OA.pdf,http://regnskaber.virk.dk/01318653/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2Y1L2M2LzU5LzZjYjEtNDA3MS1hYjliLTZkMmYyM2U1ZDQwMQ.xml,true,Danmark,DK,GrenÃ¥,8500.0,5.0,Torvet,Aarhus C,8000.0,9.0,Dyrehavevej,8000 Aarhus C,Dyrehavevej 9,"Regnskabsklasse B, mikrovirksomhed",2017-02-25,2017-02-25,,,35681310.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ruben VÃ¦rum,Ruben VÃ¦rum,Djurslands Bank,VÃRUM GROUP IVS,Ruben VÃ¦rum,,Aarhus C,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,Ingen bistand,urn:ofk:oid:23519256,indberetninger-20180424,2.5953592999999997,35681310.0,,2018-03-27T17:59:56.556Z,2017-02-25T12:54:49.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-19-BE,2017-02-25T12:54:50.040Z,33862.0,674.0,1000.0,674.0,20316.0,33862.0,13546.0,33188.0,33188.0,33188.0,0.0,0.0,20388.0,-1072.0,13546.0,13546.0
