entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialInstitutionPostcodeAndTown,AddressOfFinancialInstitutionStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfAuditorsReportOnAuditedFinancialStatements,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditorAppointedToPerformAudit,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirmAppointedToPerformAudit,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfCompilationOfAuditorsReportOnAuditedFinancialStatements,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,PropertyPlantAndEquipment,ProposedDividend,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
entity identifier,2011-10-01,2012-09-30,ID_19,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8vcGRmcy8zMjg4Nzk1MztBcFM0NzI5NTI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8veGJybHMvWC02MDg4NkQwMC0yMDEyMTIxNF8xODM5MjVfNTYw.xml,"NÃ¦stved, 4700",Brogade 9,"4700, NÃ¦stved",Nordre Farimagsvej 16,"NÃ¦stved, 4700",Erantisvej 53,Regnskabsklasse B,2012-12-10,2010-05-03,2012-12-10,,,,32887953.0,Ãrsrapport,Lisette Poulsen,Dean Vinston JÃ¸rgensen,Dean Vinston JÃ¸rgensen,"Ny NÃ¦stved Revisorerne I/S, Registreret revisionsvirksomhed",Sparkassen SjÃ¦lland,ADTAK MEDIER ApS,"Registreret revisionsvirksomhed, Ny NÃ¦stved Revisorerne I/S",,,NÃ¦stved,,,,2012-09-30,2011-10-01,,DirektÃ¸r,urn:ofk:oid:20680702,indberetninger-20180424,2.5122786,32887953.0,,2018-04-02T13:19:37.261Z,2012-12-15T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-368.127,2012-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_2,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8vcGRmcy8zMjg4Nzk1MztBcFM0NzI5NTI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8veGJybHMvWC02MDg4NkQwMC0yMDEyMTIxNF8xODM5MjVfNTYw.xml,"NÃ¦stved, 4700",Brogade 9,"4700, NÃ¦stved",Nordre Farimagsvej 16,"NÃ¦stved, 4700",Erantisvej 53,Regnskabsklasse B,2012-12-10,2010-05-03,2012-12-10,,,,32887953.0,Ãrsrapport,Lisette Poulsen,Dean Vinston JÃ¸rgensen,Dean Vinston JÃ¸rgensen,"Ny NÃ¦stved Revisorerne I/S, Registreret revisionsvirksomhed",Sparkassen SjÃ¦lland,ADTAK MEDIER ApS,"Registreret revisionsvirksomhed, Ny NÃ¦stved Revisorerne I/S",,,NÃ¦stved,,,,2012-09-30,2011-10-01,,DirektÃ¸r,urn:ofk:oid:20680702,indberetninger-20180424,2.5122786,32887953.0,,2018-04-02T13:19:37.261Z,2012-12-15T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-368.127,2012-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_3,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8vcGRmcy8zMjg4Nzk1MztBcFM0NzI5NTI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8veGJybHMvWC02MDg4NkQwMC0yMDEyMTIxNF8xODM5MjVfNTYw.xml,"NÃ¦stved, 4700",Brogade 9,"4700, NÃ¦stved",Nordre Farimagsvej 16,"NÃ¦stved, 4700",Erantisvej 53,Regnskabsklasse B,2012-12-10,2010-05-03,2012-12-10,,,,32887953.0,Ãrsrapport,Lisette Poulsen,Dean Vinston JÃ¸rgensen,Dean Vinston JÃ¸rgensen,"Ny NÃ¦stved Revisorerne I/S, Registreret revisionsvirksomhed",Sparkassen SjÃ¦lland,ADTAK MEDIER ApS,"Registreret revisionsvirksomhed, Ny NÃ¦stved Revisorerne I/S",,,NÃ¦stved,,,,2012-09-30,2011-10-01,,DirektÃ¸r,urn:ofk:oid:20680702,indberetninger-20180424,2.5122786,32887953.0,,2018-04-02T13:19:37.261Z,2012-12-15T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-368.127,2012-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_4,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8vcGRmcy8zMjg4Nzk1MztBcFM0NzI5NTI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8veGJybHMvWC02MDg4NkQwMC0yMDEyMTIxNF8xODM5MjVfNTYw.xml,"NÃ¦stved, 4700",Brogade 9,"4700, NÃ¦stved",Nordre Farimagsvej 16,"NÃ¦stved, 4700",Erantisvej 53,Regnskabsklasse B,2012-12-10,2010-05-03,2012-12-10,,,,32887953.0,Ãrsrapport,Lisette Poulsen,Dean Vinston JÃ¸rgensen,Dean Vinston JÃ¸rgensen,"Ny NÃ¦stved Revisorerne I/S, Registreret revisionsvirksomhed",Sparkassen SjÃ¦lland,ADTAK MEDIER ApS,"Registreret revisionsvirksomhed, Ny NÃ¦stved Revisorerne I/S",,,NÃ¦stved,,,,2012-09-30,2011-10-01,,DirektÃ¸r,urn:ofk:oid:20680702,indberetninger-20180424,2.5122786,32887953.0,,2018-04-02T13:19:37.261Z,2012-12-15T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-368.127,2012-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_5,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8vcGRmcy8zMjg4Nzk1MztBcFM0NzI5NTI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8veGJybHMvWC02MDg4NkQwMC0yMDEyMTIxNF8xODM5MjVfNTYw.xml,"NÃ¦stved, 4700",Brogade 9,"4700, NÃ¦stved",Nordre Farimagsvej 16,"NÃ¦stved, 4700",Erantisvej 53,Regnskabsklasse B,2012-12-10,2010-05-03,2012-12-10,,,,32887953.0,Ãrsrapport,Lisette Poulsen,Dean Vinston JÃ¸rgensen,Dean Vinston JÃ¸rgensen,"Ny NÃ¦stved Revisorerne I/S, Registreret revisionsvirksomhed",Sparkassen SjÃ¦lland,ADTAK MEDIER ApS,"Registreret revisionsvirksomhed, Ny NÃ¦stved Revisorerne I/S",,,NÃ¦stved,,,,2012-09-30,2011-10-01,,DirektÃ¸r,urn:ofk:oid:20680702,indberetninger-20180424,2.5122786,32887953.0,,2018-04-02T13:19:37.261Z,2012-12-15T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-368.127,2012-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_6,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8vcGRmcy8zMjg4Nzk1MztBcFM0NzI5NTI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8veGJybHMvWC02MDg4NkQwMC0yMDEyMTIxNF8xODM5MjVfNTYw.xml,"NÃ¦stved, 4700",Brogade 9,"4700, NÃ¦stved",Nordre Farimagsvej 16,"NÃ¦stved, 4700",Erantisvej 53,Regnskabsklasse B,2012-12-10,2010-05-03,2012-12-10,,,,32887953.0,Ãrsrapport,Lisette Poulsen,Dean Vinston JÃ¸rgensen,Dean Vinston JÃ¸rgensen,"Ny NÃ¦stved Revisorerne I/S, Registreret revisionsvirksomhed",Sparkassen SjÃ¦lland,ADTAK MEDIER ApS,"Registreret revisionsvirksomhed, Ny NÃ¦stved Revisorerne I/S",,,NÃ¦stved,,,,2012-09-30,2011-10-01,,DirektÃ¸r,urn:ofk:oid:20680702,indberetninger-20180424,2.5122786,32887953.0,,2018-04-02T13:19:37.261Z,2012-12-15T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-368.127,2012-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_7,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8vcGRmcy8zMjg4Nzk1MztBcFM0NzI5NTI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8veGJybHMvWC02MDg4NkQwMC0yMDEyMTIxNF8xODM5MjVfNTYw.xml,"NÃ¦stved, 4700",Brogade 9,"4700, NÃ¦stved",Nordre Farimagsvej 16,"NÃ¦stved, 4700",Erantisvej 53,Regnskabsklasse B,2012-12-10,2010-05-03,2012-12-10,,,,32887953.0,Ãrsrapport,Lisette Poulsen,Dean Vinston JÃ¸rgensen,Dean Vinston JÃ¸rgensen,"Ny NÃ¦stved Revisorerne I/S, Registreret revisionsvirksomhed",Sparkassen SjÃ¦lland,ADTAK MEDIER ApS,"Registreret revisionsvirksomhed, Ny NÃ¦stved Revisorerne I/S",,,NÃ¦stved,,,,2012-09-30,2011-10-01,,DirektÃ¸r,urn:ofk:oid:20680702,indberetninger-20180424,2.5122786,32887953.0,,2018-04-02T13:19:37.261Z,2012-12-15T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-368.127,2012-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_8,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8vcGRmcy8zMjg4Nzk1MztBcFM0NzI5NTI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8veGJybHMvWC02MDg4NkQwMC0yMDEyMTIxNF8xODM5MjVfNTYw.xml,"NÃ¦stved, 4700",Brogade 9,"4700, NÃ¦stved",Nordre Farimagsvej 16,"NÃ¦stved, 4700",Erantisvej 53,Regnskabsklasse B,2012-12-10,2010-05-03,2012-12-10,,,,32887953.0,Ãrsrapport,Lisette Poulsen,Dean Vinston JÃ¸rgensen,Dean Vinston JÃ¸rgensen,"Ny NÃ¦stved Revisorerne I/S, Registreret revisionsvirksomhed",Sparkassen SjÃ¦lland,ADTAK MEDIER ApS,"Registreret revisionsvirksomhed, Ny NÃ¦stved Revisorerne I/S",,,NÃ¦stved,,,,2012-09-30,2011-10-01,,DirektÃ¸r,urn:ofk:oid:20680702,indberetninger-20180424,2.5122786,32887953.0,,2018-04-02T13:19:37.261Z,2012-12-15T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-368.127,2012-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_9,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8vcGRmcy8zMjg4Nzk1MztBcFM0NzI5NTI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8veGJybHMvWC02MDg4NkQwMC0yMDEyMTIxNF8xODM5MjVfNTYw.xml,"NÃ¦stved, 4700",Brogade 9,"4700, NÃ¦stved",Nordre Farimagsvej 16,"NÃ¦stved, 4700",Erantisvej 53,Regnskabsklasse B,2012-12-10,2010-05-03,2012-12-10,46500.0,1337264.0,-1608401.0,32887953.0,Ãrsrapport,Lisette Poulsen,Dean Vinston JÃ¸rgensen,Dean Vinston JÃ¸rgensen,"Ny NÃ¦stved Revisorerne I/S, Registreret revisionsvirksomhed",Sparkassen SjÃ¦lland,ADTAK MEDIER ApS,"Registreret revisionsvirksomhed, Ny NÃ¦stved Revisorerne I/S",935.0,0.0,NÃ¦stved,-165152.0,-223702.0,-224637.0,2012-09-30,2011-10-01,58550.0,DirektÃ¸r,urn:ofk:oid:20680702,indberetninger-20180424,2.5122786,32887953.0,,2018-04-02T13:19:37.261Z,2012-12-15T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-368.127,2012-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-09-30,2012-09-30,ID_17,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8vcGRmcy8zMjg4Nzk1MztBcFM0NzI5NTI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/35978823/Y3ZyLmRrOi8veGJybHMvWC02MDg4NkQwMC0yMDEyMTIxNF8xODM5MjVfNTYw.xml,"NÃ¦stved, 4700",Brogade 9,"4700, NÃ¦stved",Nordre Farimagsvej 16,"NÃ¦stved, 4700",Erantisvej 53,Regnskabsklasse B,2012-12-10,2010-05-03,2012-12-10,,,,32887953.0,Ãrsrapport,Lisette Poulsen,Dean Vinston JÃ¸rgensen,Dean Vinston JÃ¸rgensen,"Ny NÃ¦stved Revisorerne I/S, Registreret revisionsvirksomhed",Sparkassen SjÃ¦lland,ADTAK MEDIER ApS,"Registreret revisionsvirksomhed, Ny NÃ¦stved Revisorerne I/S",,,NÃ¦stved,,,,2012-09-30,2011-10-01,,DirektÃ¸r,urn:ofk:oid:20680702,indberetninger-20180424,2.5122786,32887953.0,,2018-04-02T13:19:37.261Z,2012-12-15T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-368.127,2012-12-15T23:00:00.000Z,1707919.0,706568.0,-80000.0,1475419.0,-593494.0,232500.0,-1707919.0,-1108625.0,232500.0,232500.0,-150000.0,-5800.0,-5800.0,-513494.0,-1108625.0,0.0,768851.0,9808.0,-230596.0,-219655.0,759043.0
