entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DebtRepaidByManagementCategory,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,EmailOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,InterestRateRelatedToOutstandingDebtFromManagementCategory,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OutstandingDebtFromManagementCategory,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyLegislationOnFinancialReportingIncludingAccountingAndStorageOfAccountingRecordsAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyOtherMattersAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCompaniesActOrEquivalentLegislationThatTheCompanyIsSubjectToAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCriminalCodeAndFiscalTaxAndSubsidyLegislationAudit,SelectedElementsFromReportingClassC,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForCurrentTaxRelatingToTaxRateChangesOrImpositionOfNewTaxes,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,InterestExpenseAssignedToAssociates,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,DecreaseOfCapital,IncreaseOfCapital,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfCurrentTaxReceivablesAndLiabilities,DescriptionOfMethodsOfImpairmentLossesAndDepreciation,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfInvestments,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,DescriptionOfQualificationsOfAuditedFinancialStatements,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,ManagementsStatementAboutManagementsReview,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,SignatureOfAuditorsDate,SupplementaryInformationOnMattersPertainingToAuditedFinancialStatement,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
31271444,2018-01-01,2018-01-01,c20,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzRiLzJmL2U0L2Y0OTItNGJkMS04ZDVlLTUzN2UwNTQ1Zjg5ZA.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U2LzU5Lzg3LzFiMDItNDg3YS04ZDE2LWI2NGIxOTlkNGM3Nw.xml,64740.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-05-13,2019-05-13,72041.0,91879.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,163116.0,KÃ¸benhavn,2017-01-01,2017-12-31,,KÃ¸benhavn,2018-12-31,2018-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27150300,indberetninger-20180424,2.5124211,31271444.0,AWq8Bw2hRYGX6_YTHtuW,2019-05-15T15:06:29.063Z,2019-05-15T15:05:39.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-17-AV,2019-05-15T15:05:39.475Z,,,,,,,,,,,,,,,,,,,,,,,,,,,19701534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2018-01-01,2018-12-31,c105,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzRiLzJmL2U0L2Y0OTItNGJkMS04ZDVlLTUzN2UwNTQ1Zjg5ZA.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U2LzU5Lzg3LzFiMDItNDg3YS04ZDE2LWI2NGIxOTlkNGM3Nw.xml,64740.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-05-13,2019-05-13,72041.0,91879.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,163116.0,KÃ¸benhavn,2017-01-01,2017-12-31,-18029289.0,KÃ¸benhavn,2018-12-31,2018-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27150300,indberetninger-20180424,2.5124211,31271444.0,AWq8Bw2hRYGX6_YTHtuW,2019-05-15T15:06:29.063Z,2019-05-15T15:05:39.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-17-AV,2019-05-15T15:05:39.475Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2018-01-01,2018-12-31,c124,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzRiLzJmL2U0L2Y0OTItNGJkMS04ZDVlLTUzN2UwNTQ1Zjg5ZA.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U2LzU5Lzg3LzFiMDItNDg3YS04ZDE2LWI2NGIxOTlkNGM3Nw.xml,64740.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-05-13,2019-05-13,72041.0,91879.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,163116.0,KÃ¸benhavn,2017-01-01,2017-12-31,,KÃ¸benhavn,2018-12-31,2018-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27150300,indberetninger-20180424,2.5124211,31271444.0,AWq8Bw2hRYGX6_YTHtuW,2019-05-15T15:06:29.063Z,2019-05-15T15:05:39.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-17-AV,2019-05-15T15:05:39.475Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,95093.0,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2018-01-01,2018-12-31,c127,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzRiLzJmL2U0L2Y0OTItNGJkMS04ZDVlLTUzN2UwNTQ1Zjg5ZA.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U2LzU5Lzg3LzFiMDItNDg3YS04ZDE2LWI2NGIxOTlkNGM3Nw.xml,64740.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-05-13,2019-05-13,72041.0,91879.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,163116.0,KÃ¸benhavn,2017-01-01,2017-12-31,,KÃ¸benhavn,2018-12-31,2018-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27150300,indberetninger-20180424,2.5124211,31271444.0,AWq8Bw2hRYGX6_YTHtuW,2019-05-15T15:06:29.063Z,2019-05-15T15:05:39.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-17-AV,2019-05-15T15:05:39.475Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2018-01-01,2018-12-31,c130,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzRiLzJmL2U0L2Y0OTItNGJkMS04ZDVlLTUzN2UwNTQ1Zjg5ZA.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U2LzU5Lzg3LzFiMDItNDg3YS04ZDE2LWI2NGIxOTlkNGM3Nw.xml,64740.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-05-13,2019-05-13,72041.0,91879.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,163116.0,KÃ¸benhavn,2017-01-01,2017-12-31,,KÃ¸benhavn,2018-12-31,2018-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27150300,indberetninger-20180424,2.5124211,31271444.0,AWq8Bw2hRYGX6_YTHtuW,2019-05-15T15:06:29.063Z,2019-05-15T15:05:39.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-17-AV,2019-05-15T15:05:39.475Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2018-01-01,2018-12-31,c133,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzRiLzJmL2U0L2Y0OTItNGJkMS04ZDVlLTUzN2UwNTQ1Zjg5ZA.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U2LzU5Lzg3LzFiMDItNDg3YS04ZDE2LWI2NGIxOTlkNGM3Nw.xml,64740.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-05-13,2019-05-13,72041.0,91879.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,163116.0,KÃ¸benhavn,2017-01-01,2017-12-31,,KÃ¸benhavn,2018-12-31,2018-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27150300,indberetninger-20180424,2.5124211,31271444.0,AWq8Bw2hRYGX6_YTHtuW,2019-05-15T15:06:29.063Z,2019-05-15T15:05:39.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-17-AV,2019-05-15T15:05:39.475Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2018-01-01,2018-12-31,c189,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzRiLzJmL2U0L2Y0OTItNGJkMS04ZDVlLTUzN2UwNTQ1Zjg5ZA.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U2LzU5Lzg3LzFiMDItNDg3YS04ZDE2LWI2NGIxOTlkNGM3Nw.xml,64740.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-05-13,2019-05-13,72041.0,91879.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,163116.0,KÃ¸benhavn,2017-01-01,2017-12-31,,KÃ¸benhavn,2018-12-31,2018-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27150300,indberetninger-20180424,2.5124211,31271444.0,AWq8Bw2hRYGX6_YTHtuW,2019-05-15T15:06:29.063Z,2019-05-15T15:05:39.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-17-AV,2019-05-15T15:05:39.475Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2018-01-01,2018-12-31,c21,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzRiLzJmL2U0L2Y0OTItNGJkMS04ZDVlLTUzN2UwNTQ1Zjg5ZA.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U2LzU5Lzg3LzFiMDItNDg3YS04ZDE2LWI2NGIxOTlkNGM3Nw.xml,64740.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-05-13,2019-05-13,72041.0,91879.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,163116.0,KÃ¸benhavn,2017-01-01,2017-12-31,-18029289.0,KÃ¸benhavn,2018-12-31,2018-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27150300,indberetninger-20180424,2.5124211,31271444.0,AWq8Bw2hRYGX6_YTHtuW,2019-05-15T15:06:29.063Z,2019-05-15T15:05:39.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-17-AV,2019-05-15T15:05:39.475Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2018-01-01,2018-12-31,c565,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzRiLzJmL2U0L2Y0OTItNGJkMS04ZDVlLTUzN2UwNTQ1Zjg5ZA.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U2LzU5Lzg3LzFiMDItNDg3YS04ZDE2LWI2NGIxOTlkNGM3Nw.xml,64740.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-05-13,2019-05-13,72041.0,91879.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,163116.0,KÃ¸benhavn,2017-01-01,2017-12-31,,KÃ¸benhavn,2018-12-31,2018-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27150300,indberetninger-20180424,2.5124211,31271444.0,AWq8Bw2hRYGX6_YTHtuW,2019-05-15T15:06:29.063Z,2019-05-15T15:05:39.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-17-AV,2019-05-15T15:05:39.475Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2018-01-01,2018-12-31,c65,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzRiLzJmL2U0L2Y0OTItNGJkMS04ZDVlLTUzN2UwNTQ1Zjg5ZA.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U2LzU5Lzg3LzFiMDItNDg3YS04ZDE2LWI2NGIxOTlkNGM3Nw.xml,64740.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-05-13,2019-05-13,72041.0,91879.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,163116.0,KÃ¸benhavn,2017-01-01,2017-12-31,-18029289.0,KÃ¸benhavn,2018-12-31,2018-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27150300,indberetninger-20180424,2.5124211,31271444.0,AWq8Bw2hRYGX6_YTHtuW,2019-05-15T15:06:29.063Z,2019-05-15T15:05:39.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-17-AV,2019-05-15T15:05:39.475Z,0.0,-4542666.0,0.0,38.0,0.0,91879.0,22691139.0,463630.0,72600.0,59032.0,306370.0,53803.0,233770.0,85310.0,-22571955.0,-22319388.0,207371.0,-4542666.0,-4542666.0,22339426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Til kapitalejerne i Reto-Moto ApS,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Ãrsregnskabet giver efter vores opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for 2018.",Aktuelle skatteforpligtelser og tilgodehavende aktuel skat indregnes i balancen som beregnet skat af Ã¥rets skattepligtige indkomst reguleret for skat af tidligere Ã¥rs skattepligtige indkomster samt for betalte acontoskatter. TillÃ¦g og godtgÃ¸relse under acontoskatteordningen indregnes i resultatopgÃ¸relsen under finansielle poster.,Af- og nedskrivninger indeholder Ã¥rets af- og nedskrivninger af immaterielle og materielle anlÃ¦gsaktiver.,PeriodeafgrÃ¦nsningsposter indregnet som aktiver omfatter afholdte forudbetalte omkostninger vedrÃ¸rende efterfÃ¸lgende regnskabsÃ¥r.,Personaleomkostninger indeholder gager og lÃ¸nninger samt lÃ¸nafhÃ¦ngige omkostninger.,"Andre eksterne omkostninger indeholder produktionsomkostninger og omkostninger til lokaler, salg og distribution samt kontorhold mv.","Finansielle indtÃ¦gter og omkostninger omfatter renteindtÃ¦gter og -omkostninger, realiserede og urealiserede kursgevinster og -tab vedrÃ¸rende transaktioner i fremmed valuta. Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret.",Bruttofortjeneste opgÃ¸res med henvisning til Ã¥rsregnskabslovens Â§ 32 som et sammendrag af nettoomsÃ¦tning og andre eksterne omkostninger.,Finansielle anlÃ¦gsaktiver omfatter deposita.,"GÃ¦ldsforpligtelser mÃ¥les til amortiseret kostpris, der i al vÃ¦sentlighed svarer til nominel vÃ¦rdi.","Skat af Ã¥rets resultat bestÃ¥r af Ã¥rets aktuelle skat og forskydning i udskudt skat og indregnes i resultatopgÃ¸relsen med den del, der kan henfÃ¸res til Ã¥rets resultat, og direkte pÃ¥ egenkapitalen med den del, der kan henfÃ¸res til posteringer direkte pÃ¥ egenkapitalen.","Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit âRevisors ansvar for revisionen af regnskabetâ. Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBAâs Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.",Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Reto-Moto ApS.,"Vi har revideret Ã¥rsregnskabet for Reto-Moto ApS for regnskabsÃ¥ret 1. januar - 31. december 2018, der omfatter resultatopgÃ¸relse, balance, egenkapitalopgÃ¸relse og noter, herunder anvendt regnskabspraksis (âregnskabetâ).","Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018 i overensstemmelse med Ã¥rsregnskabsloven.",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-13,"Uden at tage forbehold gÃ¸r vi opmÃ¦rksom pÃ¥ oplysningerne i note 1, hvori ledelsen redegÃ¸r for vÃ¦sentlig usikkerhed om selskabets evne til at fortsÃ¦tte driften. Usikkerheden henfÃ¸res isÃ¦r til hvorvidt selskabet vil kunne opnÃ¥ indtÃ¦gter som er tilstrÃ¦kkelige til at dÃ¦kke selskabets omkostninger.",,,
