entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,AdditionsToInvestments,DisposalsOfInvestments,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,ReversalsOfInvestmentsOfPriorYearsRevaluations,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
33051433,2013-12-31,2013-12-31,c253,,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2QwLzQ3LzM3L2UzNzItNGNmNy04MDQ2LWE5YTlkMWZmNzM2NQ.pdf,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2RmLzk0LzVjL2FhMWItNDllYy1hN2Y3LWU2ODRiMGY4OGFlOQ.xml,862982.0,Randers SÃ,8960.0,HolmstrÃ¸m-Hansen,c/o Jan,"8240, Risskov","Voldbjergvej, 16",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014  samtaf resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-03,2015-06-03,2015-06-05,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer.",33051433.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Dalgas Invest ApS.,Ãrsrapport,124444.0,Jan HolmstrÃ¸m,Jan HolmstrÃ¸m-Hansen,Dalgas Invest ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Randers SÃ,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-03,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5510159,indberetninger-20180424,2.5097473,33051433.0,,2018-03-30T18:28:37.196Z,2015-06-12T06:17:47.632Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-60-EZ,2015-06-12T06:17:47.711Z,,,,,,,,,,,,,,,,,,,,987426.0,,,,,,,,,,,,,,,,,,,
33051433,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2QwLzQ3LzM3L2UzNzItNGNmNy04MDQ2LWE5YTlkMWZmNzM2NQ.pdf,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2RmLzk0LzVjL2FhMWItNDllYy1hN2Y3LWU2ODRiMGY4OGFlOQ.xml,,Randers SÃ,8960.0,HolmstrÃ¸m-Hansen,c/o Jan,"8240, Risskov","Voldbjergvej, 16",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014  samtaf resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-03,2015-06-03,2015-06-05,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer.",33051433.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Dalgas Invest ApS.,Ãrsrapport,,Jan HolmstrÃ¸m,Jan HolmstrÃ¸m-Hansen,Dalgas Invest ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Randers SÃ,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-03,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5510159,indberetninger-20180424,2.5097473,33051433.0,,2018-03-30T18:28:37.196Z,2015-06-12T06:17:47.632Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-60-EZ,2015-06-12T06:17:47.711Z,842940.0,,,,,,,,,,,,,,,,,,,987426.0,1064064.0,709.0,80000.0,76638.0,19900.0,7279.0,1064064.0,221124.0,987426.0,987426.0,77411.0,922425.0,-159485.0,221124.0,125000.0,75929.0,20000.0,18713.0,28750.0
33051433,2013-12-31,2013-12-31,c722,,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2QwLzQ3LzM3L2UzNzItNGNmNy04MDQ2LWE5YTlkMWZmNzM2NQ.pdf,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2RmLzk0LzVjL2FhMWItNDllYy1hN2Y3LWU2ODRiMGY4OGFlOQ.xml,,Randers SÃ,8960.0,HolmstrÃ¸m-Hansen,c/o Jan,"8240, Risskov","Voldbjergvej, 16",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014  samtaf resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-03,2015-06-03,2015-06-05,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer.",33051433.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Dalgas Invest ApS.,Ãrsrapport,,Jan HolmstrÃ¸m,Jan HolmstrÃ¸m-Hansen,Dalgas Invest ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Randers SÃ,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-03,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5510159,indberetninger-20180424,2.5097473,33051433.0,,2018-03-30T18:28:37.196Z,2015-06-12T06:17:47.632Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-60-EZ,2015-06-12T06:17:47.711Z,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33051433,2013-12-31,2013-12-31,c737,,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2QwLzQ3LzM3L2UzNzItNGNmNy04MDQ2LWE5YTlkMWZmNzM2NQ.pdf,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2RmLzk0LzVjL2FhMWItNDllYy1hN2Y3LWU2ODRiMGY4OGFlOQ.xml,,Randers SÃ,8960.0,HolmstrÃ¸m-Hansen,c/o Jan,"8240, Risskov","Voldbjergvej, 16",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014  samtaf resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-03,2015-06-03,2015-06-05,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer.",33051433.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Dalgas Invest ApS.,Ãrsrapport,,Jan HolmstrÃ¸m,Jan HolmstrÃ¸m-Hansen,Dalgas Invest ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Randers SÃ,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-03,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5510159,indberetninger-20180424,2.5097473,33051433.0,,2018-03-30T18:28:37.196Z,2015-06-12T06:17:47.632Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-60-EZ,2015-06-12T06:17:47.711Z,922425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33051433,2013-12-31,2013-12-31,c743,,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2QwLzQ3LzM3L2UzNzItNGNmNy04MDQ2LWE5YTlkMWZmNzM2NQ.pdf,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2RmLzk0LzVjL2FhMWItNDllYy1hN2Y3LWU2ODRiMGY4OGFlOQ.xml,,Randers SÃ,8960.0,HolmstrÃ¸m-Hansen,c/o Jan,"8240, Risskov","Voldbjergvej, 16",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014  samtaf resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-03,2015-06-03,2015-06-05,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer.",33051433.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Dalgas Invest ApS.,Ãrsrapport,,Jan HolmstrÃ¸m,Jan HolmstrÃ¸m-Hansen,Dalgas Invest ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Randers SÃ,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-03,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5510159,indberetninger-20180424,2.5097473,33051433.0,,2018-03-30T18:28:37.196Z,2015-06-12T06:17:47.632Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-60-EZ,2015-06-12T06:17:47.711Z,-159485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33051433,2014-01-01,2014-01-01,c181,,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2QwLzQ3LzM3L2UzNzItNGNmNy04MDQ2LWE5YTlkMWZmNzM2NQ.pdf,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2RmLzk0LzVjL2FhMWItNDllYy1hN2Y3LWU2ODRiMGY4OGFlOQ.xml,,Randers SÃ,8960.0,HolmstrÃ¸m-Hansen,c/o Jan,"8240, Risskov","Voldbjergvej, 16",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014  samtaf resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-03,2015-06-03,2015-06-05,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer.",33051433.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Dalgas Invest ApS.,Ãrsrapport,,Jan HolmstrÃ¸m,Jan HolmstrÃ¸m-Hansen,Dalgas Invest ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Randers SÃ,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-03,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5510159,indberetninger-20180424,2.5097473,33051433.0,,2018-03-30T18:28:37.196Z,2015-06-12T06:17:47.632Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-60-EZ,2015-06-12T06:17:47.711Z,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33051433,2014-01-01,2014-01-01,c193,,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2QwLzQ3LzM3L2UzNzItNGNmNy04MDQ2LWE5YTlkMWZmNzM2NQ.pdf,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2RmLzk0LzVjL2FhMWItNDllYy1hN2Y3LWU2ODRiMGY4OGFlOQ.xml,,Randers SÃ,8960.0,HolmstrÃ¸m-Hansen,c/o Jan,"8240, Risskov","Voldbjergvej, 16",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014  samtaf resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-03,2015-06-03,2015-06-05,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer.",33051433.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Dalgas Invest ApS.,Ãrsrapport,,Jan HolmstrÃ¸m,Jan HolmstrÃ¸m-Hansen,Dalgas Invest ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Randers SÃ,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-03,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5510159,indberetninger-20180424,2.5097473,33051433.0,,2018-03-30T18:28:37.196Z,2015-06-12T06:17:47.632Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-60-EZ,2015-06-12T06:17:47.711Z,922425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33051433,2014-01-01,2014-01-01,c199,,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2QwLzQ3LzM3L2UzNzItNGNmNy04MDQ2LWE5YTlkMWZmNzM2NQ.pdf,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2RmLzk0LzVjL2FhMWItNDllYy1hN2Y3LWU2ODRiMGY4OGFlOQ.xml,,Randers SÃ,8960.0,HolmstrÃ¸m-Hansen,c/o Jan,"8240, Risskov","Voldbjergvej, 16",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014  samtaf resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-03,2015-06-03,2015-06-05,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer.",33051433.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Dalgas Invest ApS.,Ãrsrapport,,Jan HolmstrÃ¸m,Jan HolmstrÃ¸m-Hansen,Dalgas Invest ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Randers SÃ,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-03,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5510159,indberetninger-20180424,2.5097473,33051433.0,,2018-03-30T18:28:37.196Z,2015-06-12T06:17:47.632Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-60-EZ,2015-06-12T06:17:47.711Z,-159485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33051433,2014-01-01,2014-01-01,c248,,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2QwLzQ3LzM3L2UzNzItNGNmNy04MDQ2LWE5YTlkMWZmNzM2NQ.pdf,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2RmLzk0LzVjL2FhMWItNDllYy1hN2Y3LWU2ODRiMGY4OGFlOQ.xml,862981.0,Randers SÃ,8960.0,HolmstrÃ¸m-Hansen,c/o Jan,"8240, Risskov","Voldbjergvej, 16",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014  samtaf resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-03,2015-06-03,2015-06-05,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer.",33051433.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Dalgas Invest ApS.,Ãrsrapport,124444.0,Jan HolmstrÃ¸m,Jan HolmstrÃ¸m-Hansen,Dalgas Invest ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Randers SÃ,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-03,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5510159,indberetninger-20180424,2.5097473,33051433.0,,2018-03-30T18:28:37.196Z,2015-06-12T06:17:47.632Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-60-EZ,2015-06-12T06:17:47.711Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33051433,2014-01-01,2014-12-31,c1,,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2QwLzQ3LzM3L2UzNzItNGNmNy04MDQ2LWE5YTlkMWZmNzM2NQ.pdf,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2RmLzk0LzVjL2FhMWItNDllYy1hN2Y3LWU2ODRiMGY4OGFlOQ.xml,,Randers SÃ,8960.0,HolmstrÃ¸m-Hansen,c/o Jan,"8240, Risskov","Voldbjergvej, 16",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014  samtaf resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-03,2015-06-03,2015-06-05,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer.",33051433.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Dalgas Invest ApS.,Ãrsrapport,,Jan HolmstrÃ¸m,Jan HolmstrÃ¸m-Hansen,Dalgas Invest ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Randers SÃ,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-03,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5510159,indberetninger-20180424,2.5097473,33051433.0,,2018-03-30T18:28:37.196Z,2015-06-12T06:17:47.632Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-60-EZ,2015-06-12T06:17:47.711Z,,2225235.0,,,,,,120094.0,169901.0,2187918.0,82914.0,1509.0,19.0,1509.0,2236235.0,49807.0,2970.0,11000.0,34210.0,,,,,,,,,,,,,,,,,,,,
33051433,2014-01-01,2014-12-31,c114,,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2QwLzQ3LzM3L2UzNzItNGNmNy04MDQ2LWE5YTlkMWZmNzM2NQ.pdf,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2RmLzk0LzVjL2FhMWItNDllYy1hN2Y3LWU2ODRiMGY4OGFlOQ.xml,,Randers SÃ,8960.0,HolmstrÃ¸m-Hansen,c/o Jan,"8240, Risskov","Voldbjergvej, 16",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014  samtaf resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-03,2015-06-03,2015-06-05,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer.",33051433.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Dalgas Invest ApS.,Ãrsrapport,,Jan HolmstrÃ¸m,Jan HolmstrÃ¸m-Hansen,Dalgas Invest ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Randers SÃ,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-03,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5510159,indberetninger-20180424,2.5097473,33051433.0,,2018-03-30T18:28:37.196Z,2015-06-12T06:17:47.632Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-60-EZ,2015-06-12T06:17:47.711Z,,2089518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33051433,2014-01-01,2014-12-31,c122,,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2QwLzQ3LzM3L2UzNzItNGNmNy04MDQ2LWE5YTlkMWZmNzM2NQ.pdf,http://regnskaber.virk.dk/33415033/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2RmLzk0LzVjL2FhMWItNDllYy1hN2Y3LWU2ODRiMGY4OGFlOQ.xml,,Randers SÃ,8960.0,HolmstrÃ¸m-Hansen,c/o Jan,"8240, Risskov","Voldbjergvej, 16",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014  samtaf resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-03,2015-06-03,2015-06-05,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer.",33051433.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Dalgas Invest ApS.,Ãrsrapport,,Jan HolmstrÃ¸m,Jan HolmstrÃ¸m-Hansen,Dalgas Invest ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Randers SÃ,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-03,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5510159,indberetninger-20180424,2.5097473,33051433.0,,2018-03-30T18:28:37.196Z,2015-06-12T06:17:47.632Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-60-EZ,2015-06-12T06:17:47.711Z,,135717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
