entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialInstitutionPostcodeAndTown,AddressOfFinancialInstitutionStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermNegativeGoodwill,NoncurrentAssets,PropertyPlantAndEquipment,RestOfOtherReserves,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
entity identifier,2012-01-01,2012-12-31,ID_16,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8vcGRmcy8yNzA0Mjg4MDtBL1MzMTAzNTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8veGJybHMvWC1BRUM1N0I5OS0yMDEzMDUzMF8xNDQ3NDZfNzA5.xml,"Slagelse, 4200",Gl. Torv 5,"Slagelse, 4200","Fisketorvet 6,1.","Slagelse, 4200",Elmedalsvej 7,Til kapitalejerne i JKA Ejendomme A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-30,Statsautoriseret revisor,,,27042880.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for JKA Ejendomme A/S.,"Vi har revideret Ã¥rsregnskabet for JKA Ejendomme A/S for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus KjÃ¦r Poulsen,Kim Augustsen,Jytte  Augustsen,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Jyske Bank,JKA Ejendomme A/S,Kim Augustsen A/S,,,1766122.0,,,"330, Slagelse",2012-12-31,2012-01-01,2013-05-24,Slagelse,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:20962564,indberetninger-20180424,2.5118417999999996,27042880.0,,2018-04-01T14:22:21.656Z,2013-06-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-61.967,2013-06-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_2,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8vcGRmcy8yNzA0Mjg4MDtBL1MzMTAzNTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8veGJybHMvWC1BRUM1N0I5OS0yMDEzMDUzMF8xNDQ3NDZfNzA5.xml,"Slagelse, 4200",Gl. Torv 5,"Slagelse, 4200","Fisketorvet 6,1.","Slagelse, 4200",Elmedalsvej 7,Til kapitalejerne i JKA Ejendomme A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-30,Statsautoriseret revisor,,,27042880.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for JKA Ejendomme A/S.,"Vi har revideret Ã¥rsregnskabet for JKA Ejendomme A/S for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus KjÃ¦r Poulsen,Kim Augustsen,Jytte  Augustsen,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Jyske Bank,JKA Ejendomme A/S,Kim Augustsen A/S,,,,,,"330, Slagelse",2012-12-31,2012-01-01,2013-05-24,Slagelse,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:20962564,indberetninger-20180424,2.5118417999999996,27042880.0,,2018-04-01T14:22:21.656Z,2013-06-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-61.967,2013-06-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,Kim Augustsen,Bestyrelsesformand
entity identifier,2012-01-01,2012-12-31,ID_20,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8vcGRmcy8yNzA0Mjg4MDtBL1MzMTAzNTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8veGJybHMvWC1BRUM1N0I5OS0yMDEzMDUzMF8xNDQ3NDZfNzA5.xml,"Slagelse, 4200",Gl. Torv 5,"Slagelse, 4200","Fisketorvet 6,1.","Slagelse, 4200",Elmedalsvej 7,Til kapitalejerne i JKA Ejendomme A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-30,Statsautoriseret revisor,,,27042880.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for JKA Ejendomme A/S.,"Vi har revideret Ã¥rsregnskabet for JKA Ejendomme A/S for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus KjÃ¦r Poulsen,Kim Augustsen,Jytte  Augustsen,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Jyske Bank,JKA Ejendomme A/S,Kim Augustsen A/S,,,,,,"330, Slagelse",2012-12-31,2012-01-01,2013-05-24,Slagelse,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:20962564,indberetninger-20180424,2.5118417999999996,27042880.0,,2018-04-01T14:22:21.656Z,2013-06-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-61.967,2013-06-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_21,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8vcGRmcy8yNzA0Mjg4MDtBL1MzMTAzNTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8veGJybHMvWC1BRUM1N0I5OS0yMDEzMDUzMF8xNDQ3NDZfNzA5.xml,"Slagelse, 4200",Gl. Torv 5,"Slagelse, 4200","Fisketorvet 6,1.","Slagelse, 4200",Elmedalsvej 7,Til kapitalejerne i JKA Ejendomme A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-30,Statsautoriseret revisor,,,27042880.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for JKA Ejendomme A/S.,"Vi har revideret Ã¥rsregnskabet for JKA Ejendomme A/S for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus KjÃ¦r Poulsen,Kim Augustsen,Jytte  Augustsen,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Jyske Bank,JKA Ejendomme A/S,Kim Augustsen A/S,,,,,,"330, Slagelse",2012-12-31,2012-01-01,2013-05-24,Slagelse,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:20962564,indberetninger-20180424,2.5118417999999996,27042880.0,,2018-04-01T14:22:21.656Z,2013-06-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-61.967,2013-06-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_3,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8vcGRmcy8yNzA0Mjg4MDtBL1MzMTAzNTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8veGJybHMvWC1BRUM1N0I5OS0yMDEzMDUzMF8xNDQ3NDZfNzA5.xml,"Slagelse, 4200",Gl. Torv 5,"Slagelse, 4200","Fisketorvet 6,1.","Slagelse, 4200",Elmedalsvej 7,Til kapitalejerne i JKA Ejendomme A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-30,Statsautoriseret revisor,,,27042880.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for JKA Ejendomme A/S.,"Vi har revideret Ã¥rsregnskabet for JKA Ejendomme A/S for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus KjÃ¦r Poulsen,Kim Augustsen,Jytte  Augustsen,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Jyske Bank,JKA Ejendomme A/S,Kim Augustsen A/S,,,,,,"330, Slagelse",2012-12-31,2012-01-01,2013-05-24,Slagelse,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:20962564,indberetninger-20180424,2.5118417999999996,27042880.0,,2018-04-01T14:22:21.656Z,2013-06-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-61.967,2013-06-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,Jytte  Augustsen,Bestyrelsesmedlem/DirektÃ¸r
entity identifier,2012-01-01,2012-12-31,ID_4,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8vcGRmcy8yNzA0Mjg4MDtBL1MzMTAzNTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8veGJybHMvWC1BRUM1N0I5OS0yMDEzMDUzMF8xNDQ3NDZfNzA5.xml,"Slagelse, 4200",Gl. Torv 5,"Slagelse, 4200","Fisketorvet 6,1.","Slagelse, 4200",Elmedalsvej 7,Til kapitalejerne i JKA Ejendomme A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-30,Statsautoriseret revisor,,,27042880.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for JKA Ejendomme A/S.,"Vi har revideret Ã¥rsregnskabet for JKA Ejendomme A/S for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus KjÃ¦r Poulsen,Kim Augustsen,Jytte  Augustsen,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Jyske Bank,JKA Ejendomme A/S,Kim Augustsen A/S,,,,,,"330, Slagelse",2012-12-31,2012-01-01,2013-05-24,Slagelse,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:20962564,indberetninger-20180424,2.5118417999999996,27042880.0,,2018-04-01T14:22:21.656Z,2013-06-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-61.967,2013-06-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_5,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8vcGRmcy8yNzA0Mjg4MDtBL1MzMTAzNTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8veGJybHMvWC1BRUM1N0I5OS0yMDEzMDUzMF8xNDQ3NDZfNzA5.xml,"Slagelse, 4200",Gl. Torv 5,"Slagelse, 4200","Fisketorvet 6,1.","Slagelse, 4200",Elmedalsvej 7,Til kapitalejerne i JKA Ejendomme A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-30,Statsautoriseret revisor,,,27042880.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for JKA Ejendomme A/S.,"Vi har revideret Ã¥rsregnskabet for JKA Ejendomme A/S for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus KjÃ¦r Poulsen,Kim Augustsen,Jytte  Augustsen,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Jyske Bank,JKA Ejendomme A/S,Kim Augustsen A/S,,,,,,"330, Slagelse",2012-12-31,2012-01-01,2013-05-24,Slagelse,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:20962564,indberetninger-20180424,2.5118417999999996,27042880.0,,2018-04-01T14:22:21.656Z,2013-06-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-61.967,2013-06-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,Thomas  Augustsen,Bestyrelsesmedlem
entity identifier,2012-01-01,2012-12-31,ID_6,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8vcGRmcy8yNzA0Mjg4MDtBL1MzMTAzNTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8veGJybHMvWC1BRUM1N0I5OS0yMDEzMDUzMF8xNDQ3NDZfNzA5.xml,"Slagelse, 4200",Gl. Torv 5,"Slagelse, 4200","Fisketorvet 6,1.","Slagelse, 4200",Elmedalsvej 7,Til kapitalejerne i JKA Ejendomme A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-30,Statsautoriseret revisor,,,27042880.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for JKA Ejendomme A/S.,"Vi har revideret Ã¥rsregnskabet for JKA Ejendomme A/S for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus KjÃ¦r Poulsen,Kim Augustsen,Jytte  Augustsen,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Jyske Bank,JKA Ejendomme A/S,Kim Augustsen A/S,,,,,,"330, Slagelse",2012-12-31,2012-01-01,2013-05-24,Slagelse,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:20962564,indberetninger-20180424,2.5118417999999996,27042880.0,,2018-04-01T14:22:21.656Z,2013-06-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-61.967,2013-06-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_7,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8vcGRmcy8yNzA0Mjg4MDtBL1MzMTAzNTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8veGJybHMvWC1BRUM1N0I5OS0yMDEzMDUzMF8xNDQ3NDZfNzA5.xml,"Slagelse, 4200",Gl. Torv 5,"Slagelse, 4200","Fisketorvet 6,1.","Slagelse, 4200",Elmedalsvej 7,Til kapitalejerne i JKA Ejendomme A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-30,Statsautoriseret revisor,,,27042880.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for JKA Ejendomme A/S.,"Vi har revideret Ã¥rsregnskabet for JKA Ejendomme A/S for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus KjÃ¦r Poulsen,Kim Augustsen,Jytte  Augustsen,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Jyske Bank,JKA Ejendomme A/S,Kim Augustsen A/S,,,,,,"330, Slagelse",2012-12-31,2012-01-01,2013-05-24,Slagelse,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:20962564,indberetninger-20180424,2.5118417999999996,27042880.0,,2018-04-01T14:22:21.656Z,2013-06-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-61.967,2013-06-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_8,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8vcGRmcy8yNzA0Mjg4MDtBL1MzMTAzNTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8veGJybHMvWC1BRUM1N0I5OS0yMDEzMDUzMF8xNDQ3NDZfNzA5.xml,"Slagelse, 4200",Gl. Torv 5,"Slagelse, 4200","Fisketorvet 6,1.","Slagelse, 4200",Elmedalsvej 7,Til kapitalejerne i JKA Ejendomme A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-30,Statsautoriseret revisor,,,27042880.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for JKA Ejendomme A/S.,"Vi har revideret Ã¥rsregnskabet for JKA Ejendomme A/S for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus KjÃ¦r Poulsen,Kim Augustsen,Jytte  Augustsen,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Jyske Bank,JKA Ejendomme A/S,Kim Augustsen A/S,,,,,,"330, Slagelse",2012-12-31,2012-01-01,2013-05-24,Slagelse,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:20962564,indberetninger-20180424,2.5118417999999996,27042880.0,,2018-04-01T14:22:21.656Z,2013-06-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-61.967,2013-06-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_9,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8vcGRmcy8yNzA0Mjg4MDtBL1MzMTAzNTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08824072/Y3ZyLmRrOi8veGJybHMvWC1BRUM1N0I5OS0yMDEzMDUzMF8xNDQ3NDZfNzA5.xml,"Slagelse, 4200",Gl. Torv 5,"Slagelse, 4200","Fisketorvet 6,1.","Slagelse, 4200",Elmedalsvej 7,Til kapitalejerne i JKA Ejendomme A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-30,Statsautoriseret revisor,,,27042880.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for JKA Ejendomme A/S.,"Vi har revideret Ã¥rsregnskabet for JKA Ejendomme A/S for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Claus KjÃ¦r Poulsen,Kim Augustsen,Jytte  Augustsen,"PricewaterhouseCoopers, Statsautoriseret Revisionspartnerselskab",Jyske Bank,JKA Ejendomme A/S,Kim Augustsen A/S,,,,,,"330, Slagelse",2012-12-31,2012-01-01,2013-05-24,Slagelse,,Bestyrelsesmedlem/DirektÃ¸r,urn:ofk:oid:20962564,indberetninger-20180424,2.5118417999999996,27042880.0,,2018-04-01T14:22:21.656Z,2013-06-01T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-61.967,2013-06-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
